accession	tier	bioproject	bait	bait_class	kmer_cov	known_phage_match	match_ref	qcov	identity	novelty
SRR11496603	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR11496604	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496604	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.9179	no	-	-	-	novel (no known-phage match)
SRR11496605	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR11496608	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496608	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR11496608	E1	SRP255560	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.8453	no	-	-	-	novel (no known-phage match)
SRR11496609	E1	SRP255560	ECBAIT_10_0002_JUNCTION_01	junction	0.7268	no	-	-	-	novel (no known-phage match)
SRR11496609	E1	SRP255560	ECBAIT_10_0002_JUNCTION_02	junction	0.8289	no	-	-	-	novel (no known-phage match)
SRR11496609	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496609	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR11496610	E1	SRP255560	ECBAIT_0_0000_JUNCTION_02	junction	0.9649	yes	lambda_NC_001416.1	0.934	0.9861	known-phage-matched
SRR11496610	E1	SRP255560	ECBAIT_0_0000_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496610	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8282	no	-	-	-	novel (no known-phage match)
SRR11496611	E1	SRP255560	ECBAIT_10_0002_JUNCTION_01	junction	0.7268	no	-	-	-	novel (no known-phage match)
SRR11496611	E1	SRP255560	ECBAIT_10_0002_JUNCTION_02	junction	0.7588	no	-	-	-	novel (no known-phage match)
SRR11496611	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496611	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8479	no	-	-	-	novel (no known-phage match)
SRR11496612	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496612	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR11496612	E1	SRP255560	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.8453	no	-	-	-	novel (no known-phage match)
SRR11496613	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496613	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR11496613	E1	SRP255560	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.8453	no	-	-	-	novel (no known-phage match)
SRR11496614	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496614	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR11496614	E1	SRP255560	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.8453	no	-	-	-	novel (no known-phage match)
SRR11496615	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496615	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR11496615	E1	SRP255560	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.8453	no	-	-	-	novel (no known-phage match)
SRR11496616	E1	SRP255560	ECBAIT_10_0002_JUNCTION_01	junction	0.7268	no	-	-	-	novel (no known-phage match)
SRR11496616	E1	SRP255560	ECBAIT_10_0002_JUNCTION_02	junction	0.8289	no	-	-	-	novel (no known-phage match)
SRR11496616	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496616	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR11496617	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496617	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.9444	no	-	-	-	novel (no known-phage match)
SRR11496618	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496618	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8812	no	-	-	-	novel (no known-phage match)
SRR11496619	E1	SRP255560	ECBAIT_10_0002_JUNCTION_01	junction	0.7268	no	-	-	-	novel (no known-phage match)
SRR11496619	E1	SRP255560	ECBAIT_10_0002_JUNCTION_02	junction	0.7588	no	-	-	-	novel (no known-phage match)
SRR11496619	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496620	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	0.9735	no	-	-	-	novel (no known-phage match)
SRR11496620	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR11496621	E1	SRP255560	ECBAIT_0_0000_JUNCTION_02	junction	0.9649	yes	lambda_NC_001416.1	0.934	0.9861	known-phage-matched
SRR11496621	E1	SRP255560	ECBAIT_0_0000_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496621	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8282	no	-	-	-	novel (no known-phage match)
SRR11496622	E1	SRP255560	ECBAIT_10_0002_JUNCTION_01	junction	0.7268	no	-	-	-	novel (no known-phage match)
SRR11496622	E1	SRP255560	ECBAIT_10_0002_JUNCTION_02	junction	0.7588	no	-	-	-	novel (no known-phage match)
SRR11496622	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496622	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR11496623	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496623	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR11496624	E1	SRP255560	ECBAIT_0_0054_MEMBER_INTERIOR_01	member_interior	0.888	no	-	-	-	novel (no known-phage match)
SRR11496624	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8043	no	-	-	-	novel (no known-phage match)
SRR11496624	E1	SRP255560	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.7171	no	-	-	-	novel (no known-phage match)
SRR11496625	E1	SRP255560	ECBAIT_0_0054_MEMBER_INTERIOR_01	member_interior	0.888	no	-	-	-	novel (no known-phage match)
SRR11496625	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8043	no	-	-	-	novel (no known-phage match)
SRR11496625	E1	SRP255560	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.7171	no	-	-	-	novel (no known-phage match)
SRR11496626	E1	SRP255560	ECBAIT_10_0002_JUNCTION_01	junction	0.7268	no	-	-	-	novel (no known-phage match)
SRR11496626	E1	SRP255560	ECBAIT_10_0002_JUNCTION_02	junction	0.8247	no	-	-	-	novel (no known-phage match)
SRR11496626	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496626	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.9179	no	-	-	-	novel (no known-phage match)
SRR11496626	E1	SRP255560	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.8453	no	-	-	-	novel (no known-phage match)
SRR11496627	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496627	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR11496628	E1	SRP255560	ECBAIT_10_0002_JUNCTION_01	junction	0.7268	no	-	-	-	novel (no known-phage match)
SRR11496628	E1	SRP255560	ECBAIT_10_0002_JUNCTION_02	junction	0.7629	no	-	-	-	novel (no known-phage match)
SRR11496628	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496629	E1	SRP255560	ECBAIT_10_0002_JUNCTION_01	junction	0.7268	no	-	-	-	novel (no known-phage match)
SRR11496629	E1	SRP255560	ECBAIT_10_0002_JUNCTION_02	junction	0.8247	no	-	-	-	novel (no known-phage match)
SRR11496629	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496629	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR11496630	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496630	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.9077	no	-	-	-	novel (no known-phage match)
SRR11496630	E1	SRP255560	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.8453	no	-	-	-	novel (no known-phage match)
SRR11496631	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496631	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR11496631	E1	SRP255560	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.8453	no	-	-	-	novel (no known-phage match)
SRR11496632	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496632	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR11496633	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496633	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR11496633	E1	SRP255560	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.8453	no	-	-	-	novel (no known-phage match)
SRR11496634	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496634	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.9205	no	-	-	-	novel (no known-phage match)
SRR11496635	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496635	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR11496636	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496636	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR11496637	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496637	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR11496638	E1	SRP255560	ECBAIT_10_0002_JUNCTION_01	junction	0.7268	no	-	-	-	novel (no known-phage match)
SRR11496638	E1	SRP255560	ECBAIT_10_0002_JUNCTION_02	junction	0.8247	no	-	-	-	novel (no known-phage match)
SRR11496638	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496638	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR11496639	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496639	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8915	no	-	-	-	novel (no known-phage match)
SRR11496640	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496640	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR11496641	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496641	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496642	E1	SRP255560	ECBAIT_10_0002_JUNCTION_01	junction	0.7268	no	-	-	-	novel (no known-phage match)
SRR11496642	E1	SRP255560	ECBAIT_10_0002_JUNCTION_02	junction	0.8247	no	-	-	-	novel (no known-phage match)
SRR11496642	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496642	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR11496643	E1	SRP255560	ECBAIT_10_0002_JUNCTION_01	junction	0.7268	no	-	-	-	novel (no known-phage match)
SRR11496643	E1	SRP255560	ECBAIT_10_0002_JUNCTION_02	junction	0.7588	no	-	-	-	novel (no known-phage match)
SRR11496643	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496643	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR11496644	E1	SRP255560	ECBAIT_10_0002_JUNCTION_01	junction	0.7268	no	-	-	-	novel (no known-phage match)
SRR11496644	E1	SRP255560	ECBAIT_10_0002_JUNCTION_02	junction	0.8247	no	-	-	-	novel (no known-phage match)
SRR11496644	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496644	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8017	no	-	-	-	novel (no known-phage match)
SRR11496645	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496645	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR11496645	E1	SRP255560	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.8453	no	-	-	-	novel (no known-phage match)
SRR11496646	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.7889	no	-	-	-	novel (no known-phage match)
SRR11496647	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.7889	no	-	-	-	novel (no known-phage match)
SRR11496648	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496648	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8803	no	-	-	-	novel (no known-phage match)
SRR11496649	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8231	no	-	-	-	novel (no known-phage match)
SRR11496650	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8231	no	-	-	-	novel (no known-phage match)
SRR11496651	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496651	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8915	no	-	-	-	novel (no known-phage match)
SRR11496652	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496652	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496653	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496653	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR11496654	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496654	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8915	no	-	-	-	novel (no known-phage match)
SRR11496655	E1	SRP255560	ECBAIT_10_0002_JUNCTION_01	junction	0.7268	no	-	-	-	novel (no known-phage match)
SRR11496655	E1	SRP255560	ECBAIT_10_0002_JUNCTION_02	junction	0.7588	no	-	-	-	novel (no known-phage match)
SRR11496655	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	0.9735	no	-	-	-	novel (no known-phage match)
SRR11496655	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR11496656	E1	SRP255560	ECBAIT_10_0002_JUNCTION_01	junction	0.7268	no	-	-	-	novel (no known-phage match)
SRR11496656	E1	SRP255560	ECBAIT_10_0002_JUNCTION_02	junction	0.8289	no	-	-	-	novel (no known-phage match)
SRR11496656	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496656	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR11496657	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496657	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.947	no	-	-	-	novel (no known-phage match)
SRR11496657	E1	SRP255560	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.7103	no	-	-	-	novel (no known-phage match)
SRR11496658	E1	SRP255560	ECBAIT_10_0002_JUNCTION_02	junction	0.7588	no	-	-	-	novel (no known-phage match)
SRR11496658	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496658	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR11496659	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496659	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR11496659	E1	SRP255560	ECBAIT_10_0172_MEMBER_INTERIOR_01	member_interior	0.8453	no	-	-	-	novel (no known-phage match)
SRR11496660	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496660	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.865	no	-	-	-	novel (no known-phage match)
SRR11496661	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496661	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.7205	no	-	-	-	novel (no known-phage match)
SRR11496662	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496662	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.7256	no	-	-	-	novel (no known-phage match)
SRR11496663	E1	SRP255560	ECBAIT_10_0002_JUNCTION_01	junction	0.7268	no	-	-	-	novel (no known-phage match)
SRR11496663	E1	SRP255560	ECBAIT_10_0002_JUNCTION_02	junction	0.7588	no	-	-	-	novel (no known-phage match)
SRR11496663	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496663	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR11496664	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	0.9735	no	-	-	-	novel (no known-phage match)
SRR11496664	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.9205	no	-	-	-	novel (no known-phage match)
SRR11496665	E1	SRP255560	ECBAIT_10_0002_JUNCTION_01	junction	0.7268	no	-	-	-	novel (no known-phage match)
SRR11496665	E1	SRP255560	ECBAIT_10_0002_JUNCTION_02	junction	0.7588	no	-	-	-	novel (no known-phage match)
SRR11496665	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496665	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.7487	no	-	-	-	novel (no known-phage match)
SRR11496666	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496667	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496668	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496668	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.747	no	-	-	-	novel (no known-phage match)
SRR11496669	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	0.9735	no	-	-	-	novel (no known-phage match)
SRR11496669	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR11496670	E1	SRP255560	ECBAIT_10_0002_JUNCTION_01	junction	0.7268	no	-	-	-	novel (no known-phage match)
SRR11496670	E1	SRP255560	ECBAIT_10_0002_JUNCTION_02	junction	0.7588	no	-	-	-	novel (no known-phage match)
SRR11496670	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496670	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR11496671	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496671	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8915	no	-	-	-	novel (no known-phage match)
SRR11496672	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496672	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR11496673	E1	SRP255560	ECBAIT_10_0002_JUNCTION_02	junction	0.8247	no	-	-	-	novel (no known-phage match)
SRR11496673	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496673	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR11496674	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496674	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR11496675	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	0.9735	no	-	-	-	novel (no known-phage match)
SRR11496675	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.865	no	-	-	-	novel (no known-phage match)
SRR11496676	E1	SRP255560	ECBAIT_10_0002_JUNCTION_01	junction	0.7268	no	-	-	-	novel (no known-phage match)
SRR11496676	E1	SRP255560	ECBAIT_10_0002_JUNCTION_02	junction	0.8289	no	-	-	-	novel (no known-phage match)
SRR11496676	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496676	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR11496677	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	0.9735	no	-	-	-	novel (no known-phage match)
SRR11496677	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR11496678	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496678	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR11496679	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496679	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
SRR11496680	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	0.9735	no	-	-	-	novel (no known-phage match)
SRR11496680	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.865	no	-	-	-	novel (no known-phage match)
SRR11496681	E1	SRP255560	ECBAIT_10_0002_MEMBER_INTERIOR_01	member_interior	1.0	no	-	-	-	novel (no known-phage match)
SRR11496681	E1	SRP255560	ECBAIT_10_0057_MEMBER_INTERIOR_01	member_interior	0.8547	no	-	-	-	novel (no known-phage match)
