genome_id	clade_id	length	flag	completeness_pct	host_genes	functional_tier_note	n_accessions_screened	n_screen_hits_ge_0.7_any_bait	n_baits_with_hits	best_kmer_cov	best_accession	sra_evidence_category
ecoli_ml|clade_10_0083_ML	clade_10_0083_ML	79621	host_genes	93.01	1		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0084_ML	clade_10_0084_ML	72310	host_genes	92.14	4		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0085_ML	clade_10_0085_ML	101331	host_genes	97.02	10		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0086_ML	clade_10_0086_ML	23875	host_genes	67.44	1		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0087_ML	clade_10_0087_ML	54924	host_genes	77.98	3		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0088_ML	clade_10_0088_ML	38616	host_genes	100.0	2		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0089_ML	clade_10_0089_ML	79671	host_genes	93.73	5		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0090_ML	clade_10_0090_ML	70365	host_genes	93.5	5		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0091_ML	clade_10_0091_ML	77034	host_genes	100.0	6		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0092_ML	clade_10_0092_ML	40895	host_genes	85.5	1		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0093_ML	clade_10_0093_ML	83481	host_genes	96.32	8		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0094_ML	clade_10_0094_ML	77841	host_genes	91.66	2		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0095_ML	clade_10_0095_ML	74446	ok	100.0	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0096_ML	clade_10_0096_ML	76791	host_genes	93.35	4		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0097_ML	clade_10_0097_ML	24577	missing_core_structural;host_genes	65.02	2		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0098_ML	clade_10_0098_ML	50753	contamination;host_genes	94.53	6		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0099_ML	clade_10_0099_ML	66838	host_genes	88.93	6		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0100_ML	clade_10_0100_ML	59772	host_genes	83.87	6		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0101_ML	clade_10_0101_ML	55969	host_genes	86.3	6		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0102_ML	clade_10_0102_ML	98054	host_genes	97.4	13		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0103_ML	clade_10_0103_ML	45658	missing_core_structural	95.39	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0104_ML	clade_10_0104_ML	57908	host_genes	85.12	2		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0105_ML	clade_10_0105_ML	17959	missing_core_structural;low_completeness;host_genes	25.66	2		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0106_ML	clade_10_0106_ML	64952	host_genes	87.44	2		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0107_ML	clade_10_0107_ML	48518	host_genes	80.15	4		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0108_ML	clade_10_0108_ML	29098	ok	56.16	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0109_ML	clade_10_0109_ML	18402	missing_core_structural;low_completeness;host_genes	27.54	1		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0110_ML	clade_10_0110_ML	74647	host_genes	91.66	5		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0111_ML	clade_10_0111_ML	31812	host_genes	67.54	1		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0112_ML	clade_10_0112_ML	15851	missing_core_structural;low_completeness	30.04	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0113_ML	clade_10_0113_ML	23260	missing_core_structural;low_completeness;host_genes	33.06	1		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0114_ML	clade_10_0114_ML	18542	missing_core_structural;low_completeness	28.21	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0115_ML	clade_10_0115_ML	8893	missing_core_structural;low_completeness	18.47	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0116_ML	clade_10_0116_ML	14362	missing_core_structural;low_completeness;host_genes	18.0	1		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0117_ML	clade_10_0117_ML	82230	ok	100.0	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0118_ML	clade_10_0118_ML	18507	low_completeness	38.9	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0119_ML	clade_10_0119_ML	22735	missing_core_structural	55.18	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0120_ML	clade_10_0120_ML	36099	ok	56.0	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0121_ML	clade_10_0121_ML	19627	low_completeness;host_genes	27.15	10		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0122_ML	clade_10_0122_ML	62775	host_genes	85.61	1		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0123_ML	clade_10_0123_ML	17505	missing_core_structural;low_completeness	38.78	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0124_ML	clade_10_0124_ML	8124	missing_core_structural;low_completeness;contamination;host_genes	14.55	2		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0125_ML	clade_10_0125_ML	7107	missing_core_structural;low_completeness;many_truncated	21.16	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0126_ML	clade_10_0126_ML	59479	host_genes	100.0	5		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0127_ML	clade_10_0127_ML	57802	host_genes	87.41	1		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0128_ML	clade_10_0128_ML	22618	low_completeness	47.18	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0129_ML	clade_10_0129_ML	28187	ok	77.22	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0130_ML	clade_10_0130_ML	42927	host_genes	93.33	5		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0131_ML	clade_10_0131_ML	41881	host_genes	80.02	1		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0132_ML	clade_10_0132_ML	30453	missing_core_structural;low_completeness;host_genes	27.79	1		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0133_ML	clade_10_0133_ML	16831	missing_core_structural;low_completeness	33.02	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0134_ML	clade_10_0134_ML	4699	low_completeness	10.25	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0135_ML	clade_10_0135_ML	15191	missing_core_structural;low_completeness;contamination;host_genes	20.56	6		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0136_ML	clade_10_0136_ML	6426	missing_core_structural;low_completeness	13.13	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0137_ML	clade_10_0137_ML	43016	host_genes	100.0	3		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0138_ML	clade_10_0138_ML	5346	low_completeness	9.48	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0139_ML	clade_10_0139_ML	15379	missing_core_structural;low_completeness;contamination;host_genes	12.04	4		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0140_ML	clade_10_0140_ML	70788	host_genes	100.0	1		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0141_ML	clade_10_0141_ML	88763	host_genes	96.04	13		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0142_ML	clade_10_0142_ML	92624	host_genes	96.65	11		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0143_ML	clade_10_0143_ML	91427	host_genes	95.33	7		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0144_ML	clade_10_0144_ML	82798	host_genes	96.32	5		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0145_ML	clade_10_0145_ML	88923	host_genes	96.62	6		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0146_ML	clade_10_0146_ML	88201	host_genes	96.55	4		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0147_ML	clade_10_0147_ML	53036	host_genes	85.54	1		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0148_ML	clade_10_0148_ML	31516	missing_core_structural;host_genes	69.88	2		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0149_ML	clade_10_0149_ML	32218	host_genes	71.37	3		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0150_ML	clade_10_0150_ML	54622	host_genes	100.0	3		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0151_ML	clade_10_0151_ML	60479	ok	83.65	0		15105	378	3	0.9526	SRR7879894	SRA_screen_hit (3 bait(s); see confirm classifications)
ecoli_ml|clade_10_0152_ML	clade_10_0152_ML	43273	ok	68.12	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0153_ML	clade_10_0153_ML	29833	low_completeness;host_genes	40.03	6		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0154_ML	clade_10_0154_ML	33432	host_genes	67.42	2		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0155_ML	clade_10_0155_ML	151989	host_genes	99.63	5		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0156_ML	clade_10_0156_ML	66483	host_genes	91.69	14		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0157_ML	clade_10_0157_ML	129976	host_genes	98.99	3		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0158_ML	clade_10_0158_ML	92633	host_genes	100.0	6		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0159_ML	clade_10_0159_ML	81639	host_genes	96.55	11		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0160_ML	clade_10_0160_ML	82779	host_genes	91.76	1		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0161_ML	clade_10_0161_ML	95510	host_genes	94.31	20		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0162_ML	clade_10_0162_ML	23859	low_completeness	43.09	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0163_ML	clade_10_0163_ML	68131	host_genes	90.28	2		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0164_ML	clade_10_0164_ML	80028	host_genes	98.13	1		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0165_ML	clade_10_0165_ML	78634	host_genes	93.84	9		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0166_ML	clade_10_0166_ML	63606	ok	95.39	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0167_ML	clade_10_0167_ML	51851	host_genes	78.65	1		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0168_ML	clade_10_0168_ML	18516	missing_core_structural;low_completeness	31.51	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0169_ML	clade_10_0169_ML	21115	missing_core_structural;low_completeness;host_genes	35.66	1		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0170_ML	clade_10_0170_ML	35350	ok	56.88	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0171_ML	clade_10_0171_ML	29288	host_genes	58.51	1		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0172_ML	clade_10_0172_ML	44050	ok	77.62	0		15105	1592	4	0.9077	DRR415722	SRA_screen_hit (4 bait(s); see confirm classifications)
ecoli_ml|clade_10_0173_ML	clade_10_0173_ML	84066	host_genes	93.77	3		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0174_ML	clade_10_0174_ML	96416	host_genes	97.07	3		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0175_ML	clade_10_0175_ML	69117	host_genes	92.24	1		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0176_ML	clade_10_0176_ML	77748	host_genes	93.27	4		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0177_ML	clade_10_0177_ML	93825	host_genes	98.26	3		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0178_ML	clade_10_0178_ML	62058	ok	92.98	0		15105	233	4	0.9387	SRR17529613	SRA_screen_hit (4 bait(s); see confirm classifications)
ecoli_ml|clade_10_0179_ML	clade_10_0179_ML	57801	ok	88.89	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0180_ML	clade_10_0180_ML	22073	missing_core_structural;low_completeness;host_genes	33.75	3		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0181_ML	clade_10_0181_ML	44227	missing_core_structural;host_genes	85.1	7		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0182_ML	clade_10_0182_ML	19566	missing_core_structural;low_completeness;contamination;host_genes	26.9	3		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0183_ML	clade_10_0183_ML	29736	missing_core_structural;low_completeness;host_genes	40.78	8		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0184_ML	clade_10_0184_ML	7738	missing_core_structural;low_completeness;contamination;host_genes	2.95	3		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0185_ML	clade_10_0185_ML	63318	ok	100.0	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0186_ML	clade_10_0186_ML	29371	missing_core_structural;low_completeness	47.32	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0187_ML	clade_10_0187_ML	49096	host_genes	100.0	3		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0188_ML	clade_10_0188_ML	53923	host_genes	82.91	2		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0189_ML	clade_10_0189_ML	87547	host_genes	94.01	5		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0190_ML	clade_10_0190_ML	57748	host_genes	100.0	5		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0191_ML	clade_10_0191_ML	34629	host_genes	52.07	2		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0192_ML	clade_10_0192_ML	47964	ok	99.04	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0193_ML	clade_10_0193_ML	46617	ok	96.13	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0194_ML	clade_10_0194_ML	43812	ok	92.56	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0195_ML	clade_10_0195_ML	74735	host_genes	93.52	1		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0196_ML	clade_10_0196_ML	71789	host_genes	93.48	1		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0197_ML	clade_10_0197_ML	72615	host_genes	94.49	4		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0198_ML	clade_10_0198_ML	67913	ok	95.98	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_10_0199_ML	clade_10_0199_ML	35118	host_genes	61.17	2		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_11_0000_ML	clade_11_0000_ML	31357	missing_core_structural;low_completeness;host_genes	17.62	2		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_1_0000_ML	clade_1_0000_ML	106624	host_genes	100.0	9		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_1_0001_ML	clade_1_0001_ML	92462	host_genes	100.0	4		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_1_0002_ML	clade_1_0002_ML	92872	host_genes	100.0	3		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_1_0003_ML	clade_1_0003_ML	100707	host_genes	95.06	4		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_1_0004_ML	clade_1_0004_ML	84238	ok	95.5	0		15105	595	4	1.0000	SRR958780	SRA_screen_hit (4 bait(s); see confirm classifications)
ecoli_ml|clade_1_0005_ML	clade_1_0005_ML	119331	host_genes	97.91	6		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_1_0006_ML	clade_1_0006_ML	119430	host_genes	100.0	2		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_1_0007_ML	clade_1_0007_ML	124046	host_genes	100.0	7		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_1_0008_ML	clade_1_0008_ML	120408	host_genes	100.0	6		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_1_0009_ML	clade_1_0009_ML	96064	host_genes	100.0	7		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_1_0010_ML	clade_1_0010_ML	134816	host_genes	100.0	7		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_1_0011_ML	clade_1_0011_ML	118436	host_genes	97.34	6		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_1_0012_ML	clade_1_0012_ML	71804	contamination;host_genes	100.0	2		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_1_0013_ML	clade_1_0013_ML	110163	host_genes	95.82	6		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_1_0014_ML	clade_1_0014_ML	115117	missing_core_structural;host_genes	100.0	7		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_1_0015_ML	clade_1_0015_ML	78177	ok	100.0	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_1_0016_ML	clade_1_0016_ML	52268	host_genes	80.16	2		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_1_0017_ML	clade_1_0017_ML	55331	ok	100.0	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_1_0018_ML	clade_1_0018_ML	9891	missing_core_structural;low_completeness;contamination;host_genes	12.26	2		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_1_0019_ML	clade_1_0019_ML	59828	missing_core_structural	58.65	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_1_0020_ML	clade_1_0020_ML	6452	missing_core_structural;low_completeness;host_genes	7.12	1		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_1_0021_ML	clade_1_0021_ML	66948	host_genes	100.0	1		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_1_0022_ML	clade_1_0022_ML	43137	ok	59.54	0		15105	343	3	1.0000	SRR7879935	SRA_screen_hit (3 bait(s); see confirm classifications)
ecoli_ml|clade_1_0023_ML	clade_1_0023_ML	152544	host_genes	94.25	8		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_1_0024_ML	clade_1_0024_ML	2382	missing_core_structural;low_completeness	4.81	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_1_0025_ML	clade_1_0025_ML	73891	host_genes	89.09	2		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_1_0026_ML	clade_1_0026_ML	51736	ok	100.0	0		15105	81	2	0.9282	DRR129837	SRA_screen_hit (2 bait(s); see confirm classifications)
ecoli_ml|clade_1_0027_ML	clade_1_0027_ML	25334	missing_core_structural;host_genes	NA	7		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_1_0028_ML	clade_1_0028_ML	1068	missing_core_structural;low_completeness	2.2	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_1_0029_ML	clade_1_0029_ML	7264	missing_core_structural;low_completeness	15.87	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_1_0030_ML	clade_1_0030_ML	43663	ok	68.55	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_1_0031_ML	clade_1_0031_ML	57698	ok	80.43	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_1_0032_ML	clade_1_0032_ML	51860	ok	72.75	0		15105	1	1	0.7538	ERR4843458	SRA_screen_hit (1 bait(s); see confirm classifications)
ecoli_ml|clade_1_0033_ML	clade_1_0033_ML	13672	missing_core_structural;low_completeness	15.13	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_1_0034_ML	clade_1_0034_ML	3129	missing_core_structural;low_completeness	8.11	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_1_0035_ML	clade_1_0035_ML	10172	missing_core_structural	85.16	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_1_0036_ML	clade_1_0036_ML	45869	ok	75.4	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_1_0037_ML	clade_1_0037_ML	15162	low_completeness	42.91	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_1_0038_ML	clade_1_0038_ML	25875	ok	67.77	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_1_0039_ML	clade_1_0039_ML	93665	host_genes	100.0	3		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_1_0040_ML	clade_1_0040_ML	30000	missing_core_structural;host_genes	68.38	1		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_1_0041_ML	clade_1_0041_ML	68207	host_genes	100.0	2		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_1_0042_ML	clade_1_0042_ML	5206	missing_core_structural;low_completeness	10.9	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_1_0043_ML	clade_1_0043_ML	7734	missing_core_structural;low_completeness	16.25	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_1_0044_ML	clade_1_0044_ML	20625	low_completeness	33.95	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_1_0045_ML	clade_1_0045_ML	33639	host_genes	71.76	7		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_1_0046_ML	clade_1_0046_ML	17476	missing_core_structural;low_completeness	38.41	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_1_0047_ML	clade_1_0047_ML	10365	missing_core_structural;low_completeness;host_genes	17.05	1		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_1_0048_ML	clade_1_0048_ML	88458	host_genes	96.93	2		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_1_0049_ML	clade_1_0049_ML	31130	missing_core_structural;low_completeness;contamination;host_genes	41.88	5		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_1_0050_ML	clade_1_0050_ML	24141	missing_core_structural;low_completeness;contamination;host_genes	32.2	5		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_1_0051_ML	clade_1_0051_ML	88620	host_genes	94.5	2		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_1_0052_ML	clade_1_0052_ML	40266	host_genes	84.49	2		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_1_0053_ML	clade_1_0053_ML	47458	ok	99.98	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_1_0054_ML	clade_1_0054_ML	26935	missing_core_structural	60.45	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_1_0055_ML	clade_1_0055_ML	15062	missing_core_structural;low_completeness	34.37	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_1_0056_ML	clade_1_0056_ML	15619	missing_core_structural;low_completeness	34.92	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_1_0057_ML	clade_1_0057_ML	30269	missing_core_structural	65.24	0		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0000_ML	clade_2_0000_ML	79609	host_genes	100.0	11		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0001_ML	clade_2_0001_ML	107545	host_genes	100.0	4		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0002_ML	clade_2_0002_ML	80950	host_genes	100.0	11		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0003_ML	clade_2_0003_ML	132345	host_genes	100.0	15		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0004_ML	clade_2_0004_ML	121580	host_genes	100.0	16		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0005_ML	clade_2_0005_ML	75379	host_genes	95.23	12		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0006_ML	clade_2_0006_ML	61848	host_genes	95.53	3		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0007_ML	clade_2_0007_ML	123564	host_genes	100.0	12		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0008_ML	clade_2_0008_ML	97120	host_genes	100.0	6		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0009_ML	clade_2_0009_ML	60812	host_genes	100.0	9		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0010_ML	clade_2_0010_ML	58963	host_genes	100.0	3		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0011_ML	clade_2_0011_ML	74764	host_genes	100.0	8		15105	0	0	0.0000		no hit (not detected in screened subset)
ecoli_ml|clade_2_0012_ML	clade_2_0012_ML	31672	missing_core_structural;host_genes	98.68	6		15105	0	0	0.0000		no hit (not detected in screened subset)
