accession	tier	scientific_name	bioproject	n_baits_ge_0.7	baits_ge_0.7
SRR11496602	E1	Escherichia coli O25b:H4-ST131	SRP255560	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.865
SRR11496605	E1	Escherichia coli O25b:H4-ST131	SRP255560	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR11496603	E1	Escherichia coli O25b:H4-ST131	SRP255560	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR11496604	E1	Escherichia coli O25b:H4-ST131	SRP255560	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.918
SRR11496608	E1	Escherichia coli O25b:H4-ST131	SRP255560	3	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.845
SRR11496609	E1	Escherichia coli O25b:H4-ST131	SRP255560	4	ECBAIT_10_0002_JUNCTION_01:0.727;ECBAIT_10_0002_JUNCTION_02:0.829;ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR11496610	E1	Escherichia coli	SRP255560	3	ECBAIT_0_0000_JUNCTION_02:0.965;ECBAIT_0_0000_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.828
SRR11496611	E1	Escherichia coli O25b:H4-ST131	SRP255560	4	ECBAIT_10_0002_JUNCTION_01:0.727;ECBAIT_10_0002_JUNCTION_02:0.759;ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.848
SRR11496612	E1	Escherichia coli O25b:H4-ST131	SRP255560	3	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.845
SRR11496613	E1	Escherichia coli O25b:H4-ST131	SRP255560	3	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.845
SRR11496614	E1	Escherichia coli O25b:H4-ST131	SRP255560	3	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.845
SRR11496617	E1	Escherichia coli O25b:H4-ST131	SRP255560	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.944
SRR11496616	E1	Escherichia coli O25b:H4-ST131	SRP255560	4	ECBAIT_10_0002_JUNCTION_01:0.727;ECBAIT_10_0002_JUNCTION_02:0.829;ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR11496615	E1	Escherichia coli O25b:H4-ST131	SRP255560	3	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.845
SRR11496618	E1	Escherichia coli O25b:H4-ST131	SRP255560	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.881
SRR11496620	E1	Escherichia coli O25b:H4-ST131	SRP255560	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:0.974;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR11496619	E1	Escherichia coli O25b:H4-ST131	SRP255560	3	ECBAIT_10_0002_JUNCTION_01:0.727;ECBAIT_10_0002_JUNCTION_02:0.759;ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000
SRR11496621	E1	Escherichia coli	SRP255560	3	ECBAIT_0_0000_JUNCTION_02:0.965;ECBAIT_0_0000_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.828
SRR11496622	E1	Escherichia coli O25b:H4-ST131	SRP255560	4	ECBAIT_10_0002_JUNCTION_01:0.727;ECBAIT_10_0002_JUNCTION_02:0.759;ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR11496623	E1	Escherichia coli O25b:H4-ST131	SRP255560	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR11496624	E1	Escherichia coli	SRP255560	3	ECBAIT_0_0054_MEMBER_INTERIOR_01:0.888;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.804;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.717
SRR11496625	E1	Escherichia coli	SRP255560	3	ECBAIT_0_0054_MEMBER_INTERIOR_01:0.888;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.804;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.717
SRR11496626	E1	Escherichia coli O25b:H4-ST131	SRP255560	5	ECBAIT_10_0002_JUNCTION_01:0.727;ECBAIT_10_0002_JUNCTION_02:0.825;ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.918;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.845
SRR11496627	E1	Escherichia coli O25b:H4-ST131	SRP255560	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR11496629	E1	Escherichia coli O25b:H4-ST131	SRP255560	4	ECBAIT_10_0002_JUNCTION_01:0.727;ECBAIT_10_0002_JUNCTION_02:0.825;ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR11496628	E1	Escherichia coli O25b:H4-ST131	SRP255560	3	ECBAIT_10_0002_JUNCTION_01:0.727;ECBAIT_10_0002_JUNCTION_02:0.763;ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000
SRR11496630	E1	Escherichia coli O25b:H4-ST131	SRP255560	3	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.908;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.845
SRR11496633	E1	Escherichia coli O25b:H4-ST131	SRP255560	3	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.845
SRR11496632	E1	Escherichia coli O25b:H4-ST131	SRP255560	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR11496634	E1	Escherichia coli O25b:H4-ST131	SRP255560	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.920
SRR11496631	E1	Escherichia coli O25b:H4-ST131	SRP255560	3	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.845
SRR11496637	E1	Escherichia coli O25b:H4-ST131	SRP255560	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR11496635	E1	Escherichia coli O25b:H4-ST131	SRP255560	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR11496636	E1	Escherichia coli O25b:H4-ST131	SRP255560	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR11496638	E1	Escherichia coli O25b:H4-ST131	SRP255560	4	ECBAIT_10_0002_JUNCTION_01:0.727;ECBAIT_10_0002_JUNCTION_02:0.825;ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR11496641	E1	Escherichia coli O25b:H4-ST131	SRP255560	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000
SRR11496639	E1	Escherichia coli O25b:H4-ST131	SRP255560	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.891
SRR11496640	E1	Escherichia coli O25b:H4-ST131	SRP255560	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR11496642	E1	Escherichia coli O25b:H4-ST131	SRP255560	4	ECBAIT_10_0002_JUNCTION_01:0.727;ECBAIT_10_0002_JUNCTION_02:0.825;ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR11496643	E1	Escherichia coli O25b:H4-ST131	SRP255560	4	ECBAIT_10_0002_JUNCTION_01:0.727;ECBAIT_10_0002_JUNCTION_02:0.759;ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR11496644	E1	Escherichia coli O25b:H4-ST131	SRP255560	4	ECBAIT_10_0002_JUNCTION_01:0.727;ECBAIT_10_0002_JUNCTION_02:0.825;ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.802
SRR11496645	E1	Escherichia coli O25b:H4-ST131	SRP255560	3	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.845
SRR11496646	E1	Escherichia coli	SRP255560	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.789
SRR11496649	E1	Escherichia coli	SRP255560	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.823
SRR11496647	E1	Escherichia coli	SRP255560	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.789
SRR11496650	E1	Escherichia coli	SRP255560	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.823
SRR11496648	E1	Escherichia coli O25b:H4-ST131	SRP255560	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.880
SRR11496652	E1	Escherichia coli O25b:H4-ST131	SRP255560	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000
SRR11496654	E1	Escherichia coli O25b:H4-ST131	SRP255560	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.891
SRR11496651	E1	Escherichia coli O25b:H4-ST131	SRP255560	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.891
SRR11496653	E1	Escherichia coli O25b:H4-ST131	SRP255560	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR11496655	E1	Escherichia coli O25b:H4-ST131	SRP255560	4	ECBAIT_10_0002_JUNCTION_01:0.727;ECBAIT_10_0002_JUNCTION_02:0.759;ECBAIT_10_0002_MEMBER_INTERIOR_01:0.974;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR11496656	E1	Escherichia coli O25b:H4-ST131	SRP255560	4	ECBAIT_10_0002_JUNCTION_01:0.727;ECBAIT_10_0002_JUNCTION_02:0.829;ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR11496657	E1	Escherichia coli O25b:H4-ST131	SRP255560	3	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.947;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.710
SRR11496658	E1	Escherichia coli O25b:H4-ST131	SRP255560	3	ECBAIT_10_0002_JUNCTION_02:0.759;ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR11496659	E1	Escherichia coli O25b:H4-ST131	SRP255560	3	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.845
SRR11496660	E1	Escherichia coli O25b:H4-ST131	SRP255560	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.865
SRR11496661	E1	Escherichia coli O25b:H4-ST131	SRP255560	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.721
SRR11496662	E1	Escherichia coli O25b:H4-ST131	SRP255560	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.726
SRR11496664	E1	Escherichia coli O25b:H4-ST131	SRP255560	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:0.974;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.920
SRR11496663	E1	Escherichia coli O25b:H4-ST131	SRP255560	4	ECBAIT_10_0002_JUNCTION_01:0.727;ECBAIT_10_0002_JUNCTION_02:0.759;ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR11496665	E1	Escherichia coli O25b:H4-ST131	SRP255560	4	ECBAIT_10_0002_JUNCTION_01:0.727;ECBAIT_10_0002_JUNCTION_02:0.759;ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.749
SRR11496666	E1	Escherichia coli O25b:H4-ST131	SRP255560	1	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000
SRR11496667	E1	Escherichia coli O25b:H4-ST131	SRP255560	1	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000
SRR11496668	E1	Escherichia coli O25b:H4-ST131	SRP255560	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.747
SRR11496670	E1	Escherichia coli O25b:H4-ST131	SRP255560	4	ECBAIT_10_0002_JUNCTION_01:0.727;ECBAIT_10_0002_JUNCTION_02:0.759;ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR11496669	E1	Escherichia coli O25b:H4-ST131	SRP255560	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:0.974;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR11496671	E1	Escherichia coli O25b:H4-ST131	SRP255560	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.891
SRR11496672	E1	Escherichia coli O25b:H4-ST131	SRP255560	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR11496674	E1	Escherichia coli O25b:H4-ST131	SRP255560	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR11496673	E1	Escherichia coli O25b:H4-ST131	SRP255560	3	ECBAIT_10_0002_JUNCTION_02:0.825;ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR11496675	E1	Escherichia coli O25b:H4-ST131	SRP255560	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:0.974;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.865
SRR11496676	E1	Escherichia coli O25b:H4-ST131	SRP255560	4	ECBAIT_10_0002_JUNCTION_01:0.727;ECBAIT_10_0002_JUNCTION_02:0.829;ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR11496678	E1	Escherichia coli O25b:H4-ST131	SRP255560	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR11496677	E1	Escherichia coli O25b:H4-ST131	SRP255560	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:0.974;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR11496680	E1	Escherichia coli O25b:H4-ST131	SRP255560	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:0.974;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.865
SRR11496679	E1	Escherichia coli O25b:H4-ST131	SRP255560	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR11496681	E1	Escherichia coli O25b:H4-ST131	SRP255560	3	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.845
SRR11496682	E1	Escherichia coli O25b:H4-ST131	SRP255560	5	ECBAIT_10_0002_JUNCTION_01:0.727;ECBAIT_10_0002_JUNCTION_02:0.825;ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855;ECBAIT_10_0151_MEMBER_INTERIOR_01:0.737
SRR11496683	E1	Escherichia coli O25b:H4-ST131	SRP255560	3	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.845
SRR11496685	E1	Escherichia coli O25b:H4-ST131	SRP255560	4	ECBAIT_10_0002_JUNCTION_01:0.727;ECBAIT_10_0002_JUNCTION_02:0.759;ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR11496684	E1	Escherichia coli O25b:H4-ST131	SRP255560	4	ECBAIT_10_0002_JUNCTION_01:0.727;ECBAIT_10_0002_JUNCTION_02:0.758;ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR11496686	E1	Escherichia coli O25b:H4-ST131	SRP255560	4	ECBAIT_10_0002_JUNCTION_01:0.727;ECBAIT_10_0002_JUNCTION_02:0.825;ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR11496687	E1	Escherichia coli O25b:H4-ST131	SRP255560	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:0.974;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR11496688	E1	Escherichia coli O25b:H4-ST131	SRP255560	3	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.865;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.710
SRR11496689	E1	Escherichia coli O25b:H4-ST131	SRP255560	3	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.974;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.710
SRR11496690	E1	Escherichia coli O25b:H4-ST131	SRP255560	3	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.974;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.710
SRR11496691	E1	Escherichia coli	SRP255560	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.831
SRR11496693	E1	Escherichia coli O25b:H4-ST131	SRP255560	3	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.710
SRR11496692	E1	Escherichia coli	SRP255560	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.804
SRR11496694	E1	Escherichia coli O25b:H4-ST131	SRP255560	3	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.710
SRR11496695	E1	Escherichia coli O25b:H4-ST131	SRP255560	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR11496698	E1	Escherichia coli O25b:H4-ST131	SRP255560	4	ECBAIT_10_0002_JUNCTION_01:0.727;ECBAIT_10_0002_JUNCTION_02:0.759;ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR11496697	E1	Escherichia coli O25b:H4-ST131	SRP255560	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR11496696	E1	Escherichia coli O25b:H4-ST131	SRP255560	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR11496699	E1	Escherichia coli O25b:H4-ST131	SRP255560	3	ECBAIT_10_0002_JUNCTION_01:0.805;ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.881
SRR11496700	E1	Escherichia coli O25b:H4-ST131	SRP255560	4	ECBAIT_10_0002_JUNCTION_01:0.727;ECBAIT_10_0002_JUNCTION_02:0.829;ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR11496701	E1	Escherichia coli O25b:H4-ST131	SRP255560	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR11496702	E1	Escherichia coli O25b:H4-ST131	SRP255560	4	ECBAIT_10_0002_JUNCTION_01:0.727;ECBAIT_10_0002_JUNCTION_02:0.829;ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR11496703	E1	Escherichia coli O25b:H4-ST131	SRP255560	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR11496706	E1	Escherichia coli O25b:H4-ST131	SRP255560	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR11496704	E1	Escherichia coli O25b:H4-ST131	SRP255560	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR11496705	E1	Escherichia coli O25b:H4-ST131	SRP255560	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR11496707	E1	Escherichia coli O25b:H4-ST131	SRP255560	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR11496708	E1	Escherichia coli O25b:H4-ST131	SRP255560	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR11496710	E1	Escherichia coli	SRP255560	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.910
SRR11496709	E1	Escherichia coli O25b:H4-ST131	SRP255560	3	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.828;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.845
SRR11496711	E1	Escherichia coli O25b:H4-ST131	SRP255560	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855
SRR11496713	E1	Escherichia coli	SRP255560	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.773
SRR11496714	E1	Escherichia coli	SRP255560	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.773
SRR11496712	E1	Escherichia coli	SRP255560	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.910
SRR11496717	E1	Escherichia coli O25b:H4-ST131	SRP255560	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.891
SRR11496716	E1	Escherichia coli O25b:H4-ST131	SRP255560	4	ECBAIT_10_0002_JUNCTION_01:0.727;ECBAIT_10_0002_JUNCTION_02:0.759;ECBAIT_10_0002_MEMBER_INTERIOR_01:0.974;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.777
SRR11496715	E1	Escherichia coli O25b:H4-ST131	SRP255560	3	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.845
SRR11496718	E1	Escherichia coli O25b:H4-ST131	SRP255560	2	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.865
SRR18211848	E1	Escherichia coli	SRP362296	4	ECBAIT_0_0000_JUNCTION_02:0.824;ECBAIT_0_0000_MEMBER_INTERIOR_01:0.974;ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.715
SRR18211846	E1	Escherichia coli	SRP362296	1	ECBAIT_10_0172_MEMBER_INTERIOR_01:0.872
SRR18211852	E1	Escherichia coli	SRP362296	3	ECBAIT_0_0000_JUNCTION_02:0.933;ECBAIT_0_0000_MEMBER_INTERIOR_01:1.000;ECBAIT_0_0054_MEMBER_INTERIOR_01:0.827
SRR18211849	E1	Escherichia coli	SRP362296	4	ECBAIT_0_0054_MEMBER_INTERIOR_01:0.754;ECBAIT_10_0002_MEMBER_INTERIOR_01:0.920;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.937;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.726
SRR18211850	E1	Escherichia coli	SRP362296	2	ECBAIT_0_0000_JUNCTION_02:0.729;ECBAIT_10_0151_JUNCTION_03:0.798
SRR18211854	E1	Escherichia coli	SRP362296	3	ECBAIT_10_0002_JUNCTION_01:0.727;ECBAIT_10_0002_JUNCTION_02:0.829;ECBAIT_10_0057_MEMBER_INTERIOR_01:1.000
SRR18211855	E1	Escherichia coli	SRP362296	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.831
SRR18211853	E1	Escherichia coli	SRP362296	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.868
SRR18211857	E1	Escherichia coli	SRP362296	3	ECBAIT_10_0002_MEMBER_INTERIOR_01:1.000;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.855;ECBAIT_10_0172_MEMBER_INTERIOR_01:0.845
SRR18211860	E1	Escherichia coli	SRP362296	5	ECBAIT_0_0046_JUNCTION_02:0.762;ECBAIT_0_0046_MEMBER_INTERIOR_01:0.920;ECBAIT_10_0057_MEMBER_INTERIOR_01:0.815;ECBAIT_10_0151_MEMBER_INTERIOR_01:0.708;ECBAIT_1_0022_JUNCTION_03:0.790
SRR18211863	E1	Escherichia coli	SRP362296	1	ECBAIT_10_0057_MEMBER_INTERIOR_01:0.881
