accession	tier	scientific_name	bioproject	s3_url	zst_sha256	bait	kmer_cov	qcov	identity	contig	contig_len	target_span	strand	cigar	classification	ntm_strict_rule
ERR4301049	E2	Escherichia coli	ERP122611	https://s3.amazonaws.com/logan-pub/c/ERR4301049/ERR4301049.contigs.fa.zst	e5509d4460bffd30949bd86a1f6d4c24623d6c0ee3b84dc23c80258822353b40	ECBAIT_10_0002_MEMBER_INTERIOR_01	0.7342	1.0	0.9892	ERR4301049_9	4487	2619-3819	-	53=1X219=1X152=1X107=1X2=1X17=1X113=1X70=1X73=1X1=1X71=1X242=1X8=1X59=	near-complete analogue	False
ERR4301049	E2	Escherichia coli	ERP122611	https://s3.amazonaws.com/logan-pub/c/ERR4301049/ERR4301049.contigs.fa.zst	e5509d4460bffd30949bd86a1f6d4c24623d6c0ee3b84dc23c80258822353b40	ECBAIT_10_0178_JUNCTION_02	0.7629	0.95	0.9627	ERR4301049_285	10442	2928-3410	-	442=18I40=	near-complete analogue	False
ERR4301049	E2	Escherichia coli	ERP122611	https://s3.amazonaws.com/logan-pub/c/ERR4301049/ERR4301049.contigs.fa.zst	e5509d4460bffd30949bd86a1f6d4c24623d6c0ee3b84dc23c80258822353b40	ECBAIT_10_0178_MEMBER_INTERIOR_01	0.8188	0.9883	1.0	ERR4301049_683	300	14-300	-	286=	near-complete analogue	False
ERR4301049	E2	Escherichia coli	ERP122611	https://s3.amazonaws.com/logan-pub/c/ERR4301049/ERR4301049.contigs.fa.zst	e5509d4460bffd30949bd86a1f6d4c24623d6c0ee3b84dc23c80258822353b40	ECBAIT_1_0004_JUNCTION_01	0.7474	0.962	0.98	ERR4301049_255	9753	7848-8347	-	193=1X11=1X135=1X23=1X2=1X3=1X8=1X24=1I25=1X11=1X55=	near-complete analogue	False
ERR4301051	E2	Escherichia coli	ERP122611	https://s3.amazonaws.com/logan-pub/c/ERR4301051/ERR4301051.contigs.fa.zst	491fd09746be28f47b54c35383532c879a9b94c6d45ce200375725aaf5c2b8e9	ECBAIT_0_0046_JUNCTION_02	0.7392	0.879	1.0	ERR4301051_262	13363	6126-6626	-	500=	near-complete analogue	False
ERR4301051	E2	Escherichia coli	ERP122611	https://s3.amazonaws.com/logan-pub/c/ERR4301051/ERR4301051.contigs.fa.zst	491fd09746be28f47b54c35383532c879a9b94c6d45ce200375725aaf5c2b8e9	ECBAIT_0_0046_MEMBER_INTERIOR_01	0.8171	0.9783	0.9947	ERR4301051_139	20891	19762-20891	+	268=1X2=1X60=1X268=1X60=1X375=1X90=	near-complete analogue	False
ERR4301051	E2	Escherichia coli	ERP122611	https://s3.amazonaws.com/logan-pub/c/ERR4301051/ERR4301051.contigs.fa.zst	491fd09746be28f47b54c35383532c879a9b94c6d45ce200375725aaf5c2b8e9	ECBAIT_10_0002_MEMBER_INTERIOR_01	0.7735	0.9842	1.0	ERR4301051_1492	193	0-193	-	193=	near-complete analogue	False
ERR4301051	E2	Escherichia coli	ERP122611	https://s3.amazonaws.com/logan-pub/c/ERR4301051/ERR4301051.contigs.fa.zst	491fd09746be28f47b54c35383532c879a9b94c6d45ce200375725aaf5c2b8e9	ECBAIT_10_0057_MEMBER_INTERIOR_01	0.8573	1.0	0.995	ERR4301051_28	16810	5914-7114	-	630=1X43=1X48=1X105=1X297=1X60=1X11=	near-complete analogue	False
ERR4301051	E2	Escherichia coli	ERP122611	https://s3.amazonaws.com/logan-pub/c/ERR4301051/ERR4301051.contigs.fa.zst	491fd09746be28f47b54c35383532c879a9b94c6d45ce200375725aaf5c2b8e9	ECBAIT_1_0022_JUNCTION_02	0.9392	1.0	0.998	ERR4301051_262	13363	328-830	+	241=1X260=	near-complete analogue	False
ERR4301051	E2	Escherichia coli	ERP122611	https://s3.amazonaws.com/logan-pub/c/ERR4301051/ERR4301051.contigs.fa.zst	491fd09746be28f47b54c35383532c879a9b94c6d45ce200375725aaf5c2b8e9	ECBAIT_1_0022_JUNCTION_03	0.8969	1.0	1.0	ERR4301051_262	13363	1830-2330	+	500=	near-complete analogue	False
ERR4301053	E2	Escherichia coli	ERP122611	https://s3.amazonaws.com/logan-pub/c/ERR4301053/ERR4301053.contigs.fa.zst	40078eeb74e47426aa821130c642d715bbbe166aa70281908a923021b148651a	ECBAIT_10_0151_MEMBER_INTERIOR_01	0.7479	0.9983	1.0	ERR4301053_504	534	0-534	+	534=	module-only homology	False
ERR4301054	E2	Escherichia coli	ERP122611	https://s3.amazonaws.com/logan-pub/c/ERR4301054/ERR4301054.contigs.fa.zst	5252556ed624ff1712bc47bcc732d3a5902c0536440488d8440b3177ff47caf4	ECBAIT_10_0002_MEMBER_INTERIOR_01	0.7513	0.9725	0.9976	ERR4301054_1135	469	0-417	+	166=1X250=	near-complete analogue	False
ERR4301054	E2	Escherichia coli	ERP122611	https://s3.amazonaws.com/logan-pub/c/ERR4301054/ERR4301054.contigs.fa.zst	5252556ed624ff1712bc47bcc732d3a5902c0536440488d8440b3177ff47caf4	ECBAIT_10_0044_MEMBER_INTERIOR_01	0.747	0.9742	0.9944	ERR4301054_312	3689	3150-3689	+	258=1X1=1X73=1X204=	near-complete analogue	False
ERR4301058	E2	Escherichia coli	ERP122611	https://s3.amazonaws.com/logan-pub/c/ERR4301058/ERR4301058.contigs.fa.zst	03fe0b212a8c79b5e6625b1e2a01a9bb388192632c50d7d3c2498f3207718c24	ECBAIT_10_0044_INTERIOR_MODULE_01	0.7359	0.9617	0.998	ERR4301058_39	8938	2549-3049	+	162=1X337=	near-complete analogue	False
ERR4301058	E2	Escherichia coli	ERP122611	https://s3.amazonaws.com/logan-pub/c/ERR4301058/ERR4301058.contigs.fa.zst	03fe0b212a8c79b5e6625b1e2a01a9bb388192632c50d7d3c2498f3207718c24	ECBAIT_10_0044_MEMBER_INTERIOR_01	0.8248	1.0	0.9917	ERR4301058_523	3578	53-1253	-	225=1X50=2X1=1X162=1X14=1X66=1X80=2X48=1X544=	near-complete analogue	False
ERR4301058	E2	Escherichia coli	ERP122611	https://s3.amazonaws.com/logan-pub/c/ERR4301058/ERR4301058.contigs.fa.zst	03fe0b212a8c79b5e6625b1e2a01a9bb388192632c50d7d3c2498f3207718c24	ECBAIT_10_0178_MEMBER_INTERIOR_01	0.7732	0.9917	1.0	ERR4301058_1414	310	8-310	-	302=	near-complete analogue	False
ERR4301059	E2	Escherichia coli	ERP122611	https://s3.amazonaws.com/logan-pub/c/ERR4301059/ERR4301059.contigs.fa.zst	cb442bf372a63f23426c017254dc6d329d5317d107dd9104541a7396fe9ecec7	ECBAIT_10_0002_MEMBER_INTERIOR_01	0.7957	0.9475	0.984	ERR4301059_2071	250	0-250	-	83=1X17=1X1=1X62=1X83=	near-complete analogue	False
ERR4301059	E2	Escherichia coli	ERP122611	https://s3.amazonaws.com/logan-pub/c/ERR4301059/ERR4301059.contigs.fa.zst	cb442bf372a63f23426c017254dc6d329d5317d107dd9104541a7396fe9ecec7	ECBAIT_10_0172_JUNCTION_03	0.7093	0.986	0.9896	ERR4301059_629	3678	951-1240	-	108=1X75=1X65=1X38=	near-complete analogue	False
ERR4301061	E2	Escherichia coli	ERP122611	https://s3.amazonaws.com/logan-pub/c/ERR4301061/ERR4301061.contigs.fa.zst	18bba57a67d380fc193b8dacd69f41a29558862e2c9f35ac74622a143e6713be	ECBAIT_10_0057_MEMBER_INTERIOR_01	0.8573	1.0	0.995	ERR4301061_331	6143	2158-3358	-	630=1X43=1X48=1X105=1X297=1X60=1X11=	module-only homology	False
ERR4301063	E2	Escherichia coli	ERP122611	https://s3.amazonaws.com/logan-pub/c/ERR4301063/ERR4301063.contigs.fa.zst	bd1a367f76e770d87f871c7e0014ea14154a282c54732ea2975cb68c34111122	ECBAIT_10_0002_MEMBER_INTERIOR_01	0.8145	1.0	0.9942	ERR4301063_242	7622	5747-6947	-	53=1X372=1X128=1X113=1X70=1X75=1X314=1X68=	near-complete analogue	False
ERR4301063	E2	Escherichia coli	ERP122611	https://s3.amazonaws.com/logan-pub/c/ERR4301063/ERR4301063.contigs.fa.zst	bd1a367f76e770d87f871c7e0014ea14154a282c54732ea2975cb68c34111122	ECBAIT_10_0044_MEMBER_INTERIOR_01	0.8376	1.0	0.9925	ERR4301063_103	18808	9631-10831	+	544=1X48=2X80=1X81=1X162=1X1=2X50=1X225=	near-complete analogue	False
ERR4301064	E2	Escherichia coli	ERP122611	https://s3.amazonaws.com/logan-pub/c/ERR4301064/ERR4301064.contigs.fa.zst	75cfae8ceb2bb90d979d1ecaae4acbddaf965d032e987d91746342aed903ac43	ECBAIT_10_0002_MEMBER_INTERIOR_01	0.7436	1.0	0.9908	ERR4301064_240	7527	674-1874	+	61=1X6=1X242=1X71=1X75=1X70=1X113=1X406=1X13=1X47=1X32=1X53=	near-complete analogue	False
ERR4301064	E2	Escherichia coli	ERP122611	https://s3.amazonaws.com/logan-pub/c/ERR4301064/ERR4301064.contigs.fa.zst	75cfae8ceb2bb90d979d1ecaae4acbddaf965d032e987d91746342aed903ac43	ECBAIT_10_0044_INTERIOR_MODULE_01	0.7026	0.9617	0.992	ERR4301064_81	10640	2711-3211	+	60=1X20=1X219=1X96=1X101=	near-complete analogue	False
ERR4301064	E2	Escherichia coli	ERP122611	https://s3.amazonaws.com/logan-pub/c/ERR4301064/ERR4301064.contigs.fa.zst	75cfae8ceb2bb90d979d1ecaae4acbddaf965d032e987d91746342aed903ac43	ECBAIT_10_0044_MEMBER_INTERIOR_01	0.8111	1.0	0.9917	ERR4301064_328	13859	8191-9391	-	225=1X50=2X1=1X162=1X81=1X80=2X48=1X90=1X453=	near-complete analogue	False
ERR4301064	E2	Escherichia coli	ERP122611	https://s3.amazonaws.com/logan-pub/c/ERR4301064/ERR4301064.contigs.fa.zst	75cfae8ceb2bb90d979d1ecaae4acbddaf965d032e987d91746342aed903ac43	ECBAIT_10_0178_INTERIOR_MODULE_01	0.7	0.9608	0.9521	ERR4301064_81	10640	3616-4117	-	339=1X18=23I143=	near-complete analogue	False
ERR4301064	E2	Escherichia coli	ERP122611	https://s3.amazonaws.com/logan-pub/c/ERR4301064/ERR4301064.contigs.fa.zst	75cfae8ceb2bb90d979d1ecaae4acbddaf965d032e987d91746342aed903ac43	ECBAIT_10_0178_JUNCTION_02	0.7629	0.95	0.9627	ERR4301064_81	10640	3134-3616	-	442=18I40=	near-complete analogue	False
ERR4301064	E2	Escherichia coli	ERP122611	https://s3.amazonaws.com/logan-pub/c/ERR4301064/ERR4301064.contigs.fa.zst	75cfae8ceb2bb90d979d1ecaae4acbddaf965d032e987d91746342aed903ac43	ECBAIT_10_0178_MEMBER_INTERIOR_01	0.8634	0.9808	1.0	ERR4301064_1320	294	8-294	-	286=	near-complete analogue	False
ERR4301065	E2	Escherichia coli	ERP122611	https://s3.amazonaws.com/logan-pub/c/ERR4301065/ERR4301065.contigs.fa.zst	15e618a3f49c709996762e5e6aaac728c674f1e17702517bd45b2399eaab567f	ECBAIT_10_0002_MEMBER_INTERIOR_01	0.7436	1.0	0.9908	ERR4301065_303	7527	674-1874	+	61=1X6=1X242=1X71=1X75=1X70=1X113=1X406=1X13=1X47=1X32=1X53=	module-only homology	False
ERR4301066	E2	Escherichia coli	ERP122611	https://s3.amazonaws.com/logan-pub/c/ERR4301066/ERR4301066.contigs.fa.zst	9ae09b56c4a52f65c21b76c7871ec2b4bf5cb37b49e382804447deac3382ad29	ECBAIT_10_0002_MEMBER_INTERIOR_01	0.9735	1.0	1.0	ERR4301066_959	255	0-255	-	255=	module-only homology	False
ERR4301068	E2	Escherichia coli	ERP122611	https://s3.amazonaws.com/logan-pub/c/ERR4301068/ERR4301068.contigs.fa.zst	d03191cad58a7ff03404ea4669b7adff045cab1b50004f08ce95f16375adea55	ECBAIT_10_0002_MEMBER_INTERIOR_01	0.7205	0.9992	0.9845	ERR4301068_368	968	0-644	-	50=1X5=1X2=1X53=1X70=1X66=1X8=1X38=1X32=1X242=1X68=	near-complete analogue	False
ERR4301068	E2	Escherichia coli	ERP122611	https://s3.amazonaws.com/logan-pub/c/ERR4301068/ERR4301068.contigs.fa.zst	d03191cad58a7ff03404ea4669b7adff045cab1b50004f08ce95f16375adea55	ECBAIT_10_0044_INTERIOR_MODULE_01	0.7778	0.9617	0.998	ERR4301068_100	11739	8690-9190	-	439=1X60=	near-complete analogue	False
ERR4301068	E2	Escherichia coli	ERP122611	https://s3.amazonaws.com/logan-pub/c/ERR4301068/ERR4301068.contigs.fa.zst	d03191cad58a7ff03404ea4669b7adff045cab1b50004f08ce95f16375adea55	ECBAIT_10_0044_MEMBER_INTERIOR_01	0.7983	1.0	0.9908	ERR4301068_338	14430	5039-6239	+	544=1X48=2X80=1X66=1X14=1X77=1X84=1X1=2X50=1X225=	near-complete analogue	False
ERR4301068	E2	Escherichia coli	ERP122611	https://s3.amazonaws.com/logan-pub/c/ERR4301068/ERR4301068.contigs.fa.zst	d03191cad58a7ff03404ea4669b7adff045cab1b50004f08ce95f16375adea55	ECBAIT_10_0178_JUNCTION_02	0.7309	0.95	0.9606	ERR4301068_100	11739	8285-8767	+	40=18I242=1X199=	near-complete analogue	False
ERR4301069	E2	Escherichia coli	ERP122611	https://s3.amazonaws.com/logan-pub/c/ERR4301069/ERR4301069.contigs.fa.zst	92962654926aa5de384b52e118ab74446736a6bcfae3c500f7bc2643aaebf21c	ECBAIT_10_0002_MEMBER_INTERIOR_01	0.765	0.9008	0.9968	ERR4301069_1086	309	0-309	-	52=1X256=	module-only homology	False
ERR4301070	E2	Escherichia coli	ERP122611	https://s3.amazonaws.com/logan-pub/c/ERR4301070/ERR4301070.contigs.fa.zst	9a62b08bb683e1480e323916e1cda380b0a36bbd59d496b79402662fee6ba8f5	ECBAIT_10_0002_MEMBER_INTERIOR_01	0.7598	0.9433	0.981	ERR4301070_668	211	0-211	+	44=1X62=1X1=1X17=1X83=	module-only homology	False
ERR4301074	E2	Escherichia coli	ERP122611	https://s3.amazonaws.com/logan-pub/c/ERR4301074/ERR4301074.contigs.fa.zst	1fd293f1adf136031d580932630e1b9db8f5a9b9bc8c53aec8e65e8ab187a486	ECBAIT_0_0000_JUNCTION_02	0.7258	0.982	0.9861	ERR4301074_546	1011	0-431	+	179=1X20=1X120=1X10=1X2=1X9=1X85=	near-complete analogue	False
ERR4301074	E2	Escherichia coli	ERP122611	https://s3.amazonaws.com/logan-pub/c/ERR4301074/ERR4301074.contigs.fa.zst	1fd293f1adf136031d580932630e1b9db8f5a9b9bc8c53aec8e65e8ab187a486	ECBAIT_0_0052_INTERIOR_MODULE_01	0.7034	1.0	0.9905	ERR4301074_230	23397	9422-9842	+	306=1X20=1X8=1X25=1X57=	near-complete analogue	False
ERR4301074	E2	Escherichia coli	ERP122611	https://s3.amazonaws.com/logan-pub/c/ERR4301074/ERR4301074.contigs.fa.zst	1fd293f1adf136031d580932630e1b9db8f5a9b9bc8c53aec8e65e8ab187a486	ECBAIT_10_0057_MEMBER_INTERIOR_01	0.9179	1.0	0.9967	ERR4301074_136	2014	41-1241	+	812=1X119=1X79=1X2=1X184=	near-complete analogue	False
ERR4301074	E2	Escherichia coli	ERP122611	https://s3.amazonaws.com/logan-pub/c/ERR4301074/ERR4301074.contigs.fa.zst	1fd293f1adf136031d580932630e1b9db8f5a9b9bc8c53aec8e65e8ab187a486	ECBAIT_10_0151_JUNCTION_03	0.8093	1.0	0.9943	ERR4301074_186	352	0-352	-	224=1X20=1X106=	near-complete analogue	False
ERR4301075	E2	Escherichia coli	ERP122611	https://s3.amazonaws.com/logan-pub/c/ERR4301075/ERR4301075.contigs.fa.zst	84d0efe252093b0350525c34e10edcb7a077ca683944291786e0fa36e30510e7	ECBAIT_10_0002_MEMBER_INTERIOR_01	0.7957	0.9533	0.9948	ERR4301075_1885	191	0-191	+	22=1X168=	module-only homology	False
ERR4301077	E2	Escherichia coli	ERP122611	https://s3.amazonaws.com/logan-pub/c/ERR4301077/ERR4301077.contigs.fa.zst	f3c5bef30b9a3a40cd4d09c9acb40490efc952175a03433c8f533648a1939029	ECBAIT_10_0002_MEMBER_INTERIOR_01	0.7838	0.9567	1.0	ERR4301077_1891	230	0-230	-	230=	near-complete analogue	False
ERR4301077	E2	Escherichia coli	ERP122611	https://s3.amazonaws.com/logan-pub/c/ERR4301077/ERR4301077.contigs.fa.zst	f3c5bef30b9a3a40cd4d09c9acb40490efc952175a03433c8f533648a1939029	ECBAIT_10_0172_JUNCTION_03	0.7093	0.986	0.9896	ERR4301077_39	20254	17527-17816	-	108=1X75=1X65=1X38=	near-complete analogue	False
ERR4301078	E2	Escherichia coli	ERP122611	https://s3.amazonaws.com/logan-pub/c/ERR4301078/ERR4301078.contigs.fa.zst	6c411eca1a1d68e914ee966a4f689e74cbeb6c1a827056c9f6a01d9c3193dedd	ECBAIT_0_0000_JUNCTION_02	0.7619	0.996	0.994	ERR4301078_290	1099	121-621	+	87=1X44=1X22=1X344=	near-complete analogue	False
ERR4301078	E2	Escherichia coli	ERP122611	https://s3.amazonaws.com/logan-pub/c/ERR4301078/ERR4301078.contigs.fa.zst	6c411eca1a1d68e914ee966a4f689e74cbeb6c1a827056c9f6a01d9c3193dedd	ECBAIT_10_0057_MEMBER_INTERIOR_01	0.8308	1.0	0.9942	ERR4301078_147	1954	11-1211	+	11=1X60=1X297=1X105=1X48=1X43=1X167=1X462=	near-complete analogue	False
ERR4301079	E2	Escherichia coli	ERP122611	https://s3.amazonaws.com/logan-pub/c/ERR4301079/ERR4301079.contigs.fa.zst	6d8472b408b2cb38d79893728c672511dbcf3057c50e6a47d62f5744b1efdae9	ECBAIT_10_0002_MEMBER_INTERIOR_01	0.8752	0.9983	0.9968	ERR4301079_1054	309	0-309	-	52=1X256=	near-complete analogue	False
ERR4301079	E2	Escherichia coli	ERP122611	https://s3.amazonaws.com/logan-pub/c/ERR4301079/ERR4301079.contigs.fa.zst	6d8472b408b2cb38d79893728c672511dbcf3057c50e6a47d62f5744b1efdae9	ECBAIT_10_0172_JUNCTION_03	0.7093	0.986	0.9896	ERR4301079_453	20254	2438-2727	+	38=1X65=1X75=1X108=	near-complete analogue	False
ERR4301080	E2	Escherichia coli	ERP122611	https://s3.amazonaws.com/logan-pub/c/ERR4301080/ERR4301080.contigs.fa.zst	69a78fc98fcf87d51ee865c6c3ac1ee909e3cbaf1dd09c1a0db60396bf048904	ECBAIT_10_0002_MEMBER_INTERIOR_01	0.7692	0.9533	0.984	ERR4301080_798	250	0-250	-	83=1X17=1X1=1X62=1X83=	module-only homology	False
ERR4301082	E2	Escherichia coli	ERP122611	https://s3.amazonaws.com/logan-pub/c/ERR4301082/ERR4301082.contigs.fa.zst	9a243f0f9bf71152fe93f4f67ca6842b20b0697e3eb53b14c2b2b5bf54a7d28e	ECBAIT_10_0178_JUNCTION_02	0.7309	0.95	0.9627	ERR4301082_362	6012	884-1366	-	442=18I40=	junction/synteny supported	False
ERR4301083	E2	Escherichia coli	ERP122611	https://s3.amazonaws.com/logan-pub/c/ERR4301083/ERR4301083.contigs.fa.zst	5797147348bd914cae93513f73af407dc5b3f0e12099e0fa5c70182b0245a102	ECBAIT_0_0046_JUNCTION_02	0.9598	0.991	1.0	ERR4301083_424	14119	7260-7760	-	500=	near-complete analogue	False
ERR4301083	E2	Escherichia coli	ERP122611	https://s3.amazonaws.com/logan-pub/c/ERR4301083/ERR4301083.contigs.fa.zst	5797147348bd914cae93513f73af407dc5b3f0e12099e0fa5c70182b0245a102	ECBAIT_0_0046_MEMBER_INTERIOR_01	0.7855	0.9925	0.9938	ERR4301083_15	34664	33535-34664	+	332=1X133=1X89=1X105=1X114=1X188=1X71=1X90=	near-complete analogue	False
ERR4301083	E2	Escherichia coli	ERP122611	https://s3.amazonaws.com/logan-pub/c/ERR4301083/ERR4301083.contigs.fa.zst	5797147348bd914cae93513f73af407dc5b3f0e12099e0fa5c70182b0245a102	ECBAIT_10_0044_INTERIOR_MODULE_01	0.8829	1.0	1.0	ERR4301083_68	11703	3167-3667	+	500=	near-complete analogue	False
ERR4301083	E2	Escherichia coli	ERP122611	https://s3.amazonaws.com/logan-pub/c/ERR4301083/ERR4301083.contigs.fa.zst	5797147348bd914cae93513f73af407dc5b3f0e12099e0fa5c70182b0245a102	ECBAIT_10_0044_MEMBER_INTERIOR_01	0.947	1.0	0.9983	ERR4301083_57	25316	20966-22166	-	655=1X115=1X428=	near-complete analogue	False
ERR4301085	E2	Escherichia coli	ERP122611	https://s3.amazonaws.com/logan-pub/c/ERR4301085/ERR4301085.contigs.fa.zst	89803c88dfb30099c1cd27ba16fec05a56946ae7719e3b10e02b53ce411ce283	ECBAIT_10_0002_MEMBER_INTERIOR_01	0.8145	1.0	0.9942	ERR4301085_246	6230	675-1875	+	68=1X314=1X75=1X70=1X113=1X128=1X372=1X53=	near-complete analogue	False
ERR4301085	E2	Escherichia coli	ERP122611	https://s3.amazonaws.com/logan-pub/c/ERR4301085/ERR4301085.contigs.fa.zst	89803c88dfb30099c1cd27ba16fec05a56946ae7719e3b10e02b53ce411ce283	ECBAIT_10_0044_MEMBER_INTERIOR_01	0.8376	1.0	0.9925	ERR4301085_67	18808	9631-10831	+	544=1X48=2X80=1X81=1X162=1X1=2X50=1X225=	near-complete analogue	False
ERR4301086	E2	Escherichia coli	ERP122611	https://s3.amazonaws.com/logan-pub/c/ERR4301086/ERR4301086.contigs.fa.zst	ec3ba8926922926cdf8f48feacab0eb07040698484e4c7d35803fadf92a1df8a	ECBAIT_10_0002_MEMBER_INTERIOR_01	0.7692	1.0	0.9948	ERR4301086_917	191	0-191	-	168=1X22=	module-only homology	False
ERR4301089	E2	Escherichia coli	ERP122611	https://s3.amazonaws.com/logan-pub/c/ERR4301089/ERR4301089.contigs.fa.zst	8cd73aa7d5c4f9039b798685188fa9b1535509eb7490c28b5853f1893a49fab1	ECBAIT_10_0002_MEMBER_INTERIOR_01	0.7957	0.9533	1.0	ERR4301089_895	255	0-255	-	255=	near-complete analogue	False
ERR4301089	E2	Escherichia coli	ERP122611	https://s3.amazonaws.com/logan-pub/c/ERR4301089/ERR4301089.contigs.fa.zst	8cd73aa7d5c4f9039b798685188fa9b1535509eb7490c28b5853f1893a49fab1	ECBAIT_10_0172_JUNCTION_03	0.7093	0.986	0.9896	ERR4301089_140	20254	17527-17816	-	108=1X75=1X65=1X38=	near-complete analogue	False
ERR4301090	E2	Escherichia coli	ERP122611	https://s3.amazonaws.com/logan-pub/c/ERR4301090/ERR4301090.contigs.fa.zst	e9d8e7af156ce6121edc6d5c1d03eb87b97f05e631ea54e88354288752889866	ECBAIT_10_0002_MEMBER_INTERIOR_01	0.8222	0.9983	1.0	ERR4301090_884	255	0-255	-	255=	module-only homology	False
ERR4301091	E2	Escherichia coli	ERP122611	https://s3.amazonaws.com/logan-pub/c/ERR4301091/ERR4301091.contigs.fa.zst	e903772ad8ebf9888abcdc726314a33887a3960df164442fd7eba4f56e229698	ECBAIT_10_0002_MEMBER_INTERIOR_01	0.7385	0.9683	0.9968	ERR4301091_344	309	0-309	-	52=1X256=	module-only homology	False
ERR4301092	E2	Escherichia coli	ERP122611	https://s3.amazonaws.com/logan-pub/c/ERR4301092/ERR4301092.contigs.fa.zst	b2bd0356def32b455e1b79134e1009086690e692adfd22b2a431d1348a556d3f	ECBAIT_10_0002_MEMBER_INTERIOR_01	0.7427	1.0	0.981	ERR4301092_1330	211	0-211	-	83=1X17=1X1=1X62=1X44=	near-complete analogue	False
ERR4301092	E2	Escherichia coli	ERP122611	https://s3.amazonaws.com/logan-pub/c/ERR4301092/ERR4301092.contigs.fa.zst	b2bd0356def32b455e1b79134e1009086690e692adfd22b2a431d1348a556d3f	ECBAIT_10_0172_JUNCTION_03	0.7227	0.96	0.9896	ERR4301092_428	20254	17527-17816	-	108=1X75=1X65=1X38=	near-complete analogue	False
ERR4301093	E2	Escherichia coli	ERP122611	https://s3.amazonaws.com/logan-pub/c/ERR4301093/ERR4301093.contigs.fa.zst	912dd83ef8a9245c5a45cfa9ee979c630b338919e17698b25b048b2a3b0a29f3	ECBAIT_10_0002_MEMBER_INTERIOR_01	0.765	0.95	0.984	ERR4301093_911	250	0-250	+	83=1X62=1X1=1X17=1X83=	module-only homology	False
ERR4301094	E2	Escherichia coli	ERP122611	https://s3.amazonaws.com/logan-pub/c/ERR4301094/ERR4301094.contigs.fa.zst	dd382f1ed38d41be88953126cc7d6e943eeeabc3c3d09d8f9e36f2e9a6010dbb	ECBAIT_10_0002_MEMBER_INTERIOR_01	0.7838	0.91	0.9968	ERR4301094_1556	309	0-309	-	52=1X256=	near-complete analogue	False
ERR4301094	E2	Escherichia coli	ERP122611	https://s3.amazonaws.com/logan-pub/c/ERR4301094/ERR4301094.contigs.fa.zst	dd382f1ed38d41be88953126cc7d6e943eeeabc3c3d09d8f9e36f2e9a6010dbb	ECBAIT_10_0172_JUNCTION_03	0.7093	0.986	0.9896	ERR4301094_201	20254	17527-17816	-	108=1X75=1X65=1X38=	near-complete analogue	False
ERR4301097	E2	Escherichia coli	ERP122611	https://s3.amazonaws.com/logan-pub/c/ERR4301097/ERR4301097.contigs.fa.zst	669e65f8802232f267908b7d8e6d9db21c4ba58cfa0800e9c8af9937c1adde3c	ECBAIT_10_0002_MEMBER_INTERIOR_01	0.8222	1.0	1.0	ERR4301097_952	255	0-255	-	255=	module-only homology	False
ERR4301099	E2	Escherichia coli	ERP122611	https://s3.amazonaws.com/logan-pub/c/ERR4301099/ERR4301099.contigs.fa.zst	5438451f75431937e0d6bf6e919ecbd32ceb9b4d6a8e0eb70895954acb9321ea	ECBAIT_0_0000_JUNCTION_02	0.7041	0.921	0.9908	ERR4301099_444	1296	0-433	+	20=1X44=1X22=1X78=1X265=	junction/synteny supported	False
ERR4301100	E2	Escherichia coli	ERP122611	https://s3.amazonaws.com/logan-pub/c/ERR4301100/ERR4301100.contigs.fa.zst	f6a4585d964458e9e22cbcee506a167cae337b1cae126d0b7cc5aa609238f7df	ECBAIT_10_0002_MEMBER_INTERIOR_01	0.7957	0.9533	0.984	ERR4301100_735	250	0-250	+	83=1X62=1X1=1X17=1X83=	near-complete analogue	False
ERR4301100	E2	Escherichia coli	ERP122611	https://s3.amazonaws.com/logan-pub/c/ERR4301100/ERR4301100.contigs.fa.zst	f6a4585d964458e9e22cbcee506a167cae337b1cae126d0b7cc5aa609238f7df	ECBAIT_10_0172_JUNCTION_03	0.7093	0.986	0.9896	ERR4301100_209	14895	2438-2727	+	38=1X65=1X75=1X108=	near-complete analogue	False
ERR4301101	E2	Escherichia coli	ERP122611	https://s3.amazonaws.com/logan-pub/c/ERR4301101/ERR4301101.contigs.fa.zst	fa829a618eb2871f4d52c9a316e2c579e74bcdb9af278d055a3412e7d661ff80	ECBAIT_0_0046_MEMBER_INTERIOR_01	0.9205	1.0	0.9973	ERR4301101_6	21242	20113-21242	+	662=1X53=1X321=1X90=	near-complete analogue	False
ERR4301101	E2	Escherichia coli	ERP122611	https://s3.amazonaws.com/logan-pub/c/ERR4301101/ERR4301101.contigs.fa.zst	fa829a618eb2871f4d52c9a316e2c579e74bcdb9af278d055a3412e7d661ff80	ECBAIT_10_0002_MEMBER_INTERIOR_01	0.7538	0.9992	0.9921	ERR4301101_426	1462	324-1462	+	61=1X6=1X242=1X71=1X75=1X70=1X113=1X420=1X47=1X24=	near-complete analogue	False
ERR4301101	E2	Escherichia coli	ERP122611	https://s3.amazonaws.com/logan-pub/c/ERR4301101/ERR4301101.contigs.fa.zst	fa829a618eb2871f4d52c9a316e2c579e74bcdb9af278d055a3412e7d661ff80	ECBAIT_10_0044_INTERIOR_MODULE_01	0.7479	1.0	0.998	ERR4301101_312	5471	1966-2466	+	60=1X439=	near-complete analogue	False
