bait_id	bait_class	clade_id	genome_id	member_prophage_id	contig	start	end	length_bp	n_kmers_total	n_ambiguous	n_low_complexity	n_host_like	n_internal_dup	n_usable_kmers	seq_sha256	status	reason
NTMBAIT_0_0024_INTERIOR_MODULE_01	interior_module	0_0024	ntm2_0_0024_ML		ntm2_0_0024_ML	49722	50921	1200	1170	0	0	38	0	1132	b808647626f1585fba1e8e09dc13b1ed7f962beeef7222d334dcd9d96859c914	accepted	accepted
NTMBAIT_0_0024_INTERIOR_MODULE_02	interior_module	0_0024	ntm2_0_0024_ML		ntm2_0_0024_ML	7695	8894	1200	1170	0	0	0	68	1102	6bf4973a991de468884edac3f89916fa2cf4b4648d1fc48509501cfe48ed80ab	accepted	accepted
NTMBAIT_0_0024_INTERIOR_MODULE_03	interior_module	0_0024	ntm2_0_0024_ML		ntm2_0_0024_ML	1	1200	1200	1170	0	0	38	0	1132	363808ca99b5d1218838eeed9cfda1df3b31cb1e7a7e2cc312af8b9427a822af	accepted	accepted
NTMBAIT_0_0024_JUNCTION_02	junction	0_0024	ntm2_0_0024_ML		ntm2_0_0024_ML	45704	46703	1000	970	0	0	41	0	929	6bc77aaab707c5fdf63c584a024b2fc25318912b0f369132cac4337e0d1c55a9	accepted	accepted
NTMBAIT_0_0024_MEMBER_INTERIOR_02	member_interior	0_0024	ntm2_0_0024_ML	GCA_001296325.1_ASM129632v1_genomic_prophage3	GCA_001296325.1_ASM129632v1_genomic_prophage3	23844	25043	1200	1170	0	0	0	0	1170	78a93b10e6aef96081e40380a131c6a639d975a2ea318f00ce16489187d20f80	accepted	accepted
NTMBAIT_0_0025_INTERIOR_MODULE_03	interior_module	0_0025	ntm2_0_0025_ML		ntm2_0_0025_ML	5758	6957	1200	1170	0	0	0	0	1170	e0ed6bd9884d1e2c69f47646927889ad4711b22ba6eb8bf932b6fe01b58e67be	accepted	accepted
NTMBAIT_0_0025_JUNCTION_03	junction	0_0025	ntm2_0_0025_ML		ntm2_0_0025_ML	9636	10635	1000	970	0	0	0	0	970	f15e2c6f35c2a84fe74bfdedbe3f5096ddf0cc2a38060a4cb1b96f7fb929ef3b	accepted	accepted
NTMBAIT_0_0025_MEMBER_INTERIOR_01	member_interior	0_0025	ntm2_0_0025_ML	GCA_049066685.1_ASM4906668v1_genomic_prophage2	GCA_049066685.1_ASM4906668v1_genomic_prophage2	10190	11389	1200	1170	0	0	0	0	1170	cc5511e4b630e45d543ca4d61d54b878bf8f345294abb6c74fa3a06fdd1067b0	accepted	accepted
NTMBAIT_0_0032_INTERIOR_MODULE_01	interior_module	0_0032	ntm2_0_0032_ML		ntm2_0_0032_ML	20632	21831	1200	1170	0	0	0	0	1170	e101da85875bc8ae0f865081d17bad3f0dbb1d833749a9cddfc04c15d08babae	accepted	accepted
NTMBAIT_0_0032_INTERIOR_MODULE_02	interior_module	0_0032	ntm2_0_0032_ML		ntm2_0_0032_ML	527	1726	1200	1170	0	0	37	0	1133	5d4960782e9d142e9a7822d5ad7f8e7db9268100b1df14ac2bcb3b710e359153	accepted	accepted
NTMBAIT_0_0032_JUNCTION_02	junction	0_0032	ntm2_0_0032_ML		ntm2_0_0032_ML	1774	2773	1000	970	0	0	76	0	894	dc018ea7ed8fbd5db64fef884a289774111733bf06343df632992d27249f30fd	accepted	accepted
NTMBAIT_0_0032_JUNCTION_03	junction	0_0032	ntm2_0_0032_ML		ntm2_0_0032_ML	27413	28412	1000	970	0	0	60	0	910	f1d630674a6e1a6d8b235cbc7f757b7e6b1641c1ef511228aaa3fd995f6159c8	accepted	accepted
NTMBAIT_0_0032_MEMBER_INTERIOR_01	member_interior	0_0032	ntm2_0_0032_ML	GCA_900131025.1_11861_7_59_genomic_prophage4	GCA_900131025.1_11861_7_59_genomic_prophage4	14334	15533	1200	1170	0	0	0	0	1170	600b843b22d91e557059c3507ed6a6da2a0a84d34b8f4d3119685bed1df4366e	accepted	accepted
NTMBAIT_0_0038_INTERIOR_MODULE_01	interior_module	0_0038	ntm2_0_0038_ML		ntm2_0_0038_ML	23118	24317	1200	1170	0	0	8	0	1162	2285acb8b75b9e6da81819a4f7d0367975441fc06bf03917ef0f0cb90fd1c036	accepted	accepted
NTMBAIT_0_0038_INTERIOR_MODULE_03	interior_module	0_0038	ntm2_0_0038_ML		ntm2_0_0038_ML	31868	33067	1200	1170	0	0	0	236	934	ed961e58ca9f71f11a5a738ed2e3058c0e5c0b85c2e73bd03c2f24291b222d42	accepted	accepted
NTMBAIT_0_0038_JUNCTION_02	junction	0_0038	ntm2_0_0038_ML		ntm2_0_0038_ML	7227	8226	1000	970	0	0	0	0	970	91de4472c29aae83461b25f2ec211ea5d711f035678c80f75f646919a9f834a9	accepted	accepted
NTMBAIT_0_0038_MEMBER_INTERIOR_01	member_interior	0_0038	ntm2_0_0038_ML	GCA_002013895.1_ASM201389v1_genomic_prophage3	GCA_002013895.1_ASM201389v1_genomic_prophage3	17167	18366	1200	1170	0	0	0	0	1170	d020a3010a891dd3cc8ea2e54576d78102cfe1241284e06f7b276a3830989b3c	accepted	accepted
NTMBAIT_0_0038_MEMBER_INTERIOR_02	member_interior	0_0038	ntm2_0_0038_ML	GCA_002013895.1_ASM201389v1_genomic_prophage1	GCA_002013895.1_ASM201389v1_genomic_prophage1	20655	21854	1200	1170	0	0	0	0	1170	524f04da21c1ea417da212d858bcca77caa16d5a6f5171d0fcf2c3ae2a58fed1	accepted	accepted
NTMBAIT_0_0049_INTERIOR_MODULE_01	interior_module	0_0049	ntm2_0_0049_ML		ntm2_0_0049_ML	10672	11871	1200	1170	0	0	0	0	1170	29e3eb8a9c2796d8456bc69dc8cf5d2bd2c425e3731a500592d2ad6d3c4305d9	accepted	accepted
NTMBAIT_0_0049_INTERIOR_MODULE_02	interior_module	0_0049	ntm2_0_0049_ML		ntm2_0_0049_ML	17165	18364	1200	1170	0	0	0	0	1170	cf22d4ec9760fa301ca7658b19251ac2af600a39ddb4225cc33c13e074d69d48	accepted	accepted
NTMBAIT_0_0049_MEMBER_INTERIOR_01	member_interior	0_0049	ntm2_0_0049_ML	GCF_000270965.1_ASM27096v1_genomic_prophage2	GCF_000270965.1_ASM27096v1_genomic_prophage2	19262	20461	1200	1170	0	0	0	0	1170	0762f21e508c6edeec43447be669776b3c2002f5cc2784a9b2632193ed2b4cbd	accepted	accepted
NTMBAIT_0_0063_INTERIOR_MODULE_01	interior_module	0_0063	ntm2_0_0063_ML		ntm2_0_0063_ML	35028	36227	1200	1170	0	0	0	0	1170	a4bfdee269490d7e57f07981f6038b2a01038c213e9ff31cb2cce52fa969f45b	accepted	accepted
NTMBAIT_0_0063_INTERIOR_MODULE_02	interior_module	0_0063	ntm2_0_0063_ML		ntm2_0_0063_ML	37452	38651	1200	1170	0	0	0	0	1170	d910922486fcfccf9e49c30bbd34e5f9ff5528caa156fa2ed6f0d0b5d867860c	accepted	accepted
NTMBAIT_0_0063_INTERIOR_MODULE_03	interior_module	0_0063	ntm2_0_0063_ML		ntm2_0_0063_ML	1	1200	1200	1170	0	0	3	0	1167	6ede687062fb1b3f2dff53841d9add293a5b4a33ebe4166c2199583ff566d9a3	accepted	accepted
NTMBAIT_0_0063_JUNCTION_01	junction	0_0063	ntm2_0_0063_ML		ntm2_0_0063_ML	9501	10500	1000	970	0	0	1	0	969	7cf2756209822e2a951a950ae912406075c7fe78c1470a7bdf539b98944a07ed	accepted	accepted
NTMBAIT_0_0063_MEMBER_INTERIOR_01	member_interior	0_0063	ntm2_0_0063_ML	GCA_900131525.1_11893_6_44_genomic_prophage2	GCA_900131525.1_11893_6_44_genomic_prophage2	19823	21022	1200	1170	0	0	0	0	1170	18182a2aca0d0f1d6f5aeb2b177575b119b5d1c7e3eda48aaa5464491081516e	accepted	accepted
NTMBAIT_0_0066_INTERIOR_MODULE_01	interior_module	0_0066	ntm2_0_0066_ML		ntm2_0_0066_ML	4627	5826	1200	1170	0	0	0	0	1170	164895259f31b95b155250fbac34bd2d2bf1d2c55b8e2978af606e4c2d12386e	accepted	accepted
NTMBAIT_0_0066_INTERIOR_MODULE_02	interior_module	0_0066	ntm2_0_0066_ML		ntm2_0_0066_ML	8152	9351	1200	1170	0	0	0	0	1170	f6f0ed12117c9153e1c2dacc431e5d74471eb9b2252a192856bdccefa31e2085	accepted	accepted
NTMBAIT_0_0066_INTERIOR_MODULE_03	interior_module	0_0066	ntm2_0_0066_ML		ntm2_0_0066_ML	80410	81609	1200	1170	0	0	0	0	1170	6daef8ccde967dfb03a724123b03f62c31f21a410c80064107e7918e7571f666	accepted	accepted
NTMBAIT_0_0066_JUNCTION_01	junction	0_0066	ntm2_0_0066_ML		ntm2_0_0066_ML	19323	20322	1000	970	0	0	0	0	970	00fc0ce50792c9ee0b3bad2f28d5691ab3eac1feb836809602c5fc4d12b35420	accepted	accepted
NTMBAIT_0_0066_JUNCTION_02	junction	0_0066	ntm2_0_0066_ML		ntm2_0_0066_ML	12385	13384	1000	970	0	0	0	0	970	c685c09ba72f910557c97864df20afbf3d22a8a1bbc685a7de69b42cc3a579a5	accepted	accepted
NTMBAIT_0_0066_JUNCTION_03	junction	0_0066	ntm2_0_0066_ML		ntm2_0_0066_ML	1483	2482	1000	970	0	0	0	0	970	fd6e9343d728ce937752da6b76f97273c79c63765c1e70baab53a90881bd589e	accepted	accepted
NTMBAIT_0_0066_MEMBER_INTERIOR_01	member_interior	0_0066	ntm2_0_0066_ML	GCA_046269265.1_ASM4626926v1_genomic_prophage4	GCA_046269265.1_ASM4626926v1_genomic_prophage4	20006	21205	1200	1170	0	0	0	0	1170	f491dc60191c2d88c72f63b2270da33e322a7ea597bfe6707ec444a3e6e13a33	accepted	accepted
NTMBAIT_0_0073_INTERIOR_MODULE_01	interior_module	0_0073	ntm2_0_0073_ML		ntm2_0_0073_ML	10716	11915	1200	1170	0	0	0	0	1170	1cbc4daee591536f2877455ac87a32cc84575150a48a784440f5085047d35101	accepted	accepted
NTMBAIT_0_0073_INTERIOR_MODULE_02	interior_module	0_0073	ntm2_0_0073_ML		ntm2_0_0073_ML	36632	37831	1200	1170	0	0	0	0	1170	fa0535de8370798d8a8a4085e1a60e57cf507c73620041d6d6800a44898f3fff	accepted	accepted
NTMBAIT_0_0073_INTERIOR_MODULE_03	interior_module	0_0073	ntm2_0_0073_ML		ntm2_0_0073_ML	1	1200	1200	1170	0	0	25	0	1145	c2c2fbcdcfca8eb872e0840b3cfe6a8ce07ea6c1a6ff07056938ad71fddaa8c5	accepted	accepted
NTMBAIT_0_0073_JUNCTION_01	junction	0_0073	ntm2_0_0073_ML		ntm2_0_0073_ML	9501	10500	1000	970	0	0	36	0	934	a1d09af972042fca832b70472a8447312bf691cbcd162c582b0dd653ee6dc13c	accepted	accepted
NTMBAIT_0_0077_INTERIOR_MODULE_01	interior_module	0_0077	ntm2_0_0077_ML		ntm2_0_0077_ML	6455	7654	1200	1170	0	0	0	0	1170	a5ed10e4f168a6d32cbbc6def63d435befe5779c0da2621069581ba6b68b8265	accepted	accepted
NTMBAIT_0_0077_INTERIOR_MODULE_02	interior_module	0_0077	ntm2_0_0077_ML		ntm2_0_0077_ML	10852	12051	1200	1170	0	0	0	0	1170	38fa62b87bed4cf259e456bea0b6c8905c2ddf83bfb91ae121b1b7c9d7c5a0df	accepted	accepted
NTMBAIT_0_0077_JUNCTION_02	junction	0_0077	ntm2_0_0077_ML		ntm2_0_0077_ML	501	1500	1000	970	0	0	46	0	924	a82cb3b2a9b02d7f18001d5034c9d370e80caad9d33ffd4b629ae59c57601d2c	accepted	accepted
NTMBAIT_0_0077_JUNCTION_03	junction	0_0077	ntm2_0_0077_ML		ntm2_0_0077_ML	4501	5500	1000	970	0	0	97	0	873	4b977ec7847b6437e2b512acc60f16d8fe728e9c4e2e9740033f35bf4949637b	accepted	accepted
NTMBAIT_0_0077_MEMBER_INTERIOR_01	member_interior	0_0077	ntm2_0_0077_ML	GCA_002013385.1_ASM201338v1_genomic_prophage2	GCA_002013385.1_ASM201338v1_genomic_prophage2	16666	17865	1200	1170	0	0	0	0	1170	4041914a5fa2d67b2982e7d7087ffd5ad8e04e40cd01e236483fc1709301c814	accepted	accepted
NTMBAIT_0_0085_INTERIOR_MODULE_01	interior_module	0_0085	ntm2_0_0085_ML		ntm2_0_0085_ML	41196	42395	1200	1170	0	0	4	0	1166	3669051cbafe14b747ec7c5550bc757de8ebf243d6647a4d0ae2e234504d1829	accepted	accepted
NTMBAIT_0_0085_INTERIOR_MODULE_02	interior_module	0_0085	ntm2_0_0085_ML		ntm2_0_0085_ML	18851	20050	1200	1170	0	0	3	0	1167	b3354d75e5c13c23a9b471d7e6e97e7059d02695ed9e2decd860bcd36987b596	accepted	accepted
NTMBAIT_0_0085_INTERIOR_MODULE_03	interior_module	0_0085	ntm2_0_0085_ML		ntm2_0_0085_ML	22018	23217	1200	1170	0	37	0	0	1133	972d3cfe8a761d61bd646c9d829915f0d798147414c2ad08ce1570e3a1e37ab6	accepted	accepted
NTMBAIT_0_0085_JUNCTION_01	junction	0_0085	ntm2_0_0085_ML		ntm2_0_0085_ML	10340	11339	1000	970	0	0	0	0	970	d848cb0c20fe08ad9e3846904a80f87b189bf5f56a375fb033c3c55ab0b15c7e	accepted	accepted
NTMBAIT_0_0085_JUNCTION_02	junction	0_0085	ntm2_0_0085_ML		ntm2_0_0085_ML	37212	38211	1000	970	0	0	0	0	970	4c6fc3c74ef0db219a212061f4d81549b1024f3bbf6764f4a270ad32ed9462c9	accepted	accepted
NTMBAIT_0_0085_JUNCTION_03	junction	0_0085	ntm2_0_0085_ML		ntm2_0_0085_ML	554	1553	1000	970	0	0	0	0	970	e5f965eab31c28a996dd56a03d9babecbb7863d4bceb59275fdca5a77bd9a716	accepted	accepted
NTMBAIT_0_0085_MEMBER_INTERIOR_01	member_interior	0_0085	ntm2_0_0085_ML	GCA_900133475.1_10625_4_76_genomic_prophage5	GCA_900133475.1_10625_4_76_genomic_prophage5	21326	22525	1200	1170	0	0	3	0	1167	157670c265e41ab43b5a0403e38a0742b8d92f0133443c0f7f16ebc28afdc1aa	accepted	accepted
NTMBAIT_0_0169_INTERIOR_MODULE_01	interior_module	0_0169	ntm2_0_0169_ML		ntm2_0_0169_ML	29581	30780	1200	1170	0	0	0	0	1170	851d98c74ec4c70f9ce5ea4f49c6ff72922ca2a120eb320dd618b9dea8f35d97	accepted	accepted
NTMBAIT_0_0169_INTERIOR_MODULE_02	interior_module	0_0169	ntm2_0_0169_ML		ntm2_0_0169_ML	3773	4972	1200	1170	0	0	0	0	1170	7ffc07880b3fd33cb5bcf8f9af12f147d1d43fe8f97e51300b19eb282b6bfc70	accepted	accepted
NTMBAIT_0_0169_INTERIOR_MODULE_03	interior_module	0_0169	ntm2_0_0169_ML		ntm2_0_0169_ML	56739	57938	1200	1170	0	37	0	0	1133	b8cad9672a87213ec87730c2ef6dd4ed6cccac7118cfb708678155bcef17cb5b	accepted	accepted
NTMBAIT_0_0169_JUNCTION_01	junction	0_0169	ntm2_0_0169_ML		ntm2_0_0169_ML	16267	17266	1000	970	0	0	0	0	970	e7c09588225b5dac8639336395a65f712b236d65f8edf5d0e9fa45e91db33a69	accepted	accepted
NTMBAIT_0_0169_JUNCTION_02	junction	0_0169	ntm2_0_0169_ML		ntm2_0_0169_ML	55817	56816	1000	970	0	0	0	0	970	3ade133357428672fb6d2360b956903b7f2360ee1ddcc06e4f8ee25044524a29	accepted	accepted
NTMBAIT_0_0169_JUNCTION_03	junction	0_0169	ntm2_0_0169_ML		ntm2_0_0169_ML	1168	2167	1000	970	0	0	0	0	970	dd6eb5bf04daf24fdd21b30d8ecf4e0f8bd20f2ec4f2b6473153f7031136d4ec	accepted	accepted
NTMBAIT_0_0169_MEMBER_INTERIOR_01	member_interior	0_0169	ntm2_0_0169_ML	GCA_002013825.1_ASM201382v1_genomic_prophage3	GCA_002013825.1_ASM201382v1_genomic_prophage3	22086	23285	1200	1170	0	0	0	0	1170	d66663c713c0e86bc8cb5416a24771ff07ff0158f26991f663b3f19b10c7d794	accepted	accepted
NTMBAIT_0_0218_INTERIOR_MODULE_01	interior_module	0_0218	ntm2_0_0218_ML		ntm2_0_0218_ML	9673	10872	1200	1170	0	0	0	0	1170	9a9991cd738a7ff089aa7556c214ddd251ad8f980000aded63e64260e9b40349	accepted	accepted
NTMBAIT_0_0218_INTERIOR_MODULE_02	interior_module	0_0218	ntm2_0_0218_ML		ntm2_0_0218_ML	32166	33365	1200	1170	0	0	0	0	1170	8436038832f6ff707cdf07378eeb6bd971a55b003fd39e1c06f3917882aadcef	accepted	accepted
NTMBAIT_0_0218_INTERIOR_MODULE_03	interior_module	0_0218	ntm2_0_0218_ML		ntm2_0_0218_ML	20484	21683	1200	1170	0	0	0	0	1170	94526c1d5e48e09265a9fd175ac5cd4a58efd6f347c9976f7c682a7ab7fea4cf	accepted	accepted
NTMBAIT_0_0218_JUNCTION_01	junction	0_0218	ntm2_0_0218_ML		ntm2_0_0218_ML	986	1985	1000	970	0	0	37	0	933	f56820c1e6c0a60b0088af5f636b26e958376b57cf9d469e514f06b399bc9c60	accepted	accepted
NTMBAIT_0_0218_JUNCTION_02	junction	0_0218	ntm2_0_0218_ML		ntm2_0_0218_ML	15589	16588	1000	970	0	0	1	0	969	6647407382806784a6dfde8cc0bd436ec4458f9c585579b333d943e4e430346d	accepted	accepted
NTMBAIT_0_0218_JUNCTION_03	junction	0_0218	ntm2_0_0218_ML		ntm2_0_0218_ML	25089	26088	1000	970	0	0	0	0	970	20456ec200a3c02d30b4d4f4c5b93e96a7049843ea179f903ab81506170dc0cc	accepted	accepted
NTMBAIT_0_0218_MEMBER_INTERIOR_02	member_interior	0_0218	ntm2_0_0218_ML	GCA_048287075.1_ASM4828707v1_genomic_prophage4	GCA_048287075.1_ASM4828707v1_genomic_prophage4	16206	17405	1200	1170	0	0	0	0	1170	2e94c923b333a7eb917717eb2e2781856cabcf4e27c7b77b9dad1eefcdc1c88c	accepted	accepted
NTMBAIT_0_0219_INTERIOR_MODULE_01	interior_module	0_0219	ntm2_0_0219_ML		ntm2_0_0219_ML	28620	29819	1200	1170	0	37	0	0	1133	a0d0e7f2a36658eb9b4bf69ee63db78566210d520d124b27dcf71eb7ae3f3365	accepted	accepted
NTMBAIT_0_0219_INTERIOR_MODULE_02	interior_module	0_0219	ntm2_0_0219_ML		ntm2_0_0219_ML	66885	68084	1200	1170	0	0	0	0	1170	d66879b14d6e216f2c0b5d898fef1512a0299524fd2587d58dfcaec2dc19e0f6	accepted	accepted
NTMBAIT_0_0219_INTERIOR_MODULE_03	interior_module	0_0219	ntm2_0_0219_ML		ntm2_0_0219_ML	24857	26056	1200	1170	0	0	0	0	1170	47499fd96703d40d3e164f0707045c62d85a9b0823367bce5f9c21a5f8e69f22	accepted	accepted
NTMBAIT_0_0219_JUNCTION_01	junction	0_0219	ntm2_0_0219_ML		ntm2_0_0219_ML	19249	20248	1000	970	0	0	0	0	970	51904041aea63db3aa0cd7cafbd5232affaeacd194bf8d050fe62127245cd7ad	accepted	accepted
NTMBAIT_0_0219_JUNCTION_02	junction	0_0219	ntm2_0_0219_ML		ntm2_0_0219_ML	66144	67143	1000	970	0	0	0	0	970	4e501b5769ba245a2afa8053af937f5afdaf7762ee92d2c7ed642479cf2830ee	accepted	accepted
NTMBAIT_0_0219_JUNCTION_03	junction	0_0219	ntm2_0_0219_ML		ntm2_0_0219_ML	1476	2475	1000	970	0	0	0	0	970	a77613e0ebbe020c58e950ce846ea632f5ca340313ef50f36f2a44d274c57b84	accepted	accepted
NTMBAIT_0_0219_MEMBER_INTERIOR_01	member_interior	0_0219	ntm2_0_0219_ML	GCA_053483515.1_ASM5348351v1_genomic_prophage1	GCA_053483515.1_ASM5348351v1_genomic_prophage1	19711	20910	1200	1170	0	0	0	0	1170	d8eedaa58fba10718256f51039a8cade5554057cc36246d915668ca35822a8cf	accepted	accepted
NTMBAIT_HOST_CONTROL_01	control_host_negative	0_0000		GCA_900138355.1_11893_7_48_genomic_prophage2	GCA_900138355.1#1#FVRG01000001.1	886179	887178	1000	970	0	0	970	0	970	98a8c67e8865733ea2a5ef17ef524c4061c8a62ad528c594d05aff7285a8c4f7	accepted	accepted
NTMBAIT_HOST_CONTROL_02	control_host_negative	0_0006		GCA_900132875.1_11861_7_83_genomic_prophage1	GCA_900132875.1#1#FSCL01000002.1	439872	440871	1000	970	0	0	970	0	970	71dbf6eb65c655861d8e7268b4794c1896bc362af15486330cb6bf96ae022b13	accepted	accepted
NTMBAIT_HOST_CONTROL_03	control_host_negative	0_0019		GCA_035967875.1_ASM3596787v1_genomic_prophage4	GCA_035967875.1#1#JAWKAM010000002.1	1852256	1853255	1000	970	0	0	970	0	970	2880600118f32e613ff773dbef8a054eb4917d81af78f539fe835afab3455ad5	accepted	accepted
NTMBAIT_SHUF_CONTROL_01	control_shuffled_negative	0_0000			ntm2_0_0000_ML	17561	18760	1200	1170	0	0	0	0	1170	8db03e834792aeefcbd71d8cbff0633e585d1c0da485b8efa6ce7af972dd4199	accepted	accepted
NTMBAIT_SHUF_CONTROL_02	control_shuffled_negative	0_0006			ntm2_0_0006_ML	26695	27894	1200	1170	0	0	0	0	1170	061d93f71189825f93c0ba7994c0a2e03fb0926253f17b97763e90e2433d3f76	accepted	accepted
NTMBAIT_SHUF_CONTROL_03	control_shuffled_negative	0_0019			ntm2_0_0019_ML	60713	61912	1200	1170	0	0	0	0	1170	6ab17594e72051cc321033250c11c0f889990492f71259717f7e3041c65342c8	accepted	accepted
