prophage_id	clade_id	community	host_accession	phylogroup
GCF_000781385.1_prophage_4	0_0013	0	GCF_000781385.1	B2
GCF_001284605.1_prophage_3	0_0013	0	GCF_001284605.1	B1
GCF_001285445.1_prophage_4	0_0013	0	GCF_001285445.1	B1
GCF_000355095.2_prophage_1	0_0013	0	GCF_000355095.2	C
GCF_000627135.1_prophage_2	0_0013	0	GCF_000627135.1	A
GCF_000627315.1_prophage_1	0_0013	0	GCF_000627315.1	A
GCF_000687005.1_prophage_1	0_0013	0	GCF_000687005.1	A
GCF_000700105.1_prophage_5	0_0013	0	GCF_000700105.1	A
GCF_000714025.1_prophage_3	0_0013	0	GCF_000714025.1	A
GCF_000461855.1_prophage_2	0_0013	0	GCF_000461855.1	B2
GCF_001283265.1_prophage_1	0_0013	0	GCF_001283265.1	B1
GCF_001283525.1_prophage_2	0_0013	0	GCF_001283525.1	B1
GCF_000179135.1_prophage_6	0_0013	0	GCF_000179135.1	C
GCF_001266435.1_prophage_1	0_0013	0	GCF_001266435.1	B1
GCF_001268325.1_prophage_5	0_0013	0	GCF_001268325.1	B1
GCF_000965655.1_prophage_1	0_0013	0	GCF_000965655.1	E
GCF_000704605.1_prophage_1	0_0013	0	GCF_000704605.1	A
GCF_000335295.2_prophage_1	0_0013	0	GCF_000335295.2	E
GCF_001521415.1_prophage_4	0_0013	0	GCF_001521415.1	D
GCF_000354755.2_prophage_1	0_0013	0	GCF_000354755.2	B1
GCF_000752935.1_prophage_2	0_0013	0	GCF_000752935.1	B1
GCF_000354455.1_prophage_1	0_0013	0	GCF_000354455.1	B1
GCF_000354815.2_prophage_1	0_0013	0	GCF_000354815.2	B1
GCF_001039075.2_prophage_15	0_0013	0	GCF_001039075.2	B1
GCF_001285485.1_prophage_7	0_0013	0	GCF_001285485.1	B1
GCF_001277455.1_prophage_1	0_0013	0	GCF_001277455.1	A
GCF_000408025.1_prophage_4	0_0013	0	GCF_000408025.1	A
GCF_000303255.2_prophage_1	0_0013	0	GCF_000303255.2	B1
GCF_000276865.1_prophage_3	0_0013	0	GCF_000276865.1	B1
GCF_000459935.1_prophage_1	0_0013	0	GCF_000459935.1	C
GCF_000951855.1_prophage_11	0_0013	0	GCF_000951855.1	B1
GCF_000026265.1_prophage_1	0_0013	0	GCF_000026265.1	B1
GCF_000940255.1_prophage_7	0_0013	0	GCF_000940255.1	B1
GCF_001521275.1_prophage_3	0_0013	0	GCF_001521275.1	B2
GCF_001005685.1_prophage_3	0_0013	0	GCF_001005685.1	A
GCF_000215145.1_prophage_3	0_0013	0	GCF_000215145.1	B1
GCF_001266015.1_prophage_4	0_0013	0	GCF_001266015.1	E
GCF_001283365.1_prophage_1	0_0013	0	GCF_001283365.1	B1
GCF_001285565.1_prophage_1	0_0013	0	GCF_001285565.1	B1
GCF_001039135.2_prophage_7	0_0013	0	GCF_001039135.2	B1
GCF_000091005.1_prophage_1	0_0013	0	GCF_000091005.1	B1
GCF_000456725.1_prophage_4	0_0013	0	GCF_000456725.1	D
GCF_000703245.1_prophage_6	0_0013	0	GCF_000703245.1	B1
GCF_000768465.1_prophage_6	0_0013	0	GCF_000768465.1	A
GCF_000783335.1_prophage_4	0_0013	0	GCF_000783335.1	A
GCF_001039125.2_prophage_7	0_0013	0	GCF_001039125.2	B1
GCF_001484395.1_prophage_2	0_0013	0	GCF_001484395.1	Unknown
GCF_000456645.1_prophage_6	0_0013	0	GCF_000456645.1	D
GCF_000779495.1_prophage_1	0_0013	0	GCF_000779495.1	B2
GCF_000700365.1_prophage_2	0_0013	0	GCF_000700365.1	D
GCF_000780235.1_prophage_2	0_0013	0	GCF_000780235.1	B2
GCF_000408225.1_prophage_1	0_0013	0	GCF_000408225.1	C
GCF_001284985.1_prophage_1	0_0013	0	GCF_001284985.1	B1
GCF_001266155.1_prophage_3	0_0013	0	GCF_001266155.1	B1
GCF_000456645.1_prophage_1	0_0013	0	GCF_000456645.1	D
GCF_000689315.1_prophage_1	0_0013	0	GCF_000689315.1	B1
GCF_000305395.2_prophage_4	0_0013	0	GCF_000305395.2	E
GCF_001039155.2_prophage_14	0_0013	0	GCF_001039155.2	B1
GCF_001266095.1_prophage_2	0_0013	0	GCF_001266095.1	E
GCF_001520475.1_prophage_3	0_0013	0	GCF_001520475.1	B2
GCF_000936085.2_prophage_10	0_0013	0	GCF_000936085.2	B1
GCF_000779635.1_prophage_2	0_0013	0	GCF_000779635.1	B2
GCF_000780415.1_prophage_1	0_0013	0	GCF_000780415.1	B2
GCF_001277495.1_prophage_3	0_0013	0	GCF_001277495.1	B1
GCF_001283465.1_prophage_1	0_0013	0	GCF_001283465.1	B1
GCF_001283685.1_prophage_1	0_0013	0	GCF_001283685.1	B1
GCF_001284185.1_prophage_5	0_0013	0	GCF_001284185.1	B1
GCF_001285065.1_prophage_1	0_0013	0	GCF_001285065.1	B1
GCF_001285665.1_prophage_1	0_0013	0	GCF_001285665.1	B1
GCF_001420935.1_prophage_2	0_0013	0	GCF_001420935.1	A
GCF_000797835.1_prophage_3	0_0013	0	GCF_000797835.1	B1
GCF_000797855.1_prophage_3	0_0013	0	GCF_000797855.1	B1
GCF_001039205.2_prophage_4	0_0013	0	GCF_001039205.2	B1
GCF_001265495.1_prophage_5	0_0013	0	GCF_001265495.1	B1
GCF_000576655.2_prophage_2	0_0013	0	GCF_000576655.2	B2
GCF_001039145.2_prophage_7	0_0013	0	GCF_001039145.2	B1
GCF_001286265.1_prophage_4	0_0013	0	GCF_001286265.1	B1
GCF_000607285.1_prophage_1	0_0013	0	GCF_000607285.1	B2
GCF_000818985.1_prophage_4	0_0013	0	GCF_000818985.1	A
GCF_001268525.1_prophage_4	0_0013	0	GCF_001268525.1	A
GCF_001283745.1_prophage_5	0_0013	0	GCF_001283745.1	B1
GCF_000184765.1_prophage_8	0_0014	0	GCF_000184765.1	A
GCF_001269265.1_prophage_4	0_0014	0	GCF_001269265.1	A
GCF_000261385.1_prophage_3	0_0014	0	GCF_000261385.1	B1
GCF_001262935.1_prophage_2	0_0014	0	GCF_001262935.1	B1
GCF_001059575.1_prophage_2	0_0014	0	GCF_001059575.1	B2
GCF_000456225.1_prophage_6	0_0014	0	GCF_000456225.1	B2
GCF_000951915.1_prophage_6	0_0014	0	GCF_000951915.1	B1
GCF_000014845.1_prophage_7	0_0014	0	GCF_000014845.1	B2
GCF_000353165.1_prophage_2	0_0014	0	GCF_000353165.1	B2
GCF_000458685.1_prophage_6	0_0014	0	GCF_000458685.1	B2
GCF_000459375.1_prophage_9	0_0014	0	GCF_000459375.1	B2
GCF_000461775.1_prophage_6	0_0014	0	GCF_000461775.1	B2
GCF_000797605.1_prophage_6	0_0014	0	GCF_000797605.1	B1
GCF_000781575.1_prophage_2	0_0014	0	GCF_000781575.1	B2
GCF_000797675.1_prophage_5	0_0014	0	GCF_000797675.1	B1
GCF_000700185.1_prophage_5	0_0014	0	GCF_000700185.1	A
GCF_000026285.1_prophage_5	0_0014	0	GCF_000026285.1	B2
GCF_000350665.1_prophage_8	0_0014	0	GCF_000350665.1	B2
GCF_000457025.1_prophage_7	0_0014	0	GCF_000457025.1	B2
GCF_000457455.1_prophage_6	0_0014	0	GCF_000457455.1	B2
GCF_000458555.1_prophage_3	0_0014	0	GCF_000458555.1	B2
GCF_000458875.1_prophage_7	0_0014	0	GCF_000458875.1	B2
GCF_000460475.1_prophage_6	0_0014	0	GCF_000460475.1	B2
GCF_000461495.1_prophage_5	0_0014	0	GCF_000461495.1	B2
GCF_000507665.1_prophage_4	0_0014	0	GCF_000507665.1	B2
GCF_000690815.1_prophage_2	0_0014	0	GCF_000690815.1	B2
GCF_000780695.1_prophage_4	0_0014	0	GCF_000780695.1	B2
GCF_001277635.1_prophage_1	0_0014	0	GCF_001277635.1	A
GCF_001280345.1_prophage_4	0_0014	0	GCF_001280345.1	B2
GCF_000407705.1_prophage_10	0_0014	0	GCF_000407705.1	B2
GCF_001420065.1_prophage_6	0_0014	0	GCF_001420065.1	B1
GCF_000700185.1_prophage_3	0_0014	0	GCF_000700185.1	A
GCF_000818995.1_prophage_2	0_0014	0	GCF_000818995.1	B1
GCF_000456265.1_prophage_8	0_0014	0	GCF_000456265.1	B2
GCF_000461455.1_prophage_5	0_0014	0	GCF_000461455.1	B2
GCF_000456025.1_prophage_2	0_0014	0	GCF_000456025.1	B2
GCF_000776235.1_prophage_4	0_0014	0	GCF_000776235.1	B2
GCF_000813165.1_prophage_2	0_0014	0	GCF_000813165.1	B2
GCF_000936085.2_prophage_9	0_0014	0	GCF_000936085.2	B1
GCF_001030435.1_prophage_5	0_0014	0	GCF_001030435.1	B2
GCF_000155125.1_prophage_7	0_0014	0	GCF_000155125.1	E
GCF_000303395.2_prophage_2	0_0014	0	GCF_000303395.2	B1
GCF_000357705.2_prophage_1	0_0014	0	GCF_000357705.2	A
GCF_000456425.1_prophage_3	0_0014	0	GCF_000456425.1	B2
GCF_000618905.3_prophage_7	0_0014	0	GCF_000618905.3	B1
GCF_000460595.1_prophage_3	0_0014	0	GCF_000460595.1	B1
GCF_000819265.1_prophage_1	0_0014	0	GCF_000819265.1	B1
GCF_000951875.1_prophage_9	0_0014	0	GCF_000951875.1	B1
GCF_000522325.1_prophage_4	0_0014	0	GCF_000522325.1	D
GCF_000333215.1_prophage_1	0_0014	0	GCF_000333215.1	B2
GCF_000456045.1_prophage_5	0_0014	0	GCF_000456045.1	B2
GCF_001268545.1_prophage_3	0_0014	0	GCF_001268545.1	B1
GCF_000456725.1_prophage_8	0_0014	0	GCF_000456725.1	D
GCF_000458155.1_prophage_2	0_0014	0	GCF_000458155.1	D
GCF_000459215.1_prophage_7	0_0014	0	GCF_000459215.1	D
GCF_000326825.1_prophage_3	0_0014	0	GCF_000326825.1	A
GCF_000461415.1_prophage_3	0_0014	0	GCF_000461415.1	A
GCF_000752875.1_prophage_8	0_0014	0	GCF_000752875.1	B1
GCF_001521275.1_prophage_2	0_0014	0	GCF_001521275.1	B2
GCF_000212715.2_prophage_10	0_0014	0	GCF_000212715.2	A
GCF_001012155.1_prophage_5	0_0014	0	GCF_001012155.1	B1
GCF_000350885.1_prophage_2	0_0014	0	GCF_000350885.1	A
GCF_000164375.1_prophage_2	0_0014	0	GCF_000164375.1	B1
GCF_000194475.2_prophage_1	0_0014	0	GCF_000194475.2	B2
GCF_000704565.1_prophage_2	0_0014	0	GCF_000704565.1	A
GCF_001265875.1_prophage_2	0_0014	0	GCF_001265875.1	B2
GCF_000351165.1_prophage_3	0_0014	0	GCF_000351165.1	A
GCF_001463455.1_prophage_2	0_0014	0	GCF_001463455.1	B2
GCF_000713035.1_prophage_2	0_0014	0	GCF_000713035.1	B2
GCF_000781695.1_prophage_5	0_0014	0	GCF_000781695.1	B2
GCF_000713045.1_prophage_1	0_0014	0	GCF_000713045.1	B2
GCF_000711525.1_prophage_1	0_0014	0	GCF_000711525.1	B2
GCF_000714375.1_prophage_1	0_0014	0	GCF_000714375.1	B2
GCF_000351185.1_prophage_1	0_0014	0	GCF_000351185.1	D
GCF_000352625.1_prophage_3	0_0014	0	GCF_000352625.1	D
GCF_000352745.1_prophage_3	0_0014	0	GCF_000352745.1	D
GCF_000457975.1_prophage_2	0_0014	0	GCF_000457975.1	D
GCF_000459815.1_prophage_2	0_0014	0	GCF_000459815.1	D
GCF_001021635.2_prophage_5	0_0014	0	GCF_001021635.2	Unknown
GCF_000507605.1_prophage_1	0_0014	0	GCF_000507605.1	B2
GCF_000460275.1_prophage_2	0_0014	0	GCF_000460275.1	A
GCF_000704945.1_prophage_2	0_0014	0	GCF_000704945.1	B1
GCF_000618005.3_prophage_8	0_0014	0	GCF_000618005.3	A
GCF_000714345.1_prophage_1	0_0014	0	GCF_000714345.1	B2
GCF_000700205.1_prophage_4	0_0014	0	GCF_000700205.1	A
GCF_000700405.1_prophage_1	0_0014	0	GCF_000700405.1	B1
GCF_000357125.1_prophage_4	0_0014	0	GCF_000357125.1	B1
GCF_001286545.1_prophage_2	0_0014	0	GCF_001286545.1	B1
GCF_000461395.1_prophage_3	0_0014	0	GCF_000461395.1	A
GCF_001519435.1_prophage_4	0_0014	0	GCF_001519435.1	B2
GCF_000176535.2_prophage_1	0_0014	0	GCF_000176535.2	A
GCF_000768425.1_prophage_5	0_0014	0	GCF_000768425.1	A
GCF_001521115.1_prophage_4	0_0014	0	GCF_001521115.1	B2
GCF_000457935.1_prophage_3	0_0014	0	GCF_000457935.1	D
GCF_000190895.1_prophage_10	0_0014	0	GCF_000190895.1	B2
GCF_000357465.2_prophage_5	0_0014	0	GCF_000357465.2	B1
GCF_000352125.1_prophage_2	0_0014	0	GCF_000352125.1	B2
GCF_000460835.1_prophage_4	0_0014	0	GCF_000460835.1	A
GCF_000696835.1_prophage_5	0_0014	0	GCF_000696835.1	A
GCF_000968515.1_prophage_2	0_0014	0	GCF_000968515.1	A
GCF_000303735.2_prophage_4	0_0015	0	GCF_000303735.2	E
GCF_000408625.1_prophage_3	0_0015	0	GCF_000408625.1	A
GCF_000267285.2_prophage_4	0_0015	0	GCF_000267285.2	E
GCF_000354355.2_prophage_3	0_0015	0	GCF_000354355.2	C
GCF_000703205.1_prophage_8	0_0015	0	GCF_000703205.1	B1
GCF_000798095.1_prophage_6	0_0015	0	GCF_000798095.1	A
GCF_000267265.2_prophage_3	0_0015	0	GCF_000267265.2	E
GCF_000351845.1_prophage_1	0_0015	0	GCF_000351845.1	B2
GCF_001284385.1_prophage_8	0_0015	0	GCF_001284385.1	B2
GCF_000267805.2_prophage_3	0_0015	0	GCF_000267805.2	E
GCF_000267885.2_prophage_4	0_0015	0	GCF_000267885.2	E
GCF_000303695.2_prophage_4	0_0015	0	GCF_000303695.2	E
GCF_000618105.2_prophage_1	0_0015	0	GCF_000618105.2	E
GCF_000618905.3_prophage_5	0_0015	0	GCF_000618905.3	B1
GCF_001284765.1_prophage_2	0_0015	0	GCF_001284765.1	B1
GCF_000190815.1_prophage_1	0_0015	0	GCF_000190815.1	A
GCF_000692735.1_prophage_3	0_0015	0	GCF_000692735.1	B1
GCF_000191015.1_prophage_1	0_0015	0	GCF_000191015.1	A
GCF_000965715.1_prophage_7	0_0015	0	GCF_000965715.1	A
GCF_000461755.1_prophage_1	0_0015	0	GCF_000461755.1	A
GCF_000503275.1_prophage_2	0_0015	0	GCF_000503275.1	B1
GCF_000940355.1_prophage_7	0_0015	0	GCF_000940355.1	A
GCF_000009565.1_prophage_1	0_0015	0	GCF_000009565.1	A
GCF_000022665.1_prophage_1	0_0015	0	GCF_000022665.1	A
GCF_000023665.1_prophage_5	0_0015	0	GCF_000023665.1	A
GCF_000830035.1_prophage_1	0_0015	0	GCF_000830035.1	A
GCF_000833145.1_prophage_1	0_0015	0	GCF_000833145.1	A
GCF_001039415.1_prophage_1	0_0015	0	GCF_001039415.1	A
GCF_001187545.1_prophage_3	0_0015	0	GCF_001187545.1	A
GCF_001559615.2_prophage_1	0_0015	0	GCF_001559615.2	A
GCF_001559635.1_prophage_1	0_0015	0	GCF_001559635.1	A
GCF_000241995.1_prophage_3	0_0015	0	GCF_000241995.1	E
GCF_000303575.2_prophage_3	0_0015	0	GCF_000303575.2	E
GCF_000303615.2_prophage_3	0_0015	0	GCF_000303615.2	E
GCF_000714335.1_prophage_3	0_0015	0	GCF_000714335.1	G
GCF_000752835.1_prophage_4	0_0015	0	GCF_000752835.1	B1
GCF_000352945.1_prophage_1	0_0015	0	GCF_000352945.1	A
GCF_000234255.2_prophage_1	0_0015	0	GCF_000234255.2	B1
GCF_000461935.2_prophage_10	0_0015	0	GCF_000461935.2	E
GCF_000618405.2_prophage_3	0_0015	0	GCF_000618405.2	A
GCF_000971615.1_prophage_5	0_0015	0	GCF_000971615.1	B1
GCF_000408645.1_prophage_5	0_0015	0	GCF_000408645.1	A
GCF_000267165.1_prophage_11	0_0015	0	GCF_000267165.1	E
GCF_000350945.1_prophage_1	0_0015	0	GCF_000350945.1	B2
GCF_001283165.1_prophage_4	0_0015	0	GCF_001283165.1	A
GCF_000017985.1_prophage_1	0_0015	0	GCF_000017985.1	A
GCF_000350765.1_prophage_5	0_0015	0	GCF_000350765.1	B2
GCF_001441325.1_prophage_2	0_0015	0	GCF_001441325.1	A
GCF_000647495.1_prophage_1	0_0015	0	GCF_000647495.1	B1
GCF_000752295.1_prophage_6	0_0015	0	GCF_000752295.1	B1
GCF_001268205.1_prophage_4	0_0015	0	GCF_001268205.1	B1
GCF_000704885.1_prophage_6	0_0015	0	GCF_000704885.1	A
GCF_000704905.1_prophage_5	0_0015	0	GCF_000704905.1	A
GCF_000752815.1_prophage_1	0_0015	0	GCF_000752815.1	B1
GCF_001561575.1_prophage_1	0_0015	0	GCF_001561575.1	B1
GCF_000776745.1_prophage_6	0_0015	0	GCF_000776745.1	B2
GCF_001419825.1_prophage_4	0_0015	0	GCF_001419825.1	B1
GCF_000316425.2_prophage_3	0_0015	0	GCF_000316425.2	E
GCF_000249255.1_prophage_10	0_0015	0	GCF_000249255.1	E
GCF_000249275.1_prophage_13	0_0015	0	GCF_000249275.1	E
GCF_000249335.1_prophage_2	0_0015	0	GCF_000249335.1	E
GCF_000352645.1_prophage_1	0_0015	0	GCF_000352645.1	B2
GCF_000267385.2_prophage_3	0_0015	0	GCF_000267385.2	E
GCF_000304855.2_prophage_1	0_0015	0	GCF_000304855.2	E
GCF_000316405.2_prophage_5	0_0015	0	GCF_000316405.2	E
GCF_000013305.1_prophage_1	0_0015	0	GCF_000013305.1	B2
GCF_000459995.1_prophage_5	0_0015	0	GCF_000459995.1	D
GCF_000461015.1_prophage_5	0_0015	0	GCF_000461015.1	A
GCF_000522265.1_prophage_4	0_0015	0	GCF_000522265.1	F
GCF_000618025.1_prophage_5	0_0015	0	GCF_000618025.1	E
GCF_001182805.1_prophage_3	0_0015	0	GCF_001182805.1	B2
GCF_001268785.1_prophage_2	0_0015	0	GCF_001268785.1	B1
GCF_001519855.1_prophage_2	0_0015	0	GCF_001519855.1	B2
GCF_001521115.1_prophage_2	0_0015	0	GCF_001521115.1	B2
GCF_001521195.1_prophage_2	0_0015	0	GCF_001521195.1	B2
GCF_000408045.1_prophage_5	0_0015	0	GCF_000408045.1	A
GCF_001521215.1_prophage_4	0_0015	0	GCF_001521215.1	B2
GCF_000781295.1_prophage_3	0_0015	0	GCF_000781295.1	B2
GCF_001561045.1_prophage_5	0_0015	0	GCF_001561045.1	B2
GCF_001561445.1_prophage_3	0_0015	0	GCF_001561445.1	B2
GCF_000456685.1_prophage_5	0_0015	0	GCF_000456685.1	G
GCF_000457405.1_prophage_2	0_0015	0	GCF_000457405.1	B2
GCF_000488075.1_prophage_3	0_0015	0	GCF_000488075.1	B2
GCF_001285825.1_prophage_5	0_0015	0	GCF_001285825.1	B2
GCF_000352065.1_prophage_5	0_0015	0	GCF_000352065.1	B2
GCF_000457285.1_prophage_4	0_0015	0	GCF_000457285.1	B2
GCF_000713195.1_prophage_1	0_0015	0	GCF_000713195.1	A
GCF_000752455.1_prophage_6	0_0015	0	GCF_000752455.1	B1
GCF_001520395.1_prophage_1	0_0015	0	GCF_001520395.1	B2
GCF_001561135.1_prophage_2	0_0015	0	GCF_001561135.1	B2
GCF_001561335.1_prophage_5	0_0015	0	GCF_001561335.1	B2
GCF_001561375.1_prophage_5	0_0015	0	GCF_001561375.1	B2
GCF_001561555.1_prophage_1	0_0015	0	GCF_001561555.1	B2
GCF_001566615.1_prophage_5	0_0015	0	GCF_001566615.1	B2
GCF_000713345.1_prophage_1	0_0015	0	GCF_000713345.1	A
GCF_001059795.1_prophage_1	0_0015	0	GCF_001059795.1	D
GCF_000267365.2_prophage_2	0_0015	0	GCF_000267365.2	E
GCF_000397685.1_prophage_1	0_0015	0	GCF_000397685.1	B2
GCF_000408165.1_prophage_1	0_0015	0	GCF_000408165.1	D
GCF_000780275.1_prophage_2	0_0015	0	GCF_000780275.1	B2
GCF_001286425.1_prophage_2	0_0016	0	GCF_001286425.1	A
GCF_000459095.1_prophage_4	0_0016	0	GCF_000459095.1	B2
GCF_000456105.1_prophage_2	0_0016	0	GCF_000456105.1	D
GCF_000249695.1_prophage_6	0_0016	0	GCF_000249695.1	C
GCF_000356845.2_prophage_1	0_0016	0	GCF_000356845.2	B1
GCF_000459955.1_prophage_2	0_0016	0	GCF_000459955.1	B2
GCF_000507645.1_prophage_5	0_0016	0	GCF_000507645.1	B2
GCF_000785795.1_prophage_2	0_0016	0	GCF_000785795.1	A
GCF_001519475.1_prophage_3	0_0016	0	GCF_001519475.1	B2
GCF_000163175.1_prophage_2	0_0016	0	GCF_000163175.1	E
GCF_000249255.1_prophage_1	0_0016	0	GCF_000249255.1	E
GCF_000316865.2_prophage_5	0_0016	0	GCF_000316865.2	E
GCF_000354835.2_prophage_1	0_0016	0	GCF_000354835.2	C
GCF_000356125.1_prophage_1	0_0016	0	GCF_000356125.1	C
GCF_000358205.2_prophage_2	0_0016	0	GCF_000358205.2	C
GCF_000358225.2_prophage_1	0_0016	0	GCF_000358225.2	C
GCF_000358315.1_prophage_1	0_0016	0	GCF_000358315.1	C
GCF_000252805.1_prophage_5	0_0016	0	GCF_000252805.1	B2
GCF_000358185.2_prophage_2	0_0016	0	GCF_000358185.2	C
GCF_000358265.2_prophage_1	0_0016	0	GCF_000358265.2	C
GCF_000358285.2_prophage_1	0_0016	0	GCF_000358285.2	C
GCF_000358355.2_prophage_1	0_0016	0	GCF_000358355.2	C
GCF_000358375.1_prophage_1	0_0016	0	GCF_000358375.1	C
GCF_000460255.1_prophage_3	0_0016	0	GCF_000460255.1	E
GCF_000951745.1_prophage_2	0_0016	0	GCF_000951745.1	B2
GCF_001519875.1_prophage_2	0_0016	0	GCF_001519875.1	B2
GCF_000618225.2_prophage_1	0_0016	0	GCF_000618225.2	E
GCF_001063835.1_prophage_1	0_0016	0	GCF_001063835.1	B2
GCF_001520695.2_prophage_7	0_0016	0	GCF_001520695.2	B2
GCF_000358245.2_prophage_1	0_0016	0	GCF_000358245.2	C
GCF_000459015.1_prophage_4	0_0016	0	GCF_000459015.1	B2
GCF_000353045.1_prophage_1	0_0016	0	GCF_000353045.1	B2
GCF_000259135.1_prophage_3	0_0016	0	GCF_000259135.1	B1
GCF_000776505.1_prophage_3	0_0016	0	GCF_000776505.1	B2
GCF_000779475.1_prophage_3	0_0016	0	GCF_000779475.1	B1
GCF_000619525.1_prophage_3	0_0016	0	GCF_000619525.1	B1
GCF_001262865.1_prophage_2	0_0016	0	GCF_001262865.1	B1
GCF_000703945.1_prophage_1	0_0016	0	GCF_000703945.1	B1
GCF_000704205.1_prophage_3	0_0016	0	GCF_000704205.1	A
GCF_001283605.2_prophage_2	0_0016	0	GCF_001283605.2	B1
GCF_001309675.1_prophage_3	0_0016	0	GCF_001309675.1	B1
GCF_001262935.1_prophage_4	0_0016	0	GCF_001262935.1	B1
GCF_001455405.1_prophage_5	0_0016	0	GCF_001455405.1	A
GCF_000713785.1_prophage_1	0_0016	0	GCF_000713785.1	A
GCF_000812385.1_prophage_3	0_0016	0	GCF_000812385.1	B1
GCF_001413355.1_prophage_3	0_0016	0	GCF_001413355.1	A
GCF_000703285.1_prophage_4	0_0016	0	GCF_000703285.1	B1
GCF_001309595.1_prophage_4	0_0016	0	GCF_001309595.1	B1
GCF_000352865.1_prophage_4	0_0016	0	GCF_000352865.1	B2
GCF_001284945.1_prophage_1	0_0016	0	GCF_001284945.1	B1
GCF_001284685.1_prophage_2	0_0016	0	GCF_001284685.1	A
GCF_000461815.1_prophage_1	0_0016	0	GCF_000461815.1	B2
GCF_000777325.1_prophage_3	0_0016	0	GCF_000777325.1	B1
GCF_000163155.1_prophage_6	0_0016	0	GCF_000163155.1	B1
GCF_000617365.2_prophage_3	0_0016	0	GCF_000617365.2	B1
GCF_000619065.2_prophage_2	0_0016	0	GCF_000619065.2	B1
GCF_000352105.1_prophage_1	0_0016	0	GCF_000352105.1	D
GCF_001262795.1_prophage_5	0_0016	0	GCF_001262795.1	B1
GCF_001268505.1_prophage_6	0_0016	0	GCF_001268505.1	A
GCF_001268685.1_prophage_4	0_0016	0	GCF_001268685.1	A
GCF_001284785.1_prophage_2	0_0016	0	GCF_001284785.1	E
GCF_000249575.1_prophage_3	0_0016	0	GCF_000249575.1	E
GCF_001012585.1_prophage_1	0_0016	0	GCF_001012585.1	B1
GCF_000619585.2_prophage_5	0_0016	0	GCF_000619585.2	B1
GCF_001284305.1_prophage_3	0_0016	0	GCF_001284305.1	A
GCF_000494995.1_prophage_4	0_0016	0	GCF_000494995.1	G
GCF_000617085.1_prophage_12	0_0016	0	GCF_000617085.1	B1
GCF_000459915.1_prophage_3	0_0016	0	GCF_000459915.1	D
GCF_000700305.1_prophage_1	0_0016	0	GCF_000700305.1	A
GCF_001188105.2_prophage_1	0_0016	0	GCF_001188105.2	A
GCF_000190795.1_prophage_6	0_0016	0	GCF_000190795.1	B1
GCF_000354975.1_prophage_1	0_0016	0	GCF_000354975.1	B1
GCF_000408245.1_prophage_1	0_0016	0	GCF_000408245.1	C
GCF_001284965.1_prophage_1	0_0016	0	GCF_001284965.1	B1
GCF_000511545.1_prophage_6	0_0016	0	GCF_000511545.1	B1
GCF_000714975.1_prophage_4	0_0016	0	GCF_000714975.1	A
GCF_000951835.2_prophage_14	0_0016	0	GCF_000951835.2	B1
GCF_000355315.2_prophage_4	0_0016	0	GCF_000355315.2	A
GCF_000352665.1_prophage_1	0_0016	0	GCF_000352665.1	D
GCF_000614515.1_prophage_5	0_0016	0	GCF_000614515.1	B1
GCF_000355155.2_prophage_5	0_0016	0	GCF_000355155.2	A
GCF_001413425.1_prophage_10	0_0016	0	GCF_001413425.1	A
GCF_000010485.1_prophage_1	0_0016	0	GCF_000010485.1	B2
GCF_000192685.1_prophage_9	0_0016	0	GCF_000192685.1	E
GCF_000703345.1_prophage_2	0_0016	0	GCF_000703345.1	B1
GCF_001269325.1_prophage_2	0_0016	0	GCF_001269325.1	B1
GCF_001285405.1_prophage_3	0_0016	0	GCF_001285405.1	B1
GCF_001285985.1_prophage_6	0_0016	0	GCF_001285985.1	B1
GCF_001306685.1_prophage_1	0_0016	0	GCF_001306685.1	B2
GCF_000215185.1_prophage_5	0_0016	0	GCF_000215185.1	B1
GCF_000647515.1_prophage_2	0_0016	0	GCF_000647515.1	B1
GCF_000703265.1_prophage_3	0_0016	0	GCF_000703265.1	B1
GCF_001284825.1_prophage_3	0_0016	0	GCF_001284825.1	E
GCF_001286625.1_prophage_1	0_0016	0	GCF_001286625.1	E
GCF_000461615.1_prophage_2	0_0016	0	GCF_000461615.1	B2
GCF_000498235.1_prophage_7	0_0016	0	GCF_000498235.1	A
GCF_001412925.1_prophage_4	0_0016	0	GCF_001412925.1	A
GCF_001412975.1_prophage_1	0_0016	0	GCF_001412975.1	A
GCF_001412995.1_prophage_7	0_0016	0	GCF_001412995.1	A
GCF_001413375.1_prophage_2	0_0016	0	GCF_001413375.1	A
GCF_001519445.1_prophage_1	0_0017	0	GCF_001519445.1	B1
GCF_000352525.1_prophage_2	0_0017	0	GCF_000352525.1	D
GCF_000952385.1_prophage_2	0_0017	0	GCF_000952385.1	B2
GCF_000458765.1_prophage_2	0_0017	0	GCF_000458765.1	B2
GCF_000488035.1_prophage_6	0_0017	0	GCF_000488035.1	B1
GCF_000806195.1_prophage_5	0_0017	0	GCF_000806195.1	B1
GCF_000460435.1_prophage_2	0_0017	0	GCF_000460435.1	B2
GCF_000498815.2_prophage_7	0_0017	0	GCF_000498815.2	B2
GCF_000695505.1_prophage_4	0_0017	0	GCF_000695505.1	B2
GCF_000782715.1_prophage_3	0_0017	0	GCF_000782715.1	B2
GCF_001306605.1_prophage_7	0_0017	0	GCF_001306605.1	B2
