seq_name	n_genes	n_uscg	n_plasmid_hallmarks	n_virus_hallmarks	genetic_code	strand_switch_rate	coding_density	no_rbs_freq	sd_bacteroidetes_rbs_freq	sd_canonical_rbs_freq	tatata_rbs_freq	cc_marker_freq	cp_marker_freq	cv_marker_freq	pc_marker_freq	pp_marker_freq	pv_marker_freq	vc_marker_freq	vp_marker_freq	vv_marker_freq	c_marker_freq	p_marker_freq	v_marker_freq	median_c_spm	median_p_spm	median_v_spm	v_vs_c_score_logistic	v_vs_p_score_logistic	p_vs_c_score_logistic	gv_marker_freq	marker_enrichment_c	marker_enrichment_p	marker_enrichment_v
GCA_001583545.1#1#LNAV01000151	2	0	0	0	11	1.0000	0.9012	0.5000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000
GCA_001583545.1#1#LNAV01000055	2	0	0	0	11	0.0000	0.9033	0.5000	0.0000	0.5000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	1.0000	0.0000	0.0000	0.2975	0.5000	0.2975	0.0000	1.7183	-1.7183	-1.7183
GCA_001583545.1#1#LNAV01000128	1	0	0	0	11	0.0000	0.8634	0.0000	0.0000	1.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.2975	0.5000	0.2975	0.0000	1.7183	-1.7183	-1.7183
GCA_001583545.1#1#LNAV01000021	2	0	0	0	11	0.0000	0.8482	0.5000	0.0000	0.5000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	1.0000	0.0000	0.0000	0.2975	0.5000	0.2975	0.0000	1.7183	-1.7183	-1.7183
GCA_001583545.1#1#LNAV01000163	77	0	0	0	11	0.4737	0.9219	0.4416	0.0000	0.5584	0.0000	0.0260	0.2857	0.0130	0.1039	0.0000	0.0000	0.0519	0.0000	0.0000	0.3247	0.1039	0.0519	0.8017	0.5446	0.0000	0.0000	0.0000	0.0037	0.0000	5.2806	-21.6027	-87.9283
GCA_001583545.1#1#LNAV01000088	25	0	0	0	11	0.3750	0.9010	0.4000	0.0000	0.6000	0.0000	0.0400	0.2800	0.0000	0.0000	0.0000	0.0000	0.0400	0.0400	0.0400	0.3200	0.0000	0.1200	0.7680	0.3478	0.0000	0.0358	0.3560	0.0630	0.0000	0.1376	-11.2492	-18.6302
GCA_001583545.1#1#LNAV01000008	2	0	0	0	11	1.0000	0.8047	1.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.8570	0.5153	0.0000	0.3367	0.4165	0.4156	0.0000	0.6819	-0.6819	-2.9444
GCA_001583545.1#1#LNAV01000023	90	1	0	0	11	0.4157	0.9034	0.3333	0.0000	0.6667	0.0000	0.1000	0.2556	0.0333	0.0778	0.0222	0.0000	0.0111	0.0000	0.0000	0.3889	0.1000	0.0111	0.7755	0.6217	0.0000	0.0000	0.0000	0.0000	0.0000	17.0589	-26.9036	-110.8690
GCA_001583545.1#1#LNAV01000084	2	0	0	0	11	1.0000	0.9746	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0873	0.9962	0.0000	0.4886	0.2986	0.6918	0.0000	-1.6167	1.6167	-1.9550
GCA_001583545.1#1#LNAV01000141	58	0	0	1	11	0.3684	0.8975	0.2931	0.0000	0.7069	0.0000	0.0517	0.2586	0.0345	0.0172	0.0172	0.0000	0.0345	0.0172	0.0172	0.3448	0.0345	0.0690	0.7596	0.6241	0.0000	0.0001	0.0069	0.0092	0.0000	1.4765	-20.3262	-52.0543
GCA_001583545.1#1#LNAV01000104	32	0	1	1	11	0.3548	0.9183	0.5625	0.0000	0.4375	0.0000	0.1875	0.1562	0.0312	0.0625	0.0312	0.0312	0.0000	0.0312	0.0000	0.3750	0.1250	0.0312	0.8105	0.5468	0.0000	0.0004	0.0161	0.0211	0.0000	3.6048	-11.1901	-33.4257
GCA_001583545.1#1#LNAV01000124	2	0	0	0	11	0.0000	0.9640	0.5000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.5606	0.8281	0.0000	0.4071	0.3442	0.5668	0.0000	-0.5372	0.5372	-3.0096
GCA_001583545.1#1#LNAV01000044	2	0	0	0	11	0.0000	0.9947	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000
GCA_001583545.1#1#LNAV01000107	1	0	0	0	11	0.0000	0.9773	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000
GCA_001583545.1#1#LNAV01000054	3	0	0	0	11	1.0000	0.8300	0.3333	0.0000	0.6667	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000
GCA_001583545.1#1#LNAV01000164	45	0	0	0	11	0.5682	0.9059	0.3778	0.0000	0.6222	0.0000	0.0444	0.2667	0.0000	0.0889	0.0000	0.0000	0.0000	0.0000	0.0000	0.3111	0.0889	0.0000	0.8101	0.5842	0.0000	0.0000	0.0007	0.0396	0.0000	6.3754	-6.3754	-49.6156
GCA_001583545.1#1#LNAV01000060	37	0	0	0	11	0.3333	0.7896	0.2162	0.0000	0.7838	0.0000	0.0270	0.1081	0.0000	0.0541	0.0000	0.0000	0.0000	0.0541	0.0541	0.1351	0.0541	0.1081	0.4987	0.4383	0.0000	0.2975	0.4237	0.3655	0.0000	-6.8415	-7.4136	-13.7317
GCA_001583545.1#1#LNAV01000041	2	0	0	0	11	1.0000	0.7561	0.5000	0.0000	0.5000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	1.0000	0.0000	0.0000	0.2975	0.5000	0.2975	0.0000	1.7183	-1.7183	-1.7183
GCA_001583545.1#1#LNAV01000114	31	0	0	0	11	0.3667	0.9372	0.5161	0.0000	0.4839	0.0000	0.0000	0.2581	0.0000	0.1290	0.0000	0.0000	0.0000	0.0000	0.0968	0.2581	0.1290	0.0968	0.6258	0.7695	0.0000	0.0438	0.0167	0.7298	0.0000	-7.0994	-3.4498	-30.4587
GCA_001583545.1#1#LNAV01000020	39	0	0	0	11	0.4737	0.9200	0.4359	0.0000	0.5641	0.0000	0.0256	0.3077	0.0000	0.0769	0.0000	0.0000	0.0000	0.0256	0.0256	0.3333	0.0769	0.0513	0.6650	0.7040	0.0000	0.0012	0.0018	0.4139	0.0000	-3.1846	-4.0037	-43.9110
GCA_001583545.1#1#LNAV01000069	4	0	0	0	11	0.3333	0.8151	0.5000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000
GCA_001583545.1#1#LNAV01000127	11	0	0	0	11	0.1000	0.9321	0.2727	0.0000	0.7273	0.0000	0.0000	0.4545	0.0000	0.0909	0.0000	0.0000	0.0000	0.0000	0.0000	0.4545	0.0909	0.0000	0.6521	0.7581	0.0000	0.0518	0.0379	0.5811	0.0000	-0.6542	0.6542	-18.3141
GCA_001583545.1#1#LNAV01000085	2	0	0	0	11	0.0000	0.3616	0.5000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000
GCA_001583545.1#1#LNAV01000010	14	0	0	0	11	0.1538	0.9207	0.2143	0.0000	0.7857	0.0000	0.0000	0.5000	0.0000	0.0000	0.0714	0.0000	0.0000	0.0000	0.0000	0.5000	0.0714	0.0000	0.7954	0.6057	0.0000	0.0131	0.0238	0.3522	0.0000	1.2190	-1.2190	-23.1246
GCA_001583545.1#1#LNAV01000130	3	0	0	0	11	0.0000	1.0096	0.3333	0.0000	0.6667	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000
GCA_001583545.1#1#LNAV01000103	2	0	0	0	11	1.0000	0.9206	0.5000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000
GCA_001583545.1#1#LNAV01000157	2	0	0	0	11	0.0000	0.9722	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0873	0.9962	0.0000	0.4886	0.2986	0.6918	0.0000	-1.6167	1.6167	-1.9550
GCA_001583545.1#1#LNAV01000061	6	0	0	0	11	0.4000	0.9193	0.5000	0.0000	0.5000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.7474	0.6644	0.0000	0.1736	0.1794	0.4900	0.0000	0.0802	-0.0802	-9.2944
GCA_001583545.1#1#LNAV01000162	16	0	0	0	11	0.2000	0.9666	0.3750	0.0000	0.6250	0.0000	0.0000	0.3750	0.0000	0.0625	0.0000	0.0000	0.0000	0.0000	0.0000	0.3750	0.0625	0.0000	0.6543	0.7562	0.0000	0.0341	0.0210	0.6216	0.0000	-0.9929	0.9929	-21.6038
GCA_001583545.1#1#LNAV01000089	69	1	0	1	11	0.4706	0.9214	0.4203	0.0000	0.5797	0.0000	0.0290	0.2754	0.0000	0.0870	0.0000	0.0000	0.0000	0.0000	0.0145	0.3043	0.0870	0.0145	0.7524	0.6382	0.0000	0.0000	0.0000	0.2064	0.0000	0.6886	-4.3963	-76.6931
GCA_001583545.1#1#LNAV01000036	2	0	0	0	11	1.0000	0.8673	0.5000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000
GCA_001583545.1#1#LNAV01000110	3	0	0	0	11	0.0000	0.8586	0.3333	0.0000	0.6667	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000
GCA_001583545.1#1#LNAV01000155	6	0	0	0	11	0.6000	0.6375	0.1667	0.0000	0.8333	0.0000	0.0000	0.0000	0.0000	0.0000	0.1667	0.0000	0.0000	0.0000	0.0000	0.0000	0.1667	0.0000	0.0873	0.9962	0.0000	0.4886	0.2986	0.6918	0.0000	-1.6167	1.6167	-1.9550
GCA_001583545.1#1#LNAV01000057	2	0	0	0	11	0.0000	0.8206	0.5000	0.0000	0.5000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.8006	0.5991	0.0000	0.3513	0.3989	0.4494	0.0000	0.4064	-0.4064	-3.0540
GCA_001583545.1#1#LNAV01000120	3	0	0	0	11	0.5000	0.8555	0.6667	0.0000	0.3333	0.0000	0.0000	0.6667	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6667	0.0000	0.0000	0.6988	0.7118	0.0000	0.2662	0.2611	0.5066	0.0000	-0.0525	0.0525	-6.1977
GCA_001583545.1#1#LNAV01000142	3	0	0	0	11	0.5000	0.9360	1.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.6547	0.7559	0.0000	0.3864	0.3624	0.5256	0.0000	-0.2050	0.2050	-3.0984
GCA_001583545.1#1#LNAV01000122	2	0	0	0	11	0.0000	0.9586	1.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	1.0000	0.0000	0.0000	0.2975	0.5000	0.2975	0.0000	1.7183	-1.7183	-1.7183
GCA_001583545.1#1#LNAV01000132	3	0	0	0	11	0.5000	0.9360	0.6667	0.0000	0.3333	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	1.0000	0.0000	0.0000	0.2975	0.5000	0.2975	0.0000	1.7183	-1.7183	-1.7183
GCA_001583545.1#1#LNAV01000048	120	1	0	0	11	0.3109	0.9401	0.3333	0.0000	0.6667	0.0000	0.0417	0.1750	0.0250	0.1083	0.0083	0.0000	0.0167	0.0000	0.0083	0.2417	0.1167	0.0250	0.6539	0.7500	0.0000	0.0000	0.0000	0.0186	0.0000	1.4740	-18.3065	-110.3767
GCA_001583545.1#1#LNAV01000004	2	0	0	0	11	0.0000	0.9883	0.5000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000
GCA_001583545.1#1#LNAV01000080	81	0	0	1	11	0.3875	0.9318	0.2840	0.0000	0.7160	0.0000	0.0123	0.3210	0.0000	0.0741	0.0000	0.0000	0.0123	0.0000	0.0000	0.3333	0.0741	0.0123	0.6721	0.7048	0.0000	0.0000	0.0000	0.2124	0.0000	1.0362	-4.7886	-96.8455
GCA_001583545.1#1#LNAV01000169	3	0	0	0	11	1.0000	0.9150	0.3333	0.0000	0.6667	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000
GCA_001583545.1#1#LNAV01000038	6	0	0	0	11	0.2000	0.9527	0.6667	0.0000	0.3333	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.8399	0.5410	0.0000	0.2113	0.3276	0.3548	0.0000	1.1961	-1.1961	-5.9580
GCA_001583545.1#1#LNAV01000086	4	0	0	0	11	0.0000	1.0080	0.2500	0.0000	0.7500	0.0000	0.0000	0.0000	0.0000	0.2500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2500	0.0000	0.4682	0.8836	0.0000	0.4259	0.3296	0.6014	0.0000	-0.8225	0.8225	-2.8644
GCA_001583545.1#1#LNAV01000040	19	0	0	0	11	0.0556	0.8840	0.1053	0.0000	0.8947	0.0000	0.0000	0.6842	0.0000	0.1053	0.0000	0.0000	0.0000	0.0000	0.0000	0.6842	0.1053	0.0000	0.7471	0.6647	0.0000	0.0004	0.0006	0.3995	0.0000	0.7812	-0.8393	-45.7545
GCA_001583545.1#1#LNAV01000144	2	0	0	0	11	0.0000	0.5859	0.5000	0.0000	0.5000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.8344	0.5512	0.0000	0.3426	0.4091	0.4295	0.0000	0.5681	-0.5681	-2.9972
GCA_001583545.1#1#LNAV01000087	2	0	0	0	11	0.0000	0.8685	0.5000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.2172	0.9761	0.0000	0.4396	0.1606	0.8040	0.0000	-2.8228	2.8228	-4.5963
GCA_001583545.1#1#LNAV01000106	2	0	0	0	11	0.0000	0.7654	0.5000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000
GCA_001583545.1#1#LNAV01000097	5	0	0	0	11	0.2500	0.8167	0.8000	0.0000	0.2000	0.0000	0.0000	0.2000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2000	0.0000	0.0000	0.6247	0.7809	0.0000	0.3932	0.3562	0.5394	0.0000	-0.3158	0.3158	-3.0780
GCA_001583545.1#1#LNAV01000013	2	0	0	0	11	0.0000	0.7541	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000
GCA_001583545.1#1#LNAV01000074	11	0	0	0	11	0.7000	0.9002	0.5455	0.0000	0.4545	0.0000	0.2727	0.1818	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4545	0.0000	0.0000	1.0000	0.0000	0.0000	0.0218	0.3097	0.0474	0.0000	6.0001	-6.0001	-11.0108
GCA_001583545.1#1#LNAV01000148	4	0	0	0	11	0.3333	1.0275	0.7500	0.0000	0.2500	0.0000	0.2500	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7500	0.0000	0.0000	0.8675	0.4974	0.0000	0.1048	0.3203	0.1991	0.0000	2.7842	-2.7842	-7.7083
GCA_001583545.1#1#LNAV01000150	27	0	0	0	11	0.3077	0.9409	0.2963	0.0000	0.7037	0.0000	0.0370	0.2963	0.0370	0.1481	0.0000	0.0000	0.0000	0.0000	0.0000	0.3704	0.1481	0.0000	0.6544	0.7559	0.0000	0.0013	0.0018	0.4128	0.0000	-0.1127	-2.5050	-38.7045
GCA_001583545.1#1#LNAV01000045	3	0	0	0	11	0.5000	0.8499	0.3333	0.0000	0.6667	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000
GCA_001583545.1#1#LNAV01000034	6	0	0	0	11	0.2000	0.8895	0.1667	0.0000	0.8333	0.0000	0.0000	0.0000	0.0000	0.1667	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1667	0.0000	0.4682	0.8836	0.0000	0.4259	0.3296	0.6014	0.0000	-0.8225	0.8225	-2.8644
GCA_001583545.1#1#LNAV01000116	160	10	1	1	11	0.3459	0.9293	0.2812	0.0000	0.7188	0.0000	0.0813	0.2812	0.0625	0.0688	0.0187	0.0125	0.0187	0.0063	0.0063	0.4250	0.1000	0.0312	0.7925	0.5845	0.0000	0.0000	0.0000	0.0000	0.0000	26.8861	-63.3746	-200.9835
GCA_001583545.1#1#LNAV01000017	58	1	0	0	11	0.2807	0.8968	0.3276	0.0000	0.6724	0.0000	0.0172	0.3966	0.0172	0.1379	0.0345	0.0172	0.0000	0.0000	0.0000	0.4310	0.1897	0.0000	0.6437	0.7653	0.0000	0.0000	0.0000	0.9949	0.0000	-12.7104	8.2344	-97.2776
GCA_001583545.1#1#LNAV01000098	7	0	0	0	11	0.0000	0.7318	0.1429	0.0000	0.8571	0.0000	0.0000	0.0000	0.0000	0.2857	0.4286	0.2857	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.9775	0.0000	0.5546	0.0053	0.9957	0.0000	-13.3710	9.9169	-11.9275
GCA_001583545.1#1#LNAV01000105	144	1	1	1	11	0.3427	0.9201	0.2917	0.0000	0.7083	0.0000	0.1042	0.2222	0.0069	0.0347	0.0000	0.0139	0.0139	0.0208	0.0208	0.3333	0.0486	0.0556	0.7839	0.4991	0.0000	0.0000	0.0000	0.0000	0.0000	13.2029	-48.2179	-127.8831
GCA_001583545.1#1#LNAV01000153	130	2	0	0	11	0.2791	0.9335	0.3385	0.0000	0.6615	0.0000	0.0385	0.3077	0.0385	0.0538	0.0000	0.0000	0.0077	0.0000	0.0308	0.3846	0.0538	0.0385	0.7872	0.5620	0.0000	0.0000	0.0000	0.0000	0.0000	16.1298	-42.7463	-145.9838
GCA_001583545.1#1#LNAV01000165	68	0	0	0	11	0.2836	0.9263	0.2353	0.0000	0.7647	0.0000	0.0000	0.4265	0.0000	0.1029	0.0000	0.0147	0.0000	0.0000	0.0147	0.4265	0.1176	0.0147	0.6551	0.7486	0.0000	0.0000	0.0000	0.8872	0.0000	-7.1884	1.8583	-108.7733
GCA_001583545.1#1#LNAV01000032	1	0	0	0	11	0.0000	0.9998	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.5781	0.8159	0.0000	0.4034	0.3474	0.5595	0.0000	-0.4786	0.4786	-3.0309
GCA_001583545.1#1#LNAV01000121	7	0	0	0	11	0.3333	0.9087	0.2857	0.0000	0.7143	0.0000	0.0000	0.4286	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4286	0.0000	0.0000	0.6580	0.7530	0.0000	0.1865	0.1674	0.5327	0.0000	-0.2620	0.2620	-9.2409
GCA_001583545.1#1#LNAV01000025	26	0	0	0	11	0.4800	0.9431	0.3846	0.0000	0.6154	0.0000	0.1154	0.3077	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4231	0.0000	0.0000	0.8106	0.5856	0.0000	0.0007	0.0302	0.0228	0.0000	7.5129	-7.5129	-28.8761
GCA_001583545.1#1#LNAV01000009	42	0	0	0	11	0.4146	0.8886	0.2143	0.0000	0.7857	0.0000	0.0000	0.2857	0.0000	0.1190	0.0000	0.0238	0.0000	0.0000	0.0000	0.2857	0.1429	0.0000	0.6361	0.7712	0.0000	0.0004	0.0001	0.8868	0.0000	-5.4410	3.5804	-51.7230
GCA_001583545.1#1#LNAV01000063	37	0	0	0	11	0.5556	0.8644	0.2973	0.0000	0.7027	0.0000	0.0541	0.2973	0.0000	0.1081	0.0000	0.0000	0.0000	0.0000	0.0000	0.3514	0.1081	0.0000	0.7551	0.6556	0.0000	0.0001	0.0003	0.3469	0.0000	1.2652	-1.2652	-48.2578
GCA_001583545.1#1#LNAV01000137	13	0	0	0	11	0.5000	0.9219	0.6923	0.0000	0.3077	0.0000	0.0769	0.3846	0.0000	0.1538	0.0000	0.0000	0.0000	0.0000	0.0000	0.4615	0.1538	0.0000	0.7641	0.6452	0.0000	0.0104	0.0308	0.2478	0.0000	2.2210	-2.2210	-22.9006
GCA_001583545.1#1#LNAV01000059	11	0	0	0	11	0.3000	0.7923	0.0909	0.0000	0.9091	0.0000	0.0909	0.2727	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0909	0.3636	0.0000	0.0909	0.6626	0.6386	0.0000	0.1673	0.3191	0.3001	0.0000	0.0191	-3.6974	-9.5107
GCA_001583545.1#1#LNAV01000149	31	0	0	0	11	0.3667	0.9014	0.2258	0.0000	0.7742	0.0000	0.1290	0.2258	0.0000	0.0323	0.0323	0.0000	0.0323	0.0000	0.0000	0.3548	0.0645	0.0323	0.8012	0.4984	0.0000	0.0006	0.0225	0.0238	0.0000	5.9670	-9.6839	-31.4359
GCA_001583545.1#1#LNAV01000052	62	0	0	0	11	0.2295	0.8980	0.2258	0.0000	0.7742	0.0000	0.0161	0.4032	0.0000	0.1613	0.0161	0.0000	0.0000	0.0000	0.0161	0.4194	0.1774	0.0161	0.6403	0.7663	0.0000	0.0000	0.0000	0.9883	0.0000	-10.5978	7.1612	-107.7253
GCA_001583545.1#1#LNAV01000014	141	1	0	0	11	0.3643	0.9298	0.3121	0.0000	0.6879	0.0000	0.0993	0.3191	0.0142	0.0355	0.0000	0.0000	0.0071	0.0000	0.0213	0.4326	0.0355	0.0284	0.7684	0.5766	0.0000	0.0000	0.0000	0.0000	0.0000	25.3960	-42.7933	-167.6680
GCA_001583545.1#1#LNAV01000100	66	5	0	0	11	0.2923	0.9067	0.3485	0.0000	0.6515	0.0000	0.2121	0.2879	0.0303	0.0152	0.0000	0.0000	0.0000	0.0000	0.0000	0.5303	0.0152	0.0000	0.9360	0.3477	0.0000	0.0000	0.0011	0.0000	0.0000	38.2140	-41.0154	-84.8106
GCA_001583545.1#1#LNAV01000003	73	1	0	0	11	0.3889	0.9338	0.3699	0.0000	0.6301	0.0000	0.0548	0.4110	0.0000	0.0822	0.0000	0.0000	0.0000	0.0000	0.0137	0.4658	0.0822	0.0137	0.7916	0.6100	0.0000	0.0000	0.0000	0.0021	0.0000	10.7043	-14.3984	-113.2789
GCA_001583545.1#1#LNAV01000082	42	0	0	0	11	0.4634	0.9084	0.2381	0.0000	0.7619	0.0000	0.0714	0.2619	0.0000	0.0476	0.0000	0.0000	0.0000	0.0238	0.0000	0.3333	0.0476	0.0238	0.7585	0.6310	0.0000	0.0001	0.0054	0.0176	0.0000	5.5685	-10.0097	-42.2430
GCA_001583545.1#1#LNAV01000026	75	0	0	0	11	0.3514	0.9597	0.3467	0.0000	0.6533	0.0000	0.0267	0.3333	0.0000	0.0933	0.0000	0.0000	0.0000	0.0000	0.0000	0.3600	0.0933	0.0000	0.6658	0.7461	0.0000	0.0000	0.0000	0.1948	0.0000	2.8384	-2.8384	-100.1774
GCA_001583545.1#1#LNAV01000046	85	2	0	0	11	0.3333	0.9395	0.2706	0.0000	0.7294	0.0000	0.0353	0.2471	0.0471	0.0588	0.0000	0.0000	0.0118	0.0000	0.0000	0.3294	0.0588	0.0118	0.8068	0.5865	0.0000	0.0000	0.0000	0.0003	0.0000	12.3826	-23.1331	-84.8042
GCA_001583545.1#1#LNAV01000117	52	0	0	0	11	0.1765	0.9458	0.1538	0.0000	0.8462	0.0000	0.0000	0.4231	0.0385	0.0385	0.0000	0.0385	0.0000	0.0000	0.0192	0.4615	0.0769	0.0192	0.7942	0.6051	0.0000	0.0000	0.0000	0.0415	0.0000	0.4925	-12.6595	-73.8625
GCA_001583545.1#1#LNAV01000006	1	0	0	0	11	0.0000	0.4615	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000
GCA_001583545.1#1#LNAV01000033	3	0	0	0	11	0.0000	1.0119	0.3333	0.0000	0.6667	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000
