genome	features	bytes	sha256
ecoli_ml|clade_4_0006_ML	197	51223	21ffa5c331d7fa29fcb9d2fda4210efb198a9de8f592d0c3fe9b73de24b4e68d
ecoli_ml|clade_4_0007_ML	191	49739	3f54a5d7209a0e67b0467d06a6984312b944150563242bde1544ec3c89844c3e
ecoli_ml|clade_4_0008_ML	199	52320	c68ded0d287634290ae1a82568ba9bfdda93b08b0f85014033f124281837bce1
ecoli_ml|clade_4_0009_ML	13	3333	1e4a21356332bc0338a4a1212182b44c236b8a2765918c58ec8ac41b27a4a193
ecoli_ml|clade_4_0010_ML	96	25459	6268c0601b6db4820ff3b2e03fd0f3af154bdd196627c03d6d3145faa13ba4da
ecoli_ml|clade_4_0011_ML	126	33252	a4a6a9b13086c46f3c33417a45be24c6a46c08b450467088774c8b2382e41ec9
ecoli_ml|clade_4_0012_ML	103	27077	73d790d7f5d2fe1a2e3891cbd3b6ae07bde84924c3cfa827c6096edd7111027c
ecoli_ml|clade_4_0013_ML	2	607	553e374f25ce4abdeb964700448bbd0a321b0db2f4c2c7b88be2216de5e487a0
ecoli_ml|clade_4_0014_ML	2	566	a6f07dacf20dee28081c6815636189a83b5d162b98cf1cb414976f727d213abc
ecoli_ml|clade_4_0015_ML	415	110168	7e3a9e227ce7595708f91e61c952d54c99626eed6429a4f9915ecce667ba53c1
ecoli_ml|clade_4_0016_ML	203	53824	4e8e299086c9eadfa9790369ca688f1e0df9ba62969fa935d8033ed55a4fb4d4
ecoli_ml|clade_4_0017_ML	133	35488	7b374a3a042821d985eefdca29836cb294fe663235637b54db81ec5a2fc200a6
ecoli_ml|clade_4_0018_ML	63	16564	52eaaccbda9b059e1d3ddb019b2de742e63a2dcadbffb051c1e5bf9e2fac9cd0
ecoli_ml|clade_4_0019_ML	281	75275	db439da763c0b1a5217f9b2d3ae2c071f3958265d12303cceb2c9e17b158d0de
ecoli_ml|clade_4_0020_ML	242	63868	cdd39fc18eeb52c8bfc5928f78b45576cb3524e5a76cde69745066e821bcb5d7
ecoli_ml|clade_4_0021_ML	158	41565	1e7cd14593a73d16e2890f75018bcbab91885e0c055df9e17caf9f3b5769eb85
ecoli_ml|clade_4_0022_ML	108	28538	20b57b732f899429958828f9a567045902804284ed728d64bbf5d99de556272f
ecoli_ml|clade_4_0023_ML	128	33585	aacf323c128a44d68a8728fba4e2861f0aa1c453ea69a99fe5fe6627e219b955
ecoli_ml|clade_4_0024_ML	158	41534	256b239df7bc0eb87a0a8165372d6ecd7d512713894c50e74531c1312c4a3894
ecoli_ml|clade_4_0025_ML	141	37745	48c832b590fcfc8b62d96276cb192d43b0180989c75af60dd59422beaa2e57fa
ecoli_ml|clade_4_0026_ML	218	57457	065edefeb3c6ffd98c1ce4c8d13896bef47c21e3555189ca352dab23fc395033
ecoli_ml|clade_4_0027_ML	129	34158	33ec71a2491526421c9968f401b749441155120f3d0003a7099eea16533d22b8
ecoli_ml|clade_4_0028_ML	129	34072	5341e7b946387bdead905c4f2c5a08a461f436ff09aba2f54e8380cb4dee8471
ecoli_ml|clade_4_0029_ML	33	8606	b1b6658c571214b40241c06797777d6832a65daa990c91955bfe5fdf5777e954
ecoli_ml|clade_4_0030_ML	101	26815	c222b8dfe47a2a8d43d939aa6214f97e6212ed5fe41a980767d29bf2d33866e2
ecoli_ml|clade_4_0031_ML	125	32796	368bddec217ffc38804160c8888a22a0ff8dbd8d6fbc02fbb54aec17efc9e916
ecoli_ml|clade_4_0032_ML	156	41031	4ea88aad094da35e77dd2135c428aa3438b36927adebdd6cdaca4b2712d118f1
ecoli_ml|clade_4_0033_ML	145	37934	70783bb084f503b4b58f272dd760f7f3cc3ff90bb87e7b7c30a526104642b6b9
ecoli_ml|clade_4_0034_ML	56	14955	b57e86d6a052a9500e58292445301c4417f8d0a605a9c99991477282693790b1
ecoli_ml|clade_4_0035_ML	89	23021	1582e79e5279b72ca0610c6fa65c0d64f0f92238f3e72ef4393dc88a80d3a414
ecoli_ml|clade_4_0036_ML	43	11177	00e87529be2b3516f73086cf9cda65d98f8085dc6075deb95e023cafa3351a38
ecoli_ml|clade_4_0037_ML	38	10080	b730e1a50e34f43e0780987972878e22e80b3fa6aa95dc49e14b33a4e9ddc691
ecoli_ml|clade_4_0038_ML	11	2938	5d5629df94cd9045f2e420580952d451846d61add2058454f56ab1524ce2733c
ecoli_ml|clade_4_0039_ML	41	11111	f05731724fafa0c56843db53d1ef523e5a3176723a2d2becfc4574e6825f3280
ecoli_ml|clade_4_0040_ML	3	850	ba17fa55ff04e19cb9a3940d8ab1f444bec4cb1f5ae5cd3359b1df95ad2cbfd8
ecoli_ml|clade_4_0041_ML	21	5687	ad8bb645d443539ae22f07934d96e54e746a5261ac88f4c1372e64d82e6a6128
ecoli_ml|clade_4_0042_ML	19	5130	a1c314f608c0663f8863f916fdf903f2f350d566f228c2310e50e7ea0cc63e7f
ecoli_ml|clade_4_0043_ML	9	2467	ecc52189ec741d11121a6ef2e001712c42d9dc9267ee3d12140c96ff8f6c1e81
ecoli_ml|clade_4_0044_ML	46	11990	27b70cb43f82521bf3a708206dfdddea6fe2d9005278d98d3318be2a6eca0b96
ecoli_ml|clade_4_0045_ML	18	4850	01f50af45bba9bdf63c32eea0c319bffbda7f261f7c3d740dac98cef071590d8
ecoli_ml|clade_4_0046_ML	27	7243	84988fc6aadeec3839c6e6167e89bf06b4f28cd191459393f6c66dbf57336eb4
ecoli_ml|clade_4_0047_ML	18	4775	e0e72deafb5547b71af4baefae1355e2a986f4d6695ce618198081a82733e658
ecoli_ml|clade_4_0048_ML	4	1209	b3d1cb9e6466f77d02469837f8da293646ffcd771687d2be0967fd5eb99d144f
ecoli_ml|clade_4_0049_ML	51	13635	5fe0565ec5f726da113f0ab619c3051c35e90b9f4c35b809397060ec60c30fcd
ecoli_ml|clade_4_0050_ML	10	2707	9545d8bf84071eddb72dca354451cbc696e5167c6e63cfaf0cb376581f3bb425
ecoli_ml|clade_4_0051_ML	40	11532	0caadcb1696f7baa5efe1708c176fcad0c8f29c03ae9fc656dc0d1c931626c51
ecoli_ml|clade_4_0052_ML	50	13416	46a49e240ed70d3d712f3997c20a88c61a9d992943f0c25feae6fca78c249458
ecoli_ml|clade_4_0053_ML	14	3817	fc781e4d3d6b2f8c7b0cf13df863be92255bf5d12f1464ffa04f8e31f042db0a
ecoli_ml|clade_4_0054_ML	2	597	ad0103480d0d433854eacb98a6715c47c8c3badd2eadd423f8e0d2e99843fe00
ecoli_ml|clade_4_0055_ML	107	28057	6373ca1a6777d99bd7f27c9e75f3133bd64f2940150b4f0643a0294aa2782eb8
ecoli_ml|clade_4_0056_ML	3	867	cc162742ab407b10910705e581a295af07231ff1eca1a97642f680d701ff45bd
ecoli_ml|clade_4_0057_ML	87	23240	568f4d5d568a06d304e57ca06aa109fbbbb745316d4cd6fe3dc9f5c5d239ddc9
ecoli_ml|clade_4_0058_ML	7	1915	82a2539463c86284b14935554534f371546f69a6670f4e9660418a1d130e9498
ecoli_ml|clade_4_0059_ML	37	9777	1ad88ba477b1e9320f908ac97af2b83e894a7e18279470d40fa03eced04ea440
ecoli_ml|clade_4_0060_ML	53	14225	1f41800a312d17fd461b99c8eba818121537381bfeb3ef2f07b16ffdbc577748
ecoli_ml|clade_4_0061_ML	100	26196	69cac4e2d3b68db795e7f2fcc95b388d27acf541c1d92f95c8ea6169b6af293e
ecoli_ml|clade_4_0062_ML	52	13684	9c6d4218448fe11afbb0218c41b28ccf40bc92d41fbef3ea0e64ce3e3b1b9d86
ecoli_ml|clade_4_0063_ML	92	24306	6178642a57acc28cabd9cc4d9af922e19746288c9df648e6e87bfa0517ac9b1a
ecoli_ml|clade_4_0064_ML	46	12235	ebab42d4a61402a048e0f01ef8cb43b857f021a443e361c6c181ffb8cda38836
ecoli_ml|clade_4_0065_ML	3	846	cb0afefca70224de378286fa922a184a8297d89ca1ac4b63110825d0753b21c6
ecoli_ml|clade_4_0066_ML	11	3090	359fd52ba994182b342533d3859be0dea8711d3cafa7563fb8cb72a8bcb84e69
ecoli_ml|clade_4_0067_ML	10	2815	33d45fd43e6bfc8479959356ee9e621580352772de6a1694e643e251e52e2a14
ecoli_ml|clade_4_0068_ML	14	3788	2024bedef6d5b3d20a93fe350509b2361d23bbacded273c5b0dc29f592a98de7
ecoli_ml|clade_4_0069_ML	20	5329	dc5418e23e1ae78769ab5ec34e02d1a2ef370be18f991879c6b559794ef69f1a
ecoli_ml|clade_4_0070_ML	54	15095	86ac95b57b2ec54440fc0e4d7555ea3e98db6511930945ae6cbe7593480b71ca
ecoli_ml|clade_4_0071_ML	15	4056	503370c8bfb9e87bc5f908a8e6bd33ac1226211dacb5120292ef59510a465373
ecoli_ml|clade_4_0072_ML	35	9139	0b56ad59db295c618880976a801a527702c05d2599c1b0d002445d0f9e254fdc
ecoli_ml|clade_4_0073_ML	26	6788	ee9cc2b1b6bd3cecf4b4456bf4049c4b4e94330da9b0a0cc52d380455e825a38
ecoli_ml|clade_4_0074_ML	216	57330	0c5f3f8da2aca2c33ae4bad0de6250a9112a01308370f29f1728f4fb34abd80d
ecoli_ml|clade_4_0075_ML	27	7374	1c94d46867c0b674764b384bed8b441474bd4a5a0abce4c75f3fed3443fa5c12
ecoli_ml|clade_4_0076_ML	21	5692	1f767b33e79048a3287884dc40892b8f9f62cf9b1ed34c7bcbe38e045476156e
ecoli_ml|clade_4_0077_ML	29	7801	70fdbb6a946ed4369f432070d585e9fb300ee05f110283b75e2c256a1738be32
ecoli_ml|clade_4_0078_ML	19	5053	be54f4df2e6b531b4bda2d31cb93049b3b4c1ba4bc99937ccf1392c3a0cdbaf4
ecoli_ml|clade_4_0079_ML	16	4269	0eba6c34dd033229c7913e00ba39f7532c7f9b5e6a9916c6cabc2f5a3b02fbba
ecoli_ml|clade_4_0080_ML	12	3362	335d91c030dbe92f60593566da56557bada37e0c9046a8bc3892622bbb0c27ac
ecoli_ml|clade_4_0081_ML	25	6755	fd70799334cf2ac8401e87127760cb60aff65cccebd8c55fb2053a49392de88a
ecoli_ml|clade_4_0082_ML	27	7299	208c130cb0d4b582787916937872ed82a42d1a6d399870316223b57108a0c276
ecoli_ml|clade_4_0083_ML	2	588	44826b87fbcff236af8fd1e13bba410e74ef7cf72b5dfdc9a4b5202f43458e2e
ecoli_ml|clade_4_0084_ML	33	8660	969305b764bc1996bb74353ba3a65cbb30eeab4d61962752c2a13cbc29f03ceb
ecoli_ml|clade_4_0085_ML	24	6357	8fb30b6706ab1044047e1def8d90d701361a9e32c28df886dd4cb107a7497f16
ecoli_ml|clade_4_0086_ML	61	15872	244db1625df5a6350045ea46f1ca5530f53fc67f957ca40d0eb78a13f6c98e2a
ecoli_ml|clade_4_0087_ML	267	71164	fc0c6575366ed51c554cfeee553fe3d7924f047027b7d05f96c82f2ecce85bb7
ecoli_ml|clade_4_0088_ML	49	13089	bdac856f4a29b42ce4cafec8e90efd1e5e7d7aacd8b6c28cb3a016a4d9801cba
ecoli_ml|clade_4_0089_ML	50	13317	fc89c83ec86ad77b849b143ab3e2920e8d4c2471273e7d4801b42ebc7c7c270b
ecoli_ml|clade_4_0090_ML	11	2911	9d560ab7b258f7f19c4b570119146356facea695af777524baef3ba07334eab9
ecoli_ml|clade_4_0091_ML	74	19329	5085311e0ccee9f75ac92cf4e283bb8219c161670da5a53d8a00c2435a5071a3
ecoli_ml|clade_4_0092_ML	44	11565	8b6073161172c4aaa89eead256df34999fe189b8584e8ebbc7f74c24656e8b33
ecoli_ml|clade_4_0093_ML	189	49960	5f69ede99a93005aa3a843e84efa05421e9895cb266b7b8124033f129fa68934
ecoli_ml|clade_4_0094_ML	66	17532	5d0f08cc5cf04f2f4d4bc5bb32247ec0cef72b63a427b9a72b98745924cabf99
ecoli_ml|clade_4_0095_ML	18	4734	33807239a3f3b6ff1f6bb1342ebb8d680723caae8857100df88976abb1d9f4ea
ecoli_ml|clade_4_0096_ML	39	10566	063ff8a6d7d2f49d9cac2f5316a9c0fd0fbd3da385b64a888ce297ca70032150
ecoli_ml|clade_4_0097_ML	46	12477	9f91cb613f061957e5a21e3bbd4fefa6d1fb6f31d76605933cb4beb1f0aa682e
ecoli_ml|clade_4_0098_ML	60	15729	0df35721f9eb89529a6e0c96c6a405fa0ff0f162140aade6f6134d772cc1f803
ecoli_ml|clade_4_0099_ML	90	23667	1c27db62fb043756218dc990c8a400187e774e428a63719da7dfe8d37ae7cd2f
ecoli_ml|clade_4_0100_ML	98	25806	3e70b7b3866f1d4df8d4607644ae42e9b903cea09569c867d88bd01ce45c53ff
ecoli_ml|clade_5_0000_ML	60	16005	c2b1a6c8209b60d74767fd9b6fb7825b84736b09d1793298ff0ae02a9a788272
ecoli_ml|clade_6_0000_ML	92	24215	9fd89d469aef751a020ef5825a4618e1949b01f81681e4a555b4a74dfdd8d9eb
ecoli_ml|clade_6_0001_ML	20	5342	1900fcfd196e668382f66f295cad774318fd88329160cf107a5be086c74bf322
ecoli_ml|clade_7_0000_ML	54	14766	ab90a55478bc6ba8a89165fbfee532cb7ccc379b991b71ad6898b144fd8b5e29
ecoli_ml|clade_8_0000_ML	53	14097	bc1398cdbaedfeab9a87e18badf63b563c60b4c0c064c177c24710ce1b2315d6
ecoli_ml|clade_9_0000_ML	46	12294	5865191fdba9c15bfec3a3540525120d01fc6327d5e386ddce4b09319e84941e
ntm_anc|ntm_0_0000_ANCESTRAL	299	82997	c82a92d9be5090746ee312e481f51248e6798550107967cb2944d53bab4dad45
ntm_anc|ntm_0_0001_ANCESTRAL	297	82500	d1326d61332dccc46cda0625a167652a8db59b7f9953c5de5a6424eadec67e7d
ntm_anc|ntm_0_0002_ANCESTRAL	305	84889	1aafec0d1b9233d7f557ea9525083aa0bc3b2b93ee553cb5a8569216ab62bc5a
ntm_anc|ntm_0_0003_ANCESTRAL	294	81957	fa83a0b37f1b727db39c3887c339cb238f83881f6eeac28e63538053a0c04468
ntm_anc|ntm_0_0004_ANCESTRAL	317	88074	b01758adb1b147b72b4403cfd3f78bc91714c3924495063bc14b7c41005e2c27
ntm_anc|ntm_0_0005_ANCESTRAL	299	83711	f68b082612988d96942dacadf53b0b5dffe09611ec5d6f8b6cb003a923cf1c33
ntm_anc|ntm_0_0006_ANCESTRAL	291	81443	934417af543faca71b009e161ee9e43e5898a1801ae2f20f15dda3b7d481fb7b
ntm_anc|ntm_0_0007_ANCESTRAL	288	80629	0a50ac99192a58fcb85eaf7beb32a73acffc9f854580bba3c08e41026e269257
ntm_anc|ntm_0_0008_ANCESTRAL	290	81234	962612c045df0b0eccbe242fc87ec3da00e84e101a9cfe1d7c297d5e309ae551
ntm_anc|ntm_0_0009_ANCESTRAL	275	77029	9742010acd3c68669e376a1c5cb3c7a01f91238937ef40623f86b46a076576a6
ntm_anc|ntm_0_0010_ANCESTRAL	272	76188	7122f230fd1eb4ea73b2b2ccf498eaa3e35b598241491a738ae5bb2c3a64f8bb
ntm_anc|ntm_0_0011_ANCESTRAL	276	77362	0328295f67cf729de2bbce2b489bc898c5b40374eb87a727799dda4128748f4b
ntm_anc|ntm_0_0012_ANCESTRAL	291	81567	9fc58b9814e5417c87c75e4e4785f339bc281906742739f15cf7eea4e0a79eaa
ntm_anc|ntm_0_0013_ANCESTRAL	273	76443	e1fd1e1e305f9a87f8a5d5217d14f907c600bd62a67e79503f33f2f9efe28cfc
ntm_anc|ntm_0_0014_ANCESTRAL	282	79090	14b392e8b1e196568b60a9cd140ead67b651f4662d5fa2bc098c1dbe436358d5
ntm_anc|ntm_0_0015_ANCESTRAL	317	88406	f0f5d5de919680bbdfdaccf19fd5c4c5d01da1576bdcd524351aaeed60c7178b
ntm_anc|ntm_0_0016_ANCESTRAL	288	80656	2eb331173cce775f5366e60437f47d499294bf5a6534ba790b357148eeab78b9
ntm_anc|ntm_0_0017_ANCESTRAL	310	86012	518563696162cda443bf7e769c71621b6ed3d88c79ef8ad07f6d5fc269f27e9c
ntm_anc|ntm_0_0018_ANCESTRAL	288	80347	52b24fcdfe90611fa8930824bf29d73b8d9e938e757f7144d471fa03f4aa00ba
ntm_anc|ntm_0_0019_ANCESTRAL	335	93666	9b4867c9632c6f69690911898749a1a1bd772d0b54a9db96b403f796a570b556
ntm_anc|ntm_0_0020_ANCESTRAL	292	81102	423aedeff211feab12937ddbde1447de526dade9e449e275d10990c38bf4ca60
ntm_anc|ntm_0_0021_ANCESTRAL	318	88670	60935ce1ca50cd4331af8153e3a8548e1b376b8c18fdacecd92bf76e21d44b9f
ntm_anc|ntm_0_0022_ANCESTRAL	352	98278	d423aa6874782e551cb5dfebe3d530641fd5badaf784aa6f741dca7f45505acf
ntm_anc|ntm_0_0023_ANCESTRAL	306	85650	931f4213d5b51af91b325fd9353fd8539036689ccbaebb25db8d6005a65ebb8e
ntm_anc|ntm_0_0024_ANCESTRAL	310	86449	da36474e9ed16b400cf60437656c73cc63d371a5976cf7da8cbc59020a48a727
ntm_anc|ntm_0_0025_ANCESTRAL	309	85756	ca420c094220ee2c20bb5aa61f9a7cdde8e03b0ed3c4db7a7a7c70d911d7106b
ntm_anc|ntm_0_0026_ANCESTRAL	342	95035	92309f04009824f55d6c0aba82b447e27fd5886365552548db6ec1a008c4fbeb
ntm_anc|ntm_0_0027_ANCESTRAL	318	88831	31a6b768c3706defab72a1635059b1242b7ad58cca3b0e36635394bdf5c92c81
ntm_anc|ntm_0_0028_ANCESTRAL	340	94968	a044156e57a4d00f9cc0ed4689012a75099f8cb6fac606e3bdf7008187746d20
ntm_anc|ntm_0_0029_ANCESTRAL	347	96654	4bc1c457eb0c96a655fa3d88e0456c5af7915ad68ab70b6fbac86f2e3c19912b
ntm_anc|ntm_0_0030_ANCESTRAL	285	79680	99bf6bacacc488c7e227219e8cf69d6f567fd8123db71802a57dab4e2ce6acff
ntm_anc|ntm_0_0031_ANCESTRAL	290	80952	a7b1c8bef2fad5e8c1c6437a1e5307204bdd6515a9e78af63f310d241e96d635
ntm_anc|ntm_0_0032_ANCESTRAL	319	88408	0cf33c301f0f450a921c5870220bfc09666b03a658b6a2dbd6e0894eda5987f5
ntm_anc|ntm_0_0033_ANCESTRAL	311	86741	4dedba9e1cd03bf7eca9555d895543f7423031d50aba0547adf9f43b67470bd0
ntm_anc|ntm_0_0034_ANCESTRAL	202	55997	e9d67bc6a3d25749fb3a2497b2773b5b6a3833345dc43419f8c6e5f29be98cf9
ntm_anc|ntm_0_0035_ANCESTRAL	325	89949	0fde24b8ddbd5c2c0da6c16188372741acef9a92c51c369c55e8af1e0860cf1e
ntm_anc|ntm_0_0036_ANCESTRAL	287	79457	29c46c67b5574bf3b81682e0f4086ed643b2de93978c455708d084f20e5c0c9e
ntm_anc|ntm_0_0037_ANCESTRAL	329	90845	94de7ce5fea5b6688c3c41f2a6c6dca7b77626923e77cdfdb95fa2e036cd933a
ntm_anc|ntm_0_0038_ANCESTRAL	273	76046	05369e47727fb9388fe2fe3329a188b1b460a63db1e3549a1c1239718c248e41
ntm_anc|ntm_0_0039_ANCESTRAL	359	100574	edcf99fdf766e3a0c600b6af364121decd77d4d03cb9678f3f07996f778aa701
ntm_anc|ntm_0_0040_ANCESTRAL	289	80845	5f2fc9eb5788bcf9a081550bc2fd58310cef69b7135d97f611cf820d31d0d0a3
ntm_anc|ntm_0_0041_ANCESTRAL	293	81359	17fbe22e23e4079cbc523427ccb82b8f3e274fdf0153e4439ccb55e3fa72a018
ntm_anc|ntm_0_0042_ANCESTRAL	300	83390	a8eb48128df45784143f89e3a16a35d5bc6fb80f6db75963b1ef2cbc333e0f9b
ntm_anc|ntm_0_0043_ANCESTRAL	343	96226	f7cda9aacbfbeea766e4e1467081d44e9e5456e3e0db7d987bb301b86786cf35
ntm_anc|ntm_0_0044_ANCESTRAL	325	90145	13246ec30ed309e022bc109de82e03fb2be223d4351e05c607b3ba88474fb152
ntm_anc|ntm_0_0045_ANCESTRAL	302	84651	1ba669b64363bedf5509572e0ee41f9b5833e6e212fde0aef2a1a4f79a35ed2b
ntm_anc|ntm_0_0046_ANCESTRAL	285	79618	9aba6054495b8152724467e5037a67e713482d4ee6592f09f1d7d9abe1a2d06a
ntm_anc|ntm_0_0047_ANCESTRAL	109	30518	d1e1dc1d8ef74d8526e8c94d54b6f647d3ce030b2093e35a4596c357cae1c50a
ntm_anc|ntm_0_0048_ANCESTRAL	305	85407	8253812f59b9702d37d2962c9370f7bae730cea931fe187f8c7373b52ec85b11
ntm_anc|ntm_0_0049_ANCESTRAL	307	85816	01c1b4e932364e5f882be39706db57ff7ec63eb231e1a9b87b0911b7c8738333
ntm_anc|ntm_0_0050_ANCESTRAL	325	91104	0ffb1bcd82263a5a086906bdf3253f0b2d729f6e4dff37aa9c4ef5d91aedf8ba
ntm_anc|ntm_0_0051_ANCESTRAL	283	78599	4ca0f119c580da13ec71478c88dd23605545d5f7d37aa38feb6f8f7fa46cc0cd
ntm_anc|ntm_0_0052_ANCESTRAL	310	86475	717d5383322d48f51a8e35859944eb15a44ac306336e5d2350ce2783e00c81e5
ntm_anc|ntm_0_0053_ANCESTRAL	306	85655	195c51a047c38f5dc75945f9021674117e806b6e3964f88c25dfdc9c9d44812d
ntm_anc|ntm_0_0054_ANCESTRAL	322	89803	836edc806bd62b8a931c37ba91871b42b255f92c60d2daa3c51f256669e615cc
ntm_anc|ntm_0_0055_ANCESTRAL	298	82666	827bbeed86dc5126fd21c284131669b50363cde702d9d337de21805309c06103
ntm_anc|ntm_0_0056_ANCESTRAL	299	83836	494d0d921d2e19d415ef3a8366b3496959a006b93f0a5b8b9dca5822b4e94e81
ntm_anc|ntm_0_0057_ANCESTRAL	319	89434	ff8b7c70ecadf197381887973f02e1a3da5a1e128989db0225e50b0e7798ddaa
ntm_anc|ntm_0_0058_ANCESTRAL	191	53214	9fcd22e11ec961d404236b265ef1b613a413211cb49c347fb3018c1a19226bf7
ntm_anc|ntm_0_0059_ANCESTRAL	292	81592	1ef498b2124a7c5ecb514bee6f056e875a5160e6d015ea2da5f812c6b2e3715e
ntm_anc|ntm_0_0060_ANCESTRAL	313	87330	7ab7d7446925038e4b02ee6fe04f2c6f3bc4e6149717a6b9b78ffddea647d725
ntm_anc|ntm_0_0061_ANCESTRAL	32	8951	29f4d7d1698c9148c4c40b758078f8e6c6be00ebce3e4a8c33a773b0a8e89624
ntm_anc|ntm_0_0062_ANCESTRAL	302	84177	fd7087dda1c4e39fbd4c5def85718ecb09edee1bc63cf4509a3172e6258f1f96
ntm_anc|ntm_0_0063_ANCESTRAL	212	58850	45d1c7185594567ffaa50bf62b95f7517bd1274e5f307988d750f803c5c38cd6
ntm_anc|ntm_0_0064_ANCESTRAL	322	90087	33169c682d8f8b14b9ac8c2c6d6203b4f6306a1b31fed9d0e87b2be2b50d83c2
ntm_anc|ntm_0_0065_ANCESTRAL	298	83566	87c2ed8779aaa091d30e5b4195ab0f119be41c6852168aeb9cf199e6cba1b3c2
ntm_anc|ntm_0_0066_ANCESTRAL	160	44469	ca9442fab4946376bbbdd5d63dd62eb7cec95cc3fa415fb48c3f483927c3eacd
ntm_anc|ntm_0_0068_ANCESTRAL	287	80479	78307cd51da0b17ca93a19dc4c40b3794dd702c8d3e59c8b4260a44942f84147
ntm_anc|ntm_0_0069_ANCESTRAL	301	84440	3c459069624c4ac3e533deebd42ef15ca818854ba1d1a763eb8e81e0d1955b73
ntm_anc|ntm_0_0070_ANCESTRAL	291	81545	edcb8948602e886ae14dd452016c22b9f67bb668d6b66fc5c659ec8ae5c0eafd
ntm_anc|ntm_0_0071_ANCESTRAL	306	85901	e0342d9b637c0a6b6c64e09386d552692b827895c02db29cb8711b8e561eff6f
ntm_anc|ntm_0_0072_ANCESTRAL	304	84661	3a31a6b8c6ae5e0aa63529e58f5da7b48e6b1e9e3183b2c9e76934b9d27f7ca3
ntm_anc|ntm_0_0073_ANCESTRAL	309	86045	a81683867fb037790ad6bf44aab4c6436f0b0e2fdd78bf556e712531980d7869
ntm_anc|ntm_0_0074_ANCESTRAL	324	90754	feecf2bf506c939656baa036631ecd52a50a7b07470badc4d555bafc654f833e
ntm_anc|ntm_0_0075_ANCESTRAL	293	82174	34c6a03e536a637bf7362ac3b45c70f74c42797a64068e692e691c9defaeb6ed
ntm_anc|ntm_0_0076_ANCESTRAL	306	85647	429c6f266b8611d8631c8e6722519c7dce71cd152b51843b5a39672f83903125
ntm_anc|ntm_0_0077_ANCESTRAL	336	93413	02916420f4feedd6138a7f3b0dd2a71c5642cb05efc28cb0dae6b9664fd4497b
ntm_anc|ntm_0_0078_ANCESTRAL	314	87836	1f0be7c255b66bed2feb6bf59c80ec2948bd4494e9480ed0b399933bada656cb
ntm_anc|ntm_0_0079_ANCESTRAL	270	75090	64af657e875c70b9cdd45494d0ee2867d568ff4bdf2db0c9d5ad84e15b1f4dff
ntm_anc|ntm_0_0080_ANCESTRAL	134	37404	d277d5c2c01ffc0cad2ea297ee32018da42901df8730d21d21aca93ae30ad624
ntm_anc|ntm_0_0082_ANCESTRAL	110	30808	adbdeb347d2ffce79c3f9bfd98f0c1364754068a2ed9272ff78d9c09b3acb811
ntm_anc|ntm_0_0083_ANCESTRAL	285	79808	88fdf97e52c93acce7547b0384c49ba811f47079231dd1f3c72ea862918e2da0
ntm_anc|ntm_0_0084_ANCESTRAL	301	84205	30a03476db780c83a4cd1ecdefa441bc4b8978dc81b2b17b60298a8f85e1e0bc
ntm_anc|ntm_0_0085_ANCESTRAL	131	36514	6ee29bba09107ce6217e2c05c9968c214e3be49f421b7542e9016bb43b95c2bd
ntm_anc|ntm_0_0086_ANCESTRAL	268	75286	4a56f4cefc527a9d1122bd5631a70c882c4d57d00c4bc64e19afb88fb283e771
ntm_anc|ntm_0_0087_ANCESTRAL	270	75820	2449918a8c201d1d5f6c8a49ac8550b4ddc51a8bf2d6751d30d0b8d116ba55a3
ntm_anc|ntm_0_0088_ANCESTRAL	59	16500	381d57fa89e5bd60c617ffd200862464193e484ca0159050305c019a4dfa2e57
ntm_anc|ntm_0_0089_ANCESTRAL	342	95312	65329f586762e71884f0237a7a0d763f86520a9d157d4b4d60d96000dd00eb00
ntm_anc|ntm_0_0090_ANCESTRAL	281	78785	1f8cd72d15b8da28408d8180a4dcafc72a4d9c458e68b9c4dc181215123bd8bc
ntm_anc|ntm_0_0091_ANCESTRAL	322	90468	5e1cf0b4fde1df8ecdaedcb10e3fa107d6d0e8a90fe6492def67eb3eefdcceca
ntm_anc|ntm_0_0092_ANCESTRAL	30	8415	1d55030dfbd73888b3a21dc22c186f89df9793465616b7e589fedf791e75886c
ntm_anc|ntm_0_0093_ANCESTRAL	311	86558	a68400172cf3a07885192115e4a2fa76113a66a0798605b90b94c79f929aa406
ntm_anc|ntm_0_0094_ANCESTRAL	299	83348	4491de41c30d92d7301f4b3ccb315298ecf4934150f9b5f1d96a11730c73f0dd
ntm_anc|ntm_0_0095_ANCESTRAL	285	80034	5e7aa086cb2638f59c5251083dba5a0f627d981a9f47ab28bece7c6e2fc4da24
ntm_anc|ntm_0_0096_ANCESTRAL	67	18707	f1ac1c73daa1ae10df525c362889c05af5f188b43e67ef3765d0828c1c6aae15
ntm_anc|ntm_0_0097_ANCESTRAL	206	57405	d898fca2645609371fb69da89875492c2dbfb899281db3308767fc15f8c3b15b
ntm_anc|ntm_0_0098_ANCESTRAL	178	49441	bcc53a4c062f64ce9e493963873de57bf7c32073125bbf2fd2c0a2edfbf814da
ntm_anc|ntm_0_0099_ANCESTRAL	27	7602	6296b7a9356b667b959415cbd36aa7cf522f1086392690a2732d338b2ba8e737
ntm_anc|ntm_0_0100_ANCESTRAL	274	76841	ac0460a5889843f1ad608492a979a11478c523a2f3e435c5eeab5a867f253f6c
