genome_id	source	clade_id	length	gc_perc	cds_density	gene_count	truncated_genes	terminase	portal	capsid	tail	integrase	lysis	n_key_proteins	has_head_packaging	has_tail_cat	has_lysis_cat	has_integration_cat	hypothetical	hypothetical_frac	checkv_miuvig	completeness_pct	contamination	viral_genes	host_genes	flag
ecoli_ml|clade_4_0025_ML	ecoli_ml	clade_4_0025_ML	75448	0.5	73.02	141	1	1	1	0	1	0	1	4	1	1	1	0	113	0.801	High-quality	100.0	0.0	62	4	host_genes
ecoli_ml|clade_4_0026_ML	ecoli_ml	clade_4_0026_ML	121986	0.48	66.22	218	0	1	1	0	1	0	1	4	1	1	1	0	125	0.573	High-quality	100.0	0.0	25	1	host_genes
ecoli_ml|clade_4_0027_ML	ecoli_ml	clade_4_0027_ML	69604	0.48	71.82	129	1	1	1	1	1	0	1	5	1	1	1	0	69	0.535	High-quality	100.0	0.0	41	0	ok
ecoli_ml|clade_4_0028_ML	ecoli_ml	clade_4_0028_ML	66591	0.49	69.65	129	1	1	1	1	1	0	1	5	1	1	1	0	79	0.612	High-quality	100.0	0.0	46	0	ok
ecoli_ml|clade_4_0029_ML	ecoli_ml	clade_4_0029_ML	18926	0.55	74.68	33	2	1	0	1	1	0	1	4	1	1	0	0	20	0.606	Medium-quality	63.25	0.0	14	0	ok
ecoli_ml|clade_4_0030_ML	ecoli_ml	clade_4_0030_ML	57335	0.49	76.85	101	2	1	0	1	1	1	1	5	1	1	1	1	62	0.614	Medium-quality	82.46	0.0	45	2	host_genes
ecoli_ml|clade_4_0031_ML	ecoli_ml	clade_4_0031_ML	61464	0.55	76.31	125	1	1	1	1	1	1	1	6	1	1	1	1	68	0.544	High-quality	95.2	0.0	39	2	host_genes
ecoli_ml|clade_4_0032_ML	ecoli_ml	clade_4_0032_ML	77369	0.54	77.05	156	1	1	1	1	1	0	1	5	1	1	1	0	95	0.609	High-quality	100.0	0.0	60	3	host_genes
ecoli_ml|clade_4_0033_ML	ecoli_ml	clade_4_0033_ML	79812	0.53	70.43	145	0	0	1	1	1	1	1	5	1	1	1	1	91	0.628	High-quality	91.37	0.0	67	0	ok
ecoli_ml|clade_4_0034_ML	ecoli_ml	clade_4_0034_ML	33885	0.49	67.9	56	0	0	0	0	1	1	1	3	0	1	0	1	46	0.821	Low-quality	35.01	0.0	1	1	missing_core_structural;low_completeness;host_genes
ecoli_ml|clade_4_0035_ML	ecoli_ml	clade_4_0035_ML	48410	0.52	82.99	89	1	1	1	1	1	0	1	5	1	1	1	0	41	0.461	High-quality	91.32	0.0	46	3	host_genes
ecoli_ml|clade_4_0036_ML	ecoli_ml	clade_4_0036_ML	27825	0.46	68.52	43	2	0	0	0	1	0	1	2	1	1	0	0	18	0.419	Low-quality	15.68	0.0	4	0	missing_core_structural;low_completeness
ecoli_ml|clade_4_0037_ML	ecoli_ml	clade_4_0037_ML	22675	0.49	78.06	38	2	0	0	0	1	0	1	2	1	1	0	0	20	0.526	Low-quality	26.34	14.93	5	4	missing_core_structural;low_completeness;contamination;host_genes
ecoli_ml|clade_4_0038_ML	ecoli_ml	clade_4_0038_ML	7116	0.47	87.41	11	2	0	0	0	1	0	1	2	1	1	1	0	5	0.455	Low-quality	6.51	0.0	5	1	missing_core_structural;low_completeness;host_genes
ecoli_ml|clade_4_0039_ML	ecoli_ml	clade_4_0039_ML	24322	0.51	71.9	41	1	0	0	0	0	1	1	2	0	0	0	1	31	0.756	Not-determined	NA	0.0	1	1	missing_core_structural;host_genes
ecoli_ml|clade_4_0040_ML	ecoli_ml	clade_4_0040_ML	1114	0.48	93.18	3	0	0	0	0	0	0	1	1	0	0	0	0	3	1.0	Low-quality	1.67	0.0	0	0	missing_core_structural;low_completeness
ecoli_ml|clade_4_0041_ML	ecoli_ml	clade_4_0041_ML	13487	0.48	65.69	21	2	0	0	0	0	1	1	2	0	0	0	1	7	0.333	Not-determined	NA	0.0	0	1	missing_core_structural;host_genes
ecoli_ml|clade_4_0042_ML	ecoli_ml	clade_4_0042_ML	10718	0.49	78.11	19	1	0	0	0	0	1	1	2	0	0	0	1	12	0.632	Low-quality	18.75	0.0	1	0	missing_core_structural;low_completeness
ecoli_ml|clade_4_0043_ML	ecoli_ml	clade_4_0043_ML	8846	0.52	96.21	9	1	1	1	0	0	0	1	3	1	0	0	0	4	0.444	Low-quality	26.97	0.0	6	0	low_completeness
ecoli_ml|clade_4_0044_ML	ecoli_ml	clade_4_0044_ML	24705	0.57	86.13	46	2	1	1	1	1	0	1	5	1	1	1	0	22	0.478	Medium-quality	82.75	0.0	25	0	ok
ecoli_ml|clade_4_0045_ML	ecoli_ml	clade_4_0045_ML	9007	0.51	77.77	18	2	0	0	0	0	1	1	2	0	0	0	1	10	0.556	Not-determined	NA	0.0	0	0	missing_core_structural
ecoli_ml|clade_4_0046_ML	ecoli_ml	clade_4_0046_ML	15262	0.46	76.64	27	1	0	0	0	0	0	1	1	0	0	0	0	18	0.667	Low-quality	14.08	0.0	13	0	missing_core_structural;low_completeness
ecoli_ml|clade_4_0047_ML	ecoli_ml	clade_4_0047_ML	11576	0.47	70.78	18	1	0	0	0	0	0	1	1	0	0	0	0	16	0.889	Not-determined	NA	0.0	0	2	missing_core_structural;host_genes
ecoli_ml|clade_4_0048_ML	ecoli_ml	clade_4_0048_ML	2646	0.53	79.33	4	0	0	0	0	0	1	1	2	0	0	0	1	0	0.0	Low-quality	22.15	0.0	1	0	missing_core_structural;low_completeness
ecoli_ml|clade_4_0049_ML	ecoli_ml	clade_4_0049_ML	33802	0.47	77.44	51	2	0	0	0	0	1	1	2	0	0	0	1	49	0.961	Not-determined	NA	0.0	0	5	missing_core_structural;host_genes
ecoli_ml|clade_4_0050_ML	ecoli_ml	clade_4_0050_ML	6619	0.48	68.79	10	1	0	0	0	0	0	1	1	0	0	0	0	10	1.0	Not-determined	NA	0.0	0	0	missing_core_structural
ecoli_ml|clade_4_0051_ML	ecoli_ml	clade_4_0051_ML	24502	0.6	75.94	40	2	0	0	0	0	1	1	2	0	0	0	1	28	0.7	Low-quality	19.37	0.0	0	15	missing_core_structural;low_completeness;host_genes
ecoli_ml|clade_4_0052_ML	ecoli_ml	clade_4_0052_ML	23106	0.48	75.79	50	1	0	0	0	0	1	1	2	0	0	0	1	49	0.98	Not-determined	NA	0.0	0	2	missing_core_structural;host_genes
ecoli_ml|clade_4_0053_ML	ecoli_ml	clade_4_0053_ML	13716	0.45	85.09	14	2	0	0	1	0	1	1	3	1	0	0	1	7	0.5	Low-quality	29.67	0.0	6	2	low_completeness;host_genes
ecoli_ml|clade_4_0054_ML	ecoli_ml	clade_4_0054_ML	416	0.51	99.76	2	1	0	0	0	0	0	1	1	0	0	0	0	1	0.5	Low-quality	3.48	0.0	0	0	missing_core_structural;low_completeness;many_truncated
ecoli_ml|clade_4_0055_ML	ecoli_ml	clade_4_0055_ML	57174	0.5	78.8	107	2	0	0	1	1	0	1	3	1	1	1	0	69	0.645	Medium-quality	89.37	0.0	54	0	ok
ecoli_ml|clade_4_0056_ML	ecoli_ml	clade_4_0056_ML	3115	0.52	91.97	3	0	0	0	0	0	0	1	1	0	0	0	0	2	0.667	Low-quality	5.9	0.0	0	0	missing_core_structural;low_completeness
ecoli_ml|clade_4_0057_ML	ecoli_ml	clade_4_0057_ML	66519	0.44	92.31	87	0	1	0	1	1	1	1	5	1	1	1	1	39	0.448	Low-quality	47.41	0.0	75	0	low_completeness
ecoli_ml|clade_4_0058_ML	ecoli_ml	clade_4_0058_ML	4253	0.48	88.29	7	0	0	0	0	0	0	1	1	0	0	0	0	5	0.714	Low-quality	9.53	0.0	3	0	missing_core_structural;low_completeness
ecoli_ml|clade_4_0059_ML	ecoli_ml	clade_4_0059_ML	24712	0.53	98.04	37	1	1	1	1	1	0	1	5	1	1	1	0	16	0.432	Medium-quality	73.79	0.0	24	0	ok
ecoli_ml|clade_4_0060_ML	ecoli_ml	clade_4_0060_ML	34956	0.51	90.91	53	1	1	1	1	1	0	1	5	1	1	1	0	27	0.509	Medium-quality	75.18	0.0	25	0	ok
ecoli_ml|clade_4_0061_ML	ecoli_ml	clade_4_0061_ML	58526	0.53	78.61	100	1	1	1	0	1	0	1	4	1	1	1	0	46	0.46	High-quality	100.0	0.0	58	4	host_genes
ecoli_ml|clade_4_0062_ML	ecoli_ml	clade_4_0062_ML	29996	0.54	76.36	52	1	0	0	0	1	0	1	2	0	1	0	0	29	0.558	Medium-quality	83.01	0.0	26	2	missing_core_structural;host_genes
ecoli_ml|clade_4_0063_ML	ecoli_ml	clade_4_0063_ML	51185	0.49	68.51	92	1	0	0	1	1	0	1	3	1	1	1	0	59	0.641	Medium-quality	75.85	0.0	44	1	host_genes
ecoli_ml|clade_4_0064_ML	ecoli_ml	clade_4_0064_ML	29998	0.5	61.93	46	0	0	0	0	0	1	1	2	0	0	0	1	36	0.783	Low-quality	12.15	0.0	1	13	missing_core_structural;low_completeness;host_genes
ecoli_ml|clade_4_0065_ML	ecoli_ml	clade_4_0065_ML	845	0.52	99.05	3	2	0	0	0	0	0	1	1	0	0	0	0	3	1.0	Low-quality	1.32	0.0	0	0	missing_core_structural;low_completeness;many_truncated
ecoli_ml|clade_4_0066_ML	ecoli_ml	clade_4_0066_ML	8110	0.49	77.81	11	1	0	0	0	0	1	1	2	0	0	0	1	10	0.909	Low-quality	12.65	0.0	1	2	missing_core_structural;low_completeness;host_genes
ecoli_ml|clade_4_0067_ML	ecoli_ml	clade_4_0067_ML	7903	0.49	82.55	10	0	0	0	0	0	0	1	1	0	0	0	0	5	0.5	Not-determined	NA	0.0	0	2	missing_core_structural;host_genes
ecoli_ml|clade_4_0068_ML	ecoli_ml	clade_4_0068_ML	7884	0.54	74.97	14	0	0	0	0	0	1	1	2	0	0	0	1	7	0.5	Not-determined	NA	0.0	1	0	missing_core_structural
ecoli_ml|clade_4_0069_ML	ecoli_ml	clade_4_0069_ML	18642	0.49	84.59	20	1	0	0	0	0	1	1	2	0	0	0	1	16	0.8	Not-determined	NA	0.0	0	2	missing_core_structural;host_genes
ecoli_ml|clade_4_0070_ML	ecoli_ml	clade_4_0070_ML	29697	0.54	73.44	54	2	0	0	0	0	1	1	2	0	0	0	1	38	0.704	Low-quality	23.47	0.0	1	15	missing_core_structural;low_completeness;host_genes
ecoli_ml|clade_4_0071_ML	ecoli_ml	clade_4_0071_ML	13310	0.45	74.18	15	0	0	0	0	0	1	1	2	0	0	0	1	11	0.733	Not-determined	NA	0.0	0	0	missing_core_structural
ecoli_ml|clade_4_0072_ML	ecoli_ml	clade_4_0072_ML	27948	0.55	93.97	35	1	1	1	1	1	0	1	5	1	1	1	0	12	0.343	Medium-quality	72.67	0.0	30	0	ok
ecoli_ml|clade_4_0073_ML	ecoli_ml	clade_4_0073_ML	19974	0.51	94.06	26	2	1	1	0	1	0	1	4	1	1	1	0	11	0.423	Medium-quality	59.01	0.0	15	0	ok
ecoli_ml|clade_4_0074_ML	ecoli_ml	clade_4_0074_ML	116755	0.49	72.54	216	1	1	1	0	1	1	1	5	1	1	1	1	148	0.685	Medium-quality	67.27	0.0	44	1	host_genes
ecoli_ml|clade_4_0075_ML	ecoli_ml	clade_4_0075_ML	20474	0.48	63.97	27	1	0	0	0	1	1	1	3	0	1	0	1	10	0.37	Not-determined	NA	0.0	0	5	missing_core_structural;host_genes
ecoli_ml|clade_4_0076_ML	ecoli_ml	clade_4_0076_ML	17920	0.48	81.55	21	0	0	0	0	1	0	1	2	0	1	0	0	8	0.381	Low-quality	17.5	0.0	5	0	missing_core_structural;low_completeness
ecoli_ml|clade_4_0077_ML	ecoli_ml	clade_4_0077_ML	16964	0.52	76.7	29	2	0	0	0	0	1	1	2	0	0	0	1	19	0.655	Low-quality	15.17	0.0	2	6	missing_core_structural;low_completeness;host_genes
ecoli_ml|clade_4_0078_ML	ecoli_ml	clade_4_0078_ML	11079	0.48	61.4	19	1	0	0	0	0	1	1	2	0	0	0	1	15	0.789	Not-determined	NA	0.0	0	2	missing_core_structural;host_genes
ecoli_ml|clade_4_0079_ML	ecoli_ml	clade_4_0079_ML	17309	0.48	81.61	16	1	0	0	0	0	1	1	2	0	0	0	1	8	0.5	Not-determined	NA	0.0	0	3	missing_core_structural;host_genes
ecoli_ml|clade_4_0080_ML	ecoli_ml	clade_4_0080_ML	12115	0.48	72.23	12	0	0	0	0	0	1	1	2	0	0	0	1	8	0.667	Not-determined	NA	0.0	0	5	missing_core_structural;host_genes
ecoli_ml|clade_4_0081_ML	ecoli_ml	clade_4_0081_ML	13510	0.48	75.8	25	2	0	0	0	0	1	1	2	0	0	0	1	16	0.64	Low-quality	34.88	0.0	0	3	missing_core_structural;low_completeness;host_genes
ecoli_ml|clade_4_0082_ML	ecoli_ml	clade_4_0082_ML	13315	0.54	69.44	27	1	0	0	0	0	1	1	2	0	0	0	1	16	0.593	Low-quality	16.47	0.0	2	0	missing_core_structural;low_completeness
ecoli_ml|clade_4_0083_ML	ecoli_ml	clade_4_0083_ML	415	0.52	85.54	2	1	0	0	0	0	0	1	1	0	0	0	0	2	1.0	Not-determined	NA	0.0	0	0	missing_core_structural;many_truncated
ecoli_ml|clade_4_0084_ML	ecoli_ml	clade_4_0084_ML	20737	0.49	73.49	33	1	0	0	0	1	1	1	3	0	1	0	1	19	0.576	Medium-quality	57.63	0.0	11	4	missing_core_structural;host_genes
ecoli_ml|clade_4_0085_ML	ecoli_ml	clade_4_0085_ML	17763	0.5	67.79	24	1	0	0	0	1	0	1	2	0	1	0	0	15	0.625	Low-quality	49.22	0.0	11	6	missing_core_structural;low_completeness;host_genes
ecoli_ml|clade_4_0086_ML	ecoli_ml	clade_4_0086_ML	37707	0.5	74.86	61	1	1	0	0	1	0	1	3	1	1	1	0	33	0.541	High-quality	100.0	0.0	29	4	host_genes
ecoli_ml|clade_4_0087_ML	ecoli_ml	clade_4_0087_ML	155804	0.48	72.04	267	2	1	1	0	1	0	1	4	1	1	1	0	158	0.592	High-quality	93.2	0.0	43	3	host_genes
ecoli_ml|clade_4_0088_ML	ecoli_ml	clade_4_0088_ML	30000	0.48	61.44	49	1	0	0	0	0	1	1	2	0	0	0	1	37	0.755	Low-quality	12.15	0.0	1	2	missing_core_structural;low_completeness;host_genes
ecoli_ml|clade_4_0089_ML	ecoli_ml	clade_4_0089_ML	29802	0.5	81.64	50	2	0	1	0	1	0	1	3	1	1	1	0	36	0.72	Low-quality	28.41	0.0	6	0	low_completeness
ecoli_ml|clade_4_0090_ML	ecoli_ml	clade_4_0090_ML	4873	0.53	78.08	11	1	0	0	0	1	0	1	2	0	1	1	0	8	0.727	Low-quality	6.95	0.0	2	0	missing_core_structural;low_completeness
ecoli_ml|clade_4_0091_ML	ecoli_ml	clade_4_0091_ML	44851	0.5	75.57	74	2	1	0	0	1	1	1	4	1	1	0	1	35	0.473	Medium-quality	85.09	0.0	36	7	host_genes
ecoli_ml|clade_4_0092_ML	ecoli_ml	clade_4_0092_ML	27907	0.49	66.3	44	2	0	0	0	1	1	1	3	0	1	0	1	33	0.75	Medium-quality	77.29	0.0	13	6	missing_core_structural;host_genes
ecoli_ml|clade_4_0093_ML	ecoli_ml	clade_4_0093_ML	109579	0.46	69.5	189	1	0	0	0	1	1	1	3	1	1	1	1	116	0.614	High-quality	100.0	0.0	38	4	missing_core_structural;host_genes
ecoli_ml|clade_4_0094_ML	ecoli_ml	clade_4_0094_ML	39233	0.47	55.82	66	1	0	0	0	1	1	1	3	1	1	1	1	41	0.621	Low-quality	37.96	0.0	9	1	missing_core_structural;low_completeness;host_genes
ecoli_ml|clade_4_0095_ML	ecoli_ml	clade_4_0095_ML	18073	0.47	93.29	18	1	0	0	0	1	0	1	2	1	1	0	0	6	0.333	Low-quality	17.54	0.0	8	0	missing_core_structural;low_completeness
ecoli_ml|clade_4_0096_ML	ecoli_ml	clade_4_0096_ML	24213	0.51	61.0	39	1	0	0	0	0	1	1	2	0	0	0	1	24	0.615	Not-determined	NA	0.0	0	1	missing_core_structural;host_genes
ecoli_ml|clade_4_0097_ML	ecoli_ml	clade_4_0097_ML	30000	0.48	62.07	46	1	0	0	0	0	1	1	2	0	0	0	1	33	0.717	Low-quality	9.0	0.0	3	0	missing_core_structural;low_completeness
ecoli_ml|clade_4_0098_ML	ecoli_ml	clade_4_0098_ML	30115	0.56	88.84	60	2	1	1	1	1	0	1	5	1	1	1	0	32	0.533	Medium-quality	82.81	0.0	31	0	ok
ecoli_ml|clade_4_0099_ML	ecoli_ml	clade_4_0099_ML	46609	0.55	69.93	90	1	1	1	1	1	0	1	5	1	1	1	0	50	0.556	High-quality	100.0	0.0	36	0	ok
ecoli_ml|clade_4_0100_ML	ecoli_ml	clade_4_0100_ML	44239	0.56	76.6	98	1	1	0	1	1	0	1	4	1	1	1	0	67	0.684	High-quality	100.0	0.0	34	2	host_genes
ecoli_ml|clade_5_0000_ML	ecoli_ml	clade_5_0000_ML	29879	0.47	67.62	60	1	0	0	0	0	0	1	1	0	0	0	0	38	0.633	Medium-quality	55.55	0.0	36	0	missing_core_structural
ecoli_ml|clade_6_0000_ML	ecoli_ml	clade_6_0000_ML	45239	0.47	74.42	92	1	1	1	0	1	0	1	4	1	1	1	0	57	0.62	Medium-quality	84.14	0.0	55	0	ok
ecoli_ml|clade_6_0001_ML	ecoli_ml	clade_6_0001_ML	16491	0.44	96.68	20	2	0	0	0	1	0	1	2	0	1	0	0	13	0.65	Low-quality	11.76	0.0	20	0	missing_core_structural;low_completeness
ecoli_ml|clade_7_0000_ML	ecoli_ml	clade_7_0000_ML	29783	0.45	61.68	54	1	0	0	0	0	0	1	1	0	0	0	0	37	0.685	Medium-quality	55.41	0.0	21	0	missing_core_structural
ecoli_ml|clade_8_0000_ML	ecoli_ml	clade_8_0000_ML	24807	0.36	87.0	53	2	1	0	1	1	0	1	4	1	1	0	0	43	0.811	Low-quality	32.9	0.0	13	0	low_completeness
ecoli_ml|clade_9_0000_ML	ecoli_ml	clade_9_0000_ML	24358	0.42	68.82	46	2	0	0	0	1	0	1	2	0	1	1	0	43	0.935	Low-quality	23.89	0.0	10	0	missing_core_structural;low_completeness
ntm_ml|ntm_0_0000_ML	ntm_ml	ntm_0_0000_ML	150000	0.64	88.61	299	2	1	1	1	1	0	1	5	1	1	1	0	213	0.712	High-quality	99.82	0.0	126	2	host_genes
ntm_ml|ntm_0_0001_ML	ntm_ml	ntm_0_0001_ML	150000	0.64	86.0	300	2	1	1	1	1	0	1	5	1	1	1	0	212	0.707	High-quality	99.67	0.0	126	0	ok
ntm_ml|ntm_0_0002_ML	ntm_ml	ntm_0_0002_ML	150000	0.64	85.93	304	2	1	1	1	1	0	1	5	1	1	1	0	217	0.714	High-quality	100.0	0.0	124	4	host_genes
ntm_ml|ntm_0_0003_ML	ntm_ml	ntm_0_0003_ML	150000	0.64	86.95	296	2	1	1	1	1	1	1	6	1	1	1	1	240	0.811	High-quality	99.75	0.0	110	5	host_genes
ntm_ml|ntm_0_0004_ML	ntm_ml	ntm_0_0004_ML	150000	0.64	85.84	315	2	1	1	1	1	1	1	6	1	1	1	1	239	0.759	High-quality	99.87	0.0	112	4	host_genes
ntm_ml|ntm_0_0005_ML	ntm_ml	ntm_0_0005_ML	150000	0.64	83.36	300	2	1	0	1	1	1	1	5	1	1	1	1	276	0.92	High-quality	99.95	0.0	38	9	host_genes
ntm_ml|ntm_0_0006_ML	ntm_ml	ntm_0_0006_ML	149999	0.64	81.56	291	1	0	0	1	1	0	1	3	1	1	1	0	282	0.969	High-quality	100.0	0.0	24	23	host_genes
ntm_ml|ntm_0_0007_ML	ntm_ml	ntm_0_0007_ML	149948	0.64	77.14	288	2	0	0	0	0	0	1	1	0	0	0	0	283	0.983	High-quality	100.0	0.0	28	26	missing_core_structural;host_genes
ntm_ml|ntm_0_0008_ML	ntm_ml	ntm_0_0008_ML	150000	0.64	80.72	290	1	0	0	0	0	0	1	1	0	0	0	0	288	0.993	High-quality	100.0	2.08	20	14	missing_core_structural;contamination;host_genes
ntm_ml|ntm_0_0009_ML	ntm_ml	ntm_0_0009_ML	149839	0.64	80.45	275	2	0	0	0	0	0	1	1	0	0	0	0	273	0.993	High-quality	100.0	0.0	18	19	missing_core_structural;host_genes
ntm_ml|ntm_0_0010_ML	ntm_ml	ntm_0_0010_ML	149995	0.64	79.01	272	1	0	1	1	1	0	1	4	1	1	0	0	265	0.974	High-quality	99.85	0.0	24	21	host_genes
ntm_ml|ntm_0_0011_ML	ntm_ml	ntm_0_0011_ML	149914	0.64	79.51	276	2	0	0	0	0	0	1	1	0	0	0	0	271	0.982	High-quality	100.0	0.0	18	21	missing_core_structural;host_genes
ntm_ml|ntm_0_0012_ML	ntm_ml	ntm_0_0012_ML	149660	0.64	80.92	291	1	0	0	0	0	0	1	1	0	0	0	0	287	0.986	High-quality	100.0	0.0	18	21	missing_core_structural;host_genes
ntm_ml|ntm_0_0013_ML	ntm_ml	ntm_0_0013_ML	149999	0.63	78.6	273	1	0	0	0	1	1	1	3	0	1	0	1	265	0.971	High-quality	100.0	0.0	14	18	missing_core_structural;host_genes
ntm_ml|ntm_0_0014_ML	ntm_ml	ntm_0_0014_ML	150000	0.65	82.65	282	2	1	0	0	1	0	1	3	1	1	0	0	262	0.929	High-quality	98.97	0.0	22	9	host_genes
ntm_ml|ntm_0_0015_ML	ntm_ml	ntm_0_0015_ML	150000	0.61	82.77	315	2	1	0	1	1	0	1	4	1	1	1	0	214	0.679	High-quality	99.23	0.0	143	0	ok
ntm_ml|ntm_0_0016_ML	ntm_ml	ntm_0_0016_ML	150000	0.62	80.83	288	2	1	0	0	1	1	1	4	1	1	1	1	258	0.896	High-quality	99.53	0.0	55	13	host_genes
ntm_ml|ntm_0_0017_ML	ntm_ml	ntm_0_0017_ML	150000	0.64	84.91	309	0	1	1	1	1	0	1	5	1	1	1	0	236	0.764	High-quality	99.63	0.0	105	5	host_genes
ntm_ml|ntm_0_0018_ML	ntm_ml	ntm_0_0018_ML	150000	0.63	83.32	287	2	1	1	1	1	0	1	5	1	1	1	0	233	0.812	High-quality	99.29	1.31	83	4	contamination;host_genes
ntm_ml|ntm_0_0019_ML	ntm_ml	ntm_0_0019_ML	150000	0.6	80.03	336	1	0	0	1	1	0	1	3	1	1	1	0	265	0.789	High-quality	100.0	0.0	115	1	host_genes
ntm_ml|ntm_0_0020_ML	ntm_ml	ntm_0_0020_ML	150000	0.64	85.69	291	1	1	1	1	1	0	1	5	1	1	1	0	215	0.739	High-quality	99.82	0.0	129	0	ok
ntm_ml|ntm_0_0021_ML	ntm_ml	ntm_0_0021_ML	150000	0.64	83.95	317	1	1	1	1	1	1	1	6	1	1	1	1	252	0.795	High-quality	99.49	0.0	91	3	host_genes
ntm_ml|ntm_0_0022_ML	ntm_ml	ntm_0_0022_ML	150000	0.6	82.05	352	1	1	1	1	1	1	1	6	1	1	1	1	266	0.756	High-quality	99.23	0.0	124	4	host_genes
ntm_ml|ntm_0_0023_ML	ntm_ml	ntm_0_0023_ML	150000	0.58	77.86	307	2	1	0	1	1	0	1	4	1	1	1	0	214	0.697	High-quality	100.0	0.0	93	1	host_genes
ntm_ml|ntm_0_0024_ML	ntm_ml	ntm_0_0024_ML	150000	0.64	87.4	311	0	0	1	1	1	0	1	4	1	1	1	0	242	0.778	High-quality	99.87	0.0	93	3	host_genes
ntm_ml|ntm_0_0025_ML	ntm_ml	ntm_0_0025_ML	149992	0.63	82.42	308	2	1	1	1	1	1	1	6	1	1	1	1	232	0.753	High-quality	99.97	0.0	94	5	host_genes
ntm_ml|ntm_0_0026_ML	ntm_ml	ntm_0_0026_ML	149939	0.6	81.54	342	2	0	1	1	1	1	1	5	1	1	1	1	271	0.792	High-quality	99.41	0.0	129	2	host_genes
ntm_ml|ntm_0_0027_ML	ntm_ml	ntm_0_0027_ML	150000	0.59	83.06	319	1	1	1	1	1	0	1	5	1	1	1	0	220	0.69	High-quality	100.0	0.0	131	0	ok
ntm_ml|ntm_0_0028_ML	ntm_ml	ntm_0_0028_ML	149989	0.59	82.17	340	2	1	0	1	1	0	1	4	1	1	1	0	261	0.768	High-quality	100.0	0.0	123	0	ok
ntm_ml|ntm_0_0029_ML	ntm_ml	ntm_0_0029_ML	150000	0.6	80.15	346	1	1	0	1	1	0	1	4	1	1	1	0	265	0.766	High-quality	99.43	0.0	111	0	ok
ntm_ml|ntm_0_0030_ML	ntm_ml	ntm_0_0030_ML	149995	0.62	86.18	285	1	0	0	1	1	0	1	3	1	1	1	0	220	0.772	High-quality	100.0	0.0	99	5	host_genes
ntm_ml|ntm_0_0031_ML	ntm_ml	ntm_0_0031_ML	150000	0.65	82.5	289	1	1	1	1	1	1	1	6	1	1	1	1	247	0.855	High-quality	99.87	0.0	52	1	host_genes
ntm_ml|ntm_0_0032_ML	ntm_ml	ntm_0_0032_ML	150000	0.6	81.85	317	2	0	0	1	1	1	1	4	1	1	1	1	228	0.719	High-quality	99.44	0.0	133	0	ok
ntm_ml|ntm_0_0033_ML	ntm_ml	ntm_0_0033_ML	149972	0.61	85.26	310	1	0	0	0	1	1	1	3	1	1	1	1	246	0.794	High-quality	99.54	0.0	81	7	missing_core_structural;host_genes
ntm_ml|ntm_0_0034_ML	ntm_ml	ntm_0_0034_ML	115630	0.66	71.24	203	1	1	1	1	1	1	1	6	1	1	1	1	158	0.778	High-quality	98.47	0.0	60	2	host_genes
ntm_ml|ntm_0_0035_ML	ntm_ml	ntm_0_0035_ML	149982	0.63	86.69	327	2	1	1	0	1	0	1	4	1	1	1	0	253	0.774	High-quality	99.86	0.0	101	6	host_genes
ntm_ml|ntm_0_0036_ML	ntm_ml	ntm_0_0036_ML	149729	0.64	86.98	287	2	1	1	1	1	0	1	5	1	1	1	0	221	0.77	High-quality	100.0	0.0	110	6	host_genes
ntm_ml|ntm_0_0037_ML	ntm_ml	ntm_0_0037_ML	149999	0.64	84.75	331	2	1	1	0	1	0	1	4	1	1	1	0	247	0.746	High-quality	100.0	0.0	99	7	host_genes
ntm_ml|ntm_0_0038_ML	ntm_ml	ntm_0_0038_ML	150000	0.59	71.99	274	1	0	0	0	1	1	1	3	1	1	1	1	233	0.85	High-quality	99.11	0.0	65	0	missing_core_structural
ntm_ml|ntm_0_0039_ML	ntm_ml	ntm_0_0039_ML	149998	0.59	79.96	357	2	0	0	0	1	1	1	3	0	1	1	1	316	0.885	High-quality	100.0	0.0	78	3	missing_core_structural;host_genes
ntm_ml|ntm_0_0040_ML	ntm_ml	ntm_0_0040_ML	149998	0.62	84.26	288	2	1	1	0	1	0	1	4	1	1	0	0	248	0.861	High-quality	99.8	0.0	77	18	host_genes
ntm_ml|ntm_0_0041_ML	ntm_ml	ntm_0_0041_ML	149999	0.63	83.86	292	2	1	0	0	1	0	1	3	1	1	1	0	227	0.777	High-quality	99.92	0.0	84	0	ok
ntm_ml|ntm_0_0042_ML	ntm_ml	ntm_0_0042_ML	150000	0.64	84.63	297	1	1	1	1	1	0	1	5	1	1	1	0	226	0.761	High-quality	99.85	0.0	102	4	host_genes
ntm_ml|ntm_0_0043_ML	ntm_ml	ntm_0_0043_ML	149709	0.59	79.15	344	1	0	0	0	0	0	1	1	0	0	0	0	316	0.919	High-quality	100.0	0.0	54	1	missing_core_structural;host_genes
ntm_ml|ntm_0_0044_ML	ntm_ml	ntm_0_0044_ML	150000	0.63	84.97	325	2	1	1	1	1	0	1	5	1	1	1	0	245	0.754	High-quality	100.0	0.0	100	5	host_genes
ntm_ml|ntm_0_0045_ML	ntm_ml	ntm_0_0045_ML	150000	0.62	76.46	302	1	0	0	0	1	0	1	2	0	1	1	0	287	0.95	High-quality	98.8	0.0	14	2	missing_core_structural;host_genes
