tip_id	nearest_distance	nearest_tips	tie_count
GCF_002223665.1	0.00180438	GCF_002142675.1	1
GCF_001615695.1	0.00371439	GCF_002270225.1	1
GCF_000305355.1	0.00429198	GCF_000408345.1	1
GCF_006238575.1	0.00675464	GCF_009832985.1	1
GCF_015620275.1	0.0106459	GCF_019050495.1,GCF_019052205.1	2
GCF_900536605.1	0.00292348	GCF_002486895.1	1
GCF_000446825.2	0.00478126	GCF_002519245.1	1
GCF_002466355.1	0.00740957	GCF_020731765.1	1
GCF_002193205.1	0.00741685	GCF_001614645.1	1
GCF_900480975.1	0.000300437	GCF_900481145.1	1
GCF_902859275.1	0.000150712	GCF_902859095.1	1
GCF_000408485.1	0.00359875	GCF_001651605.1	1
GCF_013423945.1	0.00469616	GCF_004170585.1	1
GCF_013182705.1	0.00352503	GCF_014862705.1	1
GCF_000987545.1	0.00320718	GCF_018884065.1	1
GCF_005393265.1	0.00951951	GCF_002519275.1	1
GCF_000952225.1	0.00144647	GCF_001520405.1	1
GCF_019879155.1	0.00581155	GCF_003469495.1	1
GCF_002231775.1	0.00282147	GCF_005399985.1	1
GCF_006230395.1	0.000825714	GCF_020907565.1	1
GCF_020422745.1	0.00147774	GCF_020422075.1	1
GCF_009789835.1	0.00300325	GCF_001900815.1	1
GCF_002547165.1	0.00765879	GCF_013391275.1	1
GCF_001609735.1	0.00178842	GCF_021108615.1	1
GCF_002769095.1	0.00157716	GCF_002144185.1	1
GCF_000459135.1	0.00220007	GCF_000807565.1	1
GCF_003830315.1	0.00681806	GCF_015208575.1	1
GCF_015229735.1	0.00837277	GCF_002810165.1	1
GCF_002227705.1	0.0118244	GCF_006233005.1	1
GCF_008823185.1	0.00528423	GCF_004170585.1	1
GCF_001911695.1	0.00495268	GCF_000356785.2	1
GCF_001561895.1	0.00152999	GCF_003317605.1	1
GCF_003360315.1	0.000559703	GCF_002806795.1	1
GCF_000459315.1	0.000690919	GCF_020085275.1	1
GCF_013392285.1	0.00922153	GCF_002543285.1	1
GCF_016433185.1	0.00140487	GCF_004568995.1	1
GCF_000777065.1	0.00930564	GCF_002109645.1	1
GCF_001059075.1	0.00879061	GCF_005383085.1	1
GCF_012275695.1	0.00659004	GCF_017163155.1	1
GCF_002855615.1	0.000735726	GCF_004120975.1	1
GCF_002520785.1	0.0058819	GCF_002522525.1	1
GCF_011765445.1	0.000295585	GCF_003172135.1	1
GCF_021354495.1	0.00304613	GCF_011603145.1	1
GCF_000459195.1	0.00244149	GCF_002226425.1	1
GCF_001572285.1	0.00614558	GCF_002767435.1	1
GCF_005386365.1	0.0111497	GCF_019969625.1	1
GCF_013370805.1	0.00022057	GCF_013370345.1	1
GCF_900480865.1	0.0134476	GCF_900481955.1	1
GCF_013413645.1	0.00882584	GCF_902807245.1	1
GCF_002522165.1	0.0225434	GCF_002534845.1	1
GCF_002511355.1	0.00480339	GCF_002522525.1	1
GCF_000460295.1	0.00272848	GCF_003297955.1	1
GCF_004797945.1	0.000117097	GCF_004797745.1	1
GCF_002028745.1	0.000835743	GCF_003297955.1	1
GCF_017162875.1	0.0149496	GCF_003027575.1	1
GCF_002806795.1	0.000341736	GCF_002486525.1	1
GCF_001266095.1	0.00244425	GCF_013422075.1	1
GCF_003304615.1	0.00462398	GCF_006349805.1	1
GCF_004959985.1	0.00307765	GCF_000332755.1	1
GCF_003357785.1	0.00304899	GCF_002231775.1	1
GCF_003321715.1	0.00312359	GCF_018687915.1	1
GCF_002511125.1	0.0109615	GCF_017118895.1	1
GCF_001515725.1	0.00158241	GCF_000332755.1	1
GCF_001561835.1	0.00221097	GCF_008385475.1	1
GCF_018682825.1	0.0102466	GCF_018683735.1	1
GCF_003017375.1	0.00158241	GCF_001263015.1	1
GCF_004173925.1	0.00516443	GCF_004767475.1	1
GCF_005396585.1	0.00373523	GCF_005397765.1	1
GCF_003721895.1	0.0154059	GCF_002289475.1	1
GCF_018972045.1	0.000720777	GCF_003367885.1	1
GCF_009896495.1	0.000264084	GCF_009931235.1	1
GCF_000351485.1	0.00183367	GCF_000807565.1	1
GCF_004960345.1	0.000114699	GCF_004960695.1	1
GCF_006351305.1	0.000720777	GCF_006351505.1	1
GCF_018444425.1	0.00337267	GCF_003317105.1	1
GCF_910592755.1	0.0118608	GCF_018683535.1	1
GCF_003323015.1	0.0032361	GCF_014169415.1	1
GCF_006234155.1	0.0013867	GCF_006236395.1	1
GCF_001463405.1	0.00173535	GCF_008385475.1	1
GCF_001874785.1	0.00100466	GCF_000692375.1	1
GCF_009395265.1	0.000468728	GCF_000005845.2	1
GCF_017594525.1	0.00411458	GCF_020005505.1	1
GCF_004796615.1	0.00106814	GCF_004797745.1	1
GCF_900449035.1	0.0069136	GCF_001749385.1	1
GCF_002134685.1	0.00446186	GCF_005381345.1	1
GCF_000627925.1	0.000121895	GCF_000627985.1	1
GCF_000446365.2	0.00695266	GCF_001440645.1	1
GCF_018439915.1	0.00324479	GCF_005508755.1	1
GCF_015208495.1	0.00217558	GCF_000779055.1	1
GCF_017775795.1	0.000614041	GCF_017776145.1	1
GCF_900518915.1	0.00408721	GCF_005386325.1	1
GCF_005391645.1	0.00439062	GCF_003721935.1	1
GCF_002930255.1	0.00839958	GCF_020731765.1	1
GCF_014169915.1	0.009552	GCF_907177255.1	1
GCF_003009975.1	0.00741321	GCF_900536605.1	1
GCF_012328945.1	0.00175391	GCF_012329005.1	1
GCF_001806265.1	0.000436886	GCF_002806795.1	1
GCF_003337065.1	0.00361945	GCF_000332755.1	1
GCF_002531035.1	0.00364314	GCF_002764815.1	1
GCF_907177095.1	0.00494311	GCF_001285345.1	1
GCF_000692375.1	0.00100466	GCF_001874785.1	1
GCF_002194595.1	0.000880953	GCF_003361825.1	1
GCF_013413545.1	0.00442466	GCF_001402805.1	1
GCF_003317105.1	0.00207254	GCF_003388435.1	1
GCF_002516905.1	0.00245254	GCF_001441345.1	1
GCF_900490115.1	0.00482554	GCF_004960325.1	1
GCF_004526255.1	0.00561864	GCF_900536545.1	1
GCF_006230825.1	0.00149862	GCF_004568995.1	1
GCF_013073295.1	0.00357513	GCF_001893525.1	1
GCF_001881205.1	0.000850799	GCF_000013265.1	1
GCF_001520375.1	0.00182567	GCF_902668645.1	1
GCF_002540915.1	0.00431967	GCF_002534845.1	1
GCF_005393145.1	0.00262483	GCF_020732485.1	1
GCF_001441345.1	0.00245254	GCF_002516905.1	1
GCF_001285345.1	0.00362833	GCF_015731485.1	1
GCF_014862705.1	0.00343111	GCF_014862465.1	1
GCF_015690265.1	0.00526475	GCF_003982645.1	1
GCF_002810955.1	0.00052276	GCF_002834415.1	1
GCF_000940035.2	0.00635099	GCF_020162325.1	1
GCF_013607365.1	0.00508393	GCF_009832985.1	1
GCF_013340825.1	0.00707391	GCF_013391275.1	1
GCF_005397685.1	0.00178311	GCF_902163565.1	1
GCF_003027575.1	0.0132767	GCF_000779675.1	1
GCF_001052125.1	0.000916203	GCF_002166175.1	1
GCF_020005505.1	0.00411458	GCF_017594525.1	1
GCF_002535195.1	0.00356923	GCF_000835055.1	1
GCF_001269305.1	0.00899106	GCF_004767025.1	1
GCF_003027235.1	0.00122922	GCF_017165455.1	1
GCF_000471085.2	0.000310145	GCF_000471305.1	1
GCF_902505505.1	0.0134624	GCF_904810115.1	1
GCF_005396605.1	0.00415724	GCF_004767245.1	1
GCF_003303995.1	0.00205903	GCF_008033655.1	1
GCF_001285985.1	0.00330861	GCF_009790565.1	1
GCF_004568995.1	0.000873409	GCF_003317605.1	1
GCF_005670915.1	0.000855821	GCF_020907565.1	1
GCF_005508755.1	0.00324479	GCF_018439915.1	1
GCF_002542995.1	0.00547692	GCF_907175915.1	1
GCF_000517245.1	0.00114209	GCF_000773575.1	1
GCF_020418355.1	0.00140487	GCF_018884065.1	1
GCF_019351875.1	0.00370844	GCF_014894765.1	1
GCF_013183745.1	0.00627198	GCF_017595435.1	1
GCF_005382865.1	0.00117023	GCF_003601935.1	1
GCF_000752655.1	0.00101988	GCF_002764815.1	1
GCF_001907325.1	0.0106631	GCF_003829865.1	1
GCF_009393595.1	0.00669143	GCF_900196695.1	1
GCF_002474605.1	0.00366092	GCF_900536605.1	1
GCF_005389625.1	0.00268919	GCF_000493595.2	1
GCF_003721835.1	0.00525502	GCF_009789835.1	1
GCF_002972815.1	0.00606744	GCF_002972665.1	1
GCF_011029505.1	0.00344282	GCF_003254065.1	1
GCF_000358715.2	0.00206443	GCF_003981865.1	1
GCF_005044995.1	0.000911163	GCF_002458155.1	1
GCF_002519275.1	0.00771421	GCF_002326945.1	1
GCF_018687915.1	0.00312359	GCF_003321715.1	1
GCF_000462425.2	0.000141101	GCF_005885955.1	1
GCF_009822985.1	0.00524853	GCF_010592655.1	1
GCF_015690155.1	0.00358398	GCF_014894765.1	1
GCF_900236155.1	4.05279e-05	GCF_900236125.1	1
GCF_001900815.1	0.00300325	GCF_009789835.1	1
GCF_018863115.1	0.00430736	GCF_021354495.1	1
GCF_002247725.1	0.00683219	GCF_900195745.1	1
GCF_013359045.1	0.00444015	GCF_013359015.1	1
GCF_003730535.1	0.00113698	GCF_011603175.1	1
GCF_002164525.1	0.00029316	GCF_001753505.1	1
GCF_002631495.1	0.00264439	GCF_001900635.1	1
GCF_003367885.1	0.000208504	GCF_000005845.2	1
GCF_003009315.1	0.00573481	GCF_009821145.1	1
GCF_000460035.1	0.00771791	GCF_019969625.1	1
GCF_009799765.1	0.00353975	GCF_003323015.1	1
GCF_002464115.1	0.00383979	GCF_002535515.1	1
GCF_900536545.1	0.003951	GCF_013395785.1	1
GCF_007558585.1	0.00501018	GCF_904810175.1	1
GCF_000617525.2	0.00197013	GCF_015160055.1	1
GCF_005394985.1	0.00870088	GCF_003721935.1	1
GCF_016786205.1	0.00364018	GCF_003304555.1	1
GCF_004568485.1	0.015235	GCF_005388405.1	1
GCF_014262945.1	0.00180172	GCF_000807565.1	1
GCF_009821145.1	0.00573481	GCF_003009315.1	1
GCF_900481725.1	0.00281582	GCF_900481955.1	1
GCF_017313005.1	0.00950735	GCF_000357005.2	1
GCF_002310675.1	0.00407506	GCF_006350385.1	1
GCF_000779055.1	0.00164552	GCF_002080685.1	1
GCF_900195935.1	0.00771421	GCF_003830315.1	1
GCF_000305415.2	0.00015552	GCF_001558995.2	1
GCF_002911265.1	0.00216742	GCF_000493595.2	1
GCF_000027125.1	0.0118017	GCF_014169915.1	1
GCF_009766715.1	0.00620696	GCF_005396605.1	1
GCF_003113075.1	0.00029316	GCF_003255185.1	1
GCF_008926305.1	0.000436886	GCF_002806795.1	1
GCF_003009275.1	0.0110663	GCF_902505295.1	1
GCF_009794605.1	6.6807e-05	GCF_009794365.1	1
GCF_018444005.1	0.000908643	GCF_002155505.1	1
GCF_004170505.1	0.00617283	GCF_020731765.1	1
GCF_014904535.2	0.00629942	GCF_011045875.1	1
GCF_019969625.1	0.00771791	GCF_000460035.1	1
GCF_003988355.1	0.00414809	GCF_000704645.1	1
GCF_003302225.1	0.0064892	GCF_010592655.1	1
GCF_001990875.1	0.00519673	GCF_000332755.1	1
GCF_015730725.1	0.0141199	GCF_002228615.1	1
GCF_006239105.1	0.00135042	GCF_006241135.1	1
GCF_013182965.1	0.000375828	GCF_002911435.1	1
GCF_009790565.1	0.00330861	GCF_001285985.1	1
GCF_003328205.1	0.00374119	GCF_003328095.1	1
GCF_014529055.1	0.000941429	GCF_014528625.1	1
GCF_009361825.1	0.00179108	GCF_005382185.1	1
GCF_018344755.1	0.00596263	GCF_000782555.1	1
GCF_015699925.1	0.000510464	GCF_015699215.1	1
GCF_004797745.1	0.000117097	GCF_004797945.1	1
GCF_000460915.1	0.00199164	GCF_000807565.1	1
GCF_004664665.1	0.0054081	GCF_019585745.1	1
GCF_002196745.1	0.00559549	GCF_011404355.1	1
GCF_021168435.1	0.00325058	GCF_001519855.1	1
GCF_015559205.1	0.00683572	GCF_013391275.1	1
GCF_002515965.1	0.00530699	GCF_002518045.1	1
GCF_002458655.1	0.00164816	GCF_008634885.1	1
GCF_002534995.1	0.0140139	GCF_001521415.1	1
GCF_002249645.1	0.00388479	GCF_900195505.1	1
GCF_009795315.1	0.00429813	GCF_002511115.1	1
GCF_000326185.1	0.00227651	GCF_015551035.1	1
GCF_003721935.1	0.00439062	GCF_005391645.1	1
GCF_002193195.1	0.0133011	GCF_910592755.1	1
GCF_019879965.1	0.00254403	GCF_015229815.1	1
GCF_005391445.1	0.00446497	GCF_002475235.1	1
GCF_013374315.1	0.00497183	GCF_018790115.1	1
GCF_015265665.1	0.00438444	GCF_000418675.1	1
GCF_000193995.1	0.00497183	GCF_002522525.1	1
GCF_000704585.1	0.00620696	GCF_010179635.1	1
GCF_003983885.1	0.00140487	GCF_003982245.1	1
GCF_019731455.1	0.00792252	GCF_002520225.1	1
GCF_008634965.1	0.00169302	GCF_004797945.1	1
GCF_013166855.1	0.0008885	GCF_009832985.1	1
GCF_000704645.1	0.00414809	GCF_003988355.1	1
GCF_002154285.1	0.00393894	GCF_900481955.1	1
GCF_002462235.1	0.0102929	GCF_003357545.1	1
GCF_019431315.1	0.0155188	GCF_001521415.1	1
GCF_000779675.1	0.00550649	GCF_000418675.1	1
GCF_900482245.1	0.00594242	GCF_005039315.1	1
GCF_016785525.1	0.0081558	GCF_003469495.1	1
GCF_017151225.1	0.00798995	GCF_002810895.1	1
GCF_002459195.1	0.00378594	GCF_005043025.1	1
GCF_002517745.1	0.00856897	GCF_009393735.1	1
GCF_002456505.1	0.0156864	GCF_000647475.1	1
GCF_001621765.1	0.00327957	GCF_003076695.1	1
GCF_002474835.1	0.00801248	GCF_900481275.1	1
GCF_004170585.1	0.00459269	GCF_008373355.1	1
GCF_015731555.1	0.00678632	GCF_019219385.1	1
GCF_008373355.1	0.00246637	GCF_017163055.1	1
GCF_015229815.1	0.00254403	GCF_019879965.1	1
GCF_002465405.1	0.00387578	GCF_000332755.1	1
GCF_005387775.1	0.00127038	GCF_003317605.1	1
GCF_001881435.1	0.00107323	GCF_000781575.1	1
GCF_000782555.1	0.00532	GCF_002631495.1	1
GCF_018683735.1	0.0028809	GCF_018683535.1	1
GCF_004150105.1	0.000441781	GCF_004114225.1	1
GCF_005044435.1	0.000750689	GCF_005381345.1	1
GCF_900016365.1	0.00382182	GCF_900479335.1	1
GCF_002193385.1	0.00267798	GCF_019104435.1	1
GCF_016587315.1	0.000938904	GCF_015693755.1	1
GCF_019841645.1	0.00435048	GCF_006351505.1	1
GCF_000234605.1	0.00280734	GCF_002458855.1	1
GCF_002924105.1	0.00101734	GCF_002764815.1	1
GCF_002543285.1	0.00485407	GCF_020668725.1	1
GCF_011077125.1	0.00629256	GCF_020668725.1	1
GCF_003317605.1	0.000873409	GCF_004568995.1	1
GCF_019915505.1	0.00160079	GCF_000326745.1	1
GCF_000235265.1	0.000114699	GCF_000235165.1	1
GCF_008124385.1	0.000688433	GCF_011765445.1	1
GCF_000356465.2	0.00775124	GCF_900449835.1	1
GCF_013422075.1	0.00244149	GCF_013421875.1	1
GCF_000407845.1	0.00607761	GCF_015163255.1	1
GCF_003686735.1	0.00900292	GCF_905330295.1	1
GCF_002226635.1	0.00465219	GCF_009880335.1	1
GCF_002966145.1	0	GCF_001544635.1	1
GCF_005391725.1	0.00978498	GCF_902859095.1	1
GCF_016123895.1	0.00565839	GCF_003323015.1	1
GCF_003292385.1	0.00359284	GCF_009910875.1	1
GCF_000460515.1	0.00231212	GCF_000457675.1	1
GCF_001677715.2	0.000626416	GCF_015699215.1	1
GCF_020406195.1	0.0017433	GCF_015690315.1	1
GCF_002166175.1	0.000916203	GCF_001052125.1	1
GCF_009910875.1	0.00178842	GCF_006233045.1	1
GCF_020089635.1	0.00377101	GCF_018444425.1	1
GCF_000478705.1	0.00027377	GCF_002156825.1	1
GCF_002459605.1	0.0124935	GCF_904810115.1	1
GCF_907177255.1	0.00627198	GCF_002011985.1	1
GCF_003254065.1	0.00252735	GCF_018682575.1	1
GCF_000714105.1	0.00454585	GCF_002225785.1	1
GCF_003361825.1	0.000378266	GCF_002195625.1	1
GCF_002225535.1	0.00389981	GCF_003321715.1	1
GCF_004005115.1	0.015331	GCF_002534995.1	1
GCF_020168175.1	0.00361945	GCF_011077775.1	1
GCF_900478865.1	0.00684985	GCF_001749385.1	1
GCF_006230745.1	0.000559703	GCF_006229985.1	1
GCF_002270225.1	0.00238907	GCF_016123575.1	1
GCF_019890835.1	0.015681	GCF_003886735.1	1
GCF_003357405.1	0.00382481	GCF_000781435.1	1
GCF_907177115.1	0.00282994	GCF_008041205.1,GCF_000459215.1	2
GCF_902859095.1	0.000150712	GCF_902859275.1	1
GCF_016786005.1	0.00329408	GCF_020089695.1	1
GCF_002080685.1	0.00164552	GCF_000779055.1	1
GCF_017163055.1	0.00246637	GCF_008373355.1	1
GCF_002535165.1	0.004889	GCF_017595115.1	1
GCF_000776795.1	0.00260529	GCF_008388575.1	1
GCF_004766845.1	0.000680979	GCF_009627495.1	1
GCF_907175365.1	0.00627541	GCF_000408365.1	1
GCF_002289475.1	0.0136199	GCF_002196475.1	1
GCF_013359015.1	0.00137373	GCF_921293405.1	1
GCF_002834415.1	0.00028831	GCF_001571915.1	1
GCF_020733985.1	0.00588862	GCF_900480895.1	1
GCF_013073585.1	0.00751546	GCF_009899475.1	1
GCF_900481145.1	0.000300437	GCF_900480975.1	1
GCF_002972045.1	0.00198626	GCF_002973095.1	1
GCF_002326825.1	0.0109702	GCF_002849195.1	1
GCF_013421875.1	0.00152214	GCF_004797745.1	1
GCF_900449435.1	0.0107577	GCF_013183745.1	1
GCF_000459475.1	0.00154832	GCF_008041205.1	1
GCF_013030595.1	0.00435665	GCF_003302995.1,GCF_000457285.1	2
GCF_002486725.1	1.66754e-05	GCF_002486525.1	1
GCF_006236395.1	0.000636323	GCF_006237175.1	1
GCF_008632595.1	0.00428891	GCF_001561835.1	1
GCF_019957335.1	0.00361058	GCF_015690155.1	1
GCF_002769635.1	0.00134525	GCF_002764815.1	1
GCF_002134725.1	0.012772	GCF_017118895.1	1
GCF_904810115.1	0.0124935	GCF_002459605.1	1
GCF_000357045.2	0.000461375	GCF_000357005.2	1
GCF_002156825.1	0.00027377	GCF_000478705.1	1
GCF_002326945.1	0.00474023	GCF_005398085.1	1
GCF_019052205.1	0.000276192	GCF_019051315.1	1
GCF_005400245.1	0.00548677	GCF_001058555.1	1
GCF_003255185.1	0.00029316	GCF_003113075.1	1
GCF_003388435.1	0.00207254	GCF_003317105.1	1
GCF_020669255.1	0.00824686	GCF_009789835.1	1
GCF_000780075.1	0.0046773	GCF_001900815.1	1
GCF_018682575.1	0.00252735	GCF_003254065.1	1
GCF_013030845.1	0.00142306	GCF_004566835.1	1
GCF_015644135.1	0.00368764	GCF_008373355.1	1
GCF_001749385.1	0.00442466	GCF_004767475.1	1
GCF_006350645.1	0.00535584	GCF_006351505.1	1
GCF_003418805.1	0.000913683	GCF_002209105.2	1
GCF_019879785.1	0.00727893	GCF_019879965.1	1
GCF_002941545.1	0.00838426	GCF_009393475.1	1
GCF_018683535.1	0.0028809	GCF_018683735.1	1
GCF_000493595.2	0.00216742	GCF_002911265.1	1
GCF_005383085.1	0.00171947	GCF_005384385.1	1
GCF_020422295.1	0.0012395	GCF_002166175.1	1
GCF_009432915.1	0.000695891	GCF_003361825.1	1
GCF_000335175.2	0.000997063	GCF_015699425.1	1
GCF_900478525.1	0.00769202	GCF_009395265.1	1
GCF_002487335.1	0.00364314	GCF_004767025.1	1
GCF_020668455.1	0.00712047	GCF_009395265.1	1
GCF_018884065.1	0.00140487	GCF_020418355.1	1
GCF_002520225.1	0.00738773	GCF_013391275.1	1
GCF_000459575.1	0.00653086	GCF_009832985.1	1
GCF_017639005.1	0.00347507	GCF_021109055.1	1
GCF_019148625.1	0.00284125	GCF_016761275.1	1
GCF_002228615.1	0.0138985	GCF_009880525.1	1
GCF_002286545.1	0.00121894	GCF_001677775.2	1
GCF_902505305.1	0.00689233	GCF_017118895.1	1
GCF_006233325.1	0.00209147	GCF_006233045.1	1
GCF_005398765.1	0.00581824	GCF_005393525.1	1
GCF_006237855.1	0.00152737	GCF_003317605.1	1
GCF_002229155.1	0.00401746	GCF_011404355.1	1
GCF_013030915.1	0.00295762	GCF_000460915.1	1
GCF_000471305.1	0.000310145	GCF_000471085.2	1
GCF_002547145.1	0.00402654	GCF_014170995.1	1
GCF_002181625.1	0.00107069	GCF_004568995.1	1
GCF_002155505.1	0.000908643	GCF_018444005.1	1
GCF_000460835.1	0.00693489	GCF_003983415.1	1
GCF_002467635.1	0.00725002	GCF_002485085.1	1
GCF_000462245.2	0.000703353	GCF_002806795.1	1
GCF_005397765.1	0.00373523	GCF_005396585.1	1
GCF_017776145.1	0.000614041	GCF_017775795.1	1
GCF_002225785.1	0.00398118	GCF_008373355.1	1
GCF_008389115.1	0.00195939	GCF_000807565.1	1
GCF_004172445.1	0.00447117	GCF_003982645.1	1
GCF_020732085.1	0.0040326	GCF_009899125.1	1
GCF_013391265.1	0.00150907	GCF_001052125.1	1
GCF_009882665.1	0.000174767	GCF_009880335.1	1
GCF_002485115.1	0.00315237	GCF_002207405.1	1
GCF_006233045.1	0.00178842	GCF_009910875.1	1
GCF_001283925.1	0.00486042	GCF_002511275.1	1
GCF_003731595.1	0.00187903	GCF_004380655.1	1
GCF_000779585.1	0.00167717	GCF_001052125.1	1
GCF_019587745.1	0.00248298	GCF_000460915.1	1
GCF_002209105.2	0.000913683	GCF_003418805.1	1
GCF_009393475.1	0.00838426	GCF_002941545.1	1
GCF_015160055.1	0.00168774	GCF_002462135.1	1
GCF_000781435.1	0.00169038	GCF_002231155.1	1
GCF_001265795.1	0.00502939	GCF_017118895.1	1
GCF_002195625.1	0.000378266	GCF_003361825.1	1
GCF_011033255.1	0.000397782	GCF_002465545.1	1
GCF_900449835.1	0.00775124	GCF_000356465.2	1
GCF_000807565.1	0.00162183	GCF_002226425.1	1
GCF_900481955.1	0.0026948	GCF_013183145.1	1
GCF_004797355.1	0.00209147	GCF_004797745.1	1
GCF_003980385.1	0.00168245	GCF_003981055.1	1
GCF_003303915.1	0.00558889	GCF_000780075.1	1
GCF_008388575.1	0.00260529	GCF_000776795.1	1
GCF_013370345.1	0.00022057	GCF_013370805.1	1
GCF_003357915.1	0.00280734	GCF_005399985.1	1
GCF_006237175.1	0.000636323	GCF_006236395.1	1
GCF_000782655.1	0.00127295	GCF_000459315.1	1
GCF_008634885.1	0.00164816	GCF_002458655.1	1
GCF_004000105.1	0.0105603	GCF_002324625.1	1
GCF_002196475.1	0.00464905	GCF_002916665.1	1
GCF_013608265.1	0.00388479	GCF_013608825.1	1
GCF_009880335.1	1.42921e-05	GCF_009880525.1	1
GCF_002837515.1	0.0069918	GCF_000019385.1	1
GCF_002796445.1	0.0021484	GCF_002442365.1	1
GCF_002307525.1	0.00395703	GCF_000599645.1	1
GCF_900479345.1	0.00486676	GCF_001650605.1	1
GCF_003303195.1	0.00429198	GCF_000332755.1	1
GCF_000019385.1	0.00468358	GCF_900480975.1	1
GCF_006542965.1	0.000858333	GCF_004569685.1	1
GCF_001891875.1	0.0104708	GCF_018863115.1	1
GCF_900480895.1	0.00588862	GCF_020733985.1	1
GCF_003288945.1	0.00187636	GCF_004120975.1	1
GCF_008385475.1	0.00173535	GCF_001463405.1	1
GCF_002226425.1	0.00162183	GCF_000807565.1	1
GCF_000941195.1	0.0123953	GCF_907175735.1	1
GCF_002786655.1	0.00377399	GCF_001860505.1	1
GCF_900236125.1	4.05279e-05	GCF_900236155.1	1
GCF_002327045.1	0.000136297	GCF_002326895.1	1
GCF_002230935.1	0.00839192	GCF_003018655.1	1
GCF_001286545.1	0.00446186	GCF_000447005.2	1
GCF_016587155.1	0.00451781	GCF_001942085.1	1
GCF_014863255.1	0.00115999	GCF_014862785.1	1
GCF_004523115.1	0.00309773	GCF_005395245.1	1
GCF_009909875.1	0.00281299	GCF_011077775.1	1
GCF_002458155.1	0.0006388	GCF_002770195.1	1
GCF_000692515.1	0.00249129	GCF_006542825.1	1
GCF_002465185.1	0.00651696	GCF_000458115.1	1
GCF_004114225.1	0.000441781	GCF_004150105.1	1
GCF_002223485.1	0.0022601	GCF_902705595.1	1
GCF_002973135.1	0.00664941	GCF_002511355.1	1
GCF_003307135.1	0.00162709	GCF_001753505.1	1
GCF_020216345.1	0.000718286	GCF_020216385.1	1
GCF_905330295.1	0.00443395	GCF_009822935.1	1
GCF_003731415.1	0.00141786	GCF_004568995.1	1
GCF_013693985.1	0.000708329	GCF_900096855.1	1
GCF_001284665.1	0.00624457	GCF_003982245.1,GCF_003983885.1	2
GCF_005386325.1	0.00334061	GCF_916160245.1	1
GCF_002475235.1	0.00446497	GCF_005391445.1	1
GCF_020085275.1	0.00059426	GCF_900536365.1	1
GCF_017312855.1	0.00522262	GCF_003322845.1	1
GCF_000261145.1	0.00727893	GCF_907177095.1	1
GCF_000187285.1	0.00171947	GCF_003307135.1	1
GCF_015208575.1	0.00681806	GCF_003830315.1	1
GCF_002911435.1	0.000329578	GCF_004960345.1	1
GCF_003569985.1	0.00282994	GCF_003020885.1	1
GCF_008033315.1	0.00126265	GCF_003172455.1	1
GCF_004567885.1	0.000800667	GCF_004569685.1	1
GCF_019051315.1	0.000276192	GCF_019052205.1	1
GCF_010179635.1	0.00590541	GCF_015731485.1	1
GCF_002227065.1	0.00555918	GCF_000193995.1	1
GCF_001894075.1	0.00669143	GCF_001402805.1	1
GCF_002462135.1	0.00168774	GCF_015160055.1	1
GCF_017592925.1	0.00970292	GCF_005398765.1	1
GCF_003014845.1	0.00301182	GCF_013183145.1	1
GCF_002244045.1	0.00294623	GCF_015208495.1	1
GCF_005389445.1	0.00293201	GCF_009832985.1	1
GCF_002941565.1	0.0049878	GCF_009822305.1	1
GCF_907175735.1	0.0123953	GCF_000941195.1	1
GCF_001263015.1	0.000735726	GCF_005043025.1	1
GCF_014895175.1	0.00258299	GCF_000780535.1	1
GCF_000332755.1	0.00158241	GCF_001515725.1	1
GCF_000458115.1	0.00195939	GCF_002268255.1	1
GCF_921293405.1	0.00137373	GCF_013359015.1	1
GCF_001520405.1	0.00124464	GCF_003317605.1	1
GCF_020907565.1	0.000705841	GCF_020515715.1	1
GCF_004960325.1	0.00289224	GCF_900481955.1	1
GCF_005391685.1	0.00927756	GCF_002226715.1	1
GCF_900536365.1	0.00059426	GCF_020085275.1	1
GCF_000350625.1	0.000266505	GCF_902668645.1	1
GCF_001544635.1	0	GCF_002966145.1	1
GCF_005393645.1	0.00597612	GCF_014529205.1	1
GCF_910592775.1	0.0144922	GCF_910592755.1	1
GCF_001900635.1	0.0021647	GCF_015644385.1	1
GCF_900480075.1	0.00582159	GCF_014529055.1	1
GCF_902161775.1	0.00216742	GCF_002166175.1	1
GCF_001606815.1	0.00143086	GCF_002764815.1	1
GCF_007954255.1	0.00328247	GCF_002534845.1	1
GCF_002521475.1	0.00512897	GCF_003304555.1	1
GCF_017598525.1	0.00454274	GCF_003014845.1	1
GCF_012329005.1	0.00175391	GCF_012328945.1	1
GCF_907175915.1	0.00547692	GCF_002542995.1	1
GCF_001058555.1	0.004991	GCF_003322245.1	1
GCF_002231155.1	0.00169038	GCF_000781435.1	1
GCF_002486895.1	0.00292348	GCF_900536605.1	1
GCF_001440645.1	0.00695266	GCF_000446365.2	1
GCF_003627195.1	7.14446e-06	GCF_000005845.2	1
GCF_902165125.1	0.00874374	GCF_002537165.1	1
GCF_002458855.1	0.00280734	GCF_000234605.1	1
GCF_001677775.2	0.000838252	GCF_001677715.2	1
GCF_014894765.1	0.00358398	GCF_015690155.1	1
GCF_003886735.1	0.0156702	GCF_002534845.1	1
GCF_003255085.1	0.000648715	GCF_003113075.1	1
