partition_id	k	tip_id	cluster_id	medoid_tip	host_only	row_sha256
host_genetic_medoid_k12	12	GCF_001990875.1	K12C002	GCF_013391275.1	PASS	244a67bdae399388f3cb8e38d2fc9becc938627cd792528494aa280427a34f3c
host_genetic_medoid_k12	12	GCF_015730725.1	K12C006	GCF_002806795.1	PASS	49157be56347d65c20c84c99a830b1768589cfc0c2592988a795c5ed11c6a3a4
host_genetic_medoid_k12	12	GCF_006239105.1	K12C008	GCF_003317605.1	PASS	0873649d5d723c8b71cc1ebeb5a5966247c65ed2e6b47762ea5e50c508234fcd
host_genetic_medoid_k12	12	GCF_013182965.1	K12C010	GCF_000807565.1	PASS	729fbc86f4fd83de9539dd7af723e9c429337b7cac8592684d7caf37cd521d6b
host_genetic_medoid_k12	12	GCF_009790565.1	K12C002	GCF_013391275.1	PASS	5305a224b5b20f439bd6c6e925410aba77c81d3921608e557961ae5b75932baa
host_genetic_medoid_k12	12	GCF_003328205.1	K12C002	GCF_013391275.1	PASS	65d75402a5bd16879f2c6a42e75b3ea770753a2dc683781bc929195a9afa47f5
host_genetic_medoid_k12	12	GCF_014529055.1	K12C002	GCF_013391275.1	PASS	4722ce618e59dcd51db0ac979a370ce6aa39ab86cefffa6fca50025dbb95bf8d
host_genetic_medoid_k12	12	GCF_009361825.1	K12C010	GCF_000807565.1	PASS	e8a995eb722bc8621d18d64bb5b204234ce856d91792a8ec6d3fe2f11e00937e
host_genetic_medoid_k12	12	GCF_018344755.1	K12C002	GCF_013391275.1	PASS	7774043205c66209855572e1d3fa5a151d5813d97c2393e85484ae2c5301b0cb
host_genetic_medoid_k12	12	GCF_015699925.1	K12C006	GCF_002806795.1	PASS	ba483db6ef596a0e7b71ae3307ecf3aecfe5ec2f55e3a784cb424ddf400c0bdd
host_genetic_medoid_k12	12	GCF_004797745.1	K12C006	GCF_002806795.1	PASS	7cbf5fffccc41203d16ba74b6a460e23f347b8393e6d68178200eb39741354df
host_genetic_medoid_k12	12	GCF_000460915.1	K12C010	GCF_000807565.1	PASS	2c5f679b039ad53c11752c9c696f9796ad847a1a49f1dcf6ad4b261928505200
host_genetic_medoid_k12	12	GCF_004664665.1	K12C002	GCF_013391275.1	PASS	d22f42aadd09ed4337fac190f0278bca8b011e5de9b5c954ba5adfd8ce5f4417
host_genetic_medoid_k12	12	GCF_002196745.1	K12C002	GCF_013391275.1	PASS	58ab74d1fd839a6c8ad8aa054164fb93e5e12aa4683cfcede0469700564b0b21
host_genetic_medoid_k12	12	GCF_021168435.1	K12C010	GCF_000807565.1	PASS	f3cea11524f54d2bf8c10794fa94636415e9f0e3b357b7ecac6f57dd304aec52
host_genetic_medoid_k12	12	GCF_015559205.1	K12C002	GCF_013391275.1	PASS	9c3a7dddf9158619597e3db8ea141a12884ae327b7dc8c5a33a0aea8b631cb30
host_genetic_medoid_k12	12	GCF_002515965.1	K12C002	GCF_013391275.1	PASS	79cc87cc36472f4766f2ab5e1cff7079cfba2fa755b1c8b8caf9e28a221a020b
host_genetic_medoid_k12	12	GCF_002458655.1	K12C006	GCF_002806795.1	PASS	131dfb0f39a96701a25b46446208bb68d16a65e45ec43002fbbc365a9404ff5f
host_genetic_medoid_k12	12	GCF_002534995.1	K12C004	GCF_002534845.1	PASS	b1b6c966840683c5d7b01500002a28a6434be27589c3de2adb13c727c75b8ac4
host_genetic_medoid_k12	12	GCF_002249645.1	K12C002	GCF_013391275.1	PASS	1c1105c40b617324e421509dcd8f25392ed7865c761c094bbdf8813ca5c833f8
host_genetic_medoid_k12	12	GCF_009795315.1	K12C002	GCF_013391275.1	PASS	1e6a3801eac8592d9b21fa2011206ffcdbf95d1b8e8d671d5d06f814e622636a
host_genetic_medoid_k12	12	GCF_000326185.1	K12C010	GCF_000807565.1	PASS	13e7c4813fbfc0fe27a29a9a0279e339031a3d0b81de438cc5da355ff05362ee
host_genetic_medoid_k12	12	GCF_003721935.1	K12C002	GCF_013391275.1	PASS	8b3a4203e2d176317eae4a7a24bad35f5bf653e7b706e98eacb1ffdf33e4da05
host_genetic_medoid_k12	12	GCF_002193195.1	K12C006	GCF_002806795.1	PASS	6c67c85e1d3dfef97f8f9cdbe68321cd61d74b6d789cf9028db682763777caf4
host_genetic_medoid_k12	12	GCF_019879965.1	K12C002	GCF_013391275.1	PASS	4a4422c2a49e06275faec9acfd38c68e6ca54d991209c6640c22ee185513244e
host_genetic_medoid_k12	12	GCF_005391445.1	K12C002	GCF_013391275.1	PASS	11ce84a5c321ec60d912a382522ce2176b76622a2be24a09d19f301bf47af00f
host_genetic_medoid_k12	12	GCF_013374315.1	K12C002	GCF_013391275.1	PASS	8c963899f820d2094a97a5c45a1be5198992dda4d6155cdafdd5c281ab669042
host_genetic_medoid_k12	12	GCF_015265665.1	K12C007	GCF_001520375.1	PASS	535da55ee2b37c28932de8eb0788b68916c12f5e8cdbceaa3914cdb031d497c4
host_genetic_medoid_k12	12	GCF_000193995.1	K12C002	GCF_013391275.1	PASS	40abc3d55c96e3631d20e76a9fb98adfe1589182da11fadc148c6b1f3e00d5f3
host_genetic_medoid_k12	12	GCF_000704585.1	K12C002	GCF_013391275.1	PASS	0ad71bd69da3e99f4e42228b3a575691847fe49d663321ed015d4896b002daed
host_genetic_medoid_k12	12	GCF_003983885.1	K12C002	GCF_013391275.1	PASS	6bfcbc27a6fa6b7ea5eceea9e9e1ac531da4df96b10c42c3d4d24b91ad9f7f97
host_genetic_medoid_k12	12	GCF_019731455.1	K12C002	GCF_013391275.1	PASS	a27e0effccf055bbc2ff044d903e9ce118c6ff6df4372a70b383b23e5bc61106
host_genetic_medoid_k12	12	GCF_008634965.1	K12C006	GCF_002806795.1	PASS	b45a9c7dbfb951d651892b4002071d9395053d0043fd4c172b84ff077997244f
host_genetic_medoid_k12	12	GCF_013166855.1	K12C002	GCF_013391275.1	PASS	07d10751443b95f54e3eee9c4d1c380b33a61acb554f937eb2bfcd0472292ac1
host_genetic_medoid_k12	12	GCF_000704645.1	K12C002	GCF_013391275.1	PASS	c76c24478ab0b9974b0257bb09c6ddaabc9ffd2537af251f8c0ad29f5fae0e17
host_genetic_medoid_k12	12	GCF_002154285.1	K12C011	GCF_900481955.1	PASS	2970ee1fc2b046b8505ff9401a2df56246f020493f6db381fbb58e903b11e08b
host_genetic_medoid_k12	12	GCF_002462235.1	K12C002	GCF_013391275.1	PASS	ea1a7b5d01b183465734e1a969a4f687d5ded815d577d87e407745ede7c7abb0
host_genetic_medoid_k12	12	GCF_019431315.1	K12C003	GCF_015163255.1	PASS	37fbef430acbd4997a6c951e5a0c5d4d35deecb6be06fa97914d1e7d4b3b20a4
host_genetic_medoid_k12	12	GCF_000779675.1	K12C007	GCF_001520375.1	PASS	7d63b2a23d78826c4b3ccc6b2885b3219c8c6214845cb22af4e27ef7246dce18
host_genetic_medoid_k12	12	GCF_900482245.1	K12C002	GCF_013391275.1	PASS	fc02025dd7ed957a333e47480d8ef70dc2f683c8add8cc4b669a63acc2a51f4a
host_genetic_medoid_k12	12	GCF_016785525.1	K12C002	GCF_013391275.1	PASS	3a0787a1fdac2301bf86eb0a8a3352694832b2555e8a1ee882b3725e15aaf7c8
host_genetic_medoid_k12	12	GCF_017151225.1	K12C002	GCF_013391275.1	PASS	05cf1d4f5434cad62e6227bf3195cc8a92b72c4e63e62785213b84822c90521f
host_genetic_medoid_k12	12	GCF_002459195.1	K12C002	GCF_013391275.1	PASS	e709c74bfc10b081dd2164404908592407401c89820834244575ecb8cfac4dfc
host_genetic_medoid_k12	12	GCF_002517745.1	K12C002	GCF_013391275.1	PASS	aa81301308d5870ddff570214a099f8269c1d63da713c463855ab2570c6266d2
host_genetic_medoid_k12	12	GCF_002456505.1	K12C006	GCF_002806795.1	PASS	102b676b778d6d450f03126bb35656ae50aa407ca90a338376481d9487fcd8df
host_genetic_medoid_k12	12	GCF_001621765.1	K12C008	GCF_003317605.1	PASS	498ed114817f8643508ce57b8502dcb73dfbe03b3dad6565ac397c71dc021897
host_genetic_medoid_k12	12	GCF_002474835.1	K12C002	GCF_013391275.1	PASS	5890b07ddb81b2ff70d48d8b629b6633f511dcaa1532a589eacd00b93fca7623
host_genetic_medoid_k12	12	GCF_004170585.1	K12C002	GCF_013391275.1	PASS	d2c321facd2e898d6893000a4c4c8c04313746b6ffab72d181e839e2debdcdcd
host_genetic_medoid_k12	12	GCF_015731555.1	K12C002	GCF_013391275.1	PASS	afb345e1369a83cc9fadc210927c600b65283df88af63b45f14ec061424f347d
host_genetic_medoid_k12	12	GCF_008373355.1	K12C002	GCF_013391275.1	PASS	8f9bf21e37b79697e7afaaa5f8e38aaad8a6b90e8bbb3c781daccf2ff9eecdb0
host_genetic_medoid_k12	12	GCF_015229815.1	K12C002	GCF_013391275.1	PASS	d6a56186cfe472dded7c7052ea8d5e85dbd15d1996177c127adf6a6730d07947
host_genetic_medoid_k12	12	GCF_002465405.1	K12C002	GCF_013391275.1	PASS	633efc048b7200400d21e7252d07b11ad0cd371e8d130cb9ae4098d7dc6396f3
host_genetic_medoid_k12	12	GCF_005387775.1	K12C008	GCF_003317605.1	PASS	6213e8f6c7eeff81f94367fb503ff22efe3139785c9825f2cbe384e387f26c64
host_genetic_medoid_k12	12	GCF_001881435.1	K12C010	GCF_000807565.1	PASS	8a340690cd37499123a43a741b22a61f608c4de1edfe99bb837a76f50d84bf64
host_genetic_medoid_k12	12	GCF_000782555.1	K12C002	GCF_013391275.1	PASS	5c727129af183ee659ecbc6f29ffae236eb23246505c54ac0b0687a48bc564c5
host_genetic_medoid_k12	12	GCF_018683735.1	K12C006	GCF_002806795.1	PASS	6d11f8c1b122c941ecafc8ae6f588260c7f3afaf6a96c34088b6a3f83832a4bf
host_genetic_medoid_k12	12	GCF_004150105.1	K12C010	GCF_000807565.1	PASS	75b8ee3958937a2e8beb28472e668974f696adb5ba90f2ce607e3f37d251675a
host_genetic_medoid_k12	12	GCF_005044435.1	K12C002	GCF_013391275.1	PASS	d636a4321b0af7231f536300ba8d724537f41a88f1f5ab3755fb5f4b8b32ca8b
host_genetic_medoid_k12	12	GCF_900016365.1	K12C010	GCF_000807565.1	PASS	3dc775e012897d8a94b58fd075e844aa2c741e0c971244ac7c00321947ec5526
host_genetic_medoid_k12	12	GCF_002193385.1	K12C009	GCF_009910875.1	PASS	74ec1f6be3295e470270a92e1a8442563e0ff2ba9608b2cec9a85a7ce822d047
host_genetic_medoid_k12	12	GCF_016587315.1	K12C002	GCF_013391275.1	PASS	1c31ffc51dedd6c15ab192b0c63d0f45d18059ad82138eddd917dbb649af4888
host_genetic_medoid_k12	12	GCF_019841645.1	K12C002	GCF_013391275.1	PASS	072c0b3e7be93dffd996375aeb656e0ee2d459ed8b794664a6f98230e7d32a2e
host_genetic_medoid_k12	12	GCF_000234605.1	K12C002	GCF_013391275.1	PASS	a62075f219729429d12aae6fe08846b258ad60157f85ce92a03b80f37ac50a60
host_genetic_medoid_k12	12	GCF_002924105.1	K12C002	GCF_013391275.1	PASS	55c5b8754b6b692c6db31c1b4e8a23b8ec9b2746d5cbee1fa2bacae176c61026
host_genetic_medoid_k12	12	GCF_002543285.1	K12C002	GCF_013391275.1	PASS	b5dc684cf8ac4c5db8ece185bc48687ab326b2081cf0303193a06e4f8730845f
host_genetic_medoid_k12	12	GCF_011077125.1	K12C002	GCF_013391275.1	PASS	f45e4fd7444815e5b5a24de8b45474f9f856978e48deaf6bad007293d0c3ad53
host_genetic_medoid_k12	12	GCF_003317605.1	K12C008	GCF_003317605.1	PASS	6b9974fb76a47a92ed5f1cd3c23ab51f773bec700d6e32d18e4e5e719137ab7a
host_genetic_medoid_k12	12	GCF_019915505.1	K12C010	GCF_000807565.1	PASS	4fe19841dbc3c4d3d061e52552d0241abea6d401487d9ac0890c0153b7b62dba
host_genetic_medoid_k12	12	GCF_000235265.1	K12C002	GCF_013391275.1	PASS	47bf3274003a58e7620f341b38812f0ebfaee91df4a472e36b02078f81b9088a
host_genetic_medoid_k12	12	GCF_008124385.1	K12C002	GCF_013391275.1	PASS	6311bf5a3f21e188281995bb285b92192367b5cd77787ccf6854edccea1e08eb
host_genetic_medoid_k12	12	GCF_000356465.2	K12C002	GCF_013391275.1	PASS	c87a116e60e45bf9c3990158439529c371b649949034910edf130d2adafb26fb
host_genetic_medoid_k12	12	GCF_013422075.1	K12C006	GCF_002806795.1	PASS	0470bbb2c04efa1af1c7e0f968d4cadf545a3ad79387e06be6084e05005beefd
host_genetic_medoid_k12	12	GCF_000407845.1	K12C003	GCF_015163255.1	PASS	0c7969336b44d97b02da64a86c6718b2a8a73f4427cfdcf4b01245c4b6e56336
host_genetic_medoid_k12	12	GCF_003686735.1	K12C002	GCF_013391275.1	PASS	64bde9c38e16554e8cff33388eb9a21f8d170db9003f7b5facccbc6eabb55dff
host_genetic_medoid_k12	12	GCF_002226635.1	K12C006	GCF_002806795.1	PASS	9ad7c44e500d01f4b5af76bc261abdb2df3d79917dab70fd25fbb03597963c4c
host_genetic_medoid_k12	12	GCF_002966145.1	K12C002	GCF_013391275.1	PASS	20dcf82a922748621aa6b5b036e9264836a8ffb9a79a51315f92bb9d6d288e8e
host_genetic_medoid_k12	12	GCF_005391725.1	K12C010	GCF_000807565.1	PASS	caf6344eae9dc168e1367c644de5c756af42dcbedf13bb0e0c5ea5b7e198b4b6
host_genetic_medoid_k12	12	GCF_016123895.1	K12C009	GCF_009910875.1	PASS	ae8b889e53020c1bdddb68ec9fd21dc302345942ccc4bd2994a86f7582a6416d
host_genetic_medoid_k12	12	GCF_003292385.1	K12C009	GCF_009910875.1	PASS	3d68624b02e2d44ea7704d61e6db1ed220a85dd743f640716a5745bc4b0d8016
host_genetic_medoid_k12	12	GCF_000460515.1	K12C010	GCF_000807565.1	PASS	01cc19d368a203ca8b60c48da42f69664e925f995096c80dfc3faa1b9e212b4c
host_genetic_medoid_k12	12	GCF_001677715.2	K12C006	GCF_002806795.1	PASS	ac4dc144ef7aa2ffa9d9528e0c286ecf67fcdfe38658d00365d32da5e774b569
host_genetic_medoid_k12	12	GCF_020406195.1	K12C008	GCF_003317605.1	PASS	4d3edd8faa8e051f540534810d3e8d3400747b25ae9a3138ace66d13f0094f11
host_genetic_medoid_k12	12	GCF_002166175.1	K12C010	GCF_000807565.1	PASS	3c9f7507bc623fb681621653850a76a1bdbabcbda233cd1d9447c288026afd99
host_genetic_medoid_k12	12	GCF_009910875.1	K12C009	GCF_009910875.1	PASS	88b559c50c98517d29b0300c18b3bd1e7d5f530ef04acfa92746d746013e2eaa
host_genetic_medoid_k12	12	GCF_020089635.1	K12C002	GCF_013391275.1	PASS	6f0fe82d22b9913f7f6969af7593975658c05b0d338d8ab6933d6fdbffbd8c3d
host_genetic_medoid_k12	12	GCF_000478705.1	K12C002	GCF_013391275.1	PASS	6033857a941ca35d31f6f9100b4cf3585202bb8ef0325f73342afd069535053f
host_genetic_medoid_k12	12	GCF_002459605.1	K12C010	GCF_000807565.1	PASS	61c67917ba3db7c8e1d5ea34e8b347e9289a931f07f331060374b94b79871fc3
host_genetic_medoid_k12	12	GCF_907177255.1	K12C007	GCF_001520375.1	PASS	ed35bdac4ede79a9d176a2343e3274f6db670a6e6a14b7df7385ae072728ed56
host_genetic_medoid_k12	12	GCF_003254065.1	K12C002	GCF_013391275.1	PASS	2adae83b24377031302c3f40b824248214ee920c261cd20f6c3d9f935ef905f6
host_genetic_medoid_k12	12	GCF_000714105.1	K12C002	GCF_013391275.1	PASS	2508e7fa23cb957f74408076946a01f1d3c618e9c57b28017ba04c0c1265877b
host_genetic_medoid_k12	12	GCF_003361825.1	K12C006	GCF_002806795.1	PASS	f149983d720d59154e91bd33d5b7b1e030c696d34f5adcd0b11bf6ecda804e9b
host_genetic_medoid_k12	12	GCF_002225535.1	K12C002	GCF_013391275.1	PASS	fa72b142414272ca113f7e2258e9825d57c6b5c2dabf6ad55d7fc6d0941db362
host_genetic_medoid_k12	12	GCF_004005115.1	K12C012	GCF_900479345.1	PASS	6d6553f05f7c2778cb4f7ce51d19ba4a78fdeb20b7be9f07cc9ef8ca030b0e6e
host_genetic_medoid_k12	12	GCF_020168175.1	K12C003	GCF_015163255.1	PASS	cdbf26d35fa73dcf8e35edd9891ad0534cb41f825f997514f6c0762664ad2f55
host_genetic_medoid_k12	12	GCF_900478865.1	K12C002	GCF_013391275.1	PASS	6bf12936558fe00ea10924ed2cca93350341cf349770b3e90433e540f33a7675
host_genetic_medoid_k12	12	GCF_006230745.1	K12C003	GCF_015163255.1	PASS	25f5a82f253a78001b344a871b1e0e8174cee9263cf81404f5fe7e048e8d6bb3
host_genetic_medoid_k12	12	GCF_002270225.1	K12C002	GCF_013391275.1	PASS	61fd58c59e566c7982fde56fc25a4770451f6e6997cc0c2009fc922902531471
host_genetic_medoid_k12	12	GCF_019890835.1	K12C004	GCF_002534845.1	PASS	d7af1112ec40a41a8b51b9a847470c74b1f357c14ce4dadb7cb0b460fb67d2e1
host_genetic_medoid_k12	12	GCF_003357405.1	K12C002	GCF_013391275.1	PASS	135c8f8ca5991e9b9a5384fff89831c18af891dfe502d9446a91baec74defbc5
host_genetic_medoid_k12	12	GCF_907177115.1	K12C007	GCF_001520375.1	PASS	5861485e6bca22fc622df722fdeceabba880a5587c08321ffb03d392b7198489
host_genetic_medoid_k12	12	GCF_902859095.1	K12C010	GCF_000807565.1	PASS	97519015005be9d9576b4c66443c6ddb1ad7fc50ae884a7771aae45a3a75492a
host_genetic_medoid_k12	12	GCF_016786005.1	K12C003	GCF_015163255.1	PASS	454acae866700e4f1bb74488334f88d94fe3a73988594e0abfd37a9b0c69af4e
host_genetic_medoid_k12	12	GCF_002080685.1	K12C010	GCF_000807565.1	PASS	148899e93b317909024e6387150e2fee5306dfa7d499593178897f2d14725dcd
host_genetic_medoid_k12	12	GCF_017163055.1	K12C002	GCF_013391275.1	PASS	01b04c9a67972b60f60d3cb52e6eb443a9091c9783662b83de6d7a9426c2f71f
host_genetic_medoid_k12	12	GCF_002535165.1	K12C011	GCF_900481955.1	PASS	51e900fce7b567dc034b3e94e88ba4c5a7839c9bec78c6ca15ef18f8c48c0e01
host_genetic_medoid_k12	12	GCF_000776795.1	K12C010	GCF_000807565.1	PASS	609913706eda8c4f0d74fd6fee1d2c296e83afc1cb27da07d5b97955b3a80f33
host_genetic_medoid_k12	12	GCF_004766845.1	K12C006	GCF_002806795.1	PASS	01efb99e4fc423eb42c80cb2ad4ce4e2bc7c137b84710b9d907fbffb1a4d6150
host_genetic_medoid_k12	12	GCF_907175365.1	K12C002	GCF_013391275.1	PASS	f66461b72689e6d14aabbb15231831c5472c286c8ab66ea4f6074a1f569d8296
host_genetic_medoid_k12	12	GCF_002289475.1	K12C006	GCF_002806795.1	PASS	c0f54c8027ccf8f15e48398a41e600eeb7eac2a68c15208f7a22ee76f59aee67
host_genetic_medoid_k12	12	GCF_013359015.1	K12C002	GCF_013391275.1	PASS	a1a05873a49ee3c5ca673882b2c38fd85006fb600bea7a79eb800479fce58471
host_genetic_medoid_k12	12	GCF_002834415.1	K12C002	GCF_013391275.1	PASS	7f2368c8ba8de59a8d172e12f6ed2cd7270c119d424aba6a0c721638cfe39840
host_genetic_medoid_k12	12	GCF_020733985.1	K12C002	GCF_013391275.1	PASS	7e42e4ae72f27d62e613ab66702f32676912139751c646c489a175f6114439da
host_genetic_medoid_k12	12	GCF_013073585.1	K12C001	GCF_009899475.1	PASS	938028f8806aac0b46a3aa6d58e351c2bfd493ba3fed05b2c4de55abe0bbab22
host_genetic_medoid_k12	12	GCF_900481145.1	K12C002	GCF_013391275.1	PASS	399bb9ba4ac0a67353f8a62b2e7d2f4e8e3f68ca5f585f2fe13a3c3f64c51045
host_genetic_medoid_k12	12	GCF_002972045.1	K12C010	GCF_000807565.1	PASS	c83b3643a9335d1560859bdcc1baadebbed258b9d8b97222e3527dea5040ab86
host_genetic_medoid_k12	12	GCF_002326825.1	K12C002	GCF_013391275.1	PASS	4f4daf453658fe0c1c2226310caf2c316f610cc996b876fff690fb2f549c2977
host_genetic_medoid_k12	12	GCF_013421875.1	K12C006	GCF_002806795.1	PASS	34e9596db8e6ca232f5618f425e1971b671ccad5ef23f607cc1feb639e685eb3
host_genetic_medoid_k12	12	GCF_900449435.1	K12C002	GCF_013391275.1	PASS	6917b2b6ccc5a18384eb6afa93f956055605bf6d18bb1fca14b4f667747b8458
host_genetic_medoid_k12	12	GCF_000459475.1	K12C007	GCF_001520375.1	PASS	cabbec7bc553653fd93d3a489d4e383137030b726e9eb4dddf87b23ebe070d75
host_genetic_medoid_k12	12	GCF_013030595.1	K12C008	GCF_003317605.1	PASS	34415bf80642edba8e96ac0db5de77c539760a5661c64df7958a12b4b1ca1d80
host_genetic_medoid_k12	12	GCF_002486725.1	K12C006	GCF_002806795.1	PASS	28fa18bdef91267479781a2e3c7ac1ca58b9676c83926779ebbee22fe14e3994
host_genetic_medoid_k12	12	GCF_006236395.1	K12C008	GCF_003317605.1	PASS	ff4ecb854aff39fb3c6331bf8bf7e57899a538758096d56bc91049c98bc79d40
host_genetic_medoid_k12	12	GCF_008632595.1	K12C010	GCF_000807565.1	PASS	f97144a91a9a76f282d0a3a565acea1a5ad6184df35a40ce37751228a1d181b4
host_genetic_medoid_k12	12	GCF_019957335.1	K12C002	GCF_013391275.1	PASS	5848ce5b043874423bca55b4b54627e55f7e68c06a4596b61dec5e0690648944
host_genetic_medoid_k12	12	GCF_002769635.1	K12C002	GCF_013391275.1	PASS	a1177317dcd77701fd23fcd86568be6d56a66299e2a5cc53d15e8b97cd5a8b6e
host_genetic_medoid_k12	12	GCF_002134725.1	K12C010	GCF_000807565.1	PASS	ccc384d2fdb38367b71be30a8e712f266ce72c8d7c94f7c7bb8765927b72ae7c
host_genetic_medoid_k12	12	GCF_904810115.1	K12C010	GCF_000807565.1	PASS	dcbb7fac2b36598d5740859edc79965c51a28715fe5a10ce5d78002803f17547
host_genetic_medoid_k12	12	GCF_000357045.2	K12C002	GCF_013391275.1	PASS	b5525364ea17e5b1a2b6fe73b740d12965bc67f2cac0ba6524ea49b851d478b6
host_genetic_medoid_k12	12	GCF_002156825.1	K12C002	GCF_013391275.1	PASS	d6494c436179046e47c948490d31844bf44b287d599dbc215c24b918a128dbd4
host_genetic_medoid_k12	12	GCF_002326945.1	K12C002	GCF_013391275.1	PASS	840d1b2bad543be2a7aaa55788e4fd35141b843313dbc5794fb700f47884a462
host_genetic_medoid_k12	12	GCF_019052205.1	K12C002	GCF_013391275.1	PASS	ffb63a5b6ec00ba1aef71314f7621a8e5cf15921784388574f659af75422876f
host_genetic_medoid_k12	12	GCF_005400245.1	K12C004	GCF_002534845.1	PASS	7eb2cbe70146a4f638d1c58e46340f658afebca11efe0e85fdba4bed159a5367
host_genetic_medoid_k12	12	GCF_003255185.1	K12C002	GCF_013391275.1	PASS	8caa83207605b6f0ab405dadc0e7ee45bd8c4cdaf3018ea897d1d99c150ec013
host_genetic_medoid_k12	12	GCF_003388435.1	K12C002	GCF_013391275.1	PASS	e0455482881d503bd7027a60c72d73e1a02b4b612c2046dcb71784ddb09014df
host_genetic_medoid_k12	12	GCF_020669255.1	K12C002	GCF_013391275.1	PASS	4f9b470388b838143f6d09231d450fee54a2ef71cd8577ac3db9e234b5230296
host_genetic_medoid_k12	12	GCF_000780075.1	K12C002	GCF_013391275.1	PASS	cfc0b8462cf93e6f244747cef0de25a9a5f587b0448edeecae877f6846a5d59d
host_genetic_medoid_k12	12	GCF_018682575.1	K12C002	GCF_013391275.1	PASS	ebc59bcb9e1c5b08743d49bd91a9e52f0b523c456fbcee496bdb72026630403e
host_genetic_medoid_k12	12	GCF_013030845.1	K12C008	GCF_003317605.1	PASS	4f3c321c857988a19fc20cec4cd9e9c9463d2e63361d87d732913792b203a678
host_genetic_medoid_k12	12	GCF_015644135.1	K12C002	GCF_013391275.1	PASS	c93899c969ff22431c362dcc233f97205a0b99450fe16082bed422b84cf0d9a0
host_genetic_medoid_k12	12	GCF_001749385.1	K12C002	GCF_013391275.1	PASS	368f2b748792f9f682b1c92fece7c88033fc48b2bcf94b0adf8e45d397381af7
host_genetic_medoid_k12	12	GCF_006350645.1	K12C002	GCF_013391275.1	PASS	abd67c7ecafea095816c0032833ba2430d411c733e9faa02bb34be23e3a8ac51
host_genetic_medoid_k12	12	GCF_003418805.1	K12C002	GCF_013391275.1	PASS	19c8ca92b2040e07ea079c2f4ff541463fcfdaefd716a4bee37d015e10206e39
host_genetic_medoid_k12	12	GCF_019879785.1	K12C002	GCF_013391275.1	PASS	f4713a66226a0e9bce713bb7e0df84cbf769ee81dd5fcdbbd330337986168bc9
host_genetic_medoid_k12	12	GCF_002941545.1	K12C002	GCF_013391275.1	PASS	bc4cd06338e29f7ae05acf7c80e56156b3e0ad9c7657fbb758d3f9c23bdb5897
host_genetic_medoid_k12	12	GCF_018683535.1	K12C006	GCF_002806795.1	PASS	a23a87cd8b716caba6e9b4d85322f2dfd7738d5c34248033f9dab17cb9d63387
host_genetic_medoid_k12	12	GCF_000493595.2	K12C010	GCF_000807565.1	PASS	8ac1c58afe64b5a8d858de629580bb60403b20bc746ec526b19a94725ad66592
host_genetic_medoid_k12	12	GCF_005383085.1	K12C008	GCF_003317605.1	PASS	cce1f51eea4d5b711fb83706a8ab77a3a218bde2842b4c0097fd1d018f8044da
host_genetic_medoid_k12	12	GCF_020422295.1	K12C010	GCF_000807565.1	PASS	c29a5f39fa77d885473d1f22b62e13a120e99bd87501f1be9f47dfe1563d72b7
host_genetic_medoid_k12	12	GCF_009432915.1	K12C006	GCF_002806795.1	PASS	dbdf03d4c3d0e7ddba629faafb123d656eb35651dacdda844661052ba902e937
host_genetic_medoid_k12	12	GCF_000335175.2	K12C006	GCF_002806795.1	PASS	a10669146084ac459cc76870dd948017e78e0ae60dcdbb9d46174417dffb86e0
host_genetic_medoid_k12	12	GCF_900478525.1	K12C002	GCF_013391275.1	PASS	3bf96c91e614fb7d9c0106538dac6dbe83b5318f5c97c035729e4005168dbd1b
host_genetic_medoid_k12	12	GCF_002487335.1	K12C002	GCF_013391275.1	PASS	e35b740bb46bf70f90b7e71409755adb668003d26e7ddbc844ad1a7a7db4bae4
host_genetic_medoid_k12	12	GCF_020668455.1	K12C002	GCF_013391275.1	PASS	a44ea7e07f3527438772891ca0cb076bd802d18bb4b4073e982fc336079c97e6
host_genetic_medoid_k12	12	GCF_018884065.1	K12C002	GCF_013391275.1	PASS	78d68ce98440727637bdd93328d6ed981db7314e409e8f28d199bcd660ac1ab6
host_genetic_medoid_k12	12	GCF_002520225.1	K12C002	GCF_013391275.1	PASS	028aef6d91fbfc3f8aeef8691bb8b9dfe6c293027450dfffac876fe5cec0055b
host_genetic_medoid_k12	12	GCF_000459575.1	K12C002	GCF_013391275.1	PASS	f63d9d3c99b031c2b808f1307e3ba84678bbdf3aec4567a1511c29b443fe8d3a
host_genetic_medoid_k12	12	GCF_017639005.1	K12C009	GCF_009910875.1	PASS	fcb1f073ef9e4ced1faafe56ee57a8094fec714e869c14d8e458015d121d1f22
host_genetic_medoid_k12	12	GCF_019148625.1	K12C002	GCF_013391275.1	PASS	e9c07fa996c4909b99252d9b10b6ce6cd950426c6296b6055ea0252435c6e739
host_genetic_medoid_k12	12	GCF_002228615.1	K12C006	GCF_002806795.1	PASS	5c099689b2f6f870f7339392483a640258b6089f19117342c6e615453a3bbec7
host_genetic_medoid_k12	12	GCF_002286545.1	K12C006	GCF_002806795.1	PASS	85fe50a5d810575dfe9e8075f7be741f91995eccee91466176b2efd57a8fb966
host_genetic_medoid_k12	12	GCF_902505305.1	K12C010	GCF_000807565.1	PASS	611afb57e32f57e4f0c170f80fdbc97011533fb433421ba831172aedf720ee1a
