cohort_order	rung_n	assembly_id	exact_assembly_accession_version	input_line_number	input_occurrence_id	resolution_status	assembly_status	selection_stratum	stage_b_order	random_key	inclusion_probability	inference_weight	engineering_control_membership	collection_row_sha256	row_sha256
126	500	asm-v1-16bf0309255fcc117fbef284	GCF_003293975.1	10419	occ-v1-1e095e861fa4726b2ae9b120	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0127da10b9e9fce35d9a735b75b28aa8bfc8dca9e83d9733479e0c874f1a27bd	490/25353	25353/490	.	3e40919b39ca046cf01e329dff5dc23320d97ab9122f0b8fd2e0fb08f4c46e81	5c56114fee384b6ddd63c5a4d9852cbfddcca37c707911212fdc1c49508b7114
127	500	asm-v1-d8699cbe6ec8c87f76f740d8	GCF_002116465.1	5259	occ-v1-1cfaf14bddfb2f6e4779f87a	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	013037880f8928f89895c4dc2089a93d6cf70198dcbc2bdf2d4cd6394214b77f	490/25353	25353/490	.	4022584f74821ebc170b3ccee9988ab0ad19f4c9dc5afda801f7cf3a75158822	34feed6136e33f34d3246abdbaa3fcb68c2ac6c852bbee94499cc1dc16053d7b
128	500	asm-v1-986bef7dd17a4c1212022400	GCF_002228865.1	6074	occ-v1-fbfe41254f3c9f9df0ddf348	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0130a23ba07bde0103496bff09215e33885fca7a7ec0c7068280a4a32015e643	490/25353	25353/490	.	99b2c09bc3f3a79298c6dafaf54573f30e4e49b97d48d32f604c4ff23de5af93	1a347c5fc314cfbd86326daacee83c87189840b009feed36cb6a07188a150ced
129	500	asm-v1-6287145e977ba39b2f4904fb	GCF_002486585.1	7537	occ-v1-1c643bf411c7b5f52904160a	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	013505fc445ed10e519d12b9c7170890db8ce2a7c489f73ca33d501d0c8758b4	490/25353	25353/490	.	63178ead8502b5e3718edf9d4a365a826446a4215c9e7f40dc3046b4a2f6aed3	a08b9c541ffab618b91e43f1cf0cc14ca16d6bd7ef59b3340f5e3fbada8bf691
130	500	asm-v1-142986f77d03a686f89f864f	GCF_002244095.1	6320	occ-v1-8264462cb8e7a82f036b4e57	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01351cee2ef7da05b18a9406c174d9cce719cf26266c623c8e383724182172ad	490/25353	25353/490	.	a08a4d5a27ca03bfc701689b9d82305d03750d2923519ba9ac3ce4539dbd326e	0d30ab29ffe724832ad5dade9f9436f1115864fb8ceaebc53a68fd03fd3175d2
131	500	asm-v1-b6740c491b81f01cd73f2f3b	GCF_001651605.1	4287	occ-v1-9d028f328e7f740345f85ed1	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0137a74ca5da2248887bb8b0eae7786f2e9758be94c94f0462ed885330f78360	490/25353	25353/490	.	8efd6059a65cc404fdcccf4cb3f9e4cff847787d004036d9b61b50224f860096	265e95b5acc583ae62a40af9a60ca76078247b19d1dc0792ee6a42f590b0dc81
132	500	asm-v1-7763d434f05211d40bf09374	GCF_019834335.1	22416	occ-v1-f101567c55e1fd8d969d03ec	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	013f3dacc49418e47dec102bcb05b18ab54208d187b4f293c1ccbc155067bc45	490/25353	25353/490	.	c95a3d4e4d593c9891925f405a5372ec3814b90dc30a88735cb52b89789c7003	a313401e2a96a6567d3a99e0022eec939c5952119112510eb6dd99ad9f29b96f
133	500	asm-v1-d1e21fa56ef7d896d57e2fdb	GCF_001266305.1	3074	occ-v1-d2088359e4347a48db7b93c5	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	013ffba912812406e840ae419d152946c72dae235c3db5e3a703341e1deb1658	490/25353	25353/490	.	ede80e5317f072eaed703e3a4c17f15d0e307e4eafa580213223fa7bc375c856	dc1ccde80dc4f0f78eab27226659d26cb70843b95b767e4be2e94cdef3cbf3ce
134	500	asm-v1-0a76d9b911a6a0840bc2ee29	GCF_000357825.2	840	occ-v1-6f32668321525fc12fb20b71	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0140d941963e14ea09e234480e66bf21e6a5a7dbb344daccea7023cd480642b2	490/25353	25353/490	.	f9aacc35ec51571f2245ea173bb6caad720be20d0a1c0e703944e5838bd1f69c	c62eb802f9e57e403af97c5be73957e55f766948b4269d39c462dc04bb453bc5
135	500	asm-v1-17523ce0779de995164d5409	GCF_009767495.1	16338	occ-v1-db91f780de1cdeeba971b2b3	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	014629bf9206dfa0861659c5e78df5cb74615056dd53e44a8c2bb4af704be03f	490/25353	25353/490	.	798682c4ea599f5392aeae36f1bf8aa18232266144456b6116efeb969f6e2fd8	095e014898f85011471479263b72c78bb057bf5ed6802eaaece6a3e34670b735
136	500	asm-v1-6c180b8cdc6ac8e7c2b6a14b	GCF_003988295.1	12276	occ-v1-95aa0770ba8ba46dcefb82d7	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	014804d818b2b470d28daa1ed13279f9b11f1091d01c1cab1036935ac7f33e87	490/25353	25353/490	.	041c619157d01d42f38e56a142e7e5d67fe4db1ed7873dc07b13db56b90779fa	fa41f8131d12f4210c27f3da73f7958557468553a8577699d92eacf5ed772a7d
137	500	asm-v1-abfbd4db0f259e1ee306f78b	GCF_016404405.2	19928	occ-v1-b054b9e2e44bb3688096c1a6	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0148647099116dd1d61cd7f2f69425d772e499f9e5214792ef6586bc665b7506	490/25353	25353/490	.	e28aec5e51519df0892a9916c94e6e60cc395d610327f30328cfe187b4ec9857	4211e4b2def3386a9e778f75da27d565119a5dc8ad80e8a581a00a3a422bb41d
138	500	asm-v1-df9111add03570ec13656b9d	GCF_009794305.1	16497	occ-v1-6eafc3e948f0cd302466c73e	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0148e3c620731423f884d48692bcac30b7e7bb8ea95cfb62da778f1fddeb71ee	490/25353	25353/490	.	67346703be0ee2d44c0b8473e833ac64d121f9634e3a784f9a00c70bd732cff3	37ce0f9ba86d0a3b917a72d83602e1dedfc62384ca2f5bde5b817a887f050661
139	500	asm-v1-3a984168f4ad9d7283a4d001	GCF_000355215.2	730	occ-v1-520493abc64042466ebd8d3a	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01496d167f850dce08159e79798d9a36c80315e8b5524c46ba52f1f0b38d0b77	490/25353	25353/490	.	ec81c18dea0fb9bd70fefcabb0df52a9f93b082f32914c4e922183d3ba682dea	0833e930f1b9320991d48fdc1fe0f366ec6c8c76b443ccc8c76f4d5fd0cb281c
140	500	asm-v1-a42990e47f3da958ee4e7624	GCF_001191045.1	2970	occ-v1-7ea5460b65b43493dd9729ef	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	014b15901c609fcd4765498d328fb01f4d27dd517f894d4959a7116edd409b2f	490/25353	25353/490	.	723126e7eb8bbce370eebffcb976d0726996f77510b8b3ea0d270efbe94741af	40a2a0b7e1283d59d5f3fc807df870c4b307e819cc8dd40d7a3c1791276188d7
141	500	asm-v1-a9b4343b0d826aeabe2b47f7	GCF_016403925.1	19904	occ-v1-2d0ea14adb9246a847b0da1c	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	014c97f4932dab74649006648e357ef11304954807db235b050af2de20a8f866	490/25353	25353/490	.	ae1ee93338e77246b8437129a3ccdf779e06a374b032ccc5684eb766f343d86d	f3029b6934d855f14747be6220b79831ade40d8ff5d1e9306767383e3b7ff7c7
142	500	asm-v1-daa0b6c0cab38878a41557da	GCF_013391275.1	18041	occ-v1-e48364589ae4f79f29b31366	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01520d3ff533fafc111352b63299ec02c7d0446fc9859ede38f44cd95dc4ff40	490/25353	25353/490	.	c88a514d8e03d4b985f4b6b1e4f8b791aa09ae5adb2500ee052cf212e4efc8a0	ca5661bb0c6000450aff62c157d3145d5c5a693f8934d5005895abd6dfb277b0
143	500	asm-v1-c5d18cfe99c6552dfdf066d3	GCF_003076695.1	9910	occ-v1-a920c117ee44665e6ee610cc	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01569ad416ebaf05d97d878f4a95ee6438a74bad136bc72bc17a47cf262aede6	490/25353	25353/490	.	b682fa879117a1a10408755aa6675bcb31d604e5b830d3171c3ec407384656bd	575417a60b1c90adb238cd837639bd168c0e4ee2e5b00c6970427fbfd93be5c0
144	500	asm-v1-9887cf063f106a45194bca4a	GCF_013395855.1	18103	occ-v1-36c4858a3cc98b458d7e5408	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	015d8694570b773adbf1513cc188c92169e990356eb586e74bc22d7deaf8f059	490/25353	25353/490	.	354274b912953ea7f4f284a19add876ea2974dbd34b700db20e0e7f2b7ae9300	76311d16e73fc607fdf1b907aec3291745f0c76b533028a11862ab18a22c12f0
145	500	asm-v1-1c586f3261fd7828299f36a7	GCF_900096855.1	24093	occ-v1-f1695d36c1cca49300ad1240	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	015e77235f5332fa8697f30deb5d74154efed798a55b9613f34c26ab28efd3a7	490/25353	25353/490	.	fb25830bcad457bebf42ee08af586f6814eacdc6580c730af0bb9657c95ca544	07e44631d1828f8c2a036e09d8a7cea01b45622bb4518090836dfeb5ec382e31
146	500	asm-v1-72a3f526c86d42bad9304c43	GCF_003731535.1	11808	occ-v1-585c69fa58dfbda80ffc9161	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	015f97c82785515b467355b0dbe71cd3d2c6a5d65223fdbdef9212a7c8a0df7a	490/25353	25353/490	.	76fb47363b299241e660040abe4368bd982c2789aa882b113055e75576f03916	52b7d2c39519240d8db5df5ebcdf34a941b26f07d9528e8dcc7a2605d3c9a42e
147	500	asm-v1-67822918509697f85e599e9f	GCF_016103185.1	19836	occ-v1-bbbe13edde36df72a1ea9fec	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0166ddfe5f97e5e6bcd99881fe7d967f256633287234ae0ec801a35f89c10695	490/25353	25353/490	.	fd7f7c123f3b77b5918e2cc09bc9ced62043e2ace02404817847a1f14420f1e9	7f517d3e59a8ceaa7d78d6bc87c0bbb61f78cdbe431486a087cb9058ee4da34b
148	500	asm-v1-71bc82a3050b9f6ac3f5ecc3	GCF_009393955.1	16085	occ-v1-a3c9d23b1f070f281b1361bd	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01719b9e2e72b2c72e74dadb3d1080085ba304e6321548986f7d9dd0471f9c83	490/25353	25353/490	.	1e21fe12fe653fa5198dfa7f33a014629c90edf67160642f34f54af6bb2a8e84	1767adf3fc8af1226d13ca3ed6e828922ae2e482d5c7d4899c60b582b407690a
149	500	asm-v1-9594569602a4cf1fd69342a0	GCF_002227115.1	5988	occ-v1-1353f518245b2a30fa5cafd7	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	017350504e4177473a9e18836eb83767f47a8e351db8656f3804d2cc94e08dae	490/25353	25353/490	.	4ad855b7ed83a401407b97ba9d00399644709d3c499d550b8e4e37558766baed	36c8e39389f9e57b085030f11e35c01625498271fad52f00e4e106ab0943408a
150	500	asm-v1-0cb8995ce8fda20d7521d4b7	GCF_002542255.1	8432	occ-v1-9bd198a548fcc0d0f563df06	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0173682fe50846c0730c784c9c3263bd45572f78e91a614ac87c711197d7e327	490/25353	25353/490	.	8debdf835f43eed798f50ce75aa9f1580a180785f89bf9de2b21cd2a2fd416ae	eab9e0bb9db96922d713d776ae7981a7188ac37bee24d21d8c98294b7a5060c0
151	500	asm-v1-4ab65706b153b317807e5275	GCF_004569685.1	13005	occ-v1-a91bc88cffebe8ea9af0ac71	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0175e6956109687e7ac8ab9271ed6ceaf20ff8ffe38717d38212685b92b8bd1d	490/25353	25353/490	.	426579c8b496b6937db1e34036cce3f8d416691e96393ef9563d34b1bcfb0228	d56e169d120a1f02f1bd32f0f99623b2ba97cd0f789abcd0653677137ecf67cd
152	500	asm-v1-b4bb1eb5088087d24887adba	GCF_013395785.1	18100	occ-v1-216833b281bb8a9cdc11f36a	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	017a86992ccc000eb29814d70cec0f2c44aac3e2fca327d2907825372c077027	490/25353	25353/490	.	aa98d61b0169e8ed2053ac23c600b7391fe1c1b6409830d036455b090f1037f2	2d1c5a28ba0b2de70797fee54c0971406232e691c20a07c94d65a3dd918ddd04
153	500	asm-v1-9daa521098b910404e99f280	GCF_011404355.1	17239	occ-v1-f324a638a6254edcfadeab7f	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	017ab0fcad977f587ad741dcf6d4be22d8919f2fdbd7a542db1e685947ac0fb3	490/25353	25353/490	.	17425d9dfb89d47b50273c195beb851f7f509849b1a830814fbabde342f69342	3e62caaaac61057a8b10f59052066920c8c32419cb2d34287e86acfebb977aca
154	500	asm-v1-3aa8868f7fb61285bc0ad479	GCF_002228265.1	6044	occ-v1-e2c97844d3750ae1eace0200	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	017b24e27cf7d907b2d706de8aba7b948903361a5b8b1b256bfab0fe09f31601	490/25353	25353/490	.	cc19eef89c98b4e2c89f9f4402dee7a97d1eee447c01229374708ba4af7dbf6e	2e88198e8591d64a941d5093e5ead7d3fa50ad10952b37723323719e579f2657
155	500	asm-v1-d7742285fb1f99a81d7682c3	GCF_004523615.1	12849	occ-v1-650a7f3dc6c882647b4aefa7	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	017de56bdff717f7277e7f887e4fbfa85eabea68f30904ec15d6fc3282a1637a	490/25353	25353/490	.	49a12447c31a9cf4d3366bd457c55b0d21441a8ac6b14dc5b0041c55befc6f08	39c6d07ea7d0ad19218e1dd4e73219cedf6a25c8e364636cbf425fd8586f9705
156	500	asm-v1-6bd4d9bfbee2807c2d28da41	GCF_019051815.1	21690	occ-v1-03cdc47d91a04216f0b4939b	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	017ec2ccf5a53d7db5fdd6ba6e25912a7154e450214c72bafda9a92b6c321a70	490/25353	25353/490	.	f568f5c54bd17fa5de3dd64f8b34a837a863353cae3a9e35430e8d862dd2a579	439e41350ad17c8f60411c4f5a7d1f7bceb7f517da88244f5f7e324ecb6d7593
157	500	asm-v1-c047e5f771444de0422a57e5	GCF_016760895.1	20144	occ-v1-da096e111ab84baf9a9ead55	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0182a7b3d8cee911e7d2beec960c805b087f7091f1f4e4587bd0309a09a4bd11	490/25353	25353/490	.	8d641c3f1bbf1a193ba0f9b85d8f4c3f38c26aa704caebfc167f5642b26fce3e	31633bdaef73a58378ccc129057d0266ae7fe75d66502e7a4ab2f8331cf09e93
158	500	asm-v1-fc1afbd0594cbb2a1342b694	GCF_900500215.1	25033	occ-v1-d15ab6554c36647b3a7d90ed	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	018d98c044bd41795daa1b5b8c07dde4c7569b3a1e0436738dde8693a9f61018	490/25353	25353/490	.	30b2b7f11153b995fd9586fccb2a2f9bcddcb6f4791470de234ceb7647771b30	f84b189bce2581b6ab42ab126a9c72027a4bcaa91cecbf1b84c375b19ac6a286
159	500	asm-v1-d2870626a38c7d19f84e1736	GCF_001894065.1	4699	occ-v1-fa182c27a36f7b87f418860b	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0192772c8d5da3c10ee29d00dbb5615c4128e343205941f118fbf6f2aaf9fea7	490/25353	25353/490	.	a54b9920831cef98252b45a64d77e5de136cae777eea0c22a0e7be04847456ca	db698f93b8d99c12d0a777bf193597fcf13c6473e96de24f8596084f52ea1b58
160	500	asm-v1-671d29f08a35bff2ae4493b4	GCF_005399985.1	14706	occ-v1-9869142d664dd0601344c52c	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01970cb99b56120d42e09c9bf645b8d3f844157f722a127fd585917aff22301d	490/25353	25353/490	.	55ce008bb244cbaf90c87fe184cb1095acb3312a2ebe85e21b6fc5c7074fd1ef	ed122b4b1f15c705a5dc0e1b63de5152431b94e76ee55eafce4036174d1942a0
161	500	asm-v1-c20b549839b9eb1c52c15967	GCF_900520305.1	25071	occ-v1-6dedbc2d6cb5ac0abec2c6d9	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	019bfb7ed818f8b264939ef338009ab427b3cea1d8bb6d7db60ccf7589e3fdc4	490/25353	25353/490	.	f45b2d9277ebab7686e38c46db4e53c2ae87439a3e78de2fabfdca1707248d70	0b64cc6b3b18c79ad51b55ebce25654a7a99c5479672876130c2f659cc9391f4
162	500	asm-v1-6b197b73c518c38364bb48a4	GCF_000627985.1	1852	occ-v1-eb686f41118f00524d10cf43	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	019c73570ed2b1e18ca2e726bf4416683dee3ebed0f5b42db71a0cf3a1d8d2e3	490/25353	25353/490	.	592d21014b5e6e07c26335cfd13ff3883ca1a778ca7d916e44cfd6d1f3b59fc7	83da005ae7762d313b02d7208b9f8241c6fd8f7d6b3dc0d51d02de7c166c679e
163	500	asm-v1-21d9b2c6c0587a9370f09f45	GCF_002972665.1	9533	occ-v1-87ca98d9082c5d2495b8afb0	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01a04579efa304c4f81a83ab2bae806c27225b4d7e3ad22242c11027ceda7294	490/25353	25353/490	.	00e8fbb773f97ec2b30ea5ce90c7b0c654c0f34bc469f747780a3fea167f9161	82f73763bcf0df1f7f1b01f22c4bc86bd52a550b3682a5231ed3929dfec3f9c1
164	500	asm-v1-6ce480372bf3ad66f7e004ad	GCF_013183145.1	17712	occ-v1-9602a963e966b00828828f71	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01a395b49cdba711c023663db035d77a154f8185ba96dec7da363779ea6402c9	490/25353	25353/490	.	84aeb1ab1eb3e076bb634b949c84a732564b706df9c8e20ec3d1e0fbd87eaf76	c54f4f5cecc179b44120fd8c8eefd34533cec25529ca8f5bf5d30045082a0d1d
165	500	asm-v1-9ec6aa9b3ddb397fa0fc8b45	GCF_000458295.1	1167	occ-v1-8431e6978b5407da43ad7982	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01a410d9ce569311571c8dde7f25327e6895b91d34c11ae44a833d06234e20cb	490/25353	25353/490	.	493b1b7f5e00cf220df0bb5010f5e90cee7870e630fce29d59cf21ebd1e44a33	3827c8c63da3df93d018992f0949f607ae3056fbb06941230350bba97b53ea78
166	500	asm-v1-525e010bb1e5cd7110d7652a	GCF_020216385.1	22929	occ-v1-61a258ab0d2fa4098fcb124e	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01a5e804cacc35855b803e44ca0c71f19b713e44b034c042f9cc9eb4f4835c39	490/25353	25353/490	.	c0d66d504079719e0b08be893117591ffbd5f1c0dc3520e2fe7223fc827ed458	23405f74b6f931e98ed536e431170d924d533a94780c2e5b6907f04bbfb01603
167	500	asm-v1-85cc85619bca5de60bb0b83b	GCF_002464385.1	7040	occ-v1-f231f624d292fde41cb3563a	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01aba47bcbb9ff8f8b23eeaaefe630e5bd8e9415026ea81193e38883706f56b6	490/25353	25353/490	.	3bbb9d0f8b7ec4ffb60a37ab3b29a90943eaa4a0e7c22ed0a5d4d801832d2d22	37ba4c7a7d839450fade37f12d5a0e2d3efd44976b4b5c89006af295383a1eb8
168	500	asm-v1-abcce0dad804e0f11d0a6204	GCF_004010615.1	12316	occ-v1-d47850383008af61c1707e43	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01ae31f979afd73ee0bc051a062c9a4389ebaa9bf4c058d978ee847588e33058	490/25353	25353/490	.	7a1ed0368acac8b128dd726c14c9c6e5e065eda6db0bfb47d2df7188e78f6c9e	7b45852946c41d3265424755419de8e6b8cf9e2bb13d5d60ec7ef6c7c53a47cf
169	500	asm-v1-d40763a09bac929d9cdaecad	GCF_006233005.1	14980	occ-v1-474f2939e99fa94488bf7420	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01b0e6ac253380524a04cbeee336a8e13d92eda52777a0082eaeea3c0c0ad37b	490/25353	25353/490	.	4ef45d033dd56b4fde883e5bb108ebb245102cf661d3335badaffbe6a4f5ef5e	33de562ea45cd78ab142fecfcecb7816e7993190595cd951b9a646b656bd8ebe
170	500	asm-v1-b434218142397fecd80f996a	GCF_019104325.1	21732	occ-v1-e3d02ace1364f6eb70b992bc	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01b1267c1900ebf6b39450391f534d32ed2ca4fed18dab370a9b5a6437b11e78	490/25353	25353/490	.	14ce01c1ac45bdb929e78efa87fb19a0e2ae9ccc9aebb57ad37b81020cb67337	6816cec263a6bbef99c265c2f6b6bd73bbe064f90cebceef6d3cd3be45b2e3a3
171	500	asm-v1-da44379cbe9ca54c4d93669c	GCF_000599645.1	1585	occ-v1-69dff452968615ec614beaa6	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01b1f981937735abc39997ea58dc7c1347d7568e30d762470b363227f85c6414	490/25353	25353/490	.	c73082efc516affe6cb9ec9a201f0044d1bef6fcb3f42b5d8e6c05657b7a1df1	4138a0728d00c4a95f7ac0ddc527c1b202d69d94c6e7d54635fcf4de72a70344
172	500	asm-v1-53be697b70771fd341069a5f	GCF_003956205.1	12033	occ-v1-9262556335efb12ff6488de3	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01b342df1bbd11637d8f0a030d3528e65745858e3a02fd2aa4ea50fc847fb1ad	490/25353	25353/490	.	113e50f66df334df5935b37ce7d3947ee9b81a989e5c5a82de801c29533a43d2	c84d488f8589f3c514b47744365e8a996edd8511c92794298892c81eb1f70509
173	500	asm-v1-c52edecc41d224878443e024	GCF_014169035.1	18531	occ-v1-285631941c53524dc753e45b	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01b36f54764d81ad4b6b27da80e24960d40425f0aadd5a13cbf958010803ead7	490/25353	25353/490	.	513c14765c2f5d6c4fc49ceaf8b62f30cdf431c5eeb1ce8c47aabaccb469715f	1776ffa295ac3ba7b0fda6ffd07ddcce9f72b7ceb7bff942c76b7572557b765a
174	500	asm-v1-c49cd3be967d30963e201306	GCF_900016095.1	24055	occ-v1-1769b7a48e01f8dbe862b006	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01b6ba3d31cc5190ebb10f60b1a5177950ee4b374bc4807b846f065435430397	490/25353	25353/490	.	9fba628e14f6f254016b013ae99803e83da9e017a60421004c0dcc14a73ae279	30ff031ca5189f9a05ebab539129b55e99e26657c22aa5ec57ffe2450cf260e6
175	500	asm-v1-1010c8c011cee49be636cb73	GCF_900015375.1	24021	occ-v1-e87e09a5f27f0acf17612733	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01b71223b35d83c2206945ccffec16786f694d9b1239266e39f19e26a49700c7	490/25353	25353/490	.	2d3a3ecc3f592f06b87954f0da7034f390b2258f0fa4b1ecb8db4c8a8b53e2ce	ba5585bd98b1362c34affdbb1a9897729b7abc16058b6d9fcb94981ef1fcfa69
176	500	asm-v1-e660ce4d8282f147259e8521	GCF_000351505.1	604	occ-v1-00d1e7c8996542b579385b05	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01b88081fccd6af0e96009b9b70ce03b5c897baf7214c2bbd7ac4525c961ffde	490/25353	25353/490	.	7e019a4d3844349ba47ace896998240a62f185046ec23396dc3ae0401d6ae307	5d40c97c6aef3442aa4440f7d2c898a3716fd66daa1d474591c201d102af7be8
177	500	asm-v1-318e5142cdd30348e9d7b1d7	GCF_904809765.1	25546	occ-v1-19b850099e1634dd48279fff	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01b899fdffe00129138d6e48cc10758e9b7fc25e20daadba5417abaf90eddd77	490/25353	25353/490	.	87ec9b4af284d7743998e6524bfe00cc51c59a797cc605761c8307dc188980a1	67979da6ffcdbb89b99a95c109c87ec5e06bc19d46c09b71c4da2e70efd605c3
178	500	asm-v1-cbb48126638d0d5dd8c16f2c	GCF_015693755.1	19631	occ-v1-cbef76b21ef9f192aae1bce6	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01b8f250d235305c4c8911cbc0ce4aa197db6d22b9dbd804022b552bf68208c2	490/25353	25353/490	.	8618804ae5597ff3b0e3f1cc402b81052496e415df75fa0d9ff0951d7b7d899e	3294cb1bd66e31e470c9eeb128fc17aa15a04e74b1e94a0487f3650c52e03e6b
179	500	asm-v1-5c4b39abe3b38497b26224d8	GCF_021341955.1	23811	occ-v1-2ff98745fdbcfe06b9274fe4	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01baa062dff78b89b8e4409369131091ce037ac7d2a310b784de392254639bb2	490/25353	25353/490	.	46ea8b77b22ee1bf9fce5de5fd8593d2f9a6e6ee84164a00b0e5b8badac687e1	5398a9b755543cebf815b053dda4b2cd791e0968b930f99682a6a8ade6f1f5ed
180	500	asm-v1-e3d94b015c2c07dcc06cab55	GCF_003292875.1	10385	occ-v1-fb8ead0c9520ad7511050ae8	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01bc8c6fad7eaa1ff7e871c432a70568990998e4adb6f9a70c4472929ef00832	490/25353	25353/490	.	f868d571bdc0bf9496215069ae3c6d2e3a2a1a2829fd58ec1c12ee59cdf3b2da	e22107c100fc4b3c7b33a696391e59bef8c5156c69143cf6951e632a26c111a5
181	500	asm-v1-b9f037fe1f1d19e481d31039	GCF_000647475.1	1863	occ-v1-ec95cd8860e5e5e850b5c95e	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01be07bd3760924357da4bfa60839cdc0ed323f86ac2f7b73e98d8318a8df291	490/25353	25353/490	.	f88919e4e38aa6ef580c9c676f48707c0e471caf5e1f819471ad0fbc232d5e67	954726c79b5758a3e80601a0841a075667571e2432843ccdd8e44feec41d205e
182	500	asm-v1-c2b4dece194a16291f6270a0	GCF_003293265.1	10404	occ-v1-4a3099808ac4730f094fbc28	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01c0489e4e544bde052ee4bca5d9ee0a8f32066e13e2888946e8c94ecdcd7412	490/25353	25353/490	.	3bdc409baf92b46b35aaf371f7428153c8b91763fb99aebf989dc01434bf8f11	5f99ad9b2fdb7a634274042b8ad77b32539b86a84f445467472d2cf7ab9773bc
183	500	asm-v1-93e0f514730fb93e33760692	GCF_002467555.1	7194	occ-v1-6760bace29e301aa522c2b78	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01c3ac347a17dd100f8a1b50007b5d04e444c742aab20b50950ff2b89aec328c	490/25353	25353/490	.	3ee118f5349d158f7e5f20d6971d682be1f55c5213a5443dc7e2f9ec36af0f44	36ded2a3b3dbda80de6ea5d03237626370a3836fe8bec7241ac552dc51c111d6
184	500	asm-v1-a1676ab352c410050bf8e59b	GCF_904810175.1	25581	occ-v1-315167f93ff80a0d63ebe423	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	01c6e5ffc46695980b1e05fa3e5e9ed57b4c2517d761fce5a29263a6a7e3c6cb	490/25353	25353/490	.	8297d6df8abb63abc73fed4dea657c2bb7383988813d9c9a2cbab9dbc319c9a2	2376a5b398baa82c939e904d4c1b173f722af54e32e4e61177533594b493d52d
