clade_id	community	n_members	n_partitions	length_bp	status	n_genomes	source_genomes
1_0011	1	100	1727	118436	ml	98	GCF_000005845.2,GCF_000022345.1,GCF_000023365.1,GCF_000166615.1,GCF_000168095.1,GCF_000176695.2,GCF_000179095.1,GCF_000179175.1,GCF_000183005.1,GCF_000193995.1,GCF_000194535.1,GCF_000224395.1,GCF_000249075.1,GCF_000249175.1,GCF_000250135.1,GCF_000263955.1,GCF_000269645.1,GCF_000270105.1,GCF_000273425.1,GCF_000281775.1,GCF_000307205.1,GCF_000340255.1,GCF_000350845.1,GCF_000352765.1,GCF_000355175.1,GCF_000356325.2,GCF_000356465.2,GCF_000356525.2,GCF_000387785.2,GCF_000418615.2,GCF_000418655.1,GCF_000418675.1,GCF_000418775.1,GCF_000418795.1,GCF_000457635.1,GCF_000458555.1,GCF_000460795.1,GCF_000461215.1,GCF_000461235.1,GCF_000461675.1,GCF_000482265.1,GCF_000488035.1,GCF_000488075.1,GCF_000488535.1,GCF_000492275.1,GCF_000499485.1,GCF_000517165.1,GCF_000687105.1,GCF_000690945.1,GCF_000691105.1,GCF_000692395.1,GCF_000692475.1,GCF_000700425.1,GCF_000703825.1,GCF_000711415.1,GCF_000711475.1,GCF_000713235.1,GCF_000713355.1,GCF_000750555.1,GCF_000752875.1,GCF_000755445.1,GCF_000766965.1,GCF_000778055.1,GCF_000780575.1,GCF_000780895.1,GCF_000785765.1,GCF_000797575.1,GCF_000798295.1,GCF_000800215.1,GCF_000800765.1,GCF_000801205.1,GCF_000804325.1,GCF_000806195.1,GCF_000812385.1,GCF_000816865.1,GCF_000819245.1,GCF_000833635.2,GCF_000946435.1,GCF_000953515.1,GCF_000965635.1,GCF_000966935.1,GCF_000974405.1,GCF_000974465.1,GCF_001012335.1,GCF_001262955.1,GCF_001264215.1,GCF_001265165.1,GCF_001268445.1,GCF_001268905.1,GCF_001277775.1,GCF_001283365.1,GCF_001283845.1,GCF_001284285.1,GCF_001284625.1,GCF_001455405.1,GCF_001520375.1,GCF_001521575.1,GCF_001563415.1
1_0012	1	100	1013	71804	ml	97	GCF_000010245.2,GCF_000019425.1,GCF_000146735.1,GCF_000166535.2,GCF_000176695.2,GCF_000194665.1,GCF_000242035.1,GCF_000249915.1,GCF_000250135.1,GCF_000250475.1,GCF_000258865.1,GCF_000264095.1,GCF_000307205.1,GCF_000308975.1,GCF_000332755.1,GCF_000340235.1,GCF_000358655.2,GCF_000364365.1,GCF_000408345.1,GCF_000446645.2,GCF_000457715.1,GCF_000458875.1,GCF_000459575.1,GCF_000459675.1,GCF_000464955.2,GCF_000511465.1,GCF_000529355.1,GCF_000617065.1,GCF_000618965.1,GCF_000622265.1,GCF_000627795.1,GCF_000627855.1,GCF_000687045.1,GCF_000692475.1,GCF_000696545.1,GCF_000699365.1,GCF_000713935.1,GCF_000753075.1,GCF_000753135.1,GCF_000765435.1,GCF_000780395.1,GCF_000797575.1,GCF_000798155.1,GCF_000801185.2,GCF_000819105.1,GCF_000819245.1,GCF_000819265.1,GCF_000936125.1,GCF_000948435.1,GCF_000948885.1,GCF_000952955.1,GCF_000965655.1,GCF_000974505.1,GCF_000974535.1,GCF_000974575.1,GCF_000974825.1,GCF_000974865.1,GCF_000974885.1,GCF_000981485.1,GCF_000982435.1,GCF_000988355.1,GCF_000988385.1,GCF_000988425.1,GCF_000988465.1,GCF_001005685.1,GCF_001020945.2,GCF_001021005.2,GCF_001043215.1,GCF_001051135.1,GCF_001183645.1,GCF_001183665.1,GCF_001183685.1,GCF_001263015.1,GCF_001264215.1,GCF_001265675.1,GCF_001265995.1,GCF_001266075.1,GCF_001266335.1,GCF_001268985.1,GCF_001276585.2,GCF_001277575.1,GCF_001283365.1,GCF_001283405.1,GCF_001284625.1,GCF_001285125.1,GCF_001286505.1,GCF_001308065.1,GCF_001308125.1,GCF_001308165.1,GCF_001405275.1,GCF_001420165.1,GCF_001519795.1,GCF_001544635.1,GCF_001559655.1,GCF_001559675.1,GCF_001561195.1,GCF_001566335.1
1_0013	1	100	1882	110163	ml	98	GCF_000005845.2,GCF_000010245.2,GCF_000023365.1,GCF_000146735.1,GCF_000188875.1,GCF_000249095.1,GCF_000249975.1,GCF_000250295.1,GCF_000250515.1,GCF_000250575.1,GCF_000258865.1,GCF_000263915.1,GCF_000269645.1,GCF_000270105.1,GCF_000273425.1,GCF_000281775.1,GCF_000340255.1,GCF_000364365.1,GCF_000408165.1,GCF_000408665.1,GCF_000456465.1,GCF_000456805.1,GCF_000457025.1,GCF_000457405.1,GCF_000460375.1,GCF_000460755.1,GCF_000461795.1,GCF_000482265.1,GCF_000507625.1,GCF_000517165.1,GCF_000627095.1,GCF_000627175.1,GCF_000627215.1,GCF_000687065.1,GCF_000690945.1,GCF_000691065.1,GCF_000691085.1,GCF_000700505.1,GCF_000703865.1,GCF_000750555.1,GCF_000752975.1,GCF_000755445.1,GCF_000766965.1,GCF_000776235.1,GCF_000777215.1,GCF_000778815.1,GCF_000779975.1,GCF_000780395.1,GCF_000780795.1,GCF_000780835.1,GCF_000781045.1,GCF_000781215.1,GCF_000781715.1,GCF_000782055.1,GCF_000801205.1,GCF_000937415.1,GCF_000974405.1,GCF_000974465.1,GCF_000974505.1,GCF_000988355.1,GCF_000988385.1,GCF_000988425.1,GCF_000988465.1,GCF_001012005.1,GCF_001012355.1,GCF_001012475.1,GCF_001043215.1,GCF_001183645.1,GCF_001183665.1,GCF_001183685.1,GCF_001191105.1,GCF_001265315.1,GCF_001265795.1,GCF_001265885.1,GCF_001266335.1,GCF_001266405.1,GCF_001276585.2,GCF_001277495.1,GCF_001283685.1,GCF_001285065.1,GCF_001285365.1,GCF_001285445.1,GCF_001285665.1,GCF_001285705.1,GCF_001286005.1,GCF_001286025.1,GCF_001286385.1,GCF_001308065.1,GCF_001308125.1,GCF_001308165.1,GCF_001309835.1,GCF_001462715.1,GCF_001484085.1,GCF_001484475.1,GCF_001520475.1,GCF_001521415.1,GCF_001544635.1,GCF_001566335.1
1_0014	1	100	764	115117	ml	100	GCF_000021125.1,GCF_000022225.1,GCF_000167855.1,GCF_000171915.1,GCF_000171955.1,GCF_000171975.1,GCF_000171995.1,GCF_000193955.1,GCF_000249915.1,GCF_000250115.1,GCF_000263895.1,GCF_000263995.1,GCF_000267025.1,GCF_000276745.1,GCF_000307205.1,GCF_000332755.1,GCF_000354735.2,GCF_000356045.2,GCF_000356705.1,GCF_000446345.2,GCF_000446365.2,GCF_000447005.2,GCF_000456185.1,GCF_000460355.1,GCF_000460675.1,GCF_000462425.2,GCF_000495015.1,GCF_000616665.2,GCF_000617025.2,GCF_000617265.1,GCF_000617525.2,GCF_000619005.2,GCF_000619225.2,GCF_000619465.2,GCF_000619565.2,GCF_000619585.2,GCF_000619645.2,GCF_000627835.1,GCF_000627925.1,GCF_000627985.1,GCF_000632615.2,GCF_000632635.1,GCF_000632675.2,GCF_000687085.1,GCF_000700565.1,GCF_000703225.1,GCF_000703425.1,GCF_000703685.1,GCF_000703705.1,GCF_000704365.1,GCF_000704925.1,GCF_000713235.1,GCF_000713395.1,GCF_000713895.1,GCF_000725305.1,GCF_000752935.1,GCF_000936125.1,GCF_000940355.1,GCF_000941395.1,GCF_000948905.1,GCF_000965555.1,GCF_000965715.1,GCF_001005685.1,GCF_001012195.1,GCF_001012235.1,GCF_001012255.1,GCF_001012275.1,GCF_001012575.1,GCF_001039135.2,GCF_001039145.2,GCF_001051135.1,GCF_001191025.1,GCF_001191105.1,GCF_001191135.1,GCF_001191195.1,GCF_001191275.1,GCF_001263015.1,GCF_001264215.1,GCF_001266405.1,GCF_001268465.1,GCF_001268565.1,GCF_001269065.1,GCF_001277575.1,GCF_001283425.1,GCF_001283465.1,GCF_001283765.1,GCF_001284345.1,GCF_001284685.1,GCF_001285105.1,GCF_001285125.1,GCF_001285365.1,GCF_001285425.1,GCF_001286085.1,GCF_001420165.1,GCF_001447405.1,GCF_001455025.1,GCF_001515725.1,GCF_001520335.1,GCF_001521415.1,GCF_001563415.1
1_0015	1	100	995	78177	ml	99	GCF_000184765.1,GCF_000194335.1,GCF_000225025.1,GCF_000227625.1,GCF_000234315.1,GCF_000249595.1,GCF_000250215.1,GCF_000250275.1,GCF_000250495.1,GCF_000250535.1,GCF_000250555.1,GCF_000276765.1,GCF_000303975.2,GCF_000304055.2,GCF_000326265.1,GCF_000326885.1,GCF_000351385.1,GCF_000351405.1,GCF_000354735.2,GCF_000456645.1,GCF_000458805.1,GCF_000461215.1,GCF_000513455.1,GCF_000601275.1,GCF_000618905.3,GCF_000619345.1,GCF_000627885.1,GCF_000691085.1,GCF_000695135.1,GCF_000695155.1,GCF_000700465.1,GCF_000700665.1,GCF_000703345.1,GCF_000703885.1,GCF_000711415.1,GCF_000711475.1,GCF_000713865.1,GCF_000714065.1,GCF_000752195.1,GCF_000753155.1,GCF_000777975.1,GCF_000940355.1,GCF_000943355.2,GCF_000948465.1,GCF_000948475.1,GCF_000948885.1,GCF_000951915.1,GCF_000953765.1,GCF_000965555.1,GCF_000965625.1,GCF_000965635.1,GCF_000965715.1,GCF_000966935.1,GCF_001012075.1,GCF_001039075.2,GCF_001039125.2,GCF_001059795.1,GCF_001191055.1,GCF_001191125.1,GCF_001191395.1,GCF_001262805.1,GCF_001262935.1,GCF_001265315.1,GCF_001265395.1,GCF_001265715.1,GCF_001265875.1,GCF_001265935.1,GCF_001265975.1,GCF_001277395.1,GCF_001277475.1,GCF_001277515.1,GCF_001277575.1,GCF_001277655.1,GCF_001281965.1,GCF_001283145.1,GCF_001283305.1,GCF_001283325.1,GCF_001284205.1,GCF_001284465.1,GCF_001284505.1,GCF_001284585.1,GCF_001284845.1,GCF_001285025.1,GCF_001285105.1,GCF_001285125.1,GCF_001285225.1,GCF_001285325.1,GCF_001285465.1,GCF_001285485.1,GCF_001285505.1,GCF_001285605.1,GCF_001285785.1,GCF_001285925.1,GCF_001286285.1,GCF_001286305.1,GCF_001286425.1,GCF_001309735.1,GCF_001309835.1,GCF_001561735.1
1_0016	1	47	250	52268	ml	47	GCF_000167895.3,GCF_000172035.1,GCF_000172055.1,GCF_000181735.1,GCF_000181755.1,GCF_000181775.1,GCF_000188875.1,GCF_000192685.1,GCF_000215165.1,GCF_000249435.1,GCF_000249455.1,GCF_000260475.1,GCF_000267105.1,GCF_000267165.1,GCF_000303775.2,GCF_000355115.2,GCF_000460375.1,GCF_000461935.2,GCF_000462465.2,GCF_000513035.1,GCF_000614035.2,GCF_000616305.2,GCF_000616685.2,GCF_000619625.1,GCF_000632595.2,GCF_000691105.1,GCF_000703645.1,GCF_000703805.1,GCF_000704865.1,GCF_000713975.1,GCF_000730345.1,GCF_000778815.1,GCF_000780925.1,GCF_000781045.1,GCF_000803705.1,GCF_000939255.1,GCF_000978815.2,GCF_000978845.2,GCF_000986635.1,GCF_001039135.2,GCF_001266255.1,GCF_001266305.1,GCF_001283645.1,GCF_001284385.1,GCF_001285765.1,GCF_001519675.1,GCF_001558995.2
1_0017	1	74	917	55331	ml	74	GCF_000026345.1,GCF_000158395.1,GCF_000164595.1,GCF_000164615.1,GCF_000224395.1,GCF_000227625.1,GCF_000264095.1,GCF_000316405.2,GCF_000326505.1,GCF_000354895.2,GCF_000364365.1,GCF_000446985.2,GCF_000456805.1,GCF_000458805.1,GCF_000461795.1,GCF_000485675.1,GCF_000488655.1,GCF_000494955.1,GCF_000627475.1,GCF_000627885.1,GCF_000627965.1,GCF_000647495.1,GCF_000687125.1,GCF_000700085.1,GCF_000700145.1,GCF_000700405.1,GCF_000704265.1,GCF_000708145.1,GCF_000708165.1,GCF_000711455.1,GCF_000713745.1,GCF_000753315.1,GCF_000776675.1,GCF_000776775.1,GCF_000777475.1,GCF_000778565.1,GCF_000779975.1,GCF_000780335.1,GCF_000781715.1,GCF_000782195.1,GCF_000782315.1,GCF_000782335.1,GCF_000782355.1,GCF_000782715.1,GCF_000818965.1,GCF_001012495.1,GCF_001012575.1,GCF_001056845.1,GCF_001059455.1,GCF_001191055.1,GCF_001262455.1,GCF_001263065.1,GCF_001265885.1,GCF_001266075.1,GCF_001266175.1,GCF_001268985.1,GCF_001269105.1,GCF_001277415.1,GCF_001277715.1,GCF_001277735.1,GCF_001283505.1,GCF_001284965.1,GCF_001285565.1,GCF_001286685.1,GCF_001440355.1,GCF_001440755.1,GCF_001463195.1,GCF_001463535.1,GCF_001484485.1,GCF_001519485.1,GCF_001520335.1,GCF_001521025.1,GCF_001521075.1,GCF_001554295.1
1_0018	1	2	18	9891	ml	2	GCF_000354355.2,GCF_000446345.2
1_0019	1	11	138	59828	ml	11	GCF_000164555.1,GCF_000503555.1,GCF_000700425.1,GCF_000778105.1,GCF_000780595.1,GCF_001283405.1,GCF_001284265.1,GCF_001285845.1,GCF_001309635.1,GCF_001519435.1,GCF_001521025.1
1_0020	1	9	22	6452	ml	9	GCF_000460255.1,GCF_000462185.2,GCF_000462505.2,GCF_000462525.2,GCF_000462765.2,GCF_000462805.2,GCF_000462825.2,GCF_001432195.1,GCF_001520455.1
1_0021	1	15	147	66948	ml	15	GCF_000220005.1,GCF_000354375.2,GCF_000354395.1,GCF_000354415.2,GCF_000354435.2,GCF_000354475.2,GCF_000354495.2,GCF_000354515.2,GCF_000354535.2,GCF_000354555.2,GCF_000355035.2,GCF_000356265.2,GCF_000700465.1,GCF_001012495.1,GCF_001413995.1
1_0022	1	6	113	43137	ml	6	GCF_000700245.1,GCF_000798315.1,GCF_001055155.1,GCF_001057995.1,GCF_001058205.1,GCF_001062415.1
1_0023	1	24	340	152544	ml	24	GCF_000224395.1,GCF_000258225.1,GCF_000326325.1,GCF_000446505.2,GCF_000457695.1,GCF_000461055.1,GCF_000485615.1,GCF_000495035.1,GCF_000503495.1,GCF_000619545.2,GCF_000776795.1,GCF_000777165.1,GCF_000778315.1,GCF_000779615.1,GCF_000797585.1,GCF_000948555.1,GCF_001030485.1,GCF_001191465.1,GCF_001283245.1,GCF_001286485.1,GCF_001306575.1,GCF_001309635.1,GCF_001413535.1,GCF_001413885.1
1_0024	1	8	4	2382	ml	8	GCF_000614215.2,GCF_000614515.1,GCF_000617605.2,GCF_000618705.2,GCF_000777495.1,GCF_000948875.1,GCF_001519735.1,GCF_001519755.1
1_0025	1	11	186	73891	ml	11	GCF_000264115.1,GCF_000267065.1,GCF_000350685.1,GCF_000408645.1,GCF_000488015.1,GCF_000703525.1,GCF_000753155.1,GCF_000778285.1,GCF_000937355.1,GCF_001484085.1,GCF_001561175.1
1_0026	1	26	147	51736	ml	26	GCF_000212715.2,GCF_000446365.2,GCF_000462165.2,GCF_000690985.1,GCF_000696835.1,GCF_000700085.1,GCF_000700405.1,GCF_000713935.1,GCF_000753255.1,GCF_001007915.1,GCF_001012575.1,GCF_001186315.1,GCF_001263065.1,GCF_001265685.1,GCF_001268265.1,GCF_001269205.1,GCF_001277575.1,GCF_001281815.1,GCF_001283405.1,GCF_001284525.1,GCF_001284965.1,GCF_001285005.1,GCF_001285125.1,GCF_001285845.1,GCF_001285965.1,GCF_001297975.1
1_0027	1	4	47	25334	ml	4	GCF_000171975.1,GCF_000194355.1,GCF_000408625.1,GCF_001286085.1
1_0028	1	1	0	1068	singleton	1	GCF_000249975.1
1_0029	1	2	10	7264	ml	2	GCF_000951735.1,GCF_001191345.1
1_0030	1	3	74	43663	ml	3	GCF_000164475.1,GCF_000488735.1,GCF_000781955.1
1_0031	1	2	99	57698	ml	2	GCF_000408365.1,GCF_001419925.1
1_0032	1	3	113	51860	ml	3	GCF_000304135.2,GCF_000936455.1,GCF_000948905.1
1_0033	1	1	0	13672	singleton	1	GCF_000619545.2
1_0034	1	1	0	3129	singleton	1	GCF_000614885.2
1_0035	1	1	0	10172	singleton	1	GCF_001413005.1
1_0036	1	2	86	45869	ml	2	GCF_000777535.1,GCF_000780315.1
1_0037	1	1	0	15162	singleton	1	GCF_000488735.1
1_0038	1	1	0	25875	singleton	1	GCF_000776255.1
1_0039	1	50	1236	93665	ml	50	GCF_000188775.1,GCF_000194725.1,GCF_000223035.1,GCF_000235065.1,GCF_000235205.1,GCF_000235285.1,GCF_000249555.1,GCF_000250095.1,GCF_000261145.1,GCF_000304035.2,GCF_000305435.2,GCF_000319935.1,GCF_000320275.1,GCF_000351465.1,GCF_000353545.1,GCF_000356625.2,GCF_000407805.1,GCF_000408265.1,GCF_000408465.1,GCF_000408825.1,GCF_000458195.1,GCF_000458765.1,GCF_000459675.1,GCF_000459735.1,GCF_000460015.1,GCF_000462145.2,GCF_000474825.1,GCF_000493595.2,GCF_000494955.1,GCF_000522165.1,GCF_000522185.2,GCF_000522205.1,GCF_000522285.1,GCF_000522305.1,GCF_000617085.1,GCF_000617425.1,GCF_000617685.1,GCF_000633675.2,GCF_000713935.1,GCF_000714295.1,GCF_000752555.1,GCF_000781275.1,GCF_000785775.1,GCF_000812325.1,GCF_000948055.1,GCF_000948625.1,GCF_001266405.1,GCF_001515725.1,GCF_001521435.1,GCF_001555635.1
1_0040	1	50	317	30000	ml	50	GCF_000179155.1,GCF_000188875.1,GCF_000250135.1,GCF_000326785.1,GCF_000354315.2,GCF_000354855.1,GCF_000355455.2,GCF_000355475.2,GCF_000356205.2,GCF_000356225.2,GCF_000356685.2,GCF_000356705.1,GCF_000447005.2,GCF_000467695.1,GCF_000478705.1,GCF_000615605.2,GCF_000617785.1,GCF_000617805.2,GCF_000619525.1,GCF_000619605.1,GCF_000691085.1,GCF_000714095.1,GCF_000773475.1,GCF_000773555.1,GCF_000781695.1,GCF_000782195.1,GCF_000782715.1,GCF_000797695.1,GCF_000798075.1,GCF_000798255.1,GCF_000935345.1,GCF_000935365.1,GCF_000935375.1,GCF_000935425.1,GCF_000935435.1,GCF_000935445.1,GCF_000936125.1,GCF_001265765.1,GCF_001266025.1,GCF_001268665.1,GCF_001283165.1,GCF_001283685.1,GCF_001283865.2,GCF_001284325.1,GCF_001284385.1,GCF_001285005.1,GCF_001285065.1,GCF_001286025.1,GCF_001286685.1,GCF_001484255.1
1_0041	1	2	122	68207	ml	2	GCF_000261385.1,GCF_000460335.1
1_0042	1	2	9	5206	ml	2	GCF_001263065.1,GCF_001413995.1
1_0043	1	1	0	7734	singleton	1	GCF_000446645.2
1_0044	1	3	44	20625	ml	3	GCF_000691045.1,GCF_001191115.1,GCF_001262965.1
1_0045	1	5	66	33639	ml	5	GCF_000713395.1,GCF_000713425.1,GCF_000713775.1,GCF_000777215.1,GCF_001012505.1
1_0046	1	25	32	17476	ml	25	GCF_001412925.1,GCF_001412955.1,GCF_001413355.1,GCF_001413375.1,GCF_001413395.1,GCF_001413455.1,GCF_001413475.1,GCF_001413485.1,GCF_001413515.1,GCF_001413535.1,GCF_001413555.1,GCF_001413595.1,GCF_001413635.1,GCF_001413645.1,GCF_001413675.1,GCF_001413685.1,GCF_001413715.1,GCF_001413735.1,GCF_001413745.1,GCF_001413805.1,GCF_001413815.1,GCF_001413825.1,GCF_001413875.1,GCF_001413885.1,GCF_001413905.1
1_0047	1	25	39	10365	ml	25	GCF_000166595.1,GCF_000250075.1,GCF_000354875.1,GCF_000355315.2,GCF_000356005.2,GCF_000356025.2,GCF_000356345.2,GCF_000357525.2,GCF_000357625.2,GCF_000358855.2,GCF_000488675.1,GCF_000503375.1,GCF_000503415.1,GCF_000506505.1,GCF_000622265.1,GCF_000700145.1,GCF_000700205.1,GCF_000703825.1,GCF_000713105.1,GCF_000713505.1,GCF_000713575.1,GCF_000752615.1,GCF_000948005.1,GCF_001265995.1,GCF_001285845.1
1_0048	1	30	239	88458	ml	30	GCF_000194535.1,GCF_000215285.1,GCF_000249875.1,GCF_000446805.2,GCF_000456385.1,GCF_000464955.2,GCF_000488535.1,GCF_000506845.1,GCF_000616345.2,GCF_000617125.2,GCF_000617365.2,GCF_000618405.2,GCF_000619265.2,GCF_000647455.1,GCF_000690985.1,GCF_000700145.1,GCF_000701105.2,GCF_000704165.1,GCF_000754845.1,GCF_000781215.1,GCF_000801185.2,GCF_000936635.1,GCF_000941835.1,GCF_000948555.1,GCF_001012495.1,GCF_001012575.1,GCF_001262865.1,GCF_001269305.1,GCF_001284545.1,GCF_001309465.1
1_0049	1	12	66	31130	ml	12	GCF_000522245.1,GCF_000522405.1,GCF_000619345.1,GCF_000941395.1,GCF_001266125.1,GCF_001412975.1,GCF_001412995.1,GCF_001413005.1,GCF_001413415.1,GCF_001413425.1,GCF_001413605.1,GCF_001413755.1
1_0050	1	12	50	24141	ml	12	GCF_000316785.2,GCF_000354595.1,GCF_000354615.2,GCF_000354735.2,GCF_000355155.2,GCF_000780335.1,GCF_001012575.1,GCF_001263065.1,GCF_001266075.1,GCF_001441325.1,GCF_001484485.1,GCF_001563395.1
1_0051	1	13	205	88620	ml	13	GCF_000166615.1,GCF_000350845.1,GCF_000446545.2,GCF_000460295.1,GCF_000503555.1,GCF_000692815.1,GCF_000700345.1,GCF_000798395.1,GCF_001263065.1,GCF_001268545.1,GCF_001268705.1,GCF_001268885.1,GCF_001268965.1
1_0052	1	15	87	40266	ml	14	GCF_000250115.1,GCF_000263895.1,GCF_000313445.1,GCF_000616665.2,GCF_000752895.1,GCF_000797735.1,GCF_000819015.1,GCF_001012405.1,GCF_001039155.2,GCF_001039205.2,GCF_001268925.1,GCF_001309635.1,GCF_001309685.1,GCF_001455025.1
1_0053	1	15	100	47458	ml	15	GCF_000303995.2,GCF_000615535.1,GCF_000617465.2,GCF_000713785.1,GCF_000752295.1,GCF_000752455.1,GCF_000797715.1,GCF_001012395.1,GCF_001012505.1,GCF_001012545.1,GCF_001039155.2,GCF_001186315.1,GCF_001191045.1,GCF_001283605.2,GCF_001284105.1
1_0054	1	6	49	26935	ml	6	GCF_000313405.1,GCF_000622535.2,GCF_000622655.2,GCF_000778415.1,GCF_001265155.1,GCF_001309465.1
1_0055	1	3	30	15062	ml	3	GCF_000622445.2,GCF_000622465.2,GCF_000622505.2
1_0056	1	2	31	15619	ml	2	GCF_000752495.1,GCF_000965705.1
1_0057	1	2	43	30269	ml	2	GCF_000965705.1,GCF_001262795.1
2_0000	2	100	2385	79609	ml	99	GCF_000021125.1,GCF_000022225.1,GCF_000164375.1,GCF_000171955.1,GCF_000171975.1,GCF_000172055.1,GCF_000176675.2,GCF_000181735.1,GCF_000181755.1,GCF_000181775.1,GCF_000184185.1,GCF_000194175.1,GCF_000194665.1,GCF_000215165.1,GCF_000234215.1,GCF_000247665.3,GCF_000249455.1,GCF_000250175.1,GCF_000250195.1,GCF_000250495.1,GCF_000250515.1,GCF_000250555.1,GCF_000258025.1,GCF_000258145.1,GCF_000260475.1,GCF_000267125.1,GCF_000267185.1,GCF_000267405.2,GCF_000267485.2,GCF_000267505.2,GCF_000267525.2,GCF_000267625.2,GCF_000267665.2,GCF_000267785.2,GCF_000302715.1,GCF_000303755.2,GCF_000303775.2,GCF_000303995.2,GCF_000304055.2,GCF_000304075.2,GCF_000304115.2,GCF_000316325.2,GCF_000316405.2,GCF_000316845.2,GCF_000316905.2,GCF_000335435.2,GCF_000352745.1,GCF_000357345.2,GCF_000358795.2,GCF_000408565.1,GCF_000458155.1,GCF_000458725.1,GCF_000459215.1,GCF_000459795.1,GCF_000460715.1,GCF_000462085.2,GCF_000462405.2,GCF_000462425.2,GCF_000462465.2,GCF_000462885.2,GCF_000468515.1,GCF_000471085.2,GCF_000492235.1,GCF_000599665.1,GCF_000599685.1,GCF_000599705.1,GCF_000616625.1,GCF_000618005.3,GCF_000618025.1,GCF_000619025.1,GCF_000619405.1,GCF_000622285.1,GCF_000647815.1,GCF_000692575.1,GCF_000704045.1,GCF_000730345.1,GCF_000752775.1,GCF_000753315.1,GCF_000777995.1,GCF_000778895.1,GCF_000803705.1,GCF_000931565.1,GCF_000978845.2,GCF_001005605.1,GCF_001030345.1,GCF_001078015.1,GCF_001191115.1,GCF_001266155.1,GCF_001281965.1,GCF_001282065.1,GCF_001283685.1,GCF_001284305.1,GCF_001284925.1,GCF_001284965.1,GCF_001285005.1,GCF_001285245.1,GCF_001286245.1,GCF_001419925.1,GCF_001558995.2
2_0001	2	100	1772	107545	ml	100	GCF_000026305.1,GCF_000194215.1,GCF_000194435.1,GCF_000249135.1,GCF_000249575.1,GCF_000250415.1,GCF_000267245.2,GCF_000267285.2,GCF_000267445.2,GCF_000267885.2,GCF_000267965.2,GCF_000303375.2,GCF_000303455.2,GCF_000303515.2,GCF_000303595.2,GCF_000303695.2,GCF_000303855.2,GCF_000305455.2,GCF_000316705.2,GCF_000326705.1,GCF_000335155.2,GCF_000335175.2,GCF_000352945.1,GCF_000354795.2,GCF_000355015.2,GCF_000355095.2,GCF_000356085.2,GCF_000358285.2,GCF_000358355.2,GCF_000358375.1,GCF_000407965.1,GCF_000408045.1,GCF_000410655.2,GCF_000446365.2,GCF_000446485.2,GCF_000446665.2,GCF_000456045.1,GCF_000457795.1,GCF_000459675.1,GCF_000461935.2,GCF_000461975.2,GCF_000462045.2,GCF_000462065.2,GCF_000462125.2,GCF_000462625.2,GCF_000462645.2,GCF_000462845.2,GCF_000462865.2,GCF_000462905.2,GCF_000471065.1,GCF_000471105.1,GCF_000471165.1,GCF_000471285.1,GCF_000471325.1,GCF_000471345.1,GCF_000471365.1,GCF_000471405.1,GCF_000471425.1,GCF_000471445.1,GCF_000471485.1,GCF_000471505.1,GCF_000471525.1,GCF_000471545.1,GCF_000471605.1,GCF_000477495.2,GCF_000488355.1,GCF_000488755.1,GCF_000495075.1,GCF_000498255.1,GCF_000513035.1,GCF_000529355.1,GCF_000618865.1,GCF_000627435.1,GCF_000703625.1,GCF_000713815.1,GCF_000753195.1,GCF_000780965.1,GCF_000819375.1,GCF_001030635.1,GCF_001263035.1,GCF_001265185.1,GCF_001266125.1,GCF_001277595.1,GCF_001277755.1,GCF_001281995.1,GCF_001283345.1,GCF_001283405.1,GCF_001283725.1,GCF_001283945.1,GCF_001284525.1,GCF_001284565.1,GCF_001285085.1,GCF_001285265.1,GCF_001285585.2,GCF_001285625.1,GCF_001285765.1,GCF_001285845.1,GCF_001286025.1,GCF_001440595.1,GCF_001519335.1
