clade_id	community	n_members	status	length_bp	gc_content	max_n_run	completeness	n_members_aligned	identity_median	identity_min	identity_max	flags
clade_2_0067_ML	clade	0	ml	764	0.4699	0		0				too_short
clade_2_0068_ML	clade	0	ml	2749	0.3896	0		0				too_short
clade_2_0069_ML	clade	0	ml	76304	0.5072	0		0				
clade_2_0070_ML	clade	0	ml	45204	0.514	0		0				
clade_2_0071_ML	clade	0	ml	37630	0.5172	0		0				
clade_2_0072_ML	clade	0	ml	7310	0.4155	0		0				too_short
clade_2_0073_ML	clade	0	ml	33418	0.5133	0		0				
clade_2_0074_ML	clade	0	ml	42909	0.4859	0		0				
clade_2_0075_ML	clade	0	ml	43560	0.4796	0		0				
clade_2_0076_ML	clade	0	ml	41102	0.4678	0		0				
clade_2_0077_ML	clade	0	ml	11000	0.4625	0		0				
clade_2_0078_ML	clade	0	ml	8126	0.4475	0		0				too_short
clade_2_0079_ML	clade	0	ml	5858	0.4667	0		0				too_short
clade_2_0080_ML	clade	0	ml	7848	0.4945	0		0				too_short
clade_3_0000_ML	clade	0	ml	43078	0.5105	0		0				
clade_3_0001_ML	clade	0	ml	29991	0.5127	0		0				
clade_3_0002_ML	clade	0	ml	32373	0.5146	0		0				
clade_3_0003_ML	clade	0	ml	41458	0.5038	0		0				
clade_3_0004_ML	clade	0	ml	57269	0.505	0		0				
clade_3_0005_ML	clade	0	ml	49722	0.5305	0		0				
clade_3_0006_ML	clade	0	ml	127784	0.5114	0		0				
clade_3_0007_ML	clade	0	ml	48779	0.4983	0		0				
clade_3_0008_ML	clade	0	ml	52686	0.5169	0		0				
clade_3_0009_ML	clade	0	ml	76544	0.4937	0		0				
clade_3_0010_ML	clade	0	ml	23553	0.4825	0		0				
clade_3_0011_ML	clade	0	ml	13850	0.5128	0		0				
clade_3_0012_ML	clade	0	ml	2719	0.5116	0		0				too_short
clade_3_0013_ML	clade	0	ml	16554	0.4563	0		0				
clade_3_0014_ML	clade	0	ml	29993	0.4572	0		0				
clade_3_0015_ML	clade	0	ml	19414	0.4603	0		0				
clade_3_0016_ML	clade	0	ml	14463	0.497	0		0				
clade_3_0017_ML	clade	0	ml	502	0.5139	0		0				too_short
clade_3_0018_ML	clade	0	ml	1128	0.4752	0		0				too_short
clade_3_0019_ML	clade	0	ml	17930	0.4244	0		0				
clade_3_0020_ML	clade	0	ml	10534	0.5359	10		0				
clade_3_0021_ML	clade	0	ml	6782	0.4502	0		0				too_short
clade_3_0022_ML	clade	0	ml	29875	0.5092	0		0				
clade_3_0023_ML	clade	0	ml	12640	0.5006	0		0				
clade_3_0024_ML	clade	0	ml	12493	0.5241	0		0				
clade_3_0025_ML	clade	0	ml	51094	0.5005	0		0				
clade_3_0026_ML	clade	0	ml	64289	0.5126	0		0				
clade_3_0027_ML	clade	0	ml	28273	0.5243	0		0				
clade_3_0028_ML	clade	0	ml	181525	0.5165	0		0				
clade_3_0029_ML	clade	0	ml	8477	0.5388	0		0				too_short
clade_3_0030_ML	clade	0	ml	10258	0.5229	0		0				
clade_3_0031_ML	clade	0	ml	87360	0.5181	0		0				
clade_3_0032_ML	clade	0	ml	14517	0.5264	0		0				
clade_3_0033_ML	clade	0	ml	5224	0.5145	0		0				too_short
clade_3_0034_ML	clade	0	ml	7252	0.5281	0		0				too_short
clade_3_0035_ML	clade	0	ml	9795	0.5113	0		0				too_short
clade_4_0000_ML	clade	0	ml	106230	0.5231	0		0				
clade_4_0001_ML	clade	0	ml	62636	0.5324	0		0				
clade_4_0002_ML	clade	0	ml	79992	0.5195	0		0				
clade_4_0003_ML	clade	0	ml	60337	0.5245	0		0				
clade_4_0004_ML	clade	0	ml	69739	0.5148	0		0				
clade_4_0005_ML	clade	0	ml	58810	0.5295	0		0				
clade_4_0006_ML	clade	0	ml	111292	0.52	0		0				
clade_4_0007_ML	clade	0	ml	106601	0.5231	0		0				
clade_4_0008_ML	clade	0	ml	110372	0.5338	0		0				
clade_4_0009_ML	clade	0	ml	5884	0.5398	0		0				too_short
clade_4_0010_ML	clade	0	ml	53562	0.51	0		0				
clade_4_0011_ML	clade	0	ml	65050	0.5283	0		0				
clade_4_0012_ML	clade	0	ml	52945	0.5305	0		0				
clade_4_0013_ML	clade	0	ml	2562	0.5234	0		0				too_short
clade_4_0014_ML	clade	0	ml	929	0.5867	0		0				too_short
clade_4_0015_ML	clade	0	ml	221588	0.5378	0		0				too_long
clade_4_0016_ML	clade	0	ml	112749	0.5065	0		0				
clade_4_0017_ML	clade	0	ml	77337	0.4948	0		0				
clade_4_0018_ML	clade	0	ml	30406	0.5703	0		0				
clade_4_0019_ML	clade	0	ml	153249	0.5008	0		0				
clade_4_0020_ML	clade	0	ml	130236	0.5488	0		0				
clade_4_0021_ML	clade	0	ml	78364	0.5485	0		0				
clade_4_0022_ML	clade	0	ml	52417	0.5465	0		0				
clade_4_0023_ML	clade	0	ml	59059	0.5313	0		0				
clade_4_0024_ML	clade	0	ml	85348	0.4612	0		0				
clade_4_0025_ML	clade	0	ml	75448	0.4986	0		0				
clade_4_0026_ML	clade	0	ml	121986	0.4813	0		0				
clade_4_0027_ML	clade	0	ml	69604	0.4817	0		0				
clade_4_0028_ML	clade	0	ml	66591	0.4877	0		0				
clade_4_0029_ML	clade	0	ml	18926	0.5544	0		0				
clade_4_0030_ML	clade	0	ml	57335	0.4857	0		0				
clade_4_0031_ML	clade	0	ml	61464	0.5522	0		0				
clade_4_0032_ML	clade	0	ml	77369	0.5374	0		0				
clade_4_0033_ML	clade	0	ml	79812	0.535	0		0				
clade_4_0034_ML	clade	0	ml	33885	0.486	0		0				
clade_4_0035_ML	clade	0	ml	48410	0.5178	0		0				
clade_4_0036_ML	clade	0	ml	27825	0.4599	0		0				
clade_4_0037_ML	clade	0	ml	22675	0.4858	0		0				
clade_4_0038_ML	clade	0	ml	7116	0.4677	0		0				too_short
clade_4_0039_ML	clade	0	ml	24322	0.5106	0		0				
clade_4_0040_ML	clade	0	ml	1114	0.4767	0		0				too_short
clade_4_0041_ML	clade	0	ml	13487	0.4782	0		0				
clade_4_0042_ML	clade	0	ml	10718	0.4886	0		0				
clade_4_0043_ML	clade	0	ml	8846	0.5157	0		0				too_short
clade_4_0044_ML	clade	0	ml	24705	0.5729	0		0				
clade_4_0045_ML	clade	0	ml	9007	0.5071	0		0				too_short
clade_4_0046_ML	clade	0	ml	15262	0.4552	0		0				
clade_4_0047_ML	clade	0	ml	11576	0.474	0		0				
clade_4_0048_ML	clade	0	ml	2646	0.5336	0		0				too_short
clade_4_0049_ML	clade	0	ml	33802	0.4715	0		0				
clade_4_0050_ML	clade	0	ml	6619	0.477	0		0				too_short
clade_4_0051_ML	clade	0	ml	24502	0.5969	0		0				
clade_4_0052_ML	clade	0	ml	23106	0.4781	0		0				
clade_4_0053_ML	clade	0	ml	13716	0.4484	0		0				
clade_4_0054_ML	clade	0	ml	416	0.5096	0		0				too_short
clade_4_0055_ML	clade	0	ml	57174	0.5046	0		0				
clade_4_0056_ML	clade	0	ml	3115	0.522	0		0				too_short
clade_4_0057_ML	clade	0	ml	66519	0.4361	0		0				
clade_4_0058_ML	clade	0	ml	4253	0.4811	0		0				too_short
clade_4_0059_ML	clade	0	ml	24712	0.5308	0		0				
clade_4_0060_ML	clade	0	ml	34956	0.507	0		0				
clade_4_0061_ML	clade	0	ml	58526	0.5301	0		0				
clade_4_0062_ML	clade	0	ml	29996	0.5405	0		0				
clade_4_0063_ML	clade	0	ml	51185	0.4871	0		0				
clade_4_0064_ML	clade	0	ml	29998	0.5049	0		0				
clade_4_0065_ML	clade	0	ml	845	0.5207	0		0				too_short
clade_4_0066_ML	clade	0	ml	8110	0.4894	0		0				too_short
clade_4_0067_ML	clade	0	ml	7903	0.481	216		0				too_short,long_n_run
clade_4_0068_ML	clade	0	ml	7884	0.5398	0		0				too_short
clade_4_0069_ML	clade	0	ml	18642	0.493	0		0				
clade_4_0070_ML	clade	0	ml	29697	0.5402	0		0				
clade_4_0071_ML	clade	0	ml	13310	0.4472	0		0				
clade_4_0072_ML	clade	0	ml	27948	0.5519	0		0				
clade_4_0073_ML	clade	0	ml	19974	0.5086	0		0				
clade_4_0074_ML	clade	0	ml	116755	0.4873	0		0				
clade_4_0075_ML	clade	0	ml	20474	0.4756	0		0				
clade_4_0076_ML	clade	0	ml	17920	0.483	0		0				
clade_4_0077_ML	clade	0	ml	16964	0.5216	0		0				
clade_4_0078_ML	clade	0	ml	11079	0.4843	0		0				
clade_4_0079_ML	clade	0	ml	17309	0.4795	0		0				
clade_4_0080_ML	clade	0	ml	12115	0.48	0		0				
clade_4_0081_ML	clade	0	ml	13510	0.476	0		0				
clade_4_0082_ML	clade	0	ml	13315	0.5419	0		0				
clade_4_0083_ML	clade	0	ml	415	0.5157	0		0				too_short
clade_4_0084_ML	clade	0	ml	20737	0.4882	0		0				
clade_4_0085_ML	clade	0	ml	17763	0.5006	0		0				
clade_4_0086_ML	clade	0	ml	37707	0.4993	0		0				
clade_4_0087_ML	clade	0	ml	155804	0.4821	0		0				
clade_4_0088_ML	clade	0	ml	30000	0.4823	0		0				
clade_4_0089_ML	clade	0	ml	29802	0.4985	0		0				
clade_4_0090_ML	clade	0	ml	4873	0.5288	0		0				too_short
clade_4_0091_ML	clade	0	ml	44851	0.497	0		0				
clade_4_0092_ML	clade	0	ml	27907	0.4935	0		0				
clade_4_0093_ML	clade	0	ml	109579	0.4633	0		0				
clade_4_0094_ML	clade	0	ml	39233	0.4695	0		0				
clade_4_0095_ML	clade	0	ml	18073	0.4658	0		0				
clade_4_0096_ML	clade	0	ml	24213	0.5102	0		0				
clade_4_0097_ML	clade	0	ml	30000	0.4823	0		0				
clade_4_0098_ML	clade	0	ml	30115	0.5586	0		0				
clade_4_0099_ML	clade	0	ml	46609	0.5494	0		0				
clade_4_0100_ML	clade	0	ml	44239	0.5566	0		0				
clade_5_0000_ML	clade	0	ml	29879	0.4654	0		0				
clade_6_0000_ML	clade	0	ml	45239	0.4734	0		0				
clade_6_0001_ML	clade	0	ml	16491	0.4438	0		0				
clade_7_0000_ML	clade	0	ml	29783	0.4497	0		0				
clade_8_0000_ML	clade	0	ml	24807	0.3624	0		0				
clade_9_0000_ML	clade	0	ml	24358	0.4247	0		0				
