bait_id	bait_class	clade_id	genome_id	member_prophage_id	contig	start	end	length_bp	n_kmers_total	n_ambiguous	n_low_complexity	n_host_like	n_host_like_raw	n_internal_dup	n_usable_kmers	seq_sha256	status	reason
ECBAIT_1_0004_INTERIOR_MODULE_01	interior_module	1_0004	clade_1_0004_ML		clade_1_0004_ML	6631	7830	1200	1170	0	0	0	1054	0	1170	c1bfb791da692f2eeffc5683c8af0c71b2fc0ae654ccd6ddeececf5583d8b6d3	accepted	accepted
ECBAIT_1_0004_JUNCTION_01	junction	1_0004	clade_1_0004_ML		clade_1_0004_ML	37792	38791	1000	970	0	0	0	874	0	970	7e5612fe19aab606c5158e04c31c1317ceaec777205aec8f27a3b3fc3dac47e3	accepted	accepted
ECBAIT_1_0004_JUNCTION_02	junction	1_0004	clade_1_0004_ML		clade_1_0004_ML	69605	70604	1000	970	0	0	0	868	0	970	f9c5d4664d6501557805a2ea0f02312029db17a67cac44cf21a79ceda539df9b	accepted	accepted
ECBAIT_1_0004_JUNCTION_03	junction	1_0004	clade_1_0004_ML		clade_1_0004_ML	8421	9420	1000	970	0	0	0	764	0	970	af375d40fa07f699256356229c7651cfb7e65dbac47517398db6060b62765a21	accepted	accepted
ECBAIT_1_0004_MEMBER_INTERIOR_01	member_interior	1_0004	clade_1_0004_ML	GCF_000778335.1_prophage_2	GCF_000778335.1_prophage_2	6756	7955	1200	1170	0	37	0	1170	0	1133	47ab211d25577c7a88d325d7bdb9c9d8749fc9915dd682494e46af4a3d1c94b7	accepted	accepted
ECBAIT_1_0022_INTERIOR_MODULE_01	interior_module	1_0022	clade_1_0022_ML		clade_1_0022_ML	34543	35742	1200	1170	0	0	0	952	0	1170	804d0a2af49ad27de7d0dd6663f12242d20404d55a95025398afde8c829c8a40	accepted	accepted
ECBAIT_1_0022_JUNCTION_02	junction	1_0022	clade_1_0022_ML		clade_1_0022_ML	3528	4527	1000	970	0	37	0	942	0	933	56802086031269194f5a4921859dd7b89ef272a8143b539fde5329dec3e24996	accepted	accepted
ECBAIT_1_0022_JUNCTION_03	junction	1_0022	clade_1_0022_ML		clade_1_0022_ML	17134	18133	1000	970	0	0	0	940	0	970	8044aa048d638473574318146e383c0b21573683d441713e67589b2cad447e14	accepted	accepted
ECBAIT_1_0022_MEMBER_INTERIOR_01	member_interior	1_0022	clade_1_0022_ML	GCF_001062415.1_prophage_3	GCF_001062415.1_prophage_3	8024	9223	1200	1170	0	38	0	1170	0	1132	b32afea19f14c8f5a574011034501f447e71ac327a1c35fdfefa8ac85b8ce354	accepted	accepted
ECBAIT_1_0026_INTERIOR_MODULE_01	interior_module	1_0026	clade_1_0026_ML		clade_1_0026_ML	35901	37100	1200	1170	0	0	0	1103	0	1170	f979512dde72657a20caa96875c5824ea1f498831df7f5b59a2d6cc3be836233	accepted	accepted
ECBAIT_1_0026_JUNCTION_01	junction	1_0026	clade_1_0026_ML		clade_1_0026_ML	1894	2893	1000	970	0	0	0	807	0	970	ef3916b6a350cf174e7d138723da3979bd9e6b25b99b9ec1b3340bf9c8b81fc0	accepted	accepted
ECBAIT_1_0026_JUNCTION_03	junction	1_0026	clade_1_0026_ML		clade_1_0026_ML	15283	16282	1000	970	0	38	0	821	0	932	d3dc8c0c0950fec435019bb10372670ac12cce68aa18d30467c98744604f03e8	accepted	accepted
ECBAIT_1_0026_MEMBER_INTERIOR_01	member_interior	1_0026	clade_1_0026_ML	GCF_001285125.1_prophage_8	GCF_001285125.1_prophage_8	4283	5482	1200	1170	0	38	0	1170	0	1132	704b67a0f309e59c9e936d1a31c3e630037b02e099cc5564926e631aa0fd9d6c	accepted	accepted
ECBAIT_1_0032_INTERIOR_MODULE_01	interior_module	1_0032	clade_1_0032_ML		clade_1_0032_ML	15879	17078	1200	1170	0	0	0	1082	0	1170	6592b615d2d1c292eb185fb1517384aeb3589c32efc68d4c0006612e80fcb4f8	accepted	accepted
ECBAIT_1_0032_JUNCTION_01	junction	1_0032	clade_1_0032_ML		clade_1_0032_ML	7773	8772	1000	970	0	0	0	835	0	970	9ab189cfc01955447fba092bae88b00d2a2c2ba9005310b50ca69ce00aae0c00	accepted	accepted
ECBAIT_1_0032_JUNCTION_02	junction	1_0032	clade_1_0032_ML		clade_1_0032_ML	47324	48323	1000	970	0	0	0	811	129	841	5dd128ecb92529e29def54860a265f53b0c571f84fa62140c3ce52aad375081d	accepted	accepted
ECBAIT_1_0032_JUNCTION_03	junction	1_0032	clade_1_0032_ML		clade_1_0032_ML	23299	24298	1000	970	0	0	0	739	0	970	133e5a27cac57eecf575c286874a0e5cbfe539a183214455daa1239f5ad4450c	accepted	accepted
ECBAIT_1_0032_MEMBER_INTERIOR_01	member_interior	1_0032	clade_1_0032_ML	GCF_000936455.1_prophage_6	GCF_000936455.1_prophage_6	12027	13226	1200	1170	0	37	0	1170	0	1133	6e1a454242409e71949900247615c331e8fb65b99d9d53a88a0a223b87cf90d4	accepted	accepted
ECBAIT_HOST_CONTROL_01	control_host_negative				GCF_000005845.2#1#NC_000913.3	3558416	3559415	1000	970	0	0	970	970	0	970	5d7f3b98b1d4595369c5099cd62dda338a4e1804b64e4d385148bdb48b0fab71	accepted	accepted
ECBAIT_HOST_CONTROL_02	control_host_negative				GCF_000776235.1#1#NZ_JSGO01000041.1	240017	241016	1000	970	0	74	455	970	0	896	1518126d83935302c328dcf9db5fcef47deb738f5dddadb571df71983d33f08a	accepted	accepted
ECBAIT_POSCON_HK97_02	control_public_reference				NC_002167.1	19267	20466	1200	1170	0	0	0	1127	0	1170	5fdd62e7b7cc9a696a5a1a0411a6712e49cc3b904d29ec50fd80c3fba6d6b8d0	accepted	accepted
ECBAIT_POSCON_LAMBDA_01	control_public_reference				NC_001416.1	23652	24851	1200	1170	0	37	0	1170	0	1133	5dcc01d45b6d42f2776aaa4abf431e4eaa80f8efca6d12f7e358dde004b43bd4	accepted	accepted
ECBAIT_SHUF_CONTROL_01	control_shuffled_negative	0_0014			clade_0_0014_ML	3290	4489	1200	1170	0	37	0		0	1133	0d1839383a271634c41368dc7350b8a691647ecfb34886558dcc43b651428cef	accepted	accepted
ECBAIT_SHUF_CONTROL_02	control_shuffled_negative	0_0051			clade_0_0051_ML	42999	44198	1200	1170	0	0	0		0	1170	fc7d8a282097af72b0c309f5c5b136592e798d8b23e6a89d4e88dd5b7c965086	accepted	accepted
