cohort_order	rung_n	assembly_id	exact_assembly_accession_version	input_line_number	input_occurrence_id	resolution_status	assembly_status	selection_stratum	stage_b_order	random_key	inclusion_probability	inference_weight	engineering_control_membership	collection_row_sha256	row_sha256
238	1000	asm-v1-913fdb86e3099e72eeb62d05	GCF_019841145.1	22468	occ-v1-16d4da6f1de015f5b4ef7329	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	024443ca743534a416386a775b5b931d3e8e39a41d764284fb1d60586b70cb69	990/25353	25353/990	.	1c34faceece6278478f9220c1be86d0144670a0e14cbdf046481842c88cd3ab1	35d7eee723b3b7ea02c79400f9aff3026fa2cf767356238bb59694c9dbc4a806
239	1000	asm-v1-3cffdd1f3de98796b9642a95	GCF_002769655.1	8929	occ-v1-b380e01f640e08013b45e53d	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	02447c280d663bc6a5cab0517d57059b986b8ec553799f4ffb7c439027f7f735	990/25353	25353/990	.	a80cc5c7bd461e1aca5d3a9a31f38a1ce67ae6c75df5e60e83b7d4f16acc6ec5	d062680b41053857181f15acbd9cce56213185e229b2429ac04453d56d9ecedb
240	1000	asm-v1-2d1440e268020c876299457a	GCF_014855895.1	18906	occ-v1-a278ce3b166533aa75a6b515	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	024ed1f4faffeac84bdd22a4a383aceb8c55cf1328fe6214e5e916f364954254	990/25353	25353/990	.	4b1d49625f0dcf95bcb28fb2ea28f72d63fc7c4154ff3352dd5f0dc1af080b88	da24e63dc509450c3b2d97090cd7cb8b99af7d81069af70f2aa5739d3f0c369a
241	1000	asm-v1-840dd8decda2b1d411157d40	GCF_006350385.1	15332	occ-v1-b6ebfaa1bcd47463b8c4d0db	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0252b196389e157a47f8eae838820b03e8232d619a71933226c97f159bd1fdb9	990/25353	25353/990	.	a6e8917bac06a69a5c2e2bd6490ea4b70ad89f5725a8933c48d4da18cfae64e4	54e785ab531aa647153c6089a063c99e38710912715d9f49f53983039d18be42
242	1000	asm-v1-aaba6e48e97c5b702c1a7345	GCF_009627495.1	16156	occ-v1-a912a581ac29a9a164f403c6	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	02581548ed6bacac6bb248fa57b1f810841bb19f118648f4f3957e6150614719	990/25353	25353/990	.	4c22f055d8630b27f4b3bf1db157363e044f9686e3fb75d14ef071100f9f4a56	5bd4c64f14ac30ca41f4df4a85aecfded698a5288b5dd5e1c8541e1850dfd270
243	1000	asm-v1-b9c8f681f0af8d6b4cbfe0e0	GCF_003829865.1	11834	occ-v1-4e7868af2a991e58f0da0e5a	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	025b04099461849bcd9991f6f60e92b6d7ea1378488b19482d69af28380a96c8	990/25353	25353/990	.	375b7f8c420d40443ab1b97954909d2a84746adc2ec49cbd94161581d2fe5a68	25567a754c3e1093c6974a532029419dbba690c064cf28270c91fb0541c0b257
244	1000	asm-v1-a8899c54ac12f5d2fa71619f	GCF_002810895.1	9040	occ-v1-1e7987fb7f63b947b8cf6782	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0261ba675a956a8c6178f2d6593f427fd6551fc9f5b7c7437a24a1c1bceccb5f	990/25353	25353/990	.	4fca947a8f9a399e1c630d4863d34fe729fed620ed1a95f89dca30c9b0b74511	c85b9b988da135702f1a37841af97deabcf4b10ed903b4ee4170b3a6153edb07
245	1000	asm-v1-69c25f89fc43848d200c20c2	GCF_014170995.1	18558	occ-v1-f6d9a8f64cdacfd6601a828a	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	026746b13c77953c7c289ed240035634e79b2d78dacb0b85fade3e0f79a98cc8	990/25353	25353/990	.	430571d81f07dc1e178c69303f65f670a907cd05f0c836adb0997641bdd26301	4ca8786057e1ff109ca1d4a6aa11ce9d72d5cd4b3c5b69a889e9b161c54f4396
246	1000	asm-v1-3c45ab2d84c2cf1a0fdef8a4	GCF_000781295.1	2448	occ-v1-2a0b5b483cd6717c3d002450	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0269199394c3796f326bb27a4185cbfff5676967d475fc165ca9a75c70e5d669	990/25353	25353/990	.	c99f71e67a70ab42f14b6b6e294c1f2bd34603dcfe831fce7828803025700e2e	f6c181437a2c0a6df52b625cff525edd42b2dc8f787ee432e29440d9dad1005a
247	1000	asm-v1-8fc2312ecd77fdae4f169593	GCF_002767435.1	8853	occ-v1-3b0edddf09ba097e2f97e395	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	026990607bfe178987fa2796f7abe2dee92bfc090a30632aab0573fdc26702f0	990/25353	25353/990	.	37759f3be9ac92d72f87dc4e8482e5f761a778997b4c6cf41c5a995f9fe33d95	41cc336e583a99de3dd8d6791d81044dea5417c27c241a360db7eee565cd3295
248	1000	asm-v1-aae4222b88812cba293725ab	GCF_003982245.1	12154	occ-v1-06856275a4e6dfeb2129cb73	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	026bc3a2d7bd0513e3a98e2146586a3a46c46256caeb4627b37047b932090994	990/25353	25353/990	.	9e2501fe7b8f3dcaaa9940d2bedb94377dbf9b231c711aad221603a12b9bd3a7	da880bd83d7e8f61ae2374e78b4869603de5d3c7efa331656655f3ceb63cd2c8
249	1000	asm-v1-a9edfd2922de17b79502771a	GCF_900479215.1	24523	occ-v1-74d35209e5ae8fd952b2cea5	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	026bcc9e24067ba4e1aa6741fde7361041e1bd07017b7151db1b7db663d23031	990/25353	25353/990	.	1ca5ecbbb7d45b09a97d5757a7d27f53f50e011a0b8666b7dd64ddcef690cbc3	788fec048c963673b3bed30139a7e261ea691b4b97d64214cbd21bc236713178
250	1000	asm-v1-1322c63cb70c80ecaa9387c5	GCF_020089695.1	22804	occ-v1-f7fb4e4ce0c5084121278592	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	026cef11c280e961d9f0097da002d8759a7669576cc4037aa0aa20d16e490f84	990/25353	25353/990	.	40ba97521da3f49c91ab8d19910645fe7c6512bca82f724a5f9ab21570452e90	887dd1823168d8f26433d003310d85dabe5f4015045b24d83b79be19a25c7b2a
251	1000	asm-v1-9d9a64dc3cf8cbe52c16ff37	GCF_003337025.1	11095	occ-v1-5c92a5d4eb186da9fddb8dd1	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	026d3c6f88a78f484d755348454218dd7c04204b7dfcfb0b9b2fa08792f70fce	990/25353	25353/990	.	f3583bcce259fd138236204493eee5c11633c4399ceaddf2d76e920d1584fbf0	99dd6494e2a98d226424066726c895fe28284a2dc20164efc743c17eb3dc8613
252	1000	asm-v1-2c6d9d9e99b74e54885df6b1	GCF_016903995.1	20494	occ-v1-d9d2af078e6c2ddd9f1109a3	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	026dd25ead3d42e5bb54ff9844958b75c8fca30d02a49de3e310543a56490c22	990/25353	25353/990	.	1100eedc64d4b182b2ce037346206a5458696052863f4fd9399ed977984a5919	8f801e573b884a376bd6adc64e54b0182b39f43e4412765f4b095f61f7e4a4a1
253	1000	asm-v1-fd88367c435c1255c28d3807	GCF_016761285.1	20164	occ-v1-78bf6f7a8f691a2373361eb5	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	026f2b8562865750df683ff4d2d1da3076cb9e6c7f66d1018163e32f35b90cfa	990/25353	25353/990	.	ef38f4337554bc58714e6a9f64088243659f4c6f780b8a5c7566f38d7a11e84a	d4606092e47e679506d1739e45584a02b094cb9fc842ee5692d6a8af7beef306
254	1000	asm-v1-eeb9d09438712d3941cbbf12	GCF_001619145.1	4162	occ-v1-9598ebafe4a888a2eac1e14d	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0271ee78edef36b25aea3a4e5d3bc2ee21e8b3ed488eb61ea6d5728930e0af94	990/25353	25353/990	.	92a327484dd7ebd7df32f12e357a9f332e7bfa88b54e213ed5b4b71b0b7e9367	2d5e71e258a503562c09445a0e42bf7204ffd4f8ca309b0e7c83c1665e22ca7e
255	1000	asm-v1-768d16bf92553595997d77a7	GCF_900480335.1	24632	occ-v1-ad823c8b53af0b2ec472227e	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0273e8f7caebd7a4ce25ba32867e31e9c3970d70dc0371cd6e68b98389063b4a	990/25353	25353/990	.	92e1f834d4cca9e31b08b84ad10f7cc88626e84dbbdd299f62d43fcdd0d8fa58	e00ed962047c5e33faaa37496d508dc4b54c099eb918a8a2d2ed87b8372c8c29
256	1000	asm-v1-ed9ec5cfa5f50955ee309979	GCF_019104435.1	21738	occ-v1-e11900c75a49cee91aef9b32	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0288b2d3f506a680ad90ca37075f4eba02d73ba79d6eddb09fbe6c18afe392ad	990/25353	25353/990	.	1330e66eef4070f6a3ae4cb23dc47ef086a840bf9941b5d9965bb8943bc42014	44795a9f92966077e91075168ac04926caba4fdc4ebf27144d57df946f514a61
257	1000	asm-v1-4776c24df11c745be4519bc1	GCF_001638135.1	4251	occ-v1-a529a3893a2f1684083a1c03	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	028a8dd0885a55f7154bc98a468d0cf28e90181897457a05600c76b701975585	990/25353	25353/990	.	ba53a95e307af3d23b6de9ce49b41e32e16a4cdf4c8bb2dc72ab8283f96d91e9	7d7c05ed35772945b50a3747c429e34d4f42ae90c2480aa7ca876bfc60de6ec8
258	1000	asm-v1-0f01314c322ac959500299df	GCF_020786115.1	23429	occ-v1-92657b06b17387dbd463f3ee	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	028cdc85ebff3da1f76485940bab9ca7b706ebd42ad0792059bcf6bd83dbc132	990/25353	25353/990	.	8d9e762aa126341e01fad65ed4449d113f5306814c1615a2ce50d29cbbcb7095	8b0dee5a8056c82d012ecd30712dcd48094bcf0fe239b330aaa78412e16b21b8
259	1000	asm-v1-42d4f9428bd8b819edd0e8b4	GCF_000773575.1	2228	occ-v1-6842e42725fba9a0f651f7a0	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	028e55f8fdf79f9134c432a55fc57e5a18eb5e11e1b1a8378cc066b9f50c7fe6	990/25353	25353/990	.	295692fa2bbe77e4d25c283e863e1b130f7ea0ca502d2292a04ee88e09c63794	ca0de088d1735c24651bf72b54fa80c3ca198a9b80c46b7ba3701dc594bd99fb
260	1000	asm-v1-d57b682a832268f12fbd1503	GCF_000267105.1	311	occ-v1-f6b117f13ed1d9aabe9cd50c	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0290d77b92b9df1d3751c8bab81de868064a34142da7cec82e4b5e813895f0d7	990/25353	25353/990	.	cc19ae10964381f4afa4616966e16ea37ca268400c9662fc1805d2874a55ee24	491c99112ffc2e0033b2d0122537e4debc1ecaaf86ab13b618b47ca013bc057d
261	1000	asm-v1-c03f5c5ccf99e5baaa2e8f50	GCF_008389185.1	15817	occ-v1-524704d00cb7b2e470f4a2a4	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0290fec59e572e88e8005681b7871d11c522997d0181347b2f18e53ccb1f2787	990/25353	25353/990	.	4036026f5fb5e111e88efcd6803756321a3ea811e1a2bcfc37e9e5bd32da9bbb	f0cac57d27c3f3cae3275029462f104c56f2466f8e6863088de044cf8b7f472f
262	1000	asm-v1-23c6f96eef9fec00ed672ac6	GCF_000753155.1	2196	occ-v1-378d8c1371f506721d1803e2	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0291af99382e82f754d220723b2bbd34cc4dbfc44eab3dc13f671b314d5c1efd	990/25353	25353/990	.	f8802af4d97004b593a3b4d57a17a0eea1ed4454cecac9dbf19c61dda8c8f383	5fe8fad9367098c3f5c802718df00e5cd4b5041657fe85455b5055ab0fa84550
263	1000	asm-v1-bd37a05c4725b3184ca2f214	GCF_902505045.1	25327	occ-v1-ddb1c91bfa9b0d0b581c8fe8	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	02980e1c887746036ba78f5d0fd653f9f157eb08afa253d6af9d6142ea2e4631	990/25353	25353/990	.	8b30e10a006700f9df0175cd7bcf867f311f178baf657aaba88d0a375fd30982	c54f970620e61ebf64c4258c392e5d3fb338c449f18db6a861a7e02e8fbde2aa
264	1000	asm-v1-49df749027aab3002e60f147	GCF_000249175.1	225	occ-v1-712f150bb9868bd4230d772e	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	029833b6e7d1dc43331bf52d594ea0bedbe2ced8ca876507063b856e60190eb1	990/25353	25353/990	.	d577b3399882bb3aff0d6dcf495db4b8882090f181f5a3875df251c6b2580776	4a85448210324115fcead6800402ec016c86697852b0c0be577b5f2c96a8d674
265	1000	asm-v1-30d91a67b662c22e304d60cc	GCF_005393525.1	14421	occ-v1-25ee08c3a6e5db32bee11dae	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	029d15cd0953ff543645e915c5c495fff81a117c1c32e06f70f4292e937501d9	990/25353	25353/990	.	550991c699ba06feb7db94511067204d6591422d56b53fa0e51c330b6ae098a5	3d0ac2ab9ce7206ffe326ba2988a553707fd73165945292667a38a19a705a219
266	1000	asm-v1-19d5772a9ecdc4e627e3a02b	GCF_020162325.1	22828	occ-v1-46a8b53f8133a10b8fcab935	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	02a193b159281b64029509f721de2a47d372a1bdf56d98021f0c7d3f2ec1452a	990/25353	25353/990	.	58dcbd2f6e7ae28b29e936497fe2e87bb2ad76cad36c737ebb3fc7fa174219e0	1297b8202f9ac7bb9a03ec74f516ff0e14bffe314d5245fb2ca7f66e547e73dc
267	1000	asm-v1-a24edf952db79e3913d9b826	GCF_003306715.1	10796	occ-v1-a0758aa80d10ef5587cdb346	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	02a6e27fb50ec29b12be03b884fda5922e5957c07755f090468363677de3b4bb	990/25353	25353/990	.	a8ba6bc9cb0f51b5acfbd2327550993a201e604d283a2b768bf101a6a1d37aae	6e0710d2154bf8eaf8e23510e76ff46bd2766f6ec072c75b757104f11955fbf9
268	1000	asm-v1-867b57e7bbb1826b15ea7193	GCF_902705595.1	25403	occ-v1-d2523f8720c0591464a4de70	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	02a82311c401ac4e9789172008b281c08bd9d7c18d8db3be581a43792481d034	990/25353	25353/990	.	25920260563ff015553ee1235424d9b1579d15b669085d2586466f3309c9e526	6c41df6feb4833e8bc5dceb79a537dc84cc998c926c5b7638e3f1e3733b82715
269	1000	asm-v1-98889a94678a2c59bfc3acff	GCF_900500585.1	25067	occ-v1-0719bdb7e0cae31dc727d2da	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	02a8d12e60d6680f21be22ed73b416ad9422cfff586041a9a20ad1f8f2798c56	990/25353	25353/990	.	52790ec1b37c64202a125c12e805bb9734d7175518e4cd79ea58b7dab912faf1	c47ded3f5a4178ecca17f24dd27dcb87955f1ab161c75ec30afee69d92040264
270	1000	asm-v1-0a79a08f6bf844da60ce6d16	GCF_004960695.1	13339	occ-v1-c98c1935c3e6a9485cc3066e	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	02acd94b44bde32a89fc292ec2a1cba2f675ae236aba49d4be046a6a66a73fbb	990/25353	25353/990	.	54a876321fa544e6a3c4aa761acce2bec1f60e569d59e1ab2ee3cbd1a84c2dd9	45afc337621e418421b052b3c59b520cdee2aa07bba627d9612d2c459fe7b480
271	1000	asm-v1-440f626bd12d8bcd30143187	GCF_002515365.1	7859	occ-v1-0001a35e8d700a1d78e16d9c	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	02adc79298d1b88e32c0dfe14dff450a532478f1a670df61ca86848b31ccfba7	990/25353	25353/990	.	4bb6195fe93691d1d01974b9a6debf9f28ae039f72c49628610713e3db0bb0f7	591a26dae50579d999a0f0eded313f83b6e498194b4996477336dfad33cdb28f
272	1000	asm-v1-88c15c14f17ec5bb011a8f9d	GCF_900479335.1	24535	occ-v1-073f39ec48f0904505a2cea9	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	02af83c620b393921941753eb12267287573134721ee36ff9db8b60fd729a9fa	990/25353	25353/990	.	057913c194c049a428877f388080ee416ed6e11f8dca114135b9a2359362d4db	72e3c2671b5458ff34d90c3002bd5bf685c4d902b2ae2e6efbc63ee6aa4fd7b5
273	1000	asm-v1-c2d70e5b3877dc8d93595966	GCF_015731485.1	19757	occ-v1-14981b10e5bd2ad0ef39a3c2	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	02b36e29673d3fe9196a5a94512076269cc02d32851ae59c2d892e747c80d655	990/25353	25353/990	.	d70d3136fbbe1ea0332fd62bafafbedbc392959844de7e0b60783c28487bac04	e7a18b0d2b8821425ad47eed426a82e41b40716c07e85515112f4d3ebf2b5da6
274	1000	asm-v1-79248dd83d3d9d3b9eca811c	GCF_003000615.1	9618	occ-v1-b08c0e3538c973ebfc9817c9	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	02b40d93c0b3163445cf7c6f3f80dd5c1c955fff37b6b6eb12f16b4fed63a128	990/25353	25353/990	.	50044aff84887b80225fc374531cd7b710567bb0617d184b7922cafe56fab8ff	f845c2e121e92ea1459d53a2551de4e5ce3768adf865ba481c242e6dbefeacb5
275	1000	asm-v1-5add3116b9219622335fb0ba	GCF_000781575.1	2461	occ-v1-4bb8f40480cad0cd68fbef42	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	02bb34864e233d71be2cf272cc3f07bd1e6d678fda2dcb1bfef0a97a5c87fe4a	990/25353	25353/990	.	ad8cca73acc128f5406cbbb2284b913ed5f9e39c347e6b23277651a8016db048	a0854801f9b0f5b106ce260192cf8942350ec2bbcffa70b930dcc53a57019da5
276	1000	asm-v1-50914b2c8759af457b43ee2a	GCF_009832985.1	16777	occ-v1-087e6d8be55da672f7dd8b8c	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	02bc72e5aecf25f2fd87310c940d6978a11ba15d67ac6032fd41da5f2ff48607	990/25353	25353/990	.	9a6607b5304d0a657f85ff5d0147f88fbde89e756575a85541091dd19606eda2	e6b200600834a2b4abd95b35e0694fd81cb1acb4b314c8995934514f21cae246
277	1000	asm-v1-290cb22eed746f9ee9b7a10e	GCF_000355295.1	734	occ-v1-7f7ba606ab04a4af1999d42b	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	02be99f92baa3d9c2586c2b3872f1a7e24642f767e45c615e558fd86fcd69783	990/25353	25353/990	.	7aa9efe97595019c262366d1a05bd89634a958dc190b78298e52a5b73a3afb09	edca5303043196ef95deff3d45658656eeb0d067ad62207e80ef9b9d911693b8
278	1000	asm-v1-51260a43254d97eb9630c009	GCF_916160245.1	26017	occ-v1-3d96b1e868d9bfbd5557dfe6	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	02c1085b4a6af9716feda5afcf68930e6df987e834647c4bb8305afe7a961572	990/25353	25353/990	.	cc2ee60759b0f1686bc5f8f38771efe70f064a2f2c5ec2d5d5fc089deeed3e01	9fcf9b4915ad6d05308132980f41c766fc4f7b8d10a51521277a87f3fab24d5b
279	1000	asm-v1-e467281da1b1763eedd68b61	GCF_003360075.1	11294	occ-v1-b304d9674c867ae76fb35b50	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	02c12df5104c32c78aed8668ab6f154f59b057771d9493447609134d82f2d8b1	990/25353	25353/990	.	cd4945eef2b8a378d857c21634aadf22599168c490b8f9bdce5a1ed6d2b4dc49	49f08cf3e0bfe697e4fa17e491ed39ca8a0f460eeb25a34ce1e9bf8c177724b1
280	1000	asm-v1-9357230709ddd13bc76e6564	GCF_000358855.2	891	occ-v1-9f5381560e1fa7429a2b73b3	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	02c3421bbb773d7680b69e974db226a070b3172e602e85516212690999e4ac26	990/25353	25353/990	.	59d2c4b3a93f0c5811b63dfc8035e5ebad0811ab8fdc366251db6441567d27f8	79811848457e8cb745359f737675f0e7fc08767e1b13683661dbee3a8e0fcfe8
281	1000	asm-v1-558318ed742439fceb68aaf9	GCF_002535305.1	8303	occ-v1-62dbdf60d7ac37b9ecc5032d	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	02c3c72f427c56f0eeb699dcb9d8e971d5c61b66871ffc59aef40cafbf3e850b	990/25353	25353/990	.	f75cc48dc8a89c5930621cac2fae7fcaf07c8d308764d3bab8ab9f36ca5ddc89	b78b081b406dd3b6120dd043df9b518e4be1dd368bafb52177d1d367be2110e9
282	1000	asm-v1-67da02a897b87fd4da88f9c1	GCF_000408345.1	964	occ-v1-4b17b9ce1146a721f0c6fcc7	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	02c4fbbf66c4000e19a11bd1cbb8c68429b2acd193947e40ca1e08307eabaa79	990/25353	25353/990	.	8286be14ee5c580b9b26d78c9dfbfb2965badb6c6b4457870374d5a59b0f59a0	c229a797e93d90bdf644b889e7bcd7cc206983bcdd969ee6f01e13ea0182a61e
283	1000	asm-v1-bbcbe6071ff2c3f9c7695392	GCF_001893525.1	4673	occ-v1-d1b8f3c29da5d23a57941f59	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	02c5146b0cc8d8729ec44b73d1460ea5107fb913eb820a0d5eb8b6467fa0313e	990/25353	25353/990	.	8c65146c206c17f715516f9d82143683ec729b8447e0d4852357b853020310f1	6bf7ca8ef69006df0c2f8ca6c0c5f0f234b31a2fa6239e1df9b4b381a0b044fd
284	1000	asm-v1-77c60127224b5c9d5253f12e	GCF_002231955.1	6215	occ-v1-5045de534e742eba6e03eb29	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	02c5acc965682985cf7ca6dc4418dd1862db76b3d2958c3ff131f4606cef8d46	990/25353	25353/990	.	3f5fba54f157b1f3002755f582c4f10f098ab8174de3e40b3c8740a3ade2f5dd	3ceee23da60e91a9f7c5cbeff58b7d1eec24b38e29b9e5a64642e83adff1e120
285	1000	asm-v1-83cccab8624f2777c034314a	GCF_014529205.1	18844	occ-v1-fc10a075abd2c512fe0a2ea0	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	02c6ab0fdfc761a6578bb002b37c4e0b4c285e0d5be629056921f2f16d128699	990/25353	25353/990	.	f19447084eb211b718b53347740d2691198854677c6dea1cf3a5d64097307a6e	036171c1822f339f2b6e37440e7d1b8c5b7e9601a050a8d4f08bd08526d989fe
286	1000	asm-v1-1acc33ccc3248e241b4f4182	GCF_003028135.1	9851	occ-v1-cfe51a68bc42499dff2ef628	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	02d06ca67797c065ba7979b9175db0441675c04fd8b239c70b0cfcb4a2924aee	990/25353	25353/990	.	410a0740de5829192f084246513dc15a1e9590cec0a5f1b2c2fa602e8bd6d901	9301b34049dff9117dbda3a58be5680665f252f7faf99f453454f7ba7d8331e0
287	1000	asm-v1-19ea10328c1d097f07cf9688	GCF_900479575.1	24559	occ-v1-4e3d6552d4b8840c097a3e4a	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	02d33a1f349e00b87e257d2f3abdce4b3759a9b2a61eff946c2b14962da5f627	990/25353	25353/990	.	bdb4e3f47c0195519962cc6dfc01fbf855fcc8cce193a19833d28857504f56a6	a891219777eb10ed73b698a7aed909ad8fc720b8a6cac4672857e10f052d9b10
288	1000	asm-v1-4e5289b322d7ae454236b288	GCF_005388405.1	14168	occ-v1-4355fc3f5785085dcf9b8a6b	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	02d8dd0b9f84d773566e5e8c283d8fe7292a577dbe0fabb6b25b85c34a3aa63b	990/25353	25353/990	.	db4529318e313d415e1bab78fa85713479c0b10e61786401db4621d3d89681a3	fd6277ca1ed65211a72d9b9af4a5ed7282063d261c6212d2a153b9abed68ea5b
289	1000	asm-v1-197eab9d5ef59ffa9db8df55	GCF_009822305.1	16734	occ-v1-30f21d63df074f3e5d5b5e1d	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	02db1ba94600eb15219e096d0eaa2d41cc1bef5ac37b40a9346317b65bc139ef	990/25353	25353/990	.	108d3e2aeebd266c80aa9a04a4ddd4ed9cc3a30b035899fc34569716ac272780	f4290a375ad479a2c27db705a61727e98f125cba6c2d5f89835895cbf1336668
290	1000	asm-v1-c5645796b19fef7a2a410d2d	GCF_020668725.1	23242	occ-v1-c03f1b0a0cae4c5b0e710daf	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	02db30b4329ae2b520cc13dee701ff50b666b9ff4b9699bc141370a62746917c	990/25353	25353/990	.	954b81d7a9a56fbe8c2daa5f3779db1175f53df9156acee8f5ca6b2943029dfa	ddde968b45c1df94549fd8e605d97ccd8c99c08743b98dbb19f9091d0023bea1
291	1000	asm-v1-e368999420202b5c02a831d5	GCF_002764815.1	8737	occ-v1-11b7620864ead9e3062f904f	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	02e187276bab2773c772282912f05f0fe65fb6afd856c8e48df745251162b05c	990/25353	25353/990	.	7c5766c8c2101537a25f588a2e6bd0a1f6c47facfc0c2750ce85ef7c546bfaa5	a1ef439159213697f8712699981c28e6e958f5e8cd5137328c41969546db7681
292	1000	asm-v1-16ced651eb89ff82be725cad	GCF_006230075.1	14864	occ-v1-a0c6cf5165eedd4a2cc0922f	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	02e1c630931057005460bc683b2b900eb7cbf4cf7c2a54ed327fa21a3a8e7d03	990/25353	25353/990	.	47322dad226ba01207bbbc069bbb60ce2dbb379fdc98278217546b0d89c93377	4a7c3fb7e52328728e1f828010425d4a06758381bad15a8800d9f81d035aa548
293	1000	asm-v1-1b3ff37b1da36ee421815114	GCF_009793765.1	16471	occ-v1-db35a4030df0a922b6b48def	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	02e3badf61ccd04d52854f1a8175d164422baaf1954719a77dabd805426c5402	990/25353	25353/990	.	2b08ec868a8102534e2ee62f2f7b36ff8612af0a69cf0fa9cd248b48b3997183	66d267dcdce5515bf75effe53d0dd95227ca17f8baa149beb2bed594fe2eed82
294	1000	asm-v1-16afd55818c81906e9dc2e09	GCF_003302995.1	10614	occ-v1-456eb3fa25fe749242e7b38b	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	02e9fefd911d0156ac573672c3134d3fdd82681c087eb2ba9675a73bba4d185e	990/25353	25353/990	.	63950573817ef3f5417abbbec043dca0e928013bed34ea8fc8c20657a95ca453	c88a895f367300336129a31f64a3777d78ed2715d965bce9b2c52c090cf9f9b6
295	1000	asm-v1-98c1131f6bc3c4466715ed4d	GCF_002056065.1	5128	occ-v1-5237e2f456b13722a96c8db2	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	02f6af3f961ec7a7ca7b8ca9bd265d3c886a79b8315cde9e44b7f6911cbe73f2	990/25353	25353/990	.	2e2f0778356ed4f7d43dc81b93005726136ad4167680263dad0ada02fe1ce382	156752d858e979d3880a7b278a082a737092f43e8a82e41c9b749aa9e16f9934
296	1000	asm-v1-8c54890ee6bf86c97d3e8516	GCF_900195745.1	24178	occ-v1-2a0c93605b0092ac3643512a	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	02f74b74b64b0bff92b096eb76bb8860b626f7eb982f0efb65291d95166716c9	990/25353	25353/990	.	e02d4b11722a596f053588568e5a59cce5b64936f3d6b71d74af890f8c00a55d	21bf20ba2e517a52cd79338abe700f68995b0aef20258825991baf99006b05ed
