prophage_id,ecor_strain,strain_index,assembly_accession,gca_accession,wgs_master,source_contig,contig_start,contig_end,length_bp,transposable,taxonomy,community,in_connected_component,cluster,genome,in_tree,tree_leaf_id,neighborhood_size,nearest_neighbor,nearest_neighbor_dist,contig_url,contig_fasta_url,assembly_url,neighborhood_png
GCF_003333645.1_prophage_2,ECOR-58,58,GCF_003333645.1,GCA_003333645.1,QOYR00000000.1,NZ_QOYR01000043.1,3,32704,32702,0.0,Siphoviridae,36357,0,,GCF_003333645.1,1,GCF_003333645.1_prophage_2,55,GCF_002475135.1_prophage_2,0.000336,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYR01000043.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYR01000043.1?report=fasta&from=3&to=32704,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333645.1,ecor_neighborhoods/GCF_003333645.1_prophage_2.png
GCF_003333645.1_prophage_3,ECOR-58,58,GCF_003333645.1,GCA_003333645.1,QOYR00000000.1,NZ_QOYR01000046.1,37411,52366,14956,0.0,Myoviridae,36358,0,,GCF_003333645.1,1,GCF_003333645.1_prophage_3,43,GCF_002971195.1_prophage_1,0.000168,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYR01000046.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYR01000046.1?report=fasta&from=37411&to=52366,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333645.1,ecor_neighborhoods/GCF_003333645.1_prophage_3.png
GCF_003333645.1_prophage_4,ECOR-58,58,GCF_003333645.1,GCA_003333645.1,QOYR00000000.1,NZ_QOYR01000005.1,84158,120151,35994,0.0,Myoviridae,36359,0,,GCF_003333645.1,1,GCF_003333645.1_prophage_4,49,GCF_002189825.1_prophage_2,0.0,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYR01000005.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYR01000005.1?report=fasta&from=84158&to=120151,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333645.1,ecor_neighborhoods/GCF_003333645.1_prophage_4.png
GCF_003333655.1_prophage_1,ECOR-53,53,GCF_003333655.1,GCA_003333655.1,QOYM00000000.1,NZ_QOYM01000017.1,58073,89633,31561,0.0,Myoviridae,36360,0,,GCF_003333655.1,1,GCF_003333655.1_prophage_1,59,GCF_002189745.1_prophage_1,0.0,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYM01000017.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYM01000017.1?report=fasta&from=58073&to=89633,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333655.1,ecor_neighborhoods/GCF_003333655.1_prophage_1.png
GCF_003333655.1_prophage_2,ECOR-53,53,GCF_003333655.1,GCA_003333655.1,QOYM00000000.1,NZ_QOYM01000020.1,3,33125,33123,0.0,Siphoviridae,36361,0,,GCF_003333655.1,1,GCF_003333655.1_prophage_2,10,GCF_001519125.1_prophage_2,0.00601,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYM01000020.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYM01000020.1?report=fasta&from=3&to=33125,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333655.1,ecor_neighborhoods/GCF_003333655.1_prophage_2.png
GCF_003333675.1_prophage_1,ECOR-50,50,GCF_003333675.1,GCA_003333675.1,QOYJ00000000.1,NZ_QOYJ01000011.1,4137,35161,31025,0.0,Siphoviridae,36362,0,,GCF_003333675.1,1,GCF_003333675.1_prophage_1,30,GCF_003333685.1_prophage_3,0.000362,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYJ01000011.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYJ01000011.1?report=fasta&from=4137&to=35161,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333675.1,ecor_neighborhoods/GCF_003333675.1_prophage_1.png
GCF_003333675.1_prophage_2,ECOR-50,50,GCF_003333675.1,GCA_003333675.1,QOYJ00000000.1,NZ_QOYJ01000012.1,12198,18810,6613,0.0,Unknown,36363,0,,GCF_003333675.1,1,GCF_003333675.1_prophage_2,55,GCF_002191035.1_prophage_1,0.004148,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYJ01000012.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYJ01000012.1?report=fasta&from=12198&to=18810,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333675.1,ecor_neighborhoods/GCF_003333675.1_prophage_2.png
GCF_003333675.1_prophage_3,ECOR-50,50,GCF_003333675.1,GCA_003333675.1,QOYJ00000000.1,NZ_QOYJ01000014.1,11128,48465,37338,0.0,Myoviridae,36364,0,,GCF_003333675.1,1,GCF_003333675.1_prophage_3,9,GCF_011751285.1_prophage_4,0.003982,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYJ01000014.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYJ01000014.1?report=fasta&from=11128&to=48465,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333675.1,ecor_neighborhoods/GCF_003333675.1_prophage_3.png
GCF_003333675.1_prophage_4,ECOR-50,50,GCF_003333675.1,GCA_003333675.1,QOYJ00000000.1,NZ_QOYJ01000015.1,85915,91460,5546,0.0,Unknown,36365,0,,GCF_003333675.1,1,GCF_003333675.1_prophage_4,20,GCF_016785405.1_prophage_6,0.01359,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYJ01000015.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYJ01000015.1?report=fasta&from=85915&to=91460,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333675.1,ecor_neighborhoods/GCF_003333675.1_prophage_4.png
GCF_003333675.1_prophage_5,ECOR-50,50,GCF_003333675.1,GCA_003333675.1,QOYJ00000000.1,NZ_QOYJ01000001.1,184,24144,23961,0.0,Myoviridae,36366,0,,GCF_003333675.1,1,GCF_003333675.1_prophage_5,44,GCF_002466825.1_prophage_1,0.001548,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYJ01000001.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYJ01000001.1?report=fasta&from=184&to=24144,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333675.1,ecor_neighborhoods/GCF_003333675.1_prophage_5.png
GCF_003333675.1_prophage_6,ECOR-50,50,GCF_003333675.1,GCA_003333675.1,QOYJ00000000.1,NZ_QOYJ01000024.1,48250,59785,11536,0.0,Myoviridae,36367,0,,GCF_003333675.1,1,GCF_003333675.1_prophage_6,53,GCF_001309615.1_prophage_1,0.00277,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYJ01000024.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYJ01000024.1?report=fasta&from=48250&to=59785,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333675.1,ecor_neighborhoods/GCF_003333675.1_prophage_6.png
GCF_003333675.1_prophage_7,ECOR-50,50,GCF_003333675.1,GCA_003333675.1,QOYJ00000000.1,NZ_QOYJ01000028.1,39553,57687,18135,0.0,Unknown,36368,0,,GCF_003333675.1,1,GCF_003333675.1_prophage_7,60,GCF_002233155.1_prophage_1,0.003422,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYJ01000028.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYJ01000028.1?report=fasta&from=39553&to=57687,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333675.1,ecor_neighborhoods/GCF_003333675.1_prophage_7.png
GCF_003333675.1_prophage_8,ECOR-50,50,GCF_003333675.1,GCA_003333675.1,QOYJ00000000.1,NZ_QOYJ01000008.1,104513,130786,26274,0.0,Podoviridae,36369,0,,GCF_003333675.1,1,GCF_003333675.1_prophage_8,16,GCF_000488135.1_prophage_8,0.011984,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYJ01000008.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYJ01000008.1?report=fasta&from=104513&to=130786,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333675.1,ecor_neighborhoods/GCF_003333675.1_prophage_8.png
GCF_003333685.1_prophage_1,ECOR-49,49,GCF_003333685.1,GCA_003333685.1,QOYI00000000.1,NZ_QOYI01000073.1,58794,71905,13112,0.0,Myoviridae,36370,0,,GCF_003333685.1,1,GCF_003333685.1_prophage_1,17,GCF_002190975.1_prophage_3,0.0,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYI01000073.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYI01000073.1?report=fasta&from=58794&to=71905,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333685.1,ecor_neighborhoods/GCF_003333685.1_prophage_1.png
GCF_003333685.1_prophage_2,ECOR-49,49,GCF_003333685.1,GCA_003333685.1,QOYI00000000.1,NZ_QOYI01000081.1,22151,38603,16453,0.0,Unknown,36371,0,,GCF_003333685.1,1,GCF_003333685.1_prophage_2,60,GCF_000352745.1_prophage_1,0.000386,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYI01000081.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYI01000081.1?report=fasta&from=22151&to=38603,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333685.1,ecor_neighborhoods/GCF_003333685.1_prophage_2.png
GCF_003333685.1_prophage_3,ECOR-49,49,GCF_003333685.1,GCA_003333685.1,QOYI00000000.1,NZ_QOYI01000092.1,93685,124711,31027,0.0,Siphoviridae,36372,0,,GCF_003333685.1,1,GCF_003333685.1_prophage_3,30,GCF_003333675.1_prophage_1,0.000362,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYI01000092.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYI01000092.1?report=fasta&from=93685&to=124711,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333685.1,ecor_neighborhoods/GCF_003333685.1_prophage_3.png
GCF_003333715.1_prophage_1,ECOR-47,47,GCF_003333715.1,GCA_003333715.1,QOYG00000000.1,NZ_QOYG01000016.1,28025,67681,39657,0.0,Myoviridae,36373,0,,GCF_003333715.1,1,GCF_003333715.1_prophage_1,51,GCF_002244815.1_prophage_1,0.002244,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYG01000016.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYG01000016.1?report=fasta&from=28025&to=67681,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333715.1,ecor_neighborhoods/GCF_003333715.1_prophage_1.png
GCF_003333715.1_prophage_2,ECOR-47,47,GCF_003333715.1,GCA_003333715.1,QOYG00000000.1,NZ_QOYG01000018.1,76,31540,31465,0.0,Siphoviridae,36374,0,,GCF_003333715.1,1,GCF_003333715.1_prophage_2,59,GCF_003333605.1_prophage_1,0.027719,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYG01000018.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYG01000018.1?report=fasta&from=76&to=31540,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333715.1,ecor_neighborhoods/GCF_003333715.1_prophage_2.png
GCF_003333715.1_prophage_3,ECOR-47,47,GCF_003333715.1,GCA_003333715.1,QOYG00000000.1,NZ_QOYG01000003.1,33150,59810,26661,0.0,Myoviridae / Podoviridae,36375,0,,GCF_003333715.1,1,GCF_003333715.1_prophage_3,50,GCF_002190945.1_prophage_5,0.001574,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYG01000003.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYG01000003.1?report=fasta&from=33150&to=59810,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333715.1,ecor_neighborhoods/GCF_003333715.1_prophage_3.png
GCF_003333715.1_prophage_4,ECOR-47,47,GCF_003333715.1,GCA_003333715.1,QOYG00000000.1,NZ_QOYG01000008.1,59981,95319,35339,0.0,Myoviridae,36376,0,,GCF_003333715.1,1,GCF_003333715.1_prophage_4,40,GCF_002190945.1_prophage_3,0.0,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYG01000008.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYG01000008.1?report=fasta&from=59981&to=95319,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333715.1,ecor_neighborhoods/GCF_003333715.1_prophage_4.png
GCF_003333735.1_prophage_1,ECOR-45,45,GCF_003333735.1,GCA_003333735.1,QOYE00000000.1,NZ_QOYE01000002.1,99451,133763,34313,0.0,Myoviridae,36377,0,,GCF_003333735.1,1,GCF_003333735.1_prophage_1,29,GCF_002191105.1_prophage_2,0.000192,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYE01000002.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYE01000002.1?report=fasta&from=99451&to=133763,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333735.1,ecor_neighborhoods/GCF_003333735.1_prophage_1.png
GCF_003333765.1_prophage_1,ECOR-44,44,GCF_003333765.1,GCA_003333765.1,QOYD00000000.1,NZ_QOYD01000019.1,91532,105786,14255,0.0,Podoviridae,36378,0,,GCF_003333765.1,1,GCF_003333765.1_prophage_1,18,GCF_003145755.1_prophage_4,0.00528,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYD01000019.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYD01000019.1?report=fasta&from=91532&to=105786,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333765.1,ecor_neighborhoods/GCF_003333765.1_prophage_1.png
GCF_003333765.1_prophage_2,ECOR-44,44,GCF_003333765.1,GCA_003333765.1,QOYD00000000.1,NZ_QOYD01000001.1,254798,292399,37602,0.0,Myoviridae,36379,0,,GCF_003333765.1,1,GCF_003333765.1_prophage_2,20,GCF_002535275.1_prophage_3,7.2e-05,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYD01000001.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYD01000001.1?report=fasta&from=254798&to=292399,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333765.1,ecor_neighborhoods/GCF_003333765.1_prophage_2.png
GCF_003333765.1_prophage_3,ECOR-44,44,GCF_003333765.1,GCA_003333765.1,QOYD00000000.1,NZ_QOYD01000023.1,3,22764,22762,0.0,Myoviridae,36380,0,,GCF_003333765.1,1,GCF_003333765.1_prophage_3,34,GCF_002191075.1_prophage_5,0.00208,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYD01000023.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYD01000023.1?report=fasta&from=3&to=22764,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333765.1,ecor_neighborhoods/GCF_003333765.1_prophage_3.png
GCF_003333765.1_prophage_4,ECOR-44,44,GCF_003333765.1,GCA_003333765.1,QOYD00000000.1,NZ_QOYD01000027.1,1474,7776,6303,0.0,Myoviridae,36381,0,,GCF_003333765.1,1,GCF_003333765.1_prophage_4,13,GCF_002191075.1_prophage_3,0.0,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYD01000027.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYD01000027.1?report=fasta&from=1474&to=7776,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333765.1,ecor_neighborhoods/GCF_003333765.1_prophage_4.png
GCF_003333765.1_prophage_5,ECOR-44,44,GCF_003333765.1,GCA_003333765.1,QOYD00000000.1,NZ_QOYD01000028.1,1209,6557,5349,1.0,Unknown,36382,0,,GCF_003333765.1,1,GCF_003333765.1_prophage_5,59,GCF_005045435.1_prophage_5,0.027621,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYD01000028.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYD01000028.1?report=fasta&from=1209&to=6557,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333765.1,ecor_neighborhoods/GCF_003333765.1_prophage_5.png
GCF_003333765.1_prophage_6,ECOR-44,44,GCF_003333765.1,GCA_003333765.1,QOYD00000000.1,NZ_QOYD01000002.1,366,25589,25224,0.0,Myoviridae,36383,0,,GCF_003333765.1,1,GCF_003333765.1_prophage_6,16,GCF_002191075.1_prophage_2,0.000168,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYD01000002.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYD01000002.1?report=fasta&from=366&to=25589,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333765.1,ecor_neighborhoods/GCF_003333765.1_prophage_6.png
GCF_003333765.1_prophage_7,ECOR-44,44,GCF_003333765.1,GCA_003333765.1,QOYD00000000.1,NZ_QOYD01000030.1,54940,57693,2754,0.0,Unknown,36384,0,,GCF_003333765.1,1,GCF_003333765.1_prophage_7,14,GCF_001742705.1_prophage_1,0.046608,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYD01000030.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYD01000030.1?report=fasta&from=54940&to=57693,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333765.1,ecor_neighborhoods/GCF_003333765.1_prophage_7.png
GCF_003333775.1_prophage_1,ECOR-43,43,GCF_003333775.1,GCA_003333775.1,QOYC00000000.1,NZ_QOYC01000011.1,113061,128885,15825,0.0,Siphoviridae / Podoviridae,36385,0,,GCF_003333775.1,1,GCF_003333775.1_prophage_1,58,GCF_003981345.1_prophage_1,0.0033,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYC01000011.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYC01000011.1?report=fasta&from=113061&to=128885,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333775.1,ecor_neighborhoods/GCF_003333775.1_prophage_1.png
GCF_003333775.1_prophage_2,ECOR-43,43,GCF_003333775.1,GCA_003333775.1,QOYC00000000.1,NZ_QOYC01000012.1,78896,89064,10169,0.0,Siphoviridae,36386,0,,GCF_003333775.1,1,GCF_003333775.1_prophage_2,48,GCF_900447915.1_prophage_4,0.0,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYC01000012.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYC01000012.1?report=fasta&from=78896&to=89064,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333775.1,ecor_neighborhoods/GCF_003333775.1_prophage_2.png
GCF_003333775.1_prophage_3,ECOR-43,43,GCF_003333775.1,GCA_003333775.1,QOYC00000000.1,NZ_QOYC01000012.1,102369,121484,19116,0.0,Myoviridae / Podoviridae,36387,0,,GCF_003333775.1,1,GCF_003333775.1_prophage_3,48,GCF_013350115.1_prophage_4,0.002354,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYC01000012.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYC01000012.1?report=fasta&from=102369&to=121484,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333775.1,ecor_neighborhoods/GCF_003333775.1_prophage_3.png
GCF_003333775.1_prophage_4,ECOR-43,43,GCF_003333775.1,GCA_003333775.1,QOYC00000000.1,NZ_QOYC01000013.1,27137,36553,9417,0.0,Siphoviridae,36388,0,,GCF_003333775.1,1,GCF_003333775.1_prophage_4,5,GCF_900478775.1_prophage_5,0.00192,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYC01000013.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYC01000013.1?report=fasta&from=27137&to=36553,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333775.1,ecor_neighborhoods/GCF_003333775.1_prophage_4.png
GCF_003333775.1_prophage_5,ECOR-43,43,GCF_003333775.1,GCA_003333775.1,QOYC00000000.1,NZ_QOYC01000017.1,4181,31334,27154,0.0,Myoviridae,36389,0,,GCF_003333775.1,1,GCF_003333775.1_prophage_5,52,GCF_000617425.1_prophage_2,0.004634,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYC01000017.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYC01000017.1?report=fasta&from=4181&to=31334,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333775.1,ecor_neighborhoods/GCF_003333775.1_prophage_5.png
GCF_003333775.1_prophage_6,ECOR-43,43,GCF_003333775.1,GCA_003333775.1,QOYC00000000.1,NZ_QOYC01000002.1,253481,259897,6417,0.0,Unknown,36390,0,,GCF_003333775.1,1,GCF_003333775.1_prophage_6,41,GCF_013424615.1_prophage_3,0.03502,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYC01000002.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYC01000002.1?report=fasta&from=253481&to=259897,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333775.1,ecor_neighborhoods/GCF_003333775.1_prophage_6.png
GCF_003333775.1_prophage_7,ECOR-43,43,GCF_003333775.1,GCA_003333775.1,QOYC00000000.1,NZ_QOYC01000041.1,18214,33720,15507,0.0,Myoviridae / Podoviridae,36391,0,,GCF_003333775.1,1,GCF_003333775.1_prophage_7,34,GCF_003302775.1_prophage_1,0.016442,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYC01000041.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYC01000041.1?report=fasta&from=18214&to=33720,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333775.1,ecor_neighborhoods/GCF_003333775.1_prophage_7.png
GCF_003333785.1_prophage_1,ECOR-42,42,GCF_003333785.1,GCA_003333785.1,QOYB00000000.1,NZ_QOYB01000016.1,162,66706,66545,0.0,Myoviridae,36392,0,,GCF_003333785.1,1,GCF_003333785.1_prophage_1,3,GCF_000781455.1_prophage_1,0.0195,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYB01000016.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYB01000016.1?report=fasta&from=162&to=66706,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333785.1,ecor_neighborhoods/GCF_003333785.1_prophage_1.png
GCF_003333785.1_prophage_2,ECOR-42,42,GCF_003333785.1,GCA_003333785.1,QOYB00000000.1,NZ_QOYB01000003.1,45004,84222,39219,0.0,Myoviridae,36393,0,,GCF_003333785.1,1,GCF_003333785.1_prophage_2,29,GCF_002190935.1_prophage_1,0.0,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYB01000003.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYB01000003.1?report=fasta&from=45004&to=84222,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333785.1,ecor_neighborhoods/GCF_003333785.1_prophage_2.png
GCF_003333785.1_prophage_3,ECOR-42,42,GCF_003333785.1,GCA_003333785.1,QOYB00000000.1,NZ_QOYB01000003.1,384765,394655,9891,0.0,Siphoviridae,36394,0,,GCF_003333785.1,1,GCF_003333785.1_prophage_3,4,GCF_902505265.1_prophage_1,0.0,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYB01000003.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYB01000003.1?report=fasta&from=384765&to=394655,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333785.1,ecor_neighborhoods/GCF_003333785.1_prophage_3.png
GCF_003333785.1_prophage_4,ECOR-42,42,GCF_003333785.1,GCA_003333785.1,QOYB00000000.1,NZ_QOYB01000004.1,62269,105866,43598,0.0,Siphoviridae,36395,0,,GCF_003333785.1,1,GCF_003333785.1_prophage_4,2,GCF_002190935.1_prophage_3,0.01002,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYB01000004.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYB01000004.1?report=fasta&from=62269&to=105866,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333785.1,ecor_neighborhoods/GCF_003333785.1_prophage_4.png
GCF_003333795.1_prophage_1,ECOR-41,41,GCF_003333795.1,GCA_003333795.1,QOYA00000000.1,NZ_QOYA01000001.1,297936,335486,37551,0.0,Myoviridae,36396,0,,GCF_003333795.1,1,GCF_003333795.1_prophage_1,44,GCF_002484595.1_prophage_1,2.4e-05,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYA01000001.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYA01000001.1?report=fasta&from=297936&to=335486,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333795.1,ecor_neighborhoods/GCF_003333795.1_prophage_1.png
GCF_003333795.1_prophage_2,ECOR-41,41,GCF_003333795.1,GCA_003333795.1,QOYA00000000.1,NZ_QOYA01000026.1,29295,33279,3985,0.0,Unknown,36397,0,,GCF_003333795.1,1,GCF_003333795.1_prophage_2,36,GCF_002190885.1_prophage_6,0.0,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYA01000026.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYA01000026.1?report=fasta&from=29295&to=33279,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333795.1,ecor_neighborhoods/GCF_003333795.1_prophage_2.png
GCF_003333795.1_prophage_3,ECOR-41,41,GCF_003333795.1,GCA_003333795.1,QOYA00000000.1,NZ_QOYA01000026.1,49173,62498,13326,0.0,Myoviridae,36398,0,,GCF_003333795.1,1,GCF_003333795.1_prophage_3,10,GCF_000459595.1_prophage_1,0.000558,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYA01000026.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYA01000026.1?report=fasta&from=49173&to=62498,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333795.1,ecor_neighborhoods/GCF_003333795.1_prophage_3.png
GCF_003333795.1_prophage_4,ECOR-41,41,GCF_003333795.1,GCA_003333795.1,QOYA00000000.1,NZ_QOYA01000002.1,718,8333,7616,0.0,Podoviridae,36399,0,,GCF_003333795.1,1,GCF_003333795.1_prophage_4,23,GCF_001622135.1_prophage_2,0.0,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYA01000002.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYA01000002.1?report=fasta&from=718&to=8333,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333795.1,ecor_neighborhoods/GCF_003333795.1_prophage_4.png
GCF_003333795.1_prophage_5,ECOR-41,41,GCF_003333795.1,GCA_003333795.1,QOYA00000000.1,NZ_QOYA01000002.1,13345,29928,16584,0.0,Siphoviridae,36400,0,,GCF_003333795.1,1,GCF_003333795.1_prophage_5,35,GCF_002888495.2_prophage_6,0.0,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYA01000002.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYA01000002.1?report=fasta&from=13345&to=29928,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333795.1,ecor_neighborhoods/GCF_003333795.1_prophage_5.png
GCF_003333795.1_prophage_6,ECOR-41,41,GCF_003333795.1,GCA_003333795.1,QOYA00000000.1,NZ_QOYA01000037.1,24976,41778,16803,0.0,Myoviridae,36401,0,,GCF_003333795.1,1,GCF_003333795.1_prophage_6,39,GCF_002190885.1_prophage_4,0.0,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYA01000037.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYA01000037.1?report=fasta&from=24976&to=41778,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333795.1,ecor_neighborhoods/GCF_003333795.1_prophage_6.png
GCF_003333795.1_prophage_7,ECOR-41,41,GCF_003333795.1,GCA_003333795.1,QOYA00000000.1,NZ_QOYA01000040.1,678,17929,17252,0.0,Myoviridae,36402,0,,GCF_003333795.1,1,GCF_003333795.1_prophage_7,51,GCF_916164095.1_prophage_4,0.0,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYA01000040.1,https://www.ncbi.nlm.nih.gov/nuccore/NZ_QOYA01000040.1?report=fasta&from=678&to=17929,https://www.ncbi.nlm.nih.gov/assembly/GCF_003333795.1,ecor_neighborhoods/GCF_003333795.1_prophage_7.png
