cohort_order	rung_n	assembly_id	exact_assembly_accession_version	input_line_number	input_occurrence_id	resolution_status	assembly_status	selection_stratum	stage_b_order	random_key	inclusion_probability	inference_weight	engineering_control_membership	collection_row_sha256	row_sha256
59	100	asm-v1-1ed2c2f97484422a21c26931	GCF_900195795.1	24183	occ-v1-68c2e5844656232cb8d07d31	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	007533f4d6666c5be2dddc78f7d978b494608117b00ab8bc399b1256a8d4a279	90/25353	25353/90	.	9a1d35922fe49656664748d1e034ee6d497d83049bdbc9ea17b1f892645208ec	37defa81e7ec9041b1929f2b88d35c9e49f6b0a60813064683e7bd5ae80f7842
60	100	asm-v1-18ed471aa5e0a0b0ce6eaac3	GCF_014878375.1	19046	occ-v1-78eaa9fc4ed9ec02d656fd25	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	007a23ff786a8844af100b40ee7eb74be8ed987e7a64a45d13a5dd7bc067f3c0	90/25353	25353/90	.	14e6af4eccb175ff225494873f8ddace5af1356c79eff6e20273b40d5c636d55	cbed38f2f5f31a58be494cfe33359dabbc638df0350f5e948f81c4b035e10c86
61	100	asm-v1-336f2acfbe62b7b1a4830ea5	GCF_921293415.1	26067	occ-v1-ec5064ff10b31d05af7b3b1c	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	00857f1d91c481aaecabfc12460e32dd14b0290e89002b55d2ce843f4a0c94c2	90/25353	25353/90	.	66a0f701a8f46faa049570b1b6fd8ee0e6b9adbac87d985231635b8be54ff5af	bc83066a60facf43b5dbe10ac5baf3def1e9e97940543da6c366a60e1a4d0f5f
62	100	asm-v1-bddc1aaccbace0b2820ff83b	GCF_006229985.1	14860	occ-v1-42f46ed3c506d9aa8c5346d0	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0086e6b1544100e33dde816fffad5f918ac986c9821808602f1eb3d1d3178f24	90/25353	25353/90	.	241df5885f28b7d2e2885760abffe28629b5abc189382169dc51686de07a1cf2	b3cbcb1fd8b01dad45b23bf20713102f69a61b6b0f8da528b3be3987a5d1dba9
63	100	asm-v1-933e0d1ae268d9a3995122ec	GCF_005045505.1	13672	occ-v1-2c46f9ec67acb00185464087	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	008a334f37bc770c35cf1cfbd7900170ab5e48fd5102f4bbc42f5e85b617f350	90/25353	25353/90	.	a29663c48817d5ecf216ed06e2b8706e01164b9fb1a0f056c7a1cdb5afe8831c	b6652d5197940eebd5d8466cd0e59ef35c9d7f4782020969fc82e789857ef77c
64	100	asm-v1-522935574c5d69942f6c3e15	GCF_001660345.1	4321	occ-v1-92c8e39775ea1340c91ba1ee	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	008bf72aaefb0072e823c2f780af7d8b2f4ce2aac3dc01514ff04485975d3386	90/25353	25353/90	.	59272236401e4458a776323223277b1a796ffbf7004819afd61b9db46067edec	ac82c4cc07f7ec6c6e77d5c7c8d820202b99be0519990d8cc9a156d91d424abb
65	100	asm-v1-2140f13568d46984b220b119	GCF_020162695.1	22846	occ-v1-38f421c93c22da7588895e25	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	00941720bed7ce92f9789bd9dd65f948c747ff3ba1460a06a412d4a5505b6c30	90/25353	25353/90	.	f63f2f30285bf1bce4fccb23213aafaacd823b83ef3b69be4af0d6a22a0dba03	da1f8865678869013315677c708ae3678f9bf931eabe710d585286388151d007
66	100	asm-v1-8cc38f4de03fef066edb312e	GCF_003981675.1	12129	occ-v1-387c6b5cd29be8b8d0898ae7	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	00970497ca3e6bdd9b12bca233e5a823406faf7023052022699d38a1117c31c4	90/25353	25353/90	.	47bd5804bb720028b366d8574617b042558a69e4f3e9e6a4c2d68555b8ac50b6	7b9c9546e8b13b7c6bfb2be00b5224addb49fb72b5f634d9096b4600e7c6d8da
67	100	asm-v1-744a78fc7ef5643c50983785	GCF_905330275.1	25762	occ-v1-ddbd3d6714ade61a58ed50c5	EXACT_VERSION_VALID_METADATA_UNAVAILABLE	METADATA_UNAVAILABLE	main_phage_blind_srs	.	009891adba07838013d765f13c2885aa93abb56c262295a2af801af71defaa77	90/25353	25353/90	.	36b8df8dadf0044236d7b058a8c820db14c69125057ceb0c0e3391eb57e2c893	53d30c706668219d06d2b04b94b5b387270d5dd4fa816977c8743a8674d7b3d7
68	100	asm-v1-89345e76194e6b4fe931f0cf	GCF_001617565.1	4153	occ-v1-716a22fb5f7b35dfbade804a	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	009c2bd58924fe1d05c37f90a00120f1064fc368e61c5d9c3945dd72cf949d28	90/25353	25353/90	.	00d582b92e167b37a92b971339d3c01b3204f6d44ac9f2c0cf9250aa5054b2f5	bed6a8b53bf0c293d036d29b6f999148b6c12c4cf19c539795206d941f52317d
69	100	asm-v1-d5b07e7950fe930d28259eae	GCF_003983415.1	12212	occ-v1-a1559f2b93c55025b51526bf	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	009c54ad39330a1c5805d07fd962d856546563bfea66fc0ab0b9e1ed2c1e80cb	90/25353	25353/90	.	bd853eb596661ad39510e0a4a0e41e49551347295f02e1b9e5b77691610f384b	1848a450aad9a57e3e73978ce85dd0a9299b42a83576097ad8bdf47c69ed84f9
70	100	asm-v1-2298b23611278b990e0debe1	GCF_009899475.1	16881	occ-v1-c3d5d034de12b0362ebc9358	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	00a4829c807d7fe224fe733f9fb4fe19892d9d66b465cce0d9ab425182c04c23	90/25353	25353/90	.	30d5c886008e1cf1aa1e3e792e0be1ccf2a6f7b333e402d695d7d280f9fa808f	19afd538fd19f4acfa51bc27a0e490c609beac6be3c0f4e9bc07217c8aeb0cf5
71	100	asm-v1-b3f32cbb29e6bab46510769a	GCF_002511115.1	7652	occ-v1-85dde935846e5aab9b40945d	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	00a963ad74747024b0a9093fceb7c1f0e434434745ed9b72dee206be16f93f3b	90/25353	25353/90	.	a38365bd18905a58b604aade35059c49b0bbf5f2ad6b4695dc72acc6a1b7771a	773ebb5acbc467e2fb3064e80900da47a288e19462d7790ca62fdb65328d8a96
72	100	asm-v1-6cc2cc6a6bd4874236c4e0b6	GCF_001521595.1	3685	occ-v1-f0852052ee3a1ec182e59568	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	00a98a99edd625908dee96f7d967630c2452fa86bba11d8b961c572dbe6cb3f7	90/25353	25353/90	.	5f241d7bc4bc229c702bad50a0fea42b2735afbcda42931852faeee8b6fefee6	469667b1bfc0f2249102a9f1c3a27d104ae8cb309927fc42fd0da2f91302b492
73	100	asm-v1-0483ccd2aa538f10924521f5	GCF_019351215.1	22039	occ-v1-9e223fb5a0e7d51d1514ec7f	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	00ae76355038bec50e520654c1de0ce1cef40c6efd8a8774cda29ed1b8b8f7a9	90/25353	25353/90	.	e2747ea90d9bde14ab8c274bda72e082c353726a7ea79787e41bde21df1495a8	e71259c02e896fcd91e35bb656a585bc272bd73e4dd897fee37030797042fafa
74	100	asm-v1-4b6dd2bf16ed7e1796c82446	GCF_020731765.1	23324	occ-v1-a381b88a6d74efa0f00a02ab	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	00bae1f819bc5a77d528a7b4c3374b81458e193de8d05a70adab9d9ce0664cd5	90/25353	25353/90	.	4423925cc1c8a188d9176ad5e0c76be788b3eacc2cd7d5b914af8afee12d2c71	2587085781df78ea90fcda221f462ee00add8d3413bde975f7644ffe47049c8d
75	100	asm-v1-60267ac131a09d147996f037	GCF_001577325.1	3883	occ-v1-ae0c0ceaef4512a5673ae821	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	00bbdabe70bf40dccd7543e4bc388a8ad577b14d427eb79d00ecf3539fe84d73	90/25353	25353/90	.	db98eb00eb3d475039e7ae0ecab62683da808b22dc294bb12835d0c4fdeac34c	f5d07a96c060292df9e76f45dd45dd21cac355ab99657934c145436120e1f894
76	100	asm-v1-9b414d6deaabea3bbef2838b	GCF_000777675.1	2300	occ-v1-07d81f33858b6b33f57296b8	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	00c541d3574f0b4460a4bf5f447c2104c9f20df87a1a1dab48835dcc985bb358	90/25353	25353/90	.	f0a624f82e1c64b60f89e6c0a354cae7cc0b9a0370c00f45ad393f556b5cb567	d8838e85ddc638c6da4495b17a4ecd3c934ca4408c369e6e86cb62b34c58624e
77	100	asm-v1-131b25c56fa7a53a20f6acce	GCF_002109645.1	5222	occ-v1-2f47f695231c918523267250	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	00c543ac533d2be68ec1c09b31429475bb2a5a307bc575e6f33b4f8572ad64d4	90/25353	25353/90	.	2af1d86a27b0a87ef5c4ea633eef7578cfc465ad7b163ae2e3bf907d696def5a	89df61248f6338d0259147258c017920c9457b64eeae23b322a8aa4fe616cbdd
78	100	asm-v1-0811187b1ba0a0a2fd7ee853	GCF_003076715.1	9911	occ-v1-682d626636c96cb00a8d6a56	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	00c5a8f0c9096e7bd12f0c92c226020b0f1d1825d98b4463f1f445e6b1992035	90/25353	25353/90	.	c73fa8b5e3e0faa02255fd3edc8c24a7a0dd5f7f5170d2068a75db9ea0c95728	5877290800d25d903eb37118c5d1b4693cf4666971096f9b9c8f0cd49d977156
79	100	asm-v1-a6066364915f685488e5a06f	GCF_002518465.1	8011	occ-v1-faf65c1a944fc5a532f819f9	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	00c5b1317bf4e0647492bdd357d1ffaaaa712468c9ddd06605d6d66dea998a96	90/25353	25353/90	.	17dcb69a53525c104eb0a1fb9f3010e7097cd610da448752778b14d04f867efc	43d43a6e2525c7046f20953f2630197559c46f91e6868ca36a909aac9019cfd0
80	100	asm-v1-1a6db70587c81767a83b4c01	GCF_000459215.1	1212	occ-v1-56eec0eb6142924774a71cdc	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	00c7b997b1ebc8b23f4effcb424f43ddfd0a93fadaf9d2150fb1c00de6f28c89	90/25353	25353/90	.	c4949b0e949f519ad0b97547a49fdcb3ce8e4796dc63a9ad0fca085de9502195	6a573789b99b05139f395d5f6d2e421a093c403a026cc398dbebb251cd99295d
81	100	asm-v1-015b60cbe04a23c843a53259	GCF_900010055.1	24012	occ-v1-e5180f19a07e530adceefd27	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	00cee57165cdb47a451de3089f4a171ac59b3ec881945375a8bccae57b5698bd	90/25353	25353/90	.	006680970e4094326d466ee39842ce94e4948714d2387cbdb7c57b85dc98b8b8	2e8f3744b57ac35029e838690932a083793e1b47fb9b06edc3cfa8bd6a2b3fad
82	100	asm-v1-55b63d52e2d0b4376986fde8	GCF_002769075.1	8900	occ-v1-0d4340ae0656733eab46a37c	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	00d21ce208239ea61bc18cf047dae39a710ad60acb8c372a0ce06f7bb12692af	90/25353	25353/90	.	0ea27bf041866ee9d38cc83114a38911c943e4d230ea051f7ecee79a305617a7	5f26a105fc739e8a446aba97eeb4d2669f842307e8cff045c1aa6427106b8fc4
83	100	asm-v1-2aca3a21673be9b7cfae16ad	GCF_009910015.1	16925	occ-v1-7276681ed5d464fd201bc7f8	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	00d556fa8eb1a37b17a1f90017f2290650b1ecf83a092c2760202b5b8a96c198	90/25353	25353/90	.	599ce5377f967b1fd63e445030faf23bc5ffffa404c43b5cafe0808d1c9f5b13	034efa1d3881afe3ec6f2c7f5eef2e5e2146a0e3ab2773b43821c7cdb7333b9f
84	100	asm-v1-1493b2edb2f619df308b1b43	GCF_013370905.1	17996	occ-v1-b6a41ec64a6aaf620d0dfdf3	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	00d97ce1710d6064163fc5d6f254a84f432b9b53f394832fdb0d0c617b564dc8	90/25353	25353/90	.	8f42c3cc27a99c7e61c7f2413c54bbc066ec4f3c47b252bfdc0bd8c9a8b2869b	0ca0eda7f295beaa929f410d73e07d32b066ae46a52f386b7f9de8211ab0d264
85	100	asm-v1-9a6a8d1e4c43782a00230ed8	GCF_000619025.1	1768	occ-v1-52114ab7603479bbd200bb3d	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	00d9e983fecd8cdd71d2e8ddabc52ae3889f0b3fcb310adcbca7bdb29a7bc1a2	90/25353	25353/90	.	0f60986e5c308f9bb9799013de55d1a0474f059e0342778cd86fab3ce4c75b7a	997d9d35a000d5f212b48e62051b20320ec5f3aef115a0c1ac5108e530689c75
86	100	asm-v1-8febe80f14fecbdbe5f94fbd	GCF_016404105.1	19913	occ-v1-080290a074bcaccf99e9c531	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	00dc7fb6552fe3bf5657a1a81cea237601e260967c4a3bcde00f858e1514261f	90/25353	25353/90	.	88489547651c999e0ffe23f28dbdb4cecd96d86e24a8501fc27ee4ff1fe1286f	024bd88b5d62630a0edf67ef09f13cc165b11d118ffccdd40fc6c813eedddf08
87	100	asm-v1-3264637aa0d7b8419b615ab5	GCF_902859475.1	25500	occ-v1-24fa5411e2415d4db31f10c1	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	00de9dbc361d27bdee1557f1cfdf70e15ab4b52b2d6c92b725ee07352f8d138c	90/25353	25353/90	.	07aab1db4c7e3c5382837b18b7c73c5a0ccb9f442bf52e802fddd854d8c87ee1	24b2ae01080e940895d36f83658440e1508cc4486d57044b59909757a72d1c62
88	100	asm-v1-1f4252164a42759fdfc774db	GCF_019282095.1	21930	occ-v1-3f26dea72e7c3f2e24e5a345	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	00deeafcdebfd4181280e73ae4ab339a021198122e4100bf6a182f0221ffc25a	90/25353	25353/90	.	d598488f1a8fc0067e4042884e648bedd9e7502aa9f9b280adc1f40801b4c77b	bfddccaa90c3eb0e4048a3eaa0bfa51f980aa4878872e808f02667822e8fab04
89	100	asm-v1-a0b27b0dc780b0d8f3e2142a	GCF_000326905.1	523	occ-v1-325bdc53b17a1ea819b58a19	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	00e16f62381cd0eab88bf940897cd926a72025dbadd6b79c05efa2aaa643f73b	90/25353	25353/90	.	6c28fef9b996d5f90a2ac45b70890b4f4b787a39d95ee6c02d9b4f3b72be1bab	24d6d70a0d85939bd10d4b78c599cd7c6f7ce40401d5ccf61f00664b2e458102
90	100	asm-v1-cd4e5c61e9671ce18f9f184d	GCF_003357545.1	11202	occ-v1-2d1ba7874fc3dd0104fe2f7b	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	00e30c125d3a5dbb276991144cc8519a70d477b4a5f12ca9a48d902b11f6287b	90/25353	25353/90	.	610db779a4ecd1721ef6f06a931b20268db74666adc557907258d4a55687a6cc	b06f00d7c0b48f476ac472d6fcd6e12ba3115c46fe8e57b2497ffb5db9c045d8
91	100	asm-v1-40fdb64d006bb69fa2b33709	GCF_001753505.1	4480	occ-v1-5897b15fa57753e359024497	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	00e45ee364ffcc4ba01c47c640a089060f5c07584d10c75be5bd7afa52849323	90/25353	25353/90	.	ad7f858c153b3644dbf69f16e3a9d7c1b676bed0186ab13e3c0997ba98270d04	494f08131c1d1e4037f41e8aee40269aaaf6b04bd46dbed54a41a88fdc4a027c
92	100	asm-v1-70c46b43f8d5689ac4ca9d32	GCF_003292995.1	10391	occ-v1-1e4dfbc1f9b51d26908a80d4	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	00e4cb00f2ab317f6c1cf8fab979a484e901d0e8c0f206d5ccda3919392cf9b3	90/25353	25353/90	.	a380224238c04c8df445cd25a4caaf91e08de04a6279a1c052f4dddcc7865c12	03182938fb0096815cf396e498704861bd4bd27a0c1c5dc39fc8d24fadc06794
93	100	asm-v1-7b2d5205d47da07d2bdc3aca	GCF_001713625.1	4395	occ-v1-cfc7e4e7fa32f3523dd654f7	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	00e5322fbba9a4bf123bf22f866142eb9cbec3869db03fb225b84cec6b0f5214	90/25353	25353/90	.	83df8816582552d325b876eba4509f37400f69872b53c68f5ad5eebb8e373db8	df4fc3b37e556f97f3a74ddd078818184ffa1bf2d8c9289e7f80f3830f99ccdb
94	100	asm-v1-7c7447d252747c1af5aa3549	GCF_010592655.1	17020	occ-v1-7e7a0ba0837ebcddc062e7ce	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	00e543ff4c5ae3b8d30c4dd5b7ca9b6ae746a6c7d6ef9149854be15372f4d5dd	90/25353	25353/90	.	bf48d9a4281ff52d340d14e80520886bea2c190f8a57a61165364f5886818708	17ad08510e415aa0fb86ec6755873984b4730045dbb6d361209d41cbce3520e7
95	100	asm-v1-e44fa2d14858e37a359ef330	GCF_003322245.1	10951	occ-v1-e23dfebe12a938770064b4a0	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	00e7c81eb1fca55ac30e1a3e79ea6650fed01641b8c46d940c0f43bc25253ebb	90/25353	25353/90	.	d63e444479ff42c6b7fcd8f2b46858a2b341753973dc3b6c795273fd363d3602	34c994b360a44b82533f405b86982dc174fc5a105234718b85f0c2ad1d60f9da
96	100	asm-v1-5e08d24b5750d124934c0884	GCF_900490675.1	24947	occ-v1-e55bc42c50325d60dd7a37aa	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	00eaef21e8fb6a8e79ff480ce812132f413f6c64c53d4962f9bb522dc9a5c0cf	90/25353	25353/90	.	5d231ce1624764ae433cb752882cfe20a6bbc851c3dcf87ec25011aff4fb05f5	7f7e2c056f72d59c546a4614d34babeb08b88fcaba464fefdf0409c3cffdcac6
97	100	asm-v1-c3800f63c8daf18e6af0aaa1	GCF_017896545.1	21160	occ-v1-fd3518daead7d28fdb8d39e2	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	00eb14f7dc831d70401c2b04ee4f09a741ebc12f826b200406aa607aac208f47	90/25353	25353/90	.	879007bae5de48bcada4919753608a6e6ec655fddf6d8fba76f91b59ce899c2c	266077c611ed2c371f668b55af3a4ad36e59b46bcfb0c81c6ab6e96e09f30914
98	100	asm-v1-75786090079b909933a0de52	GCF_900499395.1	24978	occ-v1-b13e655acf8ef6a18a355ff8	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	00eb63d36d58d2168ac6c50b8e0f67918db9d3e77bf77d1626216a89eb124b61	90/25353	25353/90	.	511e93bc63ae36e657c682db5137285b74f024ecc67a92d3b75bfff6a1fd4da8	41bc051299cf10275e0cfd0f753ea2006cadc6957d936725308ab5b11ce4ca27
99	100	asm-v1-2064c286be6c3369f0dcc118	GCF_019957265.1	22621	occ-v1-804dd5e4dc0374277f209385	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	00eb759afb786b34b75b3305f63f477ecd842a4b7be6657d8ab3d304df8df659	90/25353	25353/90	.	8e81d051216fca4ad4f21959fbf9c4a6488b08c2d0d242b02535ffeaf16a13eb	413a05152c7085acb42a96e0bc3ae52bba924e6db15445605aaa3fec4b27f318
100	100	asm-v1-1ee856b1dec60d00372c00c8	GCF_003730815.1	11772	occ-v1-238c16bec32f91481b4a13ff	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	00ed81ce5e20d8964bd10e429f5d34830658a0949914603845cb2f258affc918	90/25353	25353/90	.	37eb4fd777e400198f5df7d0bfc2dd87e65878ac6f0f10efbeb7ee4456b425fb	1d33d7cbac2d648f21f77e0056b10cb158982c0fac0311313039f62c69ad6092
