genome_key	origin	source_ns	accession	numeric	species	prophage_count	canonical_acc	plan	resolution_method	link_gz	bvbrc_contigs	notes
GCA_015700725.1	export	NCBI	GCA_015700725.1	015700725	Mycobacteroides chelonae subsp. bovistauri QIA-37	1	GCA_015700725.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_015700725.1/GCA_015700725.1.pansn.fa.gz		
GCA_015700775.1	export	NCBI	GCA_015700775.1	015700775	Mycobacteroides chelonae subsp. bovistauri QIA-37	2	GCA_015700775.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_015700775.1/GCA_015700775.1.pansn.fa.gz		
GCA_015700795.1	export	NCBI	GCA_015700795.1	015700795	Mycobacteroides chelonae subsp. bovistauri QIA-37	3	GCA_015700795.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_015700795.1/GCA_015700795.1.pansn.fa.gz		
GCA_015700815.1	export	NCBI	GCA_015700815.1	015700815	Mycobacteroides chelonae subsp. bovistauri QIA-37	1	GCA_015700815.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_015700815.1/GCA_015700815.1.pansn.fa.gz		
GCA_015700835.1	export	NCBI	GCA_015700835.1	015700835	Mycobacteroides chelonae subsp. bovistauri QIA-37	2	GCA_015700835.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_015700835.1/GCA_015700835.1.pansn.fa.gz		
GCA_015700855.1	export	NCBI	GCA_015700855.1	015700855	Mycobacteroides chelonae subsp. bovistauri QIA-37	2	GCA_015700855.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_015700855.1/GCA_015700855.1.pansn.fa.gz		
GCA_015708165.1	export	NCBI	GCA_015708165.1	015708165	Mycobacterium timonense	0	GCA_015708165.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_015708165.1/GCA_015708165.1.pansn.fa.gz		
GCA_015710575.2_ASM1571057v2_genomic	export	NCBI	GCA_015710575.2	015710575	Mycolicibacterium mengxianglii	1	GCA_015710575.2	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_015710575.2/GCA_015710575.2.pansn.fa.gz		
GCA_015910525.1	export	NCBI	GCA_015910525.1	015910525	Mycolicibacterium mengxianglii	0	GCA_015910525.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_015910525.1/GCA_015910525.1.pansn.fa.gz		
GCA_016185315.1	export	NCBI	GCA_016185315.1	016185315	Mycobacterium gordonae	2	GCA_016185315.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_016185315.1/GCA_016185315.1.pansn.fa.gz		
GCA_016197365.1_ASM1619736v1_genomic	export	NCBI	GCA_016197365.1	016197365	Mycobacterium sp.	1	GCA_016197365.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_016197365.1/GCA_016197365.1.pansn.fa.gz		
GCA_016219585.1_ASM1621958v1_genomic	export	NCBI	GCA_016219585.1	016219585	Mycolicibacterium chlorophenolicum	0	GCA_016219585.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_016219585.1/GCA_016219585.1.pansn.fa.gz		
GCA_016313185.1	export	NCBI	GCA_016313185.1	016313185	Mycolicibacterium baixiangningiae	2	GCA_016313185.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_016313185.1/GCA_016313185.1.pansn.fa.gz		
GCA_016446355.1	export	NCBI	GCA_016446355.1	016446355	Mycobacteroides chelonae subsp. bovistauri QIA-37	2	GCA_016446355.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_016446355.1/GCA_016446355.1.pansn.fa.gz		
GCA_016446375.1	export	NCBI	GCA_016446375.1	016446375	Mycobacteroides chelonae subsp. bovistauri QIA-37	2	GCA_016446375.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_016446375.1/GCA_016446375.1.pansn.fa.gz		
GCA_016587555.1	export	NCBI	GCA_016587555.1	016587555	Mycobacterium intracellulare ATCC 13950	0	GCA_016587555.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_016587555.1/GCA_016587555.1.pansn.fa.gz		
GCA_016587575.1	export	NCBI	GCA_016587575.1	016587575	Mycobacterium intracellulare ATCC 13950	0	GCA_016587575.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_016587575.1/GCA_016587575.1.pansn.fa.gz		
GCA_016587595.1	export	NCBI	GCA_016587595.1	016587595	Mycobacterium paraintracellulare	0	GCA_016587595.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_016587595.1/GCA_016587595.1.pansn.fa.gz		
GCA_016587615.1	export	NCBI	GCA_016587615.1	016587615	Mycobacterium intracellulare ATCC 13950	0	GCA_016587615.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_016587615.1/GCA_016587615.1.pansn.fa.gz		
GCA_016587635.1	export	NCBI	GCA_016587635.1	016587635	Mycobacterium intracellulare ATCC 13950	0	GCA_016587635.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_016587635.1/GCA_016587635.1.pansn.fa.gz		
GCA_016587655.1	export	NCBI	GCA_016587655.1	016587655	Mycobacterium paraintracellulare	1	GCA_016587655.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_016587655.1/GCA_016587655.1.pansn.fa.gz		
GCA_016587675.1	export	NCBI	GCA_016587675.1	016587675	Mycobacterium intracellulare ATCC 13950	0	GCA_016587675.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_016587675.1/GCA_016587675.1.pansn.fa.gz		
GCA_016587695.1	export	NCBI	GCA_016587695.1	016587695	Mycobacterium intracellulare ATCC 13950	0	GCA_016587695.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_016587695.1/GCA_016587695.1.pansn.fa.gz		
GCA_016587715.1	export	NCBI	GCA_016587715.1	016587715	Mycobacterium paraintracellulare	1	GCA_016587715.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_016587715.1/GCA_016587715.1.pansn.fa.gz		
GCA_016587735.1	export	NCBI	GCA_016587735.1	016587735	Mycobacterium intracellulare ATCC 13950	0	GCA_016587735.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_016587735.1/GCA_016587735.1.pansn.fa.gz		
GCA_016587755.1	export	NCBI	GCA_016587755.1	016587755	Mycobacterium paraintracellulare	0	GCA_016587755.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_016587755.1/GCA_016587755.1.pansn.fa.gz		
GCA_016592155.1	export	NCBI	GCA_016592155.1	016592155	Mycobacterium heckeshornense	4	GCA_016592155.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_016592155.1/GCA_016592155.1.pansn.fa.gz		
GCA_016745295.1	export	NCBI	GCA_016745295.1	016745295	Mycobacterium pseudoshottsii JCM 15466	1	GCA_016745295.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_016745295.1/GCA_016745295.1.pansn.fa.gz		
GCA_016749935.1	export	NCBI	GCA_016749935.1	016749935	Mycobacterium avium subsp. paratuberculosis ATCC 19698	0	GCA_016749935.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_016749935.1/GCA_016749935.1.pansn.fa.gz		
GCA_016755915.1	export	NCBI	GCA_016755915.1	016755915	Mycobacterium intracellulare ATCC 13950	3	GCA_016755915.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_016755915.1/GCA_016755915.1.pansn.fa.gz		
GCA_016755935.1	export	NCBI	GCA_016755935.1	016755935	Mycobacterium intracellulare ATCC 13950	6	GCA_016755935.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_016755935.1/GCA_016755935.1.pansn.fa.gz		
GCA_016755955.1	export	NCBI	GCA_016755955.1	016755955	Mycobacterium paraintracellulare	1	GCA_016755955.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_016755955.1/GCA_016755955.1.pansn.fa.gz		
GCA_016755975.1	export	NCBI	GCA_016755975.1	016755975	Mycobacterium paraintracellulare	1	GCA_016755975.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_016755975.1/GCA_016755975.1.pansn.fa.gz		
GCA_016755995.1	export	NCBI	GCA_016755995.1	016755995	Mycobacterium intracellulare ATCC 13950	0	GCA_016755995.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_016755995.1/GCA_016755995.1.pansn.fa.gz		
GCA_016756015.1	export	NCBI	GCA_016756015.1	016756015	Mycobacterium paraintracellulare	0	GCA_016756015.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_016756015.1/GCA_016756015.1.pansn.fa.gz		
GCA_016756035.1	export	NCBI	GCA_016756035.1	016756035	Mycobacterium paraintracellulare	8	GCA_016756035.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_016756035.1/GCA_016756035.1.pansn.fa.gz		
GCA_016756055.1	export	NCBI	GCA_016756055.1	016756055	Mycobacterium paraintracellulare	0	GCA_016756055.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_016756055.1/GCA_016756055.1.pansn.fa.gz		
GCA_016756075.1	export	NCBI	GCA_016756075.1	016756075	Mycobacterium intracellulare ATCC 13950	2	GCA_016756075.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_016756075.1/GCA_016756075.1.pansn.fa.gz		
GCA_016756095.1	export	NCBI	GCA_016756095.1	016756095	Mycobacterium intracellulare ATCC 13950	0	GCA_016756095.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_016756095.1/GCA_016756095.1.pansn.fa.gz		
GCA_016756115.1	export	NCBI	GCA_016756115.1	016756115	Mycobacterium intracellulare ATCC 13950	4	GCA_016756115.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_016756115.1/GCA_016756115.1.pansn.fa.gz		
GCA_016756135.1	export	NCBI	GCA_016756135.1	016756135	Mycobacterium intracellulare ATCC 13950	1	GCA_016756135.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_016756135.1/GCA_016756135.1.pansn.fa.gz		
GCA_016756155.1	export	NCBI	GCA_016756155.1	016756155	Mycobacterium intracellulare ATCC 13950	2	GCA_016756155.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_016756155.1/GCA_016756155.1.pansn.fa.gz		
GCA_016756175.1	export	NCBI	GCA_016756175.1	016756175	Mycobacterium intracellulare ATCC 13950	1	GCA_016756175.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_016756175.1/GCA_016756175.1.pansn.fa.gz		
GCA_016756195.1	export	NCBI	GCA_016756195.1	016756195	Mycobacterium intracellulare ATCC 13950	2	GCA_016756195.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_016756195.1/GCA_016756195.1.pansn.fa.gz		
GCA_016756215.1	export	NCBI	GCA_016756215.1	016756215	Mycobacterium intracellulare ATCC 13950	4	GCA_016756215.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_016756215.1/GCA_016756215.1.pansn.fa.gz		
GCA_016756235.1	export	NCBI	GCA_016756235.1	016756235	Mycobacterium intracellulare ATCC 13950	4	GCA_016756235.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_016756235.1/GCA_016756235.1.pansn.fa.gz		
GCA_016756255.1	export	NCBI	GCA_016756255.1	016756255	Mycobacterium intracellulare ATCC 13950	1	GCA_016756255.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_016756255.1/GCA_016756255.1.pansn.fa.gz		
GCA_016756275.1	export	NCBI	GCA_016756275.1	016756275	Mycobacterium paraintracellulare	3	GCA_016756275.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_016756275.1/GCA_016756275.1.pansn.fa.gz		
GCA_016756295.1	export	NCBI	GCA_016756295.1	016756295	Mycobacterium paraintracellulare	1	GCA_016756295.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_016756295.1/GCA_016756295.1.pansn.fa.gz		
GCA_016758375.1	export	NCBI	GCA_016758375.1	016758375	Mycobacteroides abscessus subsp. massiliense CIP 108297	3	GCA_016758375.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_016758375.1/GCA_016758375.1.pansn.fa.gz		
GCA_016758395.1	export	NCBI	GCA_016758395.1	016758395	Mycobacteroides abscessus subsp. massiliense CIP 108297	3	GCA_016758395.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_016758395.1/GCA_016758395.1.pansn.fa.gz		
GCA_016758435.1	export	NCBI	GCA_016758435.1	016758435	Mycobacteroides abscessus subsp. massiliense CIP 108297	3	GCA_016758435.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_016758435.1/GCA_016758435.1.pansn.fa.gz		
GCA_016767715.1	export	NCBI	GCA_016767715.1	016767715	Mycobacteroides chelonae subsp. bovistauri QIA-37	2	GCA_016767715.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_016767715.1/GCA_016767715.1.pansn.fa.gz		
GCA_016861545.1	export	NCBI	GCA_016861545.1	016861545	Mycobacterium heckeshornense	5	GCA_016861545.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_016861545.1/GCA_016861545.1.pansn.fa.gz		
GCA_016864455.1	export	NCBI	GCA_016864455.1	016864455	Mycobacterium riyadhense	2	GCA_016864455.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_016864455.1/GCA_016864455.1.pansn.fa.gz		
GCA_016919325.1	export	NCBI	GCA_016919325.1	016919325	Mycolicibacterium nivoides	2	GCA_016919325.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_016919325.1/GCA_016919325.1.pansn.fa.gz		
GCA_016919345.1	export	NCBI	GCA_016919345.1	016919345	Mycolicibacterium septicum DSM 44393	4	GCA_016919345.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_016919345.1/GCA_016919345.1.pansn.fa.gz		
GCA_016919645.1	export	NCBI	GCA_016919645.1	016919645	Mycolicibacterium vanbaalenii PYR-1	3	GCA_016919645.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_016919645.1/GCA_016919645.1.pansn.fa.gz		
GCA_016995035.1_ASM1699503v1_genomic	export	NCBI	GCA_016995035.1	016995035	Mycolicibacterium mageritense	0	GCA_016995035.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_016995035.1/GCA_016995035.1.pansn.fa.gz		
GCA_017052695.1	export	NCBI	GCA_017052695.1	017052695	Mycolicibacterium nivoides	0	GCA_017052695.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_017052695.1/GCA_017052695.1.pansn.fa.gz		
GCA_017086405.1	export	NCBI	GCA_017086405.1	017086405	Mycobacterium camsae	2	GCA_017086405.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_017086405.1/GCA_017086405.1.pansn.fa.gz		
GCA_017174855.1	export	NCBI	GCA_017174855.1	017174855	Mycobacteroides abscessus ATCC 19977	2	GCA_017174855.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_017174855.1/GCA_017174855.1.pansn.fa.gz		
GCA_017174865.1	export	NCBI	GCA_017174865.1	017174865	Mycobacteroides abscessus subsp. massiliense CIP 108297	4	GCA_017174865.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_017174865.1/GCA_017174865.1.pansn.fa.gz		
GCA_017174895.1	export	NCBI	GCA_017174895.1	017174895	Mycobacteroides abscessus ATCC 19977	0	GCA_017174895.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_017174895.1/GCA_017174895.1.pansn.fa.gz		
GCA_017174915.1	export	NCBI	GCA_017174915.1	017174915	Mycobacteroides abscessus ATCC 19977	2	GCA_017174915.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_017174915.1/GCA_017174915.1.pansn.fa.gz		
GCA_017174925.1	export	NCBI	GCA_017174925.1	017174925	Mycobacteroides abscessus ATCC 19977	3	GCA_017174925.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_017174925.1/GCA_017174925.1.pansn.fa.gz		
GCA_017174955.1	export	NCBI	GCA_017174955.1	017174955	Mycobacteroides abscessus ATCC 19977	3	GCA_017174955.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_017174955.1/GCA_017174955.1.pansn.fa.gz		
GCA_017174975.1	export	NCBI	GCA_017174975.1	017174975	Mycobacteroides abscessus ATCC 19977	4	GCA_017174975.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_017174975.1/GCA_017174975.1.pansn.fa.gz		
GCA_017174995.1	export	NCBI	GCA_017174995.1	017174995	Mycobacteroides abscessus ATCC 19977	4	GCA_017174995.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_017174995.1/GCA_017174995.1.pansn.fa.gz		
GCA_017175015.1	export	NCBI	GCA_017175015.1	017175015	Mycobacteroides abscessus ATCC 19977	4	GCA_017175015.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_017175015.1/GCA_017175015.1.pansn.fa.gz		
GCA_017175035.1	export	NCBI	GCA_017175035.1	017175035	Mycobacteroides abscessus ATCC 19977	1	GCA_017175035.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_017175035.1/GCA_017175035.1.pansn.fa.gz		
GCA_017175055.1	export	NCBI	GCA_017175055.1	017175055	Mycobacteroides abscessus subsp. massiliense CIP 108297	1	GCA_017175055.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_017175055.1/GCA_017175055.1.pansn.fa.gz		
GCA_017175065.1	export	NCBI	GCA_017175065.1	017175065	Mycobacteroides abscessus subsp. massiliense CIP 108297	2	GCA_017175065.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_017175065.1/GCA_017175065.1.pansn.fa.gz		
GCA_017175095.1	export	NCBI	GCA_017175095.1	017175095	Mycobacteroides abscessus subsp. massiliense CIP 108297	2	GCA_017175095.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_017175095.1/GCA_017175095.1.pansn.fa.gz		
GCA_017175115.1	export	NCBI	GCA_017175115.1	017175115	Mycobacteroides abscessus ATCC 19977	3	GCA_017175115.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_017175115.1/GCA_017175115.1.pansn.fa.gz		
GCA_017175135.1	export	NCBI	GCA_017175135.1	017175135	Mycobacteroides abscessus ATCC 19977	4	GCA_017175135.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_017175135.1/GCA_017175135.1.pansn.fa.gz		
GCA_017175145.1	export	NCBI	GCA_017175145.1	017175145	Mycobacteroides abscessus ATCC 19977	2	GCA_017175145.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_017175145.1/GCA_017175145.1.pansn.fa.gz		
GCA_017175175.1	export	NCBI	GCA_017175175.1	017175175	Mycobacteroides abscessus subsp. bolletii BD	0	GCA_017175175.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_017175175.1/GCA_017175175.1.pansn.fa.gz		
GCA_017175195.1	export	NCBI	GCA_017175195.1	017175195	Mycobacteroides abscessus subsp. massiliense CIP 108297	3	GCA_017175195.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_017175195.1/GCA_017175195.1.pansn.fa.gz		
GCA_017175215.1	export	NCBI	GCA_017175215.1	017175215	Mycobacteroides abscessus ATCC 19977	2	GCA_017175215.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_017175215.1/GCA_017175215.1.pansn.fa.gz		
GCA_017175695.1	export	NCBI	GCA_017175695.1	017175695	Mycobacteroides abscessus subsp. massiliense CIP 108297	1	GCA_017175695.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_017175695.1/GCA_017175695.1.pansn.fa.gz		
GCA_017175715.1	export	NCBI	GCA_017175715.1	017175715	Mycobacteroides abscessus ATCC 19977	3	GCA_017175715.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_017175715.1/GCA_017175715.1.pansn.fa.gz		
GCA_017175725.1	export	NCBI	GCA_017175725.1	017175725	Mycobacteroides abscessus ATCC 19977	0	GCA_017175725.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_017175725.1/GCA_017175725.1.pansn.fa.gz		
GCA_017175735.1	export	NCBI	GCA_017175735.1	017175735	Mycobacteroides abscessus ATCC 19977	3	GCA_017175735.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_017175735.1/GCA_017175735.1.pansn.fa.gz		
GCA_017175775.1	export	NCBI	GCA_017175775.1	017175775	Mycobacteroides abscessus subsp. massiliense CIP 108297	3	GCA_017175775.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_017175775.1/GCA_017175775.1.pansn.fa.gz		
GCA_017175795.1	export	NCBI	GCA_017175795.1	017175795	Mycobacteroides abscessus ATCC 19977	1	GCA_017175795.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_017175795.1/GCA_017175795.1.pansn.fa.gz		
GCA_017175815.1	export	NCBI	GCA_017175815.1	017175815	Mycobacteroides abscessus ATCC 19977	4	GCA_017175815.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_017175815.1/GCA_017175815.1.pansn.fa.gz		
GCA_017175835.1	export	NCBI	GCA_017175835.1	017175835	Mycobacteroides abscessus ATCC 19977	2	GCA_017175835.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_017175835.1/GCA_017175835.1.pansn.fa.gz		
GCA_017175855.1	export	NCBI	GCA_017175855.1	017175855	Mycobacteroides abscessus subsp. massiliense CIP 108297	3	GCA_017175855.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_017175855.1/GCA_017175855.1.pansn.fa.gz		
GCA_017175865.1	export	NCBI	GCA_017175865.1	017175865	Mycobacteroides abscessus ATCC 19977	0	GCA_017175865.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_017175865.1/GCA_017175865.1.pansn.fa.gz		
GCA_017175905.1	export	NCBI	GCA_017175905.1	017175905	Mycobacteroides abscessus ATCC 19977	2	GCA_017175905.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_017175905.1/GCA_017175905.1.pansn.fa.gz		
GCA_017175935.1	export	NCBI	GCA_017175935.1	017175935	Mycobacteroides abscessus ATCC 19977	0	GCA_017175935.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_017175935.1/GCA_017175935.1.pansn.fa.gz		
GCA_017175945.1	export	NCBI	GCA_017175945.1	017175945	Mycobacteroides abscessus ATCC 19977	4	GCA_017175945.1	link_v1v2	exact_acc	/mnt/nvme3n1/erikg/phind-genome-work/ntm/v2/genomes/canonical_objects/GCA_017175945.1/GCA_017175945.1.pansn.fa.gz		
