genome_id	n_seqs	seq_accessions	total_bp	local_match	plan
36809.1954	25	JBOZLC010000026,JBOZLC010000021,JBOZLC010000025,JBOZLC010000004,JBOZLC010000010,JBOZLC010000008,JBOZLC010000009,JBOZLC010000005,JBOZLC010000023,JBOZLC010000024,JBOZLC010000002,JBOZLC010000003,JBOZLC010000013,JBOZLC010000016,JBOZLC010000019,JBOZLC010000027,JBOZLC010000007,JBOZLC010000011,JBOZLC010000014,JBOZLC010000017,JBOZLC010000001,JBOZLC010000015,JBOZLC010000018,JBOZLC010000029,JBOZLC010000006	4808958		download_bvbrc
36809.1957	13	JBOZLH010000013,JBOZLH010000001,JBOZLH010000010,JBOZLH010000007,JBOZLH010000011,JBOZLH010000004,JBOZLH010000005,JBOZLH010000006,JBOZLH010000002,JBOZLH010000009,JBOZLH010000003,JBOZLH010000008,JBOZLH010000012	4893366		download_bvbrc
36809.1960	25	JBOZLK010000028,JBOZLK010000012,JBOZLK010000018,JBOZLK010000005,JBOZLK010000007,JBOZLK010000002,JBOZLK010000019,JBOZLK010000016,JBOZLK010000026,JBOZLK010000006,JBOZLK010000009,JBOZLK010000008,JBOZLK010000024,JBOZLK010000025,JBOZLK010000010,JBOZLK010000014,JBOZLK010000022,JBOZLK010000004,JBOZLK010000021,JBOZLK010000023,JBOZLK010000003,JBOZLK010000013,JBOZLK010000020,JBOZLK010000027,JBOZLK010000001	5023442		download_bvbrc
36809.1962	25	JBOZLN010000011,JBOZLN010000001,JBOZLN010000017,JBOZLN010000007,JBOZLN010000021,JBOZLN010000013,JBOZLN010000016,JBOZLN010000018,JBOZLN010000009,JBOZLN010000015,JBOZLN010000019,JBOZLN010000005,JBOZLN010000023,JBOZLN010000025,JBOZLN010000004,JBOZLN010000006,JBOZLN010000020,JBOZLN010000002,JBOZLN010000010,JBOZLN010000022,JBOZLN010000024,JBOZLN010000003,JBOZLN010000008,JBOZLN010000012,JBOZLN010000014	4945657		download_bvbrc
36809.1964	25	JBOZLO010000032,JBOZLO010000006,JBOZLO010000021,JBOZLO010000003,JBOZLO010000011,JBOZLO010000022,JBOZLO010000010,JBOZLO010000013,JBOZLO010000027,JBOZLO010000015,JBOZLO010000019,JBOZLO010000028,JBOZLO010000002,JBOZLO010000018,JBOZLO010000030,JBOZLO010000012,JBOZLO010000020,JBOZLO010000023,JBOZLO010000001,JBOZLO010000007,JBOZLO010000025,JBOZLO010000004,JBOZLO010000005,JBOZLO010000009,JBOZLO010000026	4543946		download_bvbrc
36809.1967	25	JBOZLT010000031,JBOZLT010000022,JBOZLT010000009,JBOZLT010000018,JBOZLT010000028,JBOZLT010000004,JBOZLT010000006,JBOZLT010000003,JBOZLT010000027,JBOZLT010000002,JBOZLT010000005,JBOZLT010000017,JBOZLT010000015,JBOZLT010000019,JBOZLT010000021,JBOZLT010000023,JBOZLT010000001,JBOZLT010000007,JBOZLT010000016,JBOZLT010000024,JBOZLT010000008,JBOZLT010000012,JBOZLT010000020,JBOZLT010000029,JBOZLT010000030	4926813		download_bvbrc
36809.1969	25	JBOZLR010000019,JBOZLR010000015,JBOZLR010000012,JBOZLR010000021,JBOZLR010000003,JBOZLR010000024,JBOZLR010000002,JBOZLR010000016,JBOZLR010000013,JBOZLR010000014,JBOZLR010000001,JBOZLR010000007,JBOZLR010000005,JBOZLR010000010,JBOZLR010000011,JBOZLR010000006,JBOZLR010000017,JBOZLR010000022,JBOZLR010000004,JBOZLR010000008,JBOZLR010000023,JBOZLR010000009,JBOZLR010000018,JBOZLR010000020,JBOZLR010000025	4893424		download_bvbrc
36809.1970	25	JBOZLV010000007,JBOZLV010000016,JBOZLV010000013,JBOZLV010000022,JBOZLV010000006,JBOZLV010000015,JBOZLV010000003,JBOZLV010000004,JBOZLV010000011,JBOZLV010000019,JBOZLV010000014,JBOZLV010000021,JBOZLV010000001,JBOZLV010000024,JBOZLV010000025,JBOZLV010000005,JBOZLV010000010,JBOZLV010000012,JBOZLV010000009,JBOZLV010000017,JBOZLV010000023,JBOZLV010000002,JBOZLV010000008,JBOZLV010000018,JBOZLV010000020	4848714		download_bvbrc
36809.1971	20	JBOZLU010000010,JBOZLU010000007,JBOZLU010000020,JBOZLU010000017,JBOZLU010000004,JBOZLU010000015,JBOZLU010000005,JBOZLU010000006,JBOZLU010000003,JBOZLU010000008,JBOZLU010000001,JBOZLU010000013,JBOZLU010000014,JBOZLU010000011,JBOZLU010000012,JBOZLU010000018,JBOZLU010000002,JBOZLU010000009,JBOZLU010000016,JBOZLU010000019	5091573		download_bvbrc
36809.1974	21	JBOZLX010000008,JBOZLX010000012,JBOZLX010000006,JBOZLX010000021,JBOZLX010000013,JBOZLX010000017,JBOZLX010000001,JBOZLX010000003,JBOZLX010000004,JBOZLX010000005,JBOZLX010000010,JBOZLX010000009,JBOZLX010000018,JBOZLX010000019,JBOZLX010000002,JBOZLX010000015,JBOZLX010000016,JBOZLX010000007,JBOZLX010000011,JBOZLX010000014,JBOZLX010000020	4987438		download_bvbrc
36809.1976	25	JBOZLZ010000024,JBOZLZ010000018,JBOZLZ010000002,JBOZLZ010000014,JBOZLZ010000022,JBOZLZ010000025,JBOZLZ010000012,JBOZLZ010000021,JBOZLZ010000007,JBOZLZ010000008,JBOZLZ010000017,JBOZLZ010000020,JBOZLZ010000001,JBOZLZ010000004,JBOZLZ010000013,JBOZLZ010000019,JBOZLZ010000006,JBOZLZ010000009,JBOZLZ010000016,JBOZLZ010000023,JBOZLZ010000003,JBOZLZ010000005,JBOZLZ010000010,JBOZLZ010000011,JBOZLZ010000015	4906951		download_bvbrc
36809.1978	25	JBOZMC010000014,JBOZMC010000010,JBOZMC010000017,JBOZMC010000026,JBOZMC010000022,JBOZMC010000023,JBOZMC010000024,JBOZMC010000025,JBOZMC010000005,JBOZMC010000009,JBOZMC010000012,JBOZMC010000004,JBOZMC010000006,JBOZMC010000027,JBOZMC010000002,JBOZMC010000008,JBOZMC010000028,JBOZMC010000001,JBOZMC010000007,JBOZMC010000021,JBOZMC010000011,JBOZMC010000016,JBOZMC010000020,JBOZMC010000003,JBOZMC010000013	4995167		download_bvbrc
36809.1979	24	JBOZMD010000005,JBOZMD010000024,JBOZMD010000002,JBOZMD010000017,JBOZMD010000013,JBOZMD010000020,JBOZMD010000001,JBOZMD010000010,JBOZMD010000004,JBOZMD010000023,JBOZMD010000007,JBOZMD010000016,JBOZMD010000011,JBOZMD010000015,JBOZMD010000021,JBOZMD010000003,JBOZMD010000008,JBOZMD010000022,JBOZMD010000006,JBOZMD010000012,JBOZMD010000018,JBOZMD010000009,JBOZMD010000014,JBOZMD010000019	4893895		download_bvbrc
36809.1980	18	JBOZMF010000017,JBOZMF010000007,JBOZMF010000010,JBOZMF010000003,JBOZMF010000004,JBOZMF010000006,JBOZMF010000011,JBOZMF010000013,JBOZMF010000002,JBOZMF010000008,JBOZMF010000005,JBOZMF010000012,JBOZMF010000018,JBOZMF010000001,JBOZMF010000009,JBOZMF010000014,JBOZMF010000015,JBOZMF010000016	5015495		download_bvbrc
36809.1981	25	JBOZMG010000012,JBOZMG010000005,JBOZMG010000019,JBOZMG010000025,JBOZMG010000011,JBOZMG010000014,JBOZMG010000010,JBOZMG010000017,JBOZMG010000013,JBOZMG010000022,JBOZMG010000008,JBOZMG010000009,JBOZMG010000023,JBOZMG010000002,JBOZMG010000021,JBOZMG010000024,JBOZMG010000003,JBOZMG010000004,JBOZMG010000018,JBOZMG010000027,JBOZMG010000001,JBOZMG010000007,JBOZMG010000016,JBOZMG010000020,JBOZMG010000006	4901620		download_bvbrc
36809.1982	25	JBOZME010000007,JBOZME010000014,JBOZME010000006,JBOZME010000016,JBOZME010000010,JBOZME010000018,JBOZME010000008,JBOZME010000020,JBOZME010000002,JBOZME010000005,JBOZME010000013,JBOZME010000015,JBOZME010000022,JBOZME010000003,JBOZME010000012,JBOZME010000017,JBOZME010000009,JBOZME010000023,JBOZME010000024,JBOZME010000001,JBOZME010000004,JBOZME010000019,JBOZME010000011,JBOZME010000021,JBOZME010000025	5138754		download_bvbrc
36809.1983	25	JBOZMH010000001,JBOZMH010000014,JBOZMH010000010,JBOZMH010000004,JBOZMH010000019,JBOZMH010000024,JBOZMH010000002,JBOZMH010000017,JBOZMH010000007,JBOZMH010000023,JBOZMH010000005,JBOZMH010000009,JBOZMH010000015,JBOZMH010000018,JBOZMH010000021,JBOZMH010000008,JBOZMH010000011,JBOZMH010000025,JBOZMH010000026,JBOZMH010000012,JBOZMH010000013,JBOZMH010000016,JBOZMH010000022,JBOZMH010000003,JBOZMH010000006	4943373		download_bvbrc
36809.1984	21	JBOZMI010000009,JBOZMI010000019,JBOZMI010000008,JBOZMI010000004,JBOZMI010000016,JBOZMI010000015,JBOZMI010000021,JBOZMI010000002,JBOZMI010000012,JBOZMI010000006,JBOZMI010000018,JBOZMI010000020,JBOZMI010000011,JBOZMI010000013,JBOZMI010000014,JBOZMI010000001,JBOZMI010000010,JBOZMI010000017,JBOZMI010000003,JBOZMI010000005,JBOZMI010000007	5093181		download_bvbrc
36809.1985	25	JBOZMK010000017,JBOZMK010000001,JBOZMK010000008,JBOZMK010000007,JBOZMK010000026,JBOZMK010000005,JBOZMK010000020,JBOZMK010000009,JBOZMK010000033,JBOZMK010000002,JBOZMK010000013,JBOZMK010000006,JBOZMK010000018,JBOZMK010000023,JBOZMK010000003,JBOZMK010000021,JBOZMK010000025,JBOZMK010000029,JBOZMK010000010,JBOZMK010000015,JBOZMK010000019,JBOZMK010000024,JBOZMK010000004,JBOZMK010000012,JBOZMK010000022	4786316		download_bvbrc
36809.1990	25	JBOZMP010000011,JBOZMP010000002,JBOZMP010000014,JBOZMP010000007,JBOZMP010000023,JBOZMP010000027,JBOZMP010000030,JBOZMP010000003,JBOZMP010000005,JBOZMP010000025,JBOZMP010000029,JBOZMP010000004,JBOZMP010000021,JBOZMP010000001,JBOZMP010000024,JBOZMP010000009,JBOZMP010000012,JBOZMP010000020,JBOZMP010000013,JBOZMP010000015,JBOZMP010000028,JBOZMP010000006,JBOZMP010000008,JBOZMP010000018,JBOZMP010000022	4865831		download_bvbrc
36809.2000	25	JBOZMY010000007,JBOZMY010000017,JBOZMY010000001,JBOZMY010000008,JBOZMY010000023,JBOZMY010000015,JBOZMY010000018,JBOZMY010000012,JBOZMY010000013,JBOZMY010000003,JBOZMY010000026,JBOZMY010000024,JBOZMY010000027,JBOZMY010000006,JBOZMY010000010,JBOZMY010000011,JBOZMY010000004,JBOZMY010000005,JBOZMY010000014,JBOZMY010000009,JBOZMY010000016,JBOZMY010000019,JBOZMY010000021,JBOZMY010000002,JBOZMY010000020	5034686		download_bvbrc
36809.2001	18	JBOZMZ010000014,JBOZMZ010000006,JBOZMZ010000008,JBOZMZ010000002,JBOZMZ010000007,JBOZMZ010000005,JBOZMZ010000009,JBOZMZ010000004,JBOZMZ010000016,JBOZMZ010000010,JBOZMZ010000012,JBOZMZ010000015,JBOZMZ010000018,JBOZMZ010000001,JBOZMZ010000003,JBOZMZ010000011,JBOZMZ010000013,JBOZMZ010000017	4741292		download_bvbrc
36809.2002	25	JBOZNA010000014,JBOZNA010000011,JBOZNA010000008,JBOZNA010000016,JBOZNA010000018,JBOZNA010000020,JBOZNA010000026,JBOZNA010000015,JBOZNA010000027,JBOZNA010000004,JBOZNA010000025,JBOZNA010000002,JBOZNA010000021,JBOZNA010000005,JBOZNA010000009,JBOZNA010000010,JBOZNA010000023,JBOZNA010000003,JBOZNA010000012,JBOZNA010000013,JBOZNA010000022,JBOZNA010000024,JBOZNA010000001,JBOZNA010000006,JBOZNA010000007	4723590		download_bvbrc
36809.2012	25	JBOZNK010000024,JBOZNK010000018,JBOZNK010000013,JBOZNK010000006,JBOZNK010000010,JBOZNK010000003,JBOZNK010000014,JBOZNK010000002,JBOZNK010000016,JBOZNK010000023,JBOZNK010000005,JBOZNK010000017,JBOZNK010000019,JBOZNK010000008,JBOZNK010000012,JBOZNK010000015,JBOZNK010000021,JBOZNK010000009,JBOZNK010000011,JBOZNK010000020,JBOZNK010000025,JBOZNK010000001,JBOZNK010000004,JBOZNK010000007,JBOZNK010000022	4893588		download_bvbrc
36809.2013	24	JBOZNL010000014,JBOZNL010000015,JBOZNL010000022,JBOZNL010000009,JBOZNL010000023,JBOZNL010000003,JBOZNL010000017,JBOZNL010000001,JBOZNL010000018,JBOZNL010000021,JBOZNL010000005,JBOZNL010000006,JBOZNL010000008,JBOZNL010000004,JBOZNL010000007,JBOZNL010000012,JBOZNL010000002,JBOZNL010000011,JBOZNL010000016,JBOZNL010000020,JBOZNL010000010,JBOZNL010000013,JBOZNL010000019,JBOZNL010000024	4887063		download_bvbrc
36809.2017	1	CP194519	5099870	GCA_054926045.1	link_v1v2
36809.2025	1	CP194526	4989215		download_bvbrc
36809.2030	24	JBGKBR010000021,JBGKBR010000008,JBGKBR010000011,JBGKBR010000024,JBGKBR010000014,JBGKBR010000020,JBGKBR010000007,JBGKBR010000012,JBGKBR010000003,JBGKBR010000009,JBGKBR010000001,JBGKBR010000006,JBGKBR010000017,JBGKBR010000002,JBGKBR010000013,JBGKBR010000016,JBGKBR010000004,JBGKBR010000010,JBGKBR010000018,JBGKBR010000005,JBGKBR010000015,JBGKBR010000019,JBGKBR010000022,JBGKBR010000023	4892260		download_bvbrc
36809.2032	25	JBGKBT010000021,JBGKBT010000009,JBGKBT010000001,JBGKBT010000016,JBGKBT010000027,JBGKBT010000006,JBGKBT010000012,JBGKBT010000015,JBGKBT010000010,JBGKBT010000011,JBGKBT010000024,JBGKBT010000002,JBGKBT010000022,JBGKBT010000026,JBGKBT010000004,JBGKBT010000005,JBGKBT010000020,JBGKBT010000023,JBGKBT010000007,JBGKBT010000014,JBGKBT010000018,JBGKBT010000025,JBGKBT010000003,JBGKBT010000008,JBGKBT010000013	4867428		download_bvbrc
36809.2034	20	JBGKBV010000016,JBGKBV010000013,JBGKBV010000002,JBGKBV010000015,JBGKBV010000018,JBGKBV010000012,JBGKBV010000017,JBGKBV010000001,JBGKBV010000003,JBGKBV010000009,JBGKBV010000011,JBGKBV010000014,JBGKBV010000019,JBGKBV010000007,JBGKBV010000010,JBGKBV010000020,JBGKBV010000004,JBGKBV010000005,JBGKBV010000006,JBGKBV010000008	5065688		download_bvbrc
36809.2040	17	JBGKBZ010000011,JBGKBZ010000010,JBGKBZ010000007,JBGKBZ010000012,JBGKBZ010000016,JBGKBZ010000014,JBGKBZ010000004,JBGKBZ010000009,JBGKBZ010000003,JBGKBZ010000006,JBGKBZ010000005,JBGKBZ010000008,JBGKBZ010000015,JBGKBZ010000001,JBGKBZ010000002,JBGKBZ010000013,JBGKBZ010000017	5042245		download_bvbrc
36809.2042	25	JBGKCE010000029,JBGKCE010000009,JBGKCE010000012,JBGKCE010000018,JBGKCE010000017,JBGKCE010000024,JBGKCE010000016,JBGKCE010000026,JBGKCE010000001,JBGKCE010000005,JBGKCE010000019,JBGKCE010000002,JBGKCE010000006,JBGKCE010000022,JBGKCE010000004,JBGKCE010000020,JBGKCE010000028,JBGKCE010000032,JBGKCE010000007,JBGKCE010000013,JBGKCE010000023,JBGKCE010000031,JBGKCE010000008,JBGKCE010000011,JBGKCE010000015	4581058		download_bvbrc
36809.793	21	36809.793.con.0016,36809.793.con.0018,36809.793.con.0021,36809.793.con.0002,36809.793.con.0014,36809.793.con.0008,36809.793.con.0003,36809.793.con.0010,36809.793.con.0001,36809.793.con.0017,36809.793.con.0004,36809.793.con.0020,36809.793.con.0009,36809.793.con.0012,36809.793.con.0015,36809.793.con.0005,36809.793.con.0007,36809.793.con.0011,36809.793.con.0006,36809.793.con.0013,36809.793.con.0019	4845073		download_bvbrc
36809.796	23	36809.796.con.0010,36809.796.con.0022,36809.796.con.0003,36809.796.con.0021,36809.796.con.0014,36809.796.con.0020,36809.796.con.0001,36809.796.con.0015,36809.796.con.0006,36809.796.con.0008,36809.796.con.0018,36809.796.con.0009,36809.796.con.0017,36809.796.con.0023,36809.796.con.0004,36809.796.con.0007,36809.796.con.0011,36809.796.con.0019,36809.796.con.0002,36809.796.con.0005,36809.796.con.0012,36809.796.con.0013,36809.796.con.0016	5356938		download_bvbrc
36809.799	18	36809.799.con.0008,36809.799.con.0009,36809.799.con.0010,36809.799.con.0013,36809.799.con.0001,36809.799.con.0014,36809.799.con.0002,36809.799.con.0004,36809.799.con.0003,36809.799.con.0007,36809.799.con.0016,36809.799.con.0005,36809.799.con.0012,36809.799.con.0015,36809.799.con.0006,36809.799.con.0011,36809.799.con.0017,36809.799.con.0018	4896759		download_bvbrc
36809.805	16	36809.805.con.0007,36809.805.con.0013,36809.805.con.0001,36809.805.con.0016,36809.805.con.0009,36809.805.con.0006,36809.805.con.0008,36809.805.con.0010,36809.805.con.0005,36809.805.con.0012,36809.805.con.0002,36809.805.con.0011,36809.805.con.0003,36809.805.con.0004,36809.805.con.0014,36809.805.con.0015	5118587		download_bvbrc
36809.809	22	36809.809.con.0021,36809.809.con.0016,36809.809.con.0005,36809.809.con.0011,36809.809.con.0003,36809.809.con.0009,36809.809.con.0020,36809.809.con.0006,36809.809.con.0013,36809.809.con.0015,36809.809.con.0019,36809.809.con.0004,36809.809.con.0014,36809.809.con.0001,36809.809.con.0007,36809.809.con.0008,36809.809.con.0010,36809.809.con.0012,36809.809.con.0022,36809.809.con.0002,36809.809.con.0017,36809.809.con.0018	4909123		download_bvbrc
36809.812	25	36809.812.con.0004,36809.812.con.0020,36809.812.con.0022,36809.812.con.0007,36809.812.con.0001,36809.812.con.0025,36809.812.con.0009,36809.812.con.0011,36809.812.con.0006,36809.812.con.0013,36809.812.con.0019,36809.812.con.0010,36809.812.con.0008,36809.812.con.0014,36809.812.con.0012,36809.812.con.0015,36809.812.con.0026,36809.812.con.0003,36809.812.con.0016,36809.812.con.0018,36809.812.con.0017,36809.812.con.0021,36809.812.con.0023,36809.812.con.0002,36809.812.con.0005	4978282		download_bvbrc
36809.816	25	36809.816.con.0027,36809.816.con.0008,36809.816.con.0010,36809.816.con.0004,36809.816.con.0013,36809.816.con.0015,36809.816.con.0020,36809.816.con.0021,36809.816.con.0028,36809.816.con.0009,36809.816.con.0018,36809.816.con.0003,36809.816.con.0019,36809.816.con.0022,36809.816.con.0001,36809.816.con.0002,36809.816.con.0005,36809.816.con.0007,36809.816.con.0014,36809.816.con.0026,36809.816.con.0006,36809.816.con.0012,36809.816.con.0024,36809.816.con.0011,36809.816.con.0016	4957705		download_bvbrc
36809.818	25	36809.818.con.0021,36809.818.con.0027,36809.818.con.0012,36809.818.con.0002,36809.818.con.0006,36809.818.con.0024,36809.818.con.0026,36809.818.con.0014,36809.818.con.0023,36809.818.con.0010,36809.818.con.0019,36809.818.con.0001,36809.818.con.0018,36809.818.con.0015,36809.818.con.0016,36809.818.con.0025,36809.818.con.0004,36809.818.con.0005,36809.818.con.0008,36809.818.con.0007,36809.818.con.0011,36809.818.con.0013,36809.818.con.0022,36809.818.con.0003,36809.818.con.0009	4987179		download_bvbrc
36809.819	25	36809.819.con.0029,36809.819.con.0012,36809.819.con.0014,36809.819.con.0005,36809.819.con.0027,36809.819.con.0001,36809.819.con.0011,36809.819.con.0004,36809.819.con.0018,36809.819.con.0006,36809.819.con.0031,36809.819.con.0002,36809.819.con.0009,36809.819.con.0007,36809.819.con.0010,36809.819.con.0017,36809.819.con.0021,36809.819.con.0025,36809.819.con.0026,36809.819.con.0013,36809.819.con.0015,36809.819.con.0030,36809.819.con.0003,36809.819.con.0008,36809.819.con.0016	4968454		download_bvbrc
36809.821	19	36809.821.con.0003,36809.821.con.0008,36809.821.con.0002,36809.821.con.0010,36809.821.con.0012,36809.821.con.0014,36809.821.con.0017,36809.821.con.0005,36809.821.con.0009,36809.821.con.0016,36809.821.con.0006,36809.821.con.0013,36809.821.con.0015,36809.821.con.0018,36809.821.con.0001,36809.821.con.0004,36809.821.con.0007,36809.821.con.0011,36809.821.con.0019	5060593		download_bvbrc
36809.823	22	36809.823.con.0008,36809.823.con.0009,36809.823.con.0014,36809.823.con.0013,36809.823.con.0015,36809.823.con.0001,36809.823.con.0004,36809.823.con.0019,36809.823.con.0010,36809.823.con.0012,36809.823.con.0021,36809.823.con.0005,36809.823.con.0006,36809.823.con.0017,36809.823.con.0007,36809.823.con.0011,36809.823.con.0016,36809.823.con.0018,36809.823.con.0002,36809.823.con.0003,36809.823.con.0020,36809.823.con.0022	4830676		download_bvbrc
36809.824	15	36809.824.con.0001,36809.824.con.0014,36809.824.con.0011,36809.824.con.0007,36809.824.con.0010,36809.824.con.0009,36809.824.con.0013,36809.824.con.0003,36809.824.con.0004,36809.824.con.0005,36809.824.con.0015,36809.824.con.0008,36809.824.con.0012,36809.824.con.0002,36809.824.con.0006	5076742		download_bvbrc
36809.826	23	36809.826.con.0001,36809.826.con.0021,36809.826.con.0002,36809.826.con.0004,36809.826.con.0003,36809.826.con.0015,36809.826.con.0008,36809.826.con.0009,36809.826.con.0017,36809.826.con.0012,36809.826.con.0005,36809.826.con.0007,36809.826.con.0014,36809.826.con.0016,36809.826.con.0019,36809.826.con.0010,36809.826.con.0011,36809.826.con.0013,36809.826.con.0023,36809.826.con.0006,36809.826.con.0018,36809.826.con.0020,36809.826.con.0022	4973203		download_bvbrc
36809.827	10	36809.827.con.0008,36809.827.con.0010,36809.827.con.0005,36809.827.con.0002,36809.827.con.0004,36809.827.con.0003,36809.827.con.0009,36809.827.con.0001,36809.827.con.0006,36809.827.con.0007	5109143		download_bvbrc
36809.829	21	36809.829.con.0008,36809.829.con.0001,36809.829.con.0005,36809.829.con.0002,36809.829.con.0012,36809.829.con.0019,36809.829.con.0014,36809.829.con.0004,36809.829.con.0011,36809.829.con.0020,36809.829.con.0007,36809.829.con.0015,36809.829.con.0016,36809.829.con.0010,36809.829.con.0013,36809.829.con.0017,36809.829.con.0018,36809.829.con.0003,36809.829.con.0006,36809.829.con.0009,36809.829.con.0021	4996000		download_bvbrc
39692.23	1	CP157737	5926939	GCA_040105145.1	link_v1v2
39695.15	2	LC872748,AP043665	6579945		download_bvbrc
43304.22	6	JBLVUM010000003,JBLVUM010000005,JBLVUM010000002,JBLVUM010000004,JBLVUM010000001,JBLVUM010000006	7708691	GCA_048282875.1	link_v1v2
43304.23	3	JBLVUT010000002,JBLVUT010000001,JBLVUT010000003	7189906	GCA_048287015.1	link_v1v2
43304.25	3	JBLVUY010000001,JBLVUY010000003,JBLVUY010000002	7195141	GCA_048287115.1	link_v1v2
439334.700	3	CP083995,CP083993,CP083994	5527856	GCA_038446055.1	link_v1v2
439334.701	2	CP083998,CP083999	5328329	GCA_038446155.1	link_v1v2
439334.702	2	CP085280,CP085281	5476965	GCA_038446185.1	link_v1v2
439334.703	3	CP085196,CP085195,CP085194	5350539	GCA_038446175.1	link_v1v2
439334.709	2	CP083997,CP083996	5284967	GCA_041082025.1	link_v1v2
439334.710	3	OZ123590,OZ123591,OZ123589	5215115	GCA_964205065.1	link_v1v2
439334.711	3	OZ123584,OZ123583,OZ123585	5232156	GCA_964205035.1	link_v1v2
439334.713	3	OZ123588,OZ123587,OZ123586	5198611	GCA_964205045.1	link_v1v2
44282.4	1	OZ258201	4841659	GCA_965280235.1	link_v1v2
486698.25	3	OY970457,OY970456,OY970458	6635210	GCA_963853645.1	link_v1v2
49897.13	6	BAAIGO010000006,BAAIGO010000004,BAAIGO010000003,BAAIGO010000001,BAAIGO010000005,BAAIGO010000002	6559169		download_bvbrc
81858.19	1	CM133413	5346014		download_bvbrc
98668.17	25	JBKBDE010000021,JBKBDE010000017,JBKBDE010000009,JBKBDE010000010,JBKBDE010000002,JBKBDE010000022,JBKBDE010000015,JBKBDE010000019,JBKBDE010000003,JBKBDE010000014,JBKBDE010000005,JBKBDE010000012,JBKBDE010000024,JBKBDE010000018,JBKBDE010000020,JBKBDE010000026,JBKBDE010000007,JBKBDE010000008,JBKBDE010000016,JBKBDE010000023,JBKBDE010000004,JBKBDE010000011,JBKBDE010000013,JBKBDE010000027,JBKBDE010000001	6649278	GCA_046310135.1	link_v1v2
98668.18	25	JBKFEK010000028,JBKFEK010000003,JBKFEK010000011,JBKFEK010000019,JBKFEK010000005,JBKFEK010000015,JBKFEK010000007,JBKFEK010000010,JBKFEK010000014,JBKFEK010000025,JBKFEK010000018,JBKFEK010000023,JBKFEK010000029,JBKFEK010000008,JBKFEK010000012,JBKFEK010000020,JBKFEK010000001,JBKFEK010000004,JBKFEK010000013,JBKFEK010000002,JBKFEK010000022,JBKFEK010000024,JBKFEK010000026,JBKFEK010000006,JBKFEK010000009	6933450		download_bvbrc
98668.19	25	JBNGHN010000002,JBNGHN010000019,JBNGHN010000027,JBNGHN010000022,JBNGHN010000024,JBNGHN010000010,JBNGHN010000017,JBNGHN010000003,JBNGHN010000016,JBNGHN010000021,JBNGHN010000025,JBNGHN010000026,JBNGHN010000001,JBNGHN010000009,JBNGHN010000014,JBNGHN010000005,JBNGHN010000007,JBNGHN010000015,JBNGHN010000004,JBNGHN010000008,JBNGHN010000012,JBNGHN010000013,JBNGHN010000018,JBNGHN010000020,JBNGHN010000006	6870791	GCA_050016095.1	link_v1v2
98668.20	25	JBNGHX010000027,JBNGHX010000012,JBNGHX010000001,JBNGHX010000016,JBNGHX010000018,JBNGHX010000015,JBNGHX010000023,JBNGHX010000002,JBNGHX010000009,JBNGHX010000010,JBNGHX010000013,JBNGHX010000028,JBNGHX010000003,JBNGHX010000007,JBNGHX010000017,JBNGHX010000006,JBNGHX010000014,JBNGHX010000030,JBNGHX010000021,JBNGHX010000024,JBNGHX010000025,JBNGHX010000011,JBNGHX010000020,JBNGHX010000029,JBNGHX010000004	6101662	GCA_050016115.1	link_v1v2
98668.22	24	JBNGHW010000006,JBNGHW010000017,JBNGHW010000016,JBNGHW010000019,JBNGHW010000002,JBNGHW010000010,JBNGHW010000001,JBNGHW010000012,JBNGHW010000014,JBNGHW010000005,JBNGHW010000018,JBNGHW010000021,JBNGHW010000003,JBNGHW010000011,JBNGHW010000013,JBNGHW010000020,JBNGHW010000009,JBNGHW010000015,JBNGHW010000022,JBNGHW010000023,JBNGHW010000004,JBNGHW010000007,JBNGHW010000008,JBNGHW010000024	6870629	GCA_050016155.1	link_v1v2
98668.23	22	JBNGHI010000007,JBNGHI010000014,JBNGHI010000003,JBNGHI010000006,JBNGHI010000002,JBNGHI010000022,JBNGHI010000013,JBNGHI010000020,JBNGHI010000005,JBNGHI010000018,JBNGHI010000001,JBNGHI010000021,JBNGHI010000012,JBNGHI010000017,JBNGHI010000004,JBNGHI010000009,JBNGHI010000010,JBNGHI010000019,JBNGHI010000008,JBNGHI010000011,JBNGHI010000015,JBNGHI010000016	6871620	GCA_050016215.1	link_v1v2
98668.24	24	JBNGHJ010000022,JBNGHJ010000013,JBNGHJ010000015,JBNGHJ010000016,JBNGHJ010000019,JBNGHJ010000020,JBNGHJ010000005,JBNGHJ010000021,JBNGHJ010000001,JBNGHJ010000009,JBNGHJ010000010,JBNGHJ010000024,JBNGHJ010000004,JBNGHJ010000014,JBNGHJ010000007,JBNGHJ010000008,JBNGHJ010000017,JBNGHJ010000003,JBNGHJ010000018,JBNGHJ010000023,JBNGHJ010000002,JBNGHJ010000006,JBNGHJ010000011,JBNGHJ010000012	7061078	GCA_050016235.1	link_v1v2
