genome_id,source,accession,species,scaffold,prophage_id,begin,end,transposable,taxonomy
1138383.42,BV-BRC,1138383.42,Mycobacterium paraintracellulare,accn|CP118870,accn|CP118870_prophage1,82291,90640,False,Unknown
ERR16914742,ASSEMBLY,ERR16914742,Mycolicibacterium fortuitum subsp. fortuitum,NODE_18_length_135246_cov_43.993135,NODE_18_length_135246_cov_43.993135_prophage1,103881,105821,False,Siphoviridae
ERR16914746,ASSEMBLY,ERR16914746,Mycolicibacterium fortuitum subsp. fortuitum,NODE_42_length_54834_cov_177.563709,NODE_42_length_54834_cov_177.563709_prophage1,7347,51557,False,Siphoviridae
ERR16914746,ASSEMBLY,ERR16914746,Mycolicibacterium fortuitum subsp. fortuitum,NODE_60_length_26554_cov_32.545757,NODE_60_length_26554_cov_32.545757_prophage1,14434,17818,False,Siphoviridae
ERR16914749,ASSEMBLY,ERR16914749,Mycolicibacterium fortuitum subsp. acetamidolyticum ATCC 35931,NODE_45_length_45770_cov_47.607183,NODE_45_length_45770_cov_47.607183_prophage1,37220,43006,False,Siphoviridae
ERR16914750,ASSEMBLY,ERR16914750,Mycolicibacterium fortuitum subsp. acetamidolyticum ATCC 35931,NODE_14_length_127195_cov_43.717640,NODE_14_length_127195_cov_43.717640_prophage1,96453,103471,False,Siphoviridae
ERR16914750,ASSEMBLY,ERR16914750,Mycolicibacterium fortuitum subsp. acetamidolyticum ATCC 35931,NODE_19_length_111998_cov_43.872231,NODE_19_length_111998_cov_43.872231_prophage1,54691,58516,False,Siphoviridae
ERR16914751,ASSEMBLY,ERR16914751,Mycolicibacterium fortuitum subsp. fortuitum,NODE_7_length_168496_cov_37.309437,NODE_7_length_168496_cov_37.309437_prophage1,123875,135591,False,Unknown
ERR16914751,ASSEMBLY,ERR16914751,Mycolicibacterium fortuitum subsp. fortuitum,NODE_37_length_65123_cov_37.295821,NODE_37_length_65123_cov_37.295821_prophage1,4708,19969,False,Siphoviridae
ERR16914751,ASSEMBLY,ERR16914751,Mycolicibacterium fortuitum subsp. fortuitum,NODE_37_length_65123_cov_37.295821,NODE_37_length_65123_cov_37.295821_prophage2,31919,45298,False,Siphoviridae
ERR16914751,ASSEMBLY,ERR16914751,Mycolicibacterium fortuitum subsp. fortuitum,NODE_56_length_48414_cov_42.426361,NODE_56_length_48414_cov_42.426361_prophage1,14088,33091,False,Siphoviridae
ERR16914751,ASSEMBLY,ERR16914751,Mycolicibacterium fortuitum subsp. fortuitum,NODE_75_length_30875_cov_38.293071,NODE_75_length_30875_cov_38.293071_prophage1,15181,30053,False,Siphoviridae
ERR16914755,ASSEMBLY,ERR16914755,Mycobacterium paragordonae,NODE_50_length_49888_cov_64.347494,NODE_50_length_49888_cov_64.347494_prophage1,17460,20123,False,Siphoviridae
ERR16914756,ASSEMBLY,ERR16914756,Mycobacterium gordonae,NODE_11_length_99550_cov_27.273320,NODE_11_length_99550_cov_27.273320_prophage1,72392,79178,False,Unknown
ERR16914759,ASSEMBLY,ERR16914759,Mycobacterium kansasii ATCC 12478,NODE_22_length_83417_cov_39.433273,NODE_22_length_83417_cov_39.433273_prophage1,41386,48272,True,Siphoviridae
ERR16914761,ASSEMBLY,ERR16914761,Mycobacterium kansasii ATCC 12478,NODE_9_length_115791_cov_15.990637,NODE_9_length_115791_cov_15.990637_prophage1,35958,42003,True,Siphoviridae
ERR16914762,ASSEMBLY,ERR16914762,Mycobacterium kansasii ATCC 12478,NODE_22_length_83412_cov_33.337625,NODE_22_length_83412_cov_33.337625_prophage1,41384,47429,True,Unknown
ERR16914765,ASSEMBLY,ERR16914765,Mycobacterium kansasii ATCC 12478,NODE_33_length_67815_cov_42.245018,NODE_33_length_67815_cov_42.245018_prophage1,35985,42030,True,Siphoviridae
ERR16914765,ASSEMBLY,ERR16914765,Mycobacterium kansasii ATCC 12478,NODE_59_length_35442_cov_376.573448,NODE_59_length_35442_cov_376.573448_prophage1,7672,33789,False,Siphoviridae
ERR16914766,ASSEMBLY,ERR16914766,Mycobacterium kansasii ATCC 12478,NODE_30_length_67776_cov_56.704708,NODE_30_length_67776_cov_56.704708_prophage1,35144,42030,True,Siphoviridae
ERR16914766,ASSEMBLY,ERR16914766,Mycobacterium kansasii ATCC 12478,NODE_66_length_33702_cov_67.204164,NODE_66_length_33702_cov_67.204164_prophage1,9758,13478,True,Unknown
ERR16914767,ASSEMBLY,ERR16914767,Mycobacterium kansasii ATCC 12478,NODE_35_length_67818_cov_60.741634,NODE_35_length_67818_cov_60.741634_prophage1,25787,32673,True,Siphoviridae
ERR16914767,ASSEMBLY,ERR16914767,Mycobacterium kansasii ATCC 12478,NODE_60_length_34366_cov_69.579253,NODE_60_length_34366_cov_69.579253_prophage1,20887,24607,False,Unknown
ERR16914769,ASSEMBLY,ERR16914769,Mycobacterium kansasii ATCC 12478,NODE_23_length_67776_cov_54.154729,NODE_23_length_67776_cov_54.154729_prophage1,25745,31790,True,Unknown
ERR16914769,ASSEMBLY,ERR16914769,Mycobacterium kansasii ATCC 12478,NODE_58_length_34365_cov_65.260674,NODE_58_length_34365_cov_65.260674_prophage1,9758,13478,True,Unknown
ERR16914771,ASSEMBLY,ERR16914771,Mycobacterium kansasii ATCC 12478,NODE_30_length_67776_cov_47.954682,NODE_30_length_67776_cov_47.954682_prophage1,25745,31790,True,Unknown
ERR16914772,ASSEMBLY,ERR16914772,Mycobacterium kansasii ATCC 12478,NODE_25_length_71842_cov_21.836132,NODE_25_length_71842_cov_21.836132_prophage1,35985,42030,True,Siphoviridae
ERR16914777,ASSEMBLY,ERR16914777,Mycolicibacterium novocastrense,NODE_33_length_68356_cov_74.121194,NODE_33_length_68356_cov_74.121194_prophage1,21412,44952,False,Unknown
ERR16914778,ASSEMBLY,ERR16914778,Mycobacterium shunyiense,NODE_2_length_409260_cov_30.533409,NODE_2_length_409260_cov_30.533409_prophage1,165175,170702,False,Siphoviridae
ERR16914778,ASSEMBLY,ERR16914778,Mycobacterium shunyiense,NODE_2_length_409260_cov_30.533409,NODE_2_length_409260_cov_30.533409_prophage2,176209,207553,False,Siphoviridae
ERR16914779,ASSEMBLY,ERR16914779,Mycolicibacterium peregrinum,NODE_42_length_69332_cov_38.724930,NODE_42_length_69332_cov_38.724930_prophage1,36105,66193,False,Siphoviridae
ERR16914779,ASSEMBLY,ERR16914779,Mycolicibacterium peregrinum,NODE_50_length_55680_cov_25.606730,NODE_50_length_55680_cov_25.606730_prophage1,29810,37775,False,Unknown
ERR16914779,ASSEMBLY,ERR16914779,Mycolicibacterium peregrinum,NODE_60_length_42169_cov_40.961275,NODE_60_length_42169_cov_40.961275_prophage1,8858,13199,False,Siphoviridae
ERR16914779,ASSEMBLY,ERR16914779,Mycolicibacterium peregrinum,NODE_76_length_28482_cov_33.930259,NODE_76_length_28482_cov_33.930259_prophage1,14554,27461,True,Siphoviridae
ERR16914780,ASSEMBLY,ERR16914780,Mycolicibacterium arcueilense,NODE_2_length_341428_cov_49.423400,NODE_2_length_341428_cov_49.423400_prophage1,30145,47822,False,Myoviridae
ERR16914781,ASSEMBLY,ERR16914781,Mycolicibacterium septicum DSM 44393,NODE_10_length_200160_cov_43.286966,NODE_10_length_200160_cov_43.286966_prophage1,173392,198611,False,Siphoviridae
ERR16914781,ASSEMBLY,ERR16914781,Mycolicibacterium septicum DSM 44393,NODE_37_length_57823_cov_44.145950,NODE_37_length_57823_cov_44.145950_prophage1,5137,24816,False,Siphoviridae
ERR16914782,ASSEMBLY,ERR16914782,Mycobacterium simiae,NODE_46_length_40794_cov_15.840828,NODE_46_length_40794_cov_15.840828_prophage1,1262,5638,True,Unknown
ERR16914783,ASSEMBLY,ERR16914783,Mycobacterium simiae,NODE_59_length_40470_cov_10.582976,NODE_59_length_40470_cov_10.582976_prophage1,32682,37058,True,Unknown
ERR16914784,ASSEMBLY,ERR16914784,Mycobacterium simiae,NODE_31_length_64193_cov_115.959402,NODE_31_length_64193_cov_115.959402_prophage1,24558,32206,True,Unknown
ERR16914785,ASSEMBLY,ERR16914785,Mycobacterium szulgai,NODE_3_length_214907_cov_44.327850,NODE_3_length_214907_cov_44.327850_prophage1,1000,33228,False,Siphoviridae
ERR16914785,ASSEMBLY,ERR16914785,Mycobacterium szulgai,NODE_19_length_105295_cov_46.949999,NODE_19_length_105295_cov_46.949999_prophage1,89246,104097,False,Siphoviridae
ERR16914786,ASSEMBLY,ERR16914786,Mycobacterium triplex,NODE_13_length_125883_cov_41.884886,NODE_13_length_125883_cov_41.884886_prophage1,105364,122926,False,Siphoviridae
ERR16914786,ASSEMBLY,ERR16914786,Mycobacterium triplex,NODE_57_length_36931_cov_41.811201,NODE_57_length_36931_cov_41.811201_prophage1,17348,35344,False,Siphoviridae
ERR16914786,ASSEMBLY,ERR16914786,Mycobacterium triplex,NODE_76_length_22276_cov_4.779765,NODE_76_length_22276_cov_4.779765_prophage1,8388,20397,False,Siphoviridae
ERR16914792,ASSEMBLY,ERR16914792,Mycobacterium xenopi,NODE_13_length_94728_cov_38.668688,NODE_13_length_94728_cov_38.668688_prophage1,21268,30439,False,Siphoviridae
ERR16914792,ASSEMBLY,ERR16914792,Mycobacterium xenopi,NODE_42_length_43984_cov_39.288792,NODE_42_length_43984_cov_39.288792_prophage1,30515,33853,False,Siphoviridae
ERR16914794,ASSEMBLY,ERR16914794,Mycobacterium xenopi,NODE_10_length_111488_cov_46.203068,NODE_10_length_111488_cov_46.203068_prophage1,64288,73459,False,Siphoviridae
ERR16914795,ASSEMBLY,ERR16914795,Mycobacterium xenopi,NODE_11_length_111488_cov_46.124745,NODE_11_length_111488_cov_46.124745_prophage1,64288,73459,False,Siphoviridae
ERR16914796,ASSEMBLY,ERR16914796,Mycobacterium xenopi,NODE_9_length_111488_cov_53.376157,NODE_9_length_111488_cov_53.376157_prophage1,64288,73459,False,Siphoviridae
ERR16914797,ASSEMBLY,ERR16914797,Mycobacterium xenopi,NODE_13_length_77752_cov_35.028465,NODE_13_length_77752_cov_35.028465_prophage1,47308,56479,False,Siphoviridae
ERR16914797,ASSEMBLY,ERR16914797,Mycobacterium xenopi,NODE_24_length_60836_cov_35.998963,NODE_24_length_60836_cov_35.998963_prophage1,25047,30189,True,Siphoviridae
ERR16914800,ASSEMBLY,ERR16914800,Mycobacterium xenopi,NODE_26_length_52086_cov_12.685189,NODE_26_length_52086_cov_12.685189_prophage1,8101,17272,False,Siphoviridae
ERR16914801,ASSEMBLY,ERR16914801,Mycobacterium xenopi,NODE_14_length_94729_cov_27.701824,NODE_14_length_94729_cov_27.701824_prophage1,21269,30440,False,Siphoviridae
ERR16914801,ASSEMBLY,ERR16914801,Mycobacterium xenopi,NODE_44_length_39427_cov_28.847243,NODE_44_length_39427_cov_28.847243_prophage1,26040,29378,False,Siphoviridae
ERR16914802,ASSEMBLY,ERR16914802,Mycobacterium xenopi,NODE_15_length_77783_cov_63.349806,NODE_15_length_77783_cov_63.349806_prophage1,21268,30439,False,Siphoviridae
ERR16914802,ASSEMBLY,ERR16914802,Mycobacterium xenopi,NODE_47_length_39405_cov_67.456596,NODE_47_length_39405_cov_67.456596_prophage1,25939,29277,False,Siphoviridae
ERR16914804,ASSEMBLY,ERR16914804,Mycobacterium xenopi,NODE_11_length_111488_cov_43.495777,NODE_11_length_111488_cov_43.495777_prophage1,64288,73459,False,Siphoviridae
ERR16914805,ASSEMBLY,ERR16914805,Mycobacterium xenopi,NODE_13_length_94494_cov_36.449622,NODE_13_length_94494_cov_36.449622_prophage1,64288,73459,False,Siphoviridae
ERR16914806,ASSEMBLY,ERR16914806,Mycobacterium xenopi,NODE_15_length_77753_cov_59.591598,NODE_15_length_77753_cov_59.591598_prophage1,47313,56484,False,Siphoviridae
ERR16914806,ASSEMBLY,ERR16914806,Mycobacterium xenopi,NODE_44_length_39358_cov_63.343219,NODE_44_length_39358_cov_63.343219_prophage1,10085,13423,False,Siphoviridae
ERR16914807,ASSEMBLY,ERR16914807,Mycobacterium xenopi,NODE_15_length_82047_cov_34.209296,NODE_15_length_82047_cov_34.209296_prophage1,34786,43957,False,Siphoviridae
ERR16914808,ASSEMBLY,ERR16914808,Mycobacterium xenopi,NODE_9_length_99561_cov_35.140415,NODE_9_length_99561_cov_35.140415_prophage1,34748,44191,False,Siphoviridae
ERR16914808,ASSEMBLY,ERR16914808,Mycobacterium xenopi,NODE_9_length_99561_cov_35.140415,NODE_9_length_99561_cov_35.140415_prophage2,55369,64812,False,Siphoviridae
ERR16914809,ASSEMBLY,ERR16914809,Mycobacterium xenopi,NODE_17_length_76052_cov_44.693189,NODE_17_length_76052_cov_44.693189_prophage1,64816,72827,False,Siphoviridae
ERR16914809,ASSEMBLY,ERR16914809,Mycobacterium xenopi,NODE_40_length_39508_cov_49.189927,NODE_40_length_39508_cov_49.189927_prophage1,10231,13515,False,Siphoviridae
ERR16914810,ASSEMBLY,ERR16914810,Mycobacterium xenopi,NODE_13_length_79441_cov_60.943690,NODE_13_length_79441_cov_60.943690_prophage1,64288,73459,False,Siphoviridae
ERR16914811,ASSEMBLY,ERR16914811,Mycobacterium xenopi,NODE_15_length_81571_cov_35.442045,NODE_15_length_81571_cov_35.442045_prophage1,64288,73459,False,Siphoviridae
ERR16914811,ASSEMBLY,ERR16914811,Mycobacterium xenopi,NODE_33_length_50821_cov_35.376872,NODE_33_length_50821_cov_35.376872_prophage1,10041,13011,False,Siphoviridae
ERR16914812,ASSEMBLY,ERR16914812,Mycobacterium xenopi,NODE_17_length_77772_cov_37.649488,NODE_17_length_77772_cov_37.649488_prophage1,47331,56502,False,Siphoviridae
ERR16914813,ASSEMBLY,ERR16914813,Mycobacterium xenopi,NODE_11_length_94547_cov_52.223986,NODE_11_length_94547_cov_52.223986_prophage1,38028,47199,False,Siphoviridae
ERR16914814,ASSEMBLY,ERR16914814,Mycobacterium xenopi,NODE_28_length_60708_cov_28.280912,NODE_28_length_60708_cov_28.280912_prophage1,30518,35660,True,Siphoviridae
ERR16914814,ASSEMBLY,ERR16914814,Mycobacterium xenopi,NODE_34_length_52094_cov_27.238038,NODE_34_length_52094_cov_27.238038_prophage1,34813,43984,False,Siphoviridae
ERR16914815,ASSEMBLY,ERR16914815,Mycolicibacterium neoaurum,NODE_1_length_367967_cov_35.145984,NODE_1_length_367967_cov_35.145984_prophage1,280582,315422,False,Siphoviridae
ERR16914815,ASSEMBLY,ERR16914815,Mycolicibacterium neoaurum,NODE_11_length_147303_cov_32.655414,NODE_11_length_147303_cov_32.655414_prophage1,100003,106421,True,Siphoviridae
ERR16914815,ASSEMBLY,ERR16914815,Mycolicibacterium neoaurum,NODE_14_length_133986_cov_34.107805,NODE_14_length_133986_cov_34.107805_prophage1,5188,17727,False,Siphoviridae
ERR16914815,ASSEMBLY,ERR16914815,Mycolicibacterium neoaurum,NODE_43_length_48240_cov_31.991342,NODE_43_length_48240_cov_31.991342_prophage1,36575,45728,False,Siphoviridae
ERR16914815,ASSEMBLY,ERR16914815,Mycolicibacterium neoaurum,NODE_45_length_33081_cov_31.643467,NODE_45_length_33081_cov_31.643467_prophage1,1318,31703,False,Siphoviridae
ERR16914816,ASSEMBLY,ERR16914816,Mycolicibacillus trivialis,NODE_3_length_165661_cov_14.281682,NODE_3_length_165661_cov_14.281682_prophage1,106408,137773,False,Siphoviridae
ERR17005759,ASSEMBLY,ERR17005759,Mycolicibacterium smegmatis,NODE_25_length_97307_cov_20.522930,NODE_25_length_97307_cov_20.522930_prophage1,38855,47974,False,Siphoviridae
ERR17273552,ASSEMBLY,ERR17273552,Mycobacteroides abscessus ATCC 19977,NODE_4_length_535173_cov_33.852860,NODE_4_length_535173_cov_33.852860_prophage1,1398,30116,False,Siphoviridae
ERR17273552,ASSEMBLY,ERR17273552,Mycobacteroides abscessus ATCC 19977,NODE_4_length_535173_cov_33.852860,NODE_4_length_535173_cov_33.852860_prophage2,35974,44499,False,Siphoviridae
ERR17273552,ASSEMBLY,ERR17273552,Mycobacteroides abscessus ATCC 19977,NODE_10_length_144599_cov_34.671676,NODE_10_length_144599_cov_34.671676_prophage1,73737,104044,False,Siphoviridae
ERR1744900,ASSEMBLY,ERR1744900,Mycobacterium paraintracellulare,NODE_36_length_59786_cov_29.527559,NODE_36_length_59786_cov_29.527559_prophage1,43877,54848,True,Myoviridae
ERR1744903,ASSEMBLY,ERR1744903,Mycobacterium paraintracellulare,NODE_59_length_36083_cov_14.384936,NODE_59_length_36083_cov_14.384936_prophage1,803,7907,True,Siphoviridae
ERR17540769,ASSEMBLY,ERR17540769,Mycobacteroides abscessus ATCC 19977,NODE_5_length_535173_cov_25.503525,NODE_5_length_535173_cov_25.503525_prophage1,490673,499198,False,Siphoviridae
ERR17540769,ASSEMBLY,ERR17540769,Mycobacteroides abscessus ATCC 19977,NODE_5_length_535173_cov_25.503525,NODE_5_length_535173_cov_25.503525_prophage2,505056,533774,False,Siphoviridae
ERR17540769,ASSEMBLY,ERR17540769,Mycobacteroides abscessus ATCC 19977,NODE_10_length_144599_cov_25.846902,NODE_10_length_144599_cov_25.846902_prophage1,73737,104044,False,Siphoviridae
ERR17540770,ASSEMBLY,ERR17540770,Mycobacteroides abscessus ATCC 19977,NODE_4_length_535173_cov_30.410713,NODE_4_length_535173_cov_30.410713_prophage1,1398,30116,False,Siphoviridae
ERR17540770,ASSEMBLY,ERR17540770,Mycobacteroides abscessus ATCC 19977,NODE_4_length_535173_cov_30.410713,NODE_4_length_535173_cov_30.410713_prophage2,35974,44499,False,Siphoviridae
ERR17540770,ASSEMBLY,ERR17540770,Mycobacteroides abscessus ATCC 19977,NODE_10_length_144599_cov_30.275335,NODE_10_length_144599_cov_30.275335_prophage1,73737,104044,False,Siphoviridae
ERR1787812,ASSEMBLY,ERR1787812,Mycobacteroides abscessus ATCC 19977,NODE_2_length_981993_cov_30.321325,NODE_2_length_981993_cov_30.321325_prophage1,498663,508631,False,Siphoviridae
ERR1787812,ASSEMBLY,ERR1787812,Mycobacteroides abscessus ATCC 19977,NODE_2_length_981993_cov_30.321325,NODE_2_length_981993_cov_30.321325_prophage2,514876,549518,False,Siphoviridae
ERR1787813,ASSEMBLY,ERR1787813,Mycobacteroides abscessus ATCC 19977,NODE_1_length_632123_cov_27.986607,NODE_1_length_632123_cov_27.986607_prophage1,217221,266140,False,Siphoviridae
ERR1787813,ASSEMBLY,ERR1787813,Mycobacteroides abscessus ATCC 19977,NODE_20_length_71212_cov_25.928566,NODE_20_length_71212_cov_25.928566_prophage1,20911,59622,False,Siphoviridae
ERR1787814,ASSEMBLY,ERR1787814,Mycobacteroides abscessus ATCC 19977,NODE_1_length_632187_cov_31.875831,NODE_1_length_632187_cov_31.875831_prophage1,366046,414965,False,Siphoviridae
ERR1787814,ASSEMBLY,ERR1787814,Mycobacteroides abscessus ATCC 19977,NODE_22_length_71212_cov_29.118794,NODE_22_length_71212_cov_29.118794_prophage1,20911,59622,False,Siphoviridae
ERR1787815,ASSEMBLY,ERR1787815,Mycobacteroides abscessus ATCC 19977,NODE_4_length_681520_cov_33.701242,NODE_4_length_681520_cov_33.701242_prophage1,432467,467109,False,Siphoviridae
ERR1787815,ASSEMBLY,ERR1787815,Mycobacteroides abscessus ATCC 19977,NODE_4_length_681520_cov_33.701242,NODE_4_length_681520_cov_33.701242_prophage2,473354,483322,False,Siphoviridae
ERR1787816,ASSEMBLY,ERR1787816,Mycobacteroides abscessus ATCC 19977,NODE_3_length_981993_cov_36.982915,NODE_3_length_981993_cov_36.982915_prophage1,432474,467116,False,Siphoviridae
ERR1787816,ASSEMBLY,ERR1787816,Mycobacteroides abscessus ATCC 19977,NODE_3_length_981993_cov_36.982915,NODE_3_length_981993_cov_36.982915_prophage2,473361,483329,False,Siphoviridae
ERR1787817,ASSEMBLY,ERR1787817,Mycobacteroides abscessus ATCC 19977,NODE_1_length_632124_cov_29.215051,NODE_1_length_632124_cov_29.215051_prophage1,217221,266141,False,Siphoviridae
ERR1787817,ASSEMBLY,ERR1787817,Mycobacteroides abscessus ATCC 19977,NODE_22_length_71212_cov_29.410276,NODE_22_length_71212_cov_29.410276_prophage1,11589,50300,False,Siphoviridae
ERR1787818,ASSEMBLY,ERR1787818,Mycobacteroides abscessus ATCC 19977,NODE_2_length_981993_cov_31.478084,NODE_2_length_981993_cov_31.478084_prophage1,498663,508631,False,Siphoviridae
ERR1787818,ASSEMBLY,ERR1787818,Mycobacteroides abscessus ATCC 19977,NODE_2_length_981993_cov_31.478084,NODE_2_length_981993_cov_31.478084_prophage2,514876,549518,False,Siphoviridae
ERR1787819,ASSEMBLY,ERR1787819,Mycobacteroides abscessus ATCC 19977,NODE_2_length_981993_cov_31.225185,NODE_2_length_981993_cov_31.225185_prophage1,498663,508631,False,Siphoviridae
ERR1787819,ASSEMBLY,ERR1787819,Mycobacteroides abscessus ATCC 19977,NODE_2_length_981993_cov_31.225185,NODE_2_length_981993_cov_31.225185_prophage2,514876,549518,False,Siphoviridae
ERR1787820,ASSEMBLY,ERR1787820,Mycobacteroides abscessus ATCC 19977,NODE_4_length_681527_cov_25.773319,NODE_4_length_681527_cov_25.773319_prophage1,198197,208165,False,Siphoviridae
ERR1787820,ASSEMBLY,ERR1787820,Mycobacteroides abscessus ATCC 19977,NODE_4_length_681527_cov_25.773319,NODE_4_length_681527_cov_25.773319_prophage2,214410,249052,False,Siphoviridae
ERR1787822,ASSEMBLY,ERR1787822,Mycobacteroides abscessus ATCC 19977,NODE_2_length_981993_cov_25.815352,NODE_2_length_981993_cov_25.815352_prophage1,432474,467116,False,Siphoviridae
ERR1787822,ASSEMBLY,ERR1787822,Mycobacteroides abscessus ATCC 19977,NODE_2_length_981993_cov_25.815352,NODE_2_length_981993_cov_25.815352_prophage2,473361,483329,False,Siphoviridae
ERR1787823,ASSEMBLY,ERR1787823,Mycobacteroides abscessus ATCC 19977,NODE_2_length_981993_cov_33.181030,NODE_2_length_981993_cov_33.181030_prophage1,498663,508631,False,Siphoviridae
ERR1787823,ASSEMBLY,ERR1787823,Mycobacteroides abscessus ATCC 19977,NODE_2_length_981993_cov_33.181030,NODE_2_length_981993_cov_33.181030_prophage2,514876,549518,False,Siphoviridae
ERR1787824,ASSEMBLY,ERR1787824,Mycobacteroides abscessus ATCC 19977,NODE_3_length_981993_cov_33.174661,NODE_3_length_981993_cov_33.174661_prophage1,432474,467116,False,Siphoviridae
ERR1787824,ASSEMBLY,ERR1787824,Mycobacteroides abscessus ATCC 19977,NODE_3_length_981993_cov_33.174661,NODE_3_length_981993_cov_33.174661_prophage2,473361,483329,False,Siphoviridae
ERR1787825,ASSEMBLY,ERR1787825,Mycobacteroides abscessus ATCC 19977,NODE_2_length_981993_cov_36.068062,NODE_2_length_981993_cov_36.068062_prophage1,432474,467116,False,Siphoviridae
ERR1787825,ASSEMBLY,ERR1787825,Mycobacteroides abscessus ATCC 19977,NODE_2_length_981993_cov_36.068062,NODE_2_length_981993_cov_36.068062_prophage2,473361,483329,False,Siphoviridae
ERR1787826,ASSEMBLY,ERR1787826,Mycobacteroides abscessus ATCC 19977,NODE_1_length_632187_cov_32.416761,NODE_1_length_632187_cov_32.416761_prophage1,217221,266140,False,Siphoviridae
ERR1787826,ASSEMBLY,ERR1787826,Mycobacteroides abscessus ATCC 19977,NODE_22_length_71212_cov_32.530644,NODE_22_length_71212_cov_32.530644_prophage1,11589,50300,False,Siphoviridae
ERR1787827,ASSEMBLY,ERR1787827,Mycobacteroides abscessus ATCC 19977,NODE_1_length_981993_cov_34.731195,NODE_1_length_981993_cov_34.731195_prophage1,498663,508631,False,Siphoviridae
ERR1787827,ASSEMBLY,ERR1787827,Mycobacteroides abscessus ATCC 19977,NODE_1_length_981993_cov_34.731195,NODE_1_length_981993_cov_34.731195_prophage2,514876,549518,False,Siphoviridae
ERR1787828,ASSEMBLY,ERR1787828,Mycobacteroides abscessus ATCC 19977,NODE_2_length_981993_cov_30.416686,NODE_2_length_981993_cov_30.416686_prophage1,498663,508631,False,Siphoviridae
ERR1787828,ASSEMBLY,ERR1787828,Mycobacteroides abscessus ATCC 19977,NODE_2_length_981993_cov_30.416686,NODE_2_length_981993_cov_30.416686_prophage2,514876,549518,False,Siphoviridae
ERR1787830,ASSEMBLY,ERR1787830,Mycobacteroides abscessus ATCC 19977,NODE_4_length_642053_cov_25.707040,NODE_4_length_642053_cov_25.707040_prophage1,432474,467116,False,Siphoviridae
ERR1787830,ASSEMBLY,ERR1787830,Mycobacteroides abscessus ATCC 19977,NODE_4_length_642053_cov_25.707040,NODE_4_length_642053_cov_25.707040_prophage2,473361,483329,False,Siphoviridae
ERR1787832,ASSEMBLY,ERR1787832,Mycobacteroides abscessus ATCC 19977,NODE_4_length_642073_cov_28.442287,NODE_4_length_642073_cov_28.442287_prophage1,158743,168711,False,Siphoviridae
ERR1787832,ASSEMBLY,ERR1787832,Mycobacteroides abscessus ATCC 19977,NODE_4_length_642073_cov_28.442287,NODE_4_length_642073_cov_28.442287_prophage2,174956,209598,False,Siphoviridae
ERR1787833,ASSEMBLY,ERR1787833,Mycobacteroides abscessus ATCC 19977,NODE_1_length_632123_cov_27.892924,NODE_1_length_632123_cov_27.892924_prophage1,365982,414901,False,Siphoviridae
ERR1787833,ASSEMBLY,ERR1787833,Mycobacteroides abscessus ATCC 19977,NODE_21_length_71212_cov_26.790758,NODE_21_length_71212_cov_26.790758_prophage1,20911,59622,False,Siphoviridae
ERR1787834,ASSEMBLY,ERR1787834,Mycobacteroides abscessus ATCC 19977,NODE_5_length_314537_cov_27.127111,NODE_5_length_314537_cov_27.127111_prophage1,48396,97315,False,Siphoviridae
ERR1787834,ASSEMBLY,ERR1787834,Mycobacteroides abscessus ATCC 19977,NODE_23_length_71212_cov_26.018424,NODE_23_length_71212_cov_26.018424_prophage1,20911,59622,False,Siphoviridae
ERR1787835,ASSEMBLY,ERR1787835,Mycobacteroides abscessus ATCC 19977,NODE_2_length_981993_cov_27.640505,NODE_2_length_981993_cov_27.640505_prophage1,498663,508631,False,Siphoviridae
ERR1787835,ASSEMBLY,ERR1787835,Mycobacteroides abscessus ATCC 19977,NODE_2_length_981993_cov_27.640505,NODE_2_length_981993_cov_27.640505_prophage2,514876,549518,False,Siphoviridae
ERR1787836,ASSEMBLY,ERR1787836,Mycobacteroides abscessus ATCC 19977,NODE_2_length_981993_cov_28.887279,NODE_2_length_981993_cov_28.887279_prophage1,432474,467116,False,Siphoviridae
ERR1787836,ASSEMBLY,ERR1787836,Mycobacteroides abscessus ATCC 19977,NODE_2_length_981993_cov_28.887279,NODE_2_length_981993_cov_28.887279_prophage2,473361,483329,False,Siphoviridae
ERR1787837,ASSEMBLY,ERR1787837,Mycobacteroides abscessus ATCC 19977,NODE_2_length_981993_cov_28.358086,NODE_2_length_981993_cov_28.358086_prophage1,498663,508631,False,Siphoviridae
ERR1787837,ASSEMBLY,ERR1787837,Mycobacteroides abscessus ATCC 19977,NODE_2_length_981993_cov_28.358086,NODE_2_length_981993_cov_28.358086_prophage2,514876,549518,False,Siphoviridae
ERR1787838,ASSEMBLY,ERR1787838,Mycobacteroides abscessus ATCC 19977,NODE_2_length_981993_cov_26.371412,NODE_2_length_981993_cov_26.371412_prophage1,432474,467116,False,Siphoviridae
ERR1787838,ASSEMBLY,ERR1787838,Mycobacteroides abscessus ATCC 19977,NODE_2_length_981993_cov_26.371412,NODE_2_length_981993_cov_26.371412_prophage2,473361,483329,False,Siphoviridae
ERR1787839,ASSEMBLY,ERR1787839,Mycobacteroides abscessus ATCC 19977,NODE_1_length_632187_cov_29.325698,NODE_1_length_632187_cov_29.325698_prophage1,366046,414965,False,Siphoviridae
