genome_id,source,accession,species,has_phigaro_result,prophage_count
ERR10853879,ASSEMBLY,ERR10853879,Mycobacteroides abscessus ATCC 19977,True,1
ERR10853880,ASSEMBLY,ERR10853880,Mycobacteroides abscessus ATCC 19977,True,3
ERR1104024,ASSEMBLY,ERR1104024,Mycolicibacterium sp.,True,0
ERR1104071,ASSEMBLY,ERR1104071,Mycolicibacterium sp.,True,1
ERR1104184,ASSEMBLY,ERR1104184,Mycolicibacterium psychrotolerans,True,1
ERR11194148,ASSEMBLY,ERR11194148,Mycobacteroides abscessus ATCC 19977,True,5
ERR11194149,ASSEMBLY,ERR11194149,Mycobacteroides abscessus ATCC 19977,True,4
ERR11194151,ASSEMBLY,ERR11194151,Mycobacteroides abscessus ATCC 19977,True,1
ERR11194152,ASSEMBLY,ERR11194152,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,2
ERR11194153,ASSEMBLY,ERR11194153,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,2
ERR11194154,ASSEMBLY,ERR11194154,Mycobacteroides abscessus ATCC 19977,True,2
ERR11194155,ASSEMBLY,ERR11194155,Mycobacteroides abscessus ATCC 19977,True,2
ERR11194156,ASSEMBLY,ERR11194156,Mycobacteroides abscessus ATCC 19977,True,0
ERR11194157,ASSEMBLY,ERR11194157,Mycobacteroides abscessus ATCC 19977,True,0
ERR11194158,ASSEMBLY,ERR11194158,Mycobacteroides abscessus ATCC 19977,True,0
ERR11194159,ASSEMBLY,ERR11194159,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,2
ERR11194160,ASSEMBLY,ERR11194160,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,2
ERR11194161,ASSEMBLY,ERR11194161,Mycobacteroides abscessus ATCC 19977,True,1
ERR11194162,ASSEMBLY,ERR11194162,Mycobacteroides abscessus ATCC 19977,True,1
ERR11194163,ASSEMBLY,ERR11194163,Mycobacteroides abscessus ATCC 19977,True,3
ERR11194164,ASSEMBLY,ERR11194164,Mycobacteroides abscessus ATCC 19977,True,3
ERR11194165,ASSEMBLY,ERR11194165,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,4
ERR11194166,ASSEMBLY,ERR11194166,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,3
ERR11194167,ASSEMBLY,ERR11194167,Mycobacteroides abscessus ATCC 19977,True,1
ERR11194168,ASSEMBLY,ERR11194168,Mycobacteroides abscessus ATCC 19977,True,1
ERR11194169,ASSEMBLY,ERR11194169,Mycobacteroides abscessus ATCC 19977,True,1
ERR11194170,ASSEMBLY,ERR11194170,Mycobacteroides abscessus ATCC 19977,True,0
ERR11194171,ASSEMBLY,ERR11194171,Mycobacteroides abscessus ATCC 19977,True,0
ERR11194172,ASSEMBLY,ERR11194172,Mycobacteroides abscessus ATCC 19977,True,2
ERR11194173,ASSEMBLY,ERR11194173,Mycobacteroides abscessus ATCC 19977,True,3
ERR11194174,ASSEMBLY,ERR11194174,Mycobacteroides abscessus ATCC 19977,True,2
ERR11194175,ASSEMBLY,ERR11194175,Mycobacteroides abscessus ATCC 19977,True,1
ERR11194176,ASSEMBLY,ERR11194176,Mycobacteroides abscessus ATCC 19977,True,2
ERR11194177,ASSEMBLY,ERR11194177,Mycobacteroides abscessus ATCC 19977,True,5
ERR11194178,ASSEMBLY,ERR11194178,Mycobacteroides abscessus ATCC 19977,True,6
ERR11194180,ASSEMBLY,ERR11194180,Mycobacteroides abscessus ATCC 19977,True,7
ERR11194181,ASSEMBLY,ERR11194181,Mycobacteroides abscessus ATCC 19977,True,4
ERR11194184,ASSEMBLY,ERR11194184,Mycobacteroides abscessus ATCC 19977,True,9
ERR11194185,ASSEMBLY,ERR11194185,Mycobacteroides abscessus ATCC 19977,True,7
ERR11194186,ASSEMBLY,ERR11194186,Mycobacteroides abscessus ATCC 19977,True,8
ERR11194188,ASSEMBLY,ERR11194188,Mycobacteroides abscessus ATCC 19977,True,8
ERR11194189,ASSEMBLY,ERR11194189,Mycobacteroides abscessus ATCC 19977,True,8
ERR11194190,ASSEMBLY,ERR11194190,Mycobacteroides abscessus ATCC 19977,True,10
ERR11194191,ASSEMBLY,ERR11194191,Mycobacteroides abscessus ATCC 19977,True,7
ERR11194192,ASSEMBLY,ERR11194192,Mycobacteroides abscessus ATCC 19977,True,6
ERR11194193,ASSEMBLY,ERR11194193,Mycobacteroides abscessus ATCC 19977,True,8
ERR11194195,ASSEMBLY,ERR11194195,Mycobacteroides abscessus ATCC 19977,True,5
ERR11194196,ASSEMBLY,ERR11194196,Mycobacteroides abscessus ATCC 19977,True,8
ERR11194197,ASSEMBLY,ERR11194197,Mycobacteroides abscessus ATCC 19977,True,8
ERR11194198,ASSEMBLY,ERR11194198,Mycobacteroides abscessus ATCC 19977,True,8
ERR11439123,ASSEMBLY,ERR11439123,Mycobacteroides chelonae subsp. bovistauri QIA-37,True,0
ERR11439124,ASSEMBLY,ERR11439124,Mycobacteroides chelonae subsp. bovistauri QIA-37,True,0
ERR11439125,ASSEMBLY,ERR11439125,Mycobacteroides chelonae subsp. bovistauri QIA-37,True,0
ERR11439126,ASSEMBLY,ERR11439126,Mycobacteroides chelonae subsp. bovistauri QIA-37,True,0
ERR11439127,ASSEMBLY,ERR11439127,Mycobacteroides chelonae subsp. bovistauri QIA-37,True,0
ERR11439128,ASSEMBLY,ERR11439128,Mycobacteroides chelonae subsp. bovistauri QIA-37,True,0
ERR1144165,ASSEMBLY,ERR1144165,Mycobacteroides abscessus ATCC 19977,True,2
ERR1144166,ASSEMBLY,ERR1144166,Mycobacteroides abscessus ATCC 19977,True,2
ERR1144167,ASSEMBLY,ERR1144167,Mycobacteroides abscessus ATCC 19977,True,2
ERR1144168,ASSEMBLY,ERR1144168,Mycobacteroides abscessus ATCC 19977,True,2
ERR1144169,ASSEMBLY,ERR1144169,Mycobacteroides abscessus ATCC 19977,True,2
ERR1144170,ASSEMBLY,ERR1144170,Mycobacteroides abscessus ATCC 19977,True,2
ERR1144171,ASSEMBLY,ERR1144171,Mycobacteroides abscessus ATCC 19977,True,2
ERR1144172,ASSEMBLY,ERR1144172,Mycobacteroides abscessus ATCC 19977,True,2
ERR114965,ASSEMBLY,ERR114965,Mycobacteroides abscessus ATCC 19977,True,5
ERR114966,ASSEMBLY,ERR114966,Mycobacteroides abscessus ATCC 19977,True,5
ERR114968,ASSEMBLY,ERR114968,Mycobacteroides abscessus ATCC 19977,True,1
ERR114969,ASSEMBLY,ERR114969,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,2
ERR114970,ASSEMBLY,ERR114970,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,3
ERR114971,ASSEMBLY,ERR114971,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,3
ERR114972,ASSEMBLY,ERR114972,Mycobacteroides abscessus ATCC 19977,True,4
ERR114973,ASSEMBLY,ERR114973,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,2
ERR114974,ASSEMBLY,ERR114974,Mycobacteroides abscessus ATCC 19977,True,0
ERR114975,ASSEMBLY,ERR114975,Mycobacteroides abscessus ATCC 19977,True,3
ERR114976,ASSEMBLY,ERR114976,Mycobacteroides abscessus ATCC 19977,True,4
ERR114977,ASSEMBLY,ERR114977,Mycobacteroides abscessus subsp. bolletii BD,True,1
ERR114978,ASSEMBLY,ERR114978,Mycobacteroides abscessus subsp. bolletii BD,True,1
ERR114979,ASSEMBLY,ERR114979,Mycobacteroides abscessus subsp. bolletii BD,True,1
ERR114980,ASSEMBLY,ERR114980,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,3
ERR114981,ASSEMBLY,ERR114981,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,3
ERR114982,ASSEMBLY,ERR114982,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,3
ERR114983,ASSEMBLY,ERR114983,Mycobacteroides abscessus ATCC 19977,True,3
ERR114984,ASSEMBLY,ERR114984,Mycobacteroides abscessus ATCC 19977,True,5
ERR114985,ASSEMBLY,ERR114985,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,2
ERR114986,ASSEMBLY,ERR114986,Mycobacteroides abscessus ATCC 19977,True,0
ERR114987,ASSEMBLY,ERR114987,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,2
ERR114988,ASSEMBLY,ERR114988,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,3
ERR114989,ASSEMBLY,ERR114989,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,3
ERR114990,ASSEMBLY,ERR114990,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,3
ERR114991,ASSEMBLY,ERR114991,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,3
ERR114992,ASSEMBLY,ERR114992,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,3
ERR114993,ASSEMBLY,ERR114993,Mycobacteroides abscessus ATCC 19977,True,3
ERR114994,ASSEMBLY,ERR114994,Mycobacteroides abscessus ATCC 19977,True,3
ERR114995,ASSEMBLY,ERR114995,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,3
ERR114996,ASSEMBLY,ERR114996,Mycobacteroides abscessus ATCC 19977,True,4
ERR114997,ASSEMBLY,ERR114997,Mycobacteroides abscessus subsp. bolletii BD,True,0
ERR114998,ASSEMBLY,ERR114998,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,3
ERR114999,ASSEMBLY,ERR114999,Mycobacterium simiae,True,2
ERR115000,ASSEMBLY,ERR115000,Mycobacteroides abscessus ATCC 19977,True,6
ERR115001,ASSEMBLY,ERR115001,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,3
ERR115002,ASSEMBLY,ERR115002,Mycobacteroides abscessus subsp. bolletii BD,True,0
ERR115003,ASSEMBLY,ERR115003,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,2
ERR115004,ASSEMBLY,ERR115004,Mycobacteroides abscessus ATCC 19977,True,5
ERR115005,ASSEMBLY,ERR115005,Mycobacteroides abscessus ATCC 19977,True,5
ERR115006,ASSEMBLY,ERR115006,Mycobacteroides abscessus ATCC 19977,True,3
ERR115007,ASSEMBLY,ERR115007,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,1
ERR115008,ASSEMBLY,ERR115008,Mycobacteroides abscessus subsp. bolletii BD,True,0
ERR115009,ASSEMBLY,ERR115009,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,3
ERR115010,ASSEMBLY,ERR115010,Mycobacteroides abscessus ATCC 19977,True,3
ERR115011,ASSEMBLY,ERR115011,Mycobacteroides abscessus ATCC 19977,True,3
ERR115013,ASSEMBLY,ERR115013,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,2
ERR115014,ASSEMBLY,ERR115014,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,3
ERR115015,ASSEMBLY,ERR115015,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,2
ERR115016,ASSEMBLY,ERR115016,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,3
ERR115018,ASSEMBLY,ERR115018,Mycobacteroides abscessus ATCC 19977,True,3
ERR115019,ASSEMBLY,ERR115019,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,2
ERR115021,ASSEMBLY,ERR115021,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,2
ERR115022,ASSEMBLY,ERR115022,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,2
ERR115023,ASSEMBLY,ERR115023,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,2
ERR115024,ASSEMBLY,ERR115024,Mycobacteroides abscessus ATCC 19977,True,2
ERR115026,ASSEMBLY,ERR115026,Mycobacteroides abscessus ATCC 19977,True,4
ERR115027,ASSEMBLY,ERR115027,Mycobacteroides abscessus subsp. bolletii BD,True,0
ERR115028,ASSEMBLY,ERR115028,Mycobacteroides abscessus subsp. bolletii BD,True,0
ERR115029,ASSEMBLY,ERR115029,Mycobacteroides abscessus subsp. bolletii BD,True,0
ERR115031,ASSEMBLY,ERR115031,Mycobacteroides abscessus ATCC 19977,True,4
ERR115032,ASSEMBLY,ERR115032,Mycobacteroides abscessus ATCC 19977,True,4
ERR115033,ASSEMBLY,ERR115033,Mycobacteroides abscessus ATCC 19977,True,4
ERR115034,ASSEMBLY,ERR115034,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,1
ERR115035,ASSEMBLY,ERR115035,Mycobacteroides abscessus ATCC 19977,True,4
ERR115036,ASSEMBLY,ERR115036,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,2
ERR115037,ASSEMBLY,ERR115037,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,2
ERR115038,ASSEMBLY,ERR115038,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,2
ERR115039,ASSEMBLY,ERR115039,Mycobacteroides abscessus ATCC 19977,True,1
ERR115040,ASSEMBLY,ERR115040,Mycobacteroides abscessus ATCC 19977,True,5
ERR115041,ASSEMBLY,ERR115041,Mycobacteroides abscessus ATCC 19977,True,5
ERR115042,ASSEMBLY,ERR115042,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,2
ERR115043,ASSEMBLY,ERR115043,Mycobacteroides abscessus ATCC 19977,True,4
ERR115044,ASSEMBLY,ERR115044,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,2
ERR115045,ASSEMBLY,ERR115045,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,2
ERR115046,ASSEMBLY,ERR115046,Mycobacteroides abscessus ATCC 19977,True,4
ERR115047,ASSEMBLY,ERR115047,Mycobacteroides abscessus ATCC 19977,True,4
ERR115048,ASSEMBLY,ERR115048,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,2
ERR115049,ASSEMBLY,ERR115049,Mycobacteroides abscessus ATCC 19977,True,1
ERR115050,ASSEMBLY,ERR115050,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,2
ERR115051,ASSEMBLY,ERR115051,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,2
ERR115052,ASSEMBLY,ERR115052,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,3
ERR115053,ASSEMBLY,ERR115053,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,1
ERR115054,ASSEMBLY,ERR115054,Mycobacteroides abscessus ATCC 19977,True,0
ERR115055,ASSEMBLY,ERR115055,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,2
ERR115056,ASSEMBLY,ERR115056,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,2
ERR115057,ASSEMBLY,ERR115057,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,5
ERR115058,ASSEMBLY,ERR115058,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,4
ERR115059,ASSEMBLY,ERR115059,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,2
ERR115060,ASSEMBLY,ERR115060,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,2
ERR115061,ASSEMBLY,ERR115061,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,3
ERR115062,ASSEMBLY,ERR115062,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,3
ERR115063,ASSEMBLY,ERR115063,Mycobacteroides abscessus subsp. bolletii BD,True,1
ERR115064,ASSEMBLY,ERR115064,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,2
ERR115065,ASSEMBLY,ERR115065,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,3
ERR11506507,ASSEMBLY,ERR11506507,Mycobacteroides abscessus ATCC 19977,True,1
ERR11506520,ASSEMBLY,ERR11506520,Mycobacteroides abscessus ATCC 19977,True,1
ERR11506521,ASSEMBLY,ERR11506521,Mycobacteroides abscessus ATCC 19977,True,1
ERR11506524,ASSEMBLY,ERR11506524,Mycobacteroides abscessus ATCC 19977,True,1
ERR11506525,ASSEMBLY,ERR11506525,Mycobacteroides abscessus ATCC 19977,True,1
ERR11506526,ASSEMBLY,ERR11506526,Mycobacteroides abscessus ATCC 19977,True,1
ERR11506530,ASSEMBLY,ERR11506530,Mycobacteroides abscessus ATCC 19977,True,1
ERR11506531,ASSEMBLY,ERR11506531,Mycobacteroides abscessus ATCC 19977,True,1
ERR11506534,ASSEMBLY,ERR11506534,Mycobacteroides abscessus ATCC 19977,True,1
ERR11506535,ASSEMBLY,ERR11506535,Mycobacteroides abscessus ATCC 19977,True,1
ERR11506542,ASSEMBLY,ERR11506542,Mycobacteroides abscessus ATCC 19977,True,1
ERR11506543,ASSEMBLY,ERR11506543,Mycobacteroides abscessus ATCC 19977,True,1
ERR11506552,ASSEMBLY,ERR11506552,Mycobacteroides abscessus ATCC 19977,True,1
ERR11506556,ASSEMBLY,ERR11506556,Mycobacteroides abscessus ATCC 19977,True,1
ERR11506557,ASSEMBLY,ERR11506557,Mycobacteroides abscessus ATCC 19977,True,1
ERR115066,ASSEMBLY,ERR115066,Mycobacteroides abscessus ATCC 19977,True,3
ERR115067,ASSEMBLY,ERR115067,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,2
ERR115068,ASSEMBLY,ERR115068,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,2
ERR115069,ASSEMBLY,ERR115069,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,2
ERR115070,ASSEMBLY,ERR115070,Mycobacteroides abscessus ATCC 19977,True,5
ERR115071,ASSEMBLY,ERR115071,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,2
ERR115072,ASSEMBLY,ERR115072,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,2
ERR115073,ASSEMBLY,ERR115073,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,2
ERR115074,ASSEMBLY,ERR115074,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,3
ERR115075,ASSEMBLY,ERR115075,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,2
ERR115076,ASSEMBLY,ERR115076,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,2
ERR115077,ASSEMBLY,ERR115077,Mycobacteroides abscessus ATCC 19977,True,7
ERR115078,ASSEMBLY,ERR115078,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,2
ERR115079,ASSEMBLY,ERR115079,Mycobacteroides abscessus ATCC 19977,True,6
ERR115080,ASSEMBLY,ERR115080,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,2
ERR115081,ASSEMBLY,ERR115081,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,3
ERR115082,ASSEMBLY,ERR115082,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,2
ERR115083,ASSEMBLY,ERR115083,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,2
ERR115084,ASSEMBLY,ERR115084,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,3
ERR115085,ASSEMBLY,ERR115085,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,6
ERR115086,ASSEMBLY,ERR115086,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,3
ERR115087,ASSEMBLY,ERR115087,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,2
ERR115088,ASSEMBLY,ERR115088,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,2
ERR115089,ASSEMBLY,ERR115089,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,2
ERR115090,ASSEMBLY,ERR115090,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,2
ERR115091,ASSEMBLY,ERR115091,Mycobacteroides abscessus ATCC 19977,True,14
ERR115092,ASSEMBLY,ERR115092,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,2
ERR115093,ASSEMBLY,ERR115093,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,3
ERR115094,ASSEMBLY,ERR115094,Mycobacteroides abscessus ATCC 19977,True,3
ERR115095,ASSEMBLY,ERR115095,Mycobacteroides abscessus subsp. bolletii BD,True,0
ERR115096,ASSEMBLY,ERR115096,Mycobacteroides abscessus ATCC 19977,True,3
ERR115097,ASSEMBLY,ERR115097,Mycobacteroides abscessus ATCC 19977,True,4
ERR115098,ASSEMBLY,ERR115098,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,6
ERR115099,ASSEMBLY,ERR115099,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,6
ERR115100,ASSEMBLY,ERR115100,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,4
ERR115101,ASSEMBLY,ERR115101,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,4
ERR115102,ASSEMBLY,ERR115102,Mycobacteroides abscessus ATCC 19977,True,0
ERR115103,ASSEMBLY,ERR115103,Mycobacteroides abscessus subsp. bolletii BD,True,0
ERR115104,ASSEMBLY,ERR115104,Mycobacteroides abscessus ATCC 19977,True,0
ERR115105,ASSEMBLY,ERR115105,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,2
ERR115106,ASSEMBLY,ERR115106,Mycobacteroides abscessus subsp. bolletii BD,True,1
ERR115107,ASSEMBLY,ERR115107,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,2
ERR115108,ASSEMBLY,ERR115108,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,2
ERR11548474,ASSEMBLY,ERR11548474,Mycobacterium paraintracellulare,True,0
ERR11650669,ASSEMBLY,ERR11650669,Mycobacteroides abscessus ATCC 19977,True,9
ERR11650670,ASSEMBLY,ERR11650670,Mycobacteroides abscessus ATCC 19977,True,7
ERR11843490,ASSEMBLY,ERR11843490,Mycolicibacterium sp.,True,0
ERR11843492,ASSEMBLY,ERR11843492,Mycolicibacterium sp.,True,1
ERR119082,ASSEMBLY,ERR119082,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,2
ERR119083,ASSEMBLY,ERR119083,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,2
ERR119084,ASSEMBLY,ERR119084,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,2
ERR119085,ASSEMBLY,ERR119085,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,2
ERR119086,ASSEMBLY,ERR119086,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,2
ERR119087,ASSEMBLY,ERR119087,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,2
ERR119088,ASSEMBLY,ERR119088,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,2
ERR119089,ASSEMBLY,ERR119089,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,2
ERR119091,ASSEMBLY,ERR119091,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,3
ERR119092,ASSEMBLY,ERR119092,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,3
ERR119093,ASSEMBLY,ERR119093,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,3
ERR119094,ASSEMBLY,ERR119094,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,3
ERR119095,ASSEMBLY,ERR119095,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,0
ERR119096,ASSEMBLY,ERR119096,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,2
ERR119097,ASSEMBLY,ERR119097,Mycobacteroides abscessus subsp. bolletii BD,True,0
ERR119098,ASSEMBLY,ERR119098,Mycobacteroides abscessus ATCC 19977,True,3
ERR119100,ASSEMBLY,ERR119100,Mycobacteroides abscessus ATCC 19977,True,3
ERR119101,ASSEMBLY,ERR119101,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,2
ERR119103,ASSEMBLY,ERR119103,Mycobacteroides abscessus ATCC 19977,True,3
ERR119104,ASSEMBLY,ERR119104,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,2
ERR119105,ASSEMBLY,ERR119105,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,2
ERR119106,ASSEMBLY,ERR119106,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,2
ERR119107,ASSEMBLY,ERR119107,Mycobacteroides abscessus ATCC 19977,True,5
ERR119108,ASSEMBLY,ERR119108,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,3
ERR12065632,ASSEMBLY,ERR12065632,Mycobacteroides abscessus ATCC 19977,True,0
ERR12065633,ASSEMBLY,ERR12065633,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,6
ERR12065634,ASSEMBLY,ERR12065634,Mycobacteroides abscessus ATCC 19977,True,0
ERR12065635,ASSEMBLY,ERR12065635,Mycobacteroides abscessus ATCC 19977,True,2
ERR12065636,ASSEMBLY,ERR12065636,Mycobacteroides abscessus subsp. bolletii BD,True,3
ERR12065637,ASSEMBLY,ERR12065637,Mycobacteroides abscessus subsp. bolletii BD,True,1
ERR12065638,ASSEMBLY,ERR12065638,Mycobacteroides abscessus ATCC 19977,True,0
ERR12065639,ASSEMBLY,ERR12065639,Mycobacteroides abscessus ATCC 19977,True,0
ERR12065640,ASSEMBLY,ERR12065640,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,3
ERR12065641,ASSEMBLY,ERR12065641,Mycobacteroides abscessus ATCC 19977,True,1
ERR12065642,ASSEMBLY,ERR12065642,Mycobacteroides abscessus ATCC 19977,True,0
ERR12065643,ASSEMBLY,ERR12065643,Mycobacteroides abscessus ATCC 19977,True,0
ERR12065644,ASSEMBLY,ERR12065644,Mycobacteroides abscessus ATCC 19977,True,0
ERR12065645,ASSEMBLY,ERR12065645,Mycobacteroides abscessus ATCC 19977,True,4
ERR12065646,ASSEMBLY,ERR12065646,Mycobacteroides abscessus ATCC 19977,True,5
ERR12065647,ASSEMBLY,ERR12065647,Mycobacteroides abscessus subsp. bolletii BD,True,4
ERR12065648,ASSEMBLY,ERR12065648,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,3
ERR12065649,ASSEMBLY,ERR12065649,Mycobacteroides abscessus ATCC 19977,True,1
ERR12065650,ASSEMBLY,ERR12065650,Mycobacteroides abscessus ATCC 19977,True,4
ERR12065653,ASSEMBLY,ERR12065653,Mycobacteroides abscessus ATCC 19977,True,1
ERR12065654,ASSEMBLY,ERR12065654,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,3
ERR12065656,ASSEMBLY,ERR12065656,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,3
ERR12075691,ASSEMBLY,ERR12075691,Mycobacterium simiae,True,0
ERR12075692,ASSEMBLY,ERR12075692,Mycobacterium simiae,True,0
ERR12075693,ASSEMBLY,ERR12075693,Mycobacterium simiae,True,0
ERR12075694,ASSEMBLY,ERR12075694,Mycobacterium simiae,True,0
ERR12075695,ASSEMBLY,ERR12075695,Mycobacterium simiae,True,0
ERR12075696,ASSEMBLY,ERR12075696,Mycobacterium simiae,True,0
ERR12075697,ASSEMBLY,ERR12075697,Mycobacterium simiae,True,0
ERR12075698,ASSEMBLY,ERR12075698,Mycobacterium simiae,True,0
ERR12075699,ASSEMBLY,ERR12075699,Mycobacterium simiae,True,0
ERR12075700,ASSEMBLY,ERR12075700,Mycobacterium simiae,True,0
ERR12075701,ASSEMBLY,ERR12075701,Mycobacterium simiae,True,0
ERR12075702,ASSEMBLY,ERR12075702,Mycobacterium simiae,True,1
ERR12075703,ASSEMBLY,ERR12075703,Mycobacterium simiae,True,0
ERR12075704,ASSEMBLY,ERR12075704,Mycobacterium simiae,True,0
ERR12075705,ASSEMBLY,ERR12075705,Mycobacterium simiae,True,0
ERR12075706,ASSEMBLY,ERR12075706,Mycobacterium simiae,True,0
ERR12075707,ASSEMBLY,ERR12075707,Mycobacterium simiae,True,0
ERR12075709,ASSEMBLY,ERR12075709,Mycobacterium simiae,True,0
ERR12075710,ASSEMBLY,ERR12075710,Mycobacterium simiae,True,1
ERR12075711,ASSEMBLY,ERR12075711,Mycobacterium simiae,True,0
ERR12075712,ASSEMBLY,ERR12075712,Mycobacterium simiae,True,0
ERR12075713,ASSEMBLY,ERR12075713,Mycobacterium simiae,True,0
ERR12075714,ASSEMBLY,ERR12075714,Mycobacterium simiae,True,0
