sequence,MDS1,MDS2,genome
GCF_001607365.1_prophage_3,0.7072592451725113,-0.3356928428059247,GCF_001607365.1
GCF_001607435.1_prophage_2,0.42557572282684636,0.17122221206371638,GCF_001607435.1
GCF_001607445.1_prophage_5,0.17901893822240797,-0.6329066824746995,GCF_001607445.1
GCF_001607455.1_prophage_3,-0.24896502311115834,-0.23580676218698932,GCF_001607455.1
GCF_001607525.1_prophage_3,-0.14461950155566689,0.28142916224171394,GCF_001607525.1
GCF_001607605.1_prophage_1,-0.47931010646871247,-0.0852489652356336,GCF_001607605.1
GCF_001607815.1_prophage_4,-0.047438109605832834,0.41406997357460634,GCF_001607815.1
GCF_001607835.1_prophage_2,-0.30706083480363555,-0.43413878478867984,GCF_001607835.1
GCF_001607895.1_prophage_4,0.18508798891980147,0.7939982634460393,GCF_001607895.1
GCF_001607895.1_prophage_5,0.441042047170935,-0.6321761978674993,GCF_001607895.1
GCF_001607925.1_prophage_6,0.33923746643878994,0.5287375318263745,GCF_001607925.1
GCF_001608085.1_prophage_1,0.46330305463680155,-0.09347278792356367,GCF_001608085.1
GCF_001608085.1_prophage_7,-0.8081472887118889,0.17863602846120213,GCF_001608085.1
GCF_001608105.1_prophage_5,-0.17297886962407483,0.11132036241610274,GCF_001608105.1
GCF_001608235.1_prophage_4,0.10868193589141027,0.2505473411417611,GCF_001608235.1
GCF_001608285.1_prophage_3,-0.10496763764947312,0.15784876266758202,GCF_001608285.1
GCF_001608315.1_prophage_10,-0.10490499486430317,0.1578289107550169,GCF_001608315.1
GCF_001609215.1_prophage_4,-0.5819478279329259,-0.36413580015839847,GCF_001609215.1
GCF_001609315.1_prophage_10,-0.10486093598083772,0.15785272104087264,GCF_001609315.1
GCF_001609315.1_prophage_3,0.527443269484792,-0.5666661464258287,GCF_001609315.1
GCF_001609745.1_prophage_5,-0.1176687145007007,-0.07627967639520898,GCF_001609745.1
GCF_001609795.1_prophage_3,0.1650420508533898,0.761140043740245,GCF_001609795.1
GCF_001612475.1_prophage_1,-0.017969220065085563,0.4615175831298383,GCF_001612475.1
GCF_001614395.1_prophage_1,-0.5293717367459838,0.13966472711928482,GCF_001614395.1
GCF_001614955.1_prophage_2,-0.6432320325613924,-0.3594811491968928,GCF_001614955.1
GCF_001615035.1_prophage_8,-0.40963361976295987,0.2110904741961697,GCF_001615035.1
GCF_001615095.1_prophage_2,-0.8397054261017227,0.02715269836340855,GCF_001615095.1
GCF_001615325.1_prophage_1,0.6948389875911348,-0.31412321529744663,GCF_001615325.1
GCF_001615535.1_prophage_2,-0.6217451316198451,-0.43167673315505417,GCF_001615535.1
GCF_001615625.1_prophage_1,0.10111730743983213,0.18108108721395624,GCF_001615625.1
GCF_001616045.1_prophage_9,-0.05315976018231952,0.4882188144550986,GCF_001616045.1
GCF_001616345.1_prophage_2,0.3591260206402941,0.13383655656749113,GCF_001616345.1
GCF_001616515.1_prophage_1,0.39101642185745167,-0.6769298216326365,GCF_001616515.1
GCF_001616515.1_prophage_2,0.6320258216600363,-0.25074694008760373,GCF_001616515.1
GCF_001616615.1_prophage_5,-0.6737533163438646,-0.13162571542941792,GCF_001616615.1
GCF_001616695.1_prophage_2,-0.5623070255275822,-0.27054298515541253,GCF_001616695.1
GCF_001616715.1_prophage_5,0.43419239505747376,-0.6302941128247765,GCF_001616715.1
GCF_001617025.1_prophage_2,-0.5217328202633494,0.03441690431009377,GCF_001617025.1
GCF_001618345.2_prophage_4,0.092620991944946,0.1949146771516037,GCF_001618345.2
GCF_001618345.2_prophage_5,-0.06309613188495772,0.20460672246648806,GCF_001618345.2
GCF_001618365.1_prophage_1,-0.1724331669604048,0.12156527615270749,GCF_001618365.1
GCF_001619075.1_prophage_3,-0.2813336428130913,-0.7810765792071992,GCF_001619075.1
GCF_001621245.1_prophage_5,0.4359606274898359,0.18880578505023804,GCF_001621245.1
GCF_001621515.1_prophage_3,0.49885541005576645,0.21604141732161544,GCF_001621515.1
GCF_001621565.1_prophage_4,0.4264846052940123,0.1761170610126317,GCF_001621565.1
GCF_001621675.1_prophage_1,0.19389019471361418,-0.47328017583624615,GCF_001621675.1
GCF_001621805.1_prophage_4,0.6209601016382534,-0.26807770175494333,GCF_001621805.1
GCF_001622045.1_prophage_6,0.41706181348611,0.7371443158931874,GCF_001622045.1
GCF_001637625.1_prophage_4,-0.21405544270627536,-0.7970194467461563,GCF_001637625.1
GCF_001637705.1_prophage_4,-0.06125658435548083,0.7265727449543428,GCF_001637705.1
GCF_001637905.1_prophage_2,0.5547329012921208,0.47176188024687465,GCF_001637905.1
GCF_001637985.1_prophage_2,-0.12344460503434117,-0.7170488839325827,GCF_001637985.1
GCF_001638025.1_prophage_5,0.8224959979277848,-0.17595772479912508,GCF_001638025.1
GCF_001638045.1_prophage_6,0.7784151722373814,-0.23431309929545988,GCF_001638045.1
GCF_001638055.1_prophage_2,0.7986663138817216,-0.15379586263080727,GCF_001638055.1
GCF_001638055.1_prophage_4,-0.35531194727832166,0.7023275284542247,GCF_001638055.1
GCF_001638065.1_prophage_7,-0.6584623716720623,0.15608897573066677,GCF_001638065.1
GCF_001638205.1_prophage_1,-0.18280258958937312,0.2244915994992292,GCF_001638205.1
GCF_001638225.1_prophage_5,-0.182802589589373,0.22449159949923025,GCF_001638225.1
GCF_001640145.1_prophage_6,-0.10191916834151751,-0.7522189168925049,GCF_001640145.1
GCF_001640245.1_prophage_3,0.2767629312965255,0.6976654746824074,GCF_001640245.1
GCF_001641555.1_prophage_4,-0.25627754127568136,-0.4632139158986679,GCF_001641555.1
GCF_001642295.1_prophage_3,-0.6521232435786335,-0.37762002830723707,GCF_001642295.1
GCF_001644745.1_prophage_4,-0.25824290270097416,0.13487697270901844,GCF_001644745.1
GCF_001645225.1_prophage_3,0.011391830868151489,0.5318845056822473,GCF_001645225.1
GCF_001647345.1_prophage_3,-0.658176128324713,0.15631261714564784,GCF_001647345.1
GCF_001650295.1_prophage_18,-0.24226723041007595,0.1989667743888458,GCF_001650295.1
GCF_001650295.1_prophage_2,-0.32823845922178374,0.07336238471569734,GCF_001650295.1
GCF_001650505.1_prophage_2,0.0663542540838279,0.7911401489476348,GCF_001650505.1
GCF_001650505.1_prophage_3,0.315232204676881,0.554995693869005,GCF_001650505.1
GCF_001650585.1_prophage_4,-0.3971847425127,0.25849439270693714,GCF_001650585.1
GCF_001650605.1_prophage_8,0.6018693189777016,0.09374790431028225,GCF_001650605.1
GCF_001651685.1_prophage_4,0.30467453160494834,0.2283793752678756,GCF_001651685.1
GCF_001651725.1_prophage_2,-0.48026255345282265,-0.07677842661740199,GCF_001651725.1
GCF_001651925.2_prophage_3,0.18180317102478993,0.2506046280338608,GCF_001651925.2
GCF_001651965.2_prophage_1,-0.14522418152589425,-0.2097610430756397,GCF_001651965.2
GCF_001652805.1_prophage_2,0.2712318500594739,-0.5014897353031764,GCF_001652805.1
GCF_001657505.1_prophage_5,0.5449838551111227,0.5106437985985877,GCF_001657505.1
GCF_001660195.1_prophage_7,-0.18468545166293504,-0.39552447253798956,GCF_001660195.1
GCF_001660325.1_prophage_6,0.4635163475307764,-0.09500097865248987,GCF_001660325.1
GCF_001677475.2_prophage_7,0.1542913410034313,0.25210923131190355,GCF_001677475.2
GCF_001677495.1_prophage_11,0.21162471761925986,0.24275012481991604,GCF_001677495.1
GCF_001677515.1_prophage_9,-0.004155152152406227,0.1179907636477277,GCF_001677515.1
GCF_001677625.2_prophage_4,0.46287169773770376,0.1779196239022474,GCF_001677625.2
GCF_001677635.2_prophage_7,-0.3900915995851438,-0.2694834903917929,GCF_001677635.2
GCF_001677805.2_prophage_6,-0.6692239732433999,-0.16174226223891353,GCF_001677805.2
GCF_001677855.2_prophage_5,0.1267856328915049,-0.6689614255059699,GCF_001677855.2
GCF_001678925.1_prophage_3,-0.46310783375623354,0.17177739786731697,GCF_001678925.1
GCF_001678965.1_prophage_13,0.058392349075614,0.6493422959835012,GCF_001678965.1
GCF_001693315.1_prophage_5,-0.34921389027274596,-0.48819290420368666,GCF_001693315.1
GCF_001695515.1_prophage_14,0.1684567353062791,-0.5690153647183877,GCF_001695515.1
GCF_001695515.1_prophage_8,0.20896377324373777,0.2564692138015188,GCF_001695515.1
GCF_001700025.1_prophage_3,-0.6216972367891694,-0.35447534969155664,GCF_001700025.1
GCF_001700095.1_prophage_2,0.48534159954765976,-0.2647683921813968,GCF_001700095.1
GCF_001700095.1_prophage_3,-0.5408765799850558,0.09367440468368725,GCF_001700095.1
GCF_001700105.1_prophage_2,0.0005560568451874799,0.7391324975424707,GCF_001700105.1
GCF_001713575.1_prophage_1,0.19074127795549578,0.23268737415119814,GCF_001713575.1
GCF_001713585.1_prophage_2,0.35303308783808574,0.49325163771697683,GCF_001713585.1
GCF_001721125.1_prophage_15,0.6604788769336986,-0.4834602001954143,GCF_001721125.1
GCF_001721225.1_prophage_2,0.23495397738336393,0.2294402786079432,GCF_001721225.1
GCF_001749065.1_prophage_6,-0.4568330262918383,0.1683841824693724,GCF_001749065.1
GCF_001749205.1_prophage_5,-0.2705222910043096,0.7796551747248749,GCF_001749205.1
GCF_001749225.1_prophage_2,-0.6517153413706411,-0.0190362389397433,GCF_001749225.1
GCF_001749235.1_prophage_1,0.06431227550608198,0.2094771721754846,GCF_001749235.1
GCF_001749375.1_prophage_3,0.3763824144613666,-0.49536500496941865,GCF_001749375.1
GCF_001749625.1_prophage_6,0.2165248807406394,0.7560652901252364,GCF_001749625.1
GCF_001753485.1_prophage_5,0.17086774304232707,0.25458689665646583,GCF_001753485.1
GCF_001753505.1_prophage_13,-0.027512130545436265,-0.06462214143685524,GCF_001753505.1
GCF_001753545.1_prophage_9,0.18348108272997993,0.20933931067543468,GCF_001753545.1
GCF_001753565.1_prophage_13,-0.027512177569805892,-0.06462194562123769,GCF_001753565.1
GCF_001806285.1_prophage_13,-0.23725409343950457,0.2109256932609077,GCF_001806285.1
GCF_001865195.1_prophage_3,0.0034804966922944453,0.4029863200665855,GCF_001865195.1
GCF_001865295.1_prophage_10,0.17069125093708362,0.25473531283078477,GCF_001865295.1
GCF_001865295.1_prophage_12,0.19992502705863496,0.2584081472567286,GCF_001865295.1
GCF_001865295.1_prophage_5,0.16400963472878624,0.2605140935994387,GCF_001865295.1
GCF_001878695.1_prophage_1,-0.286558867176848,0.2260795569886148,GCF_001878695.1
GCF_001881055.1_prophage_3,-0.15401544858432623,-0.36307049489799614,GCF_001881055.1
GCF_001881145.1_prophage_2,-0.49875452683868193,-0.11150966430942856,GCF_001881145.1
GCF_001881275.1_prophage_1,0.2561555527427044,0.21268664927495834,GCF_001881275.1
GCF_001881315.1_prophage_5,-0.330581866944358,0.15468389449788644,GCF_001881315.1
GCF_001881385.1_prophage_1,0.004597016684210754,0.3978167783631188,GCF_001881385.1
GCF_001881425.1_prophage_6,0.2639035182890711,-0.5674270231668642,GCF_001881425.1
GCF_001881435.1_prophage_9,-0.1681411619748108,-0.7920843812401468,GCF_001881435.1
GCF_001881605.1_prophage_1,0.29680979550401304,0.10547833172057779,GCF_001881605.1
GCF_001884785.1_prophage_4,-0.12112983996757469,0.2529227183371918,GCF_001884785.1
GCF_001886935.1_prophage_2,0.31950829111887646,0.25119167891465494,GCF_001886935.1
GCF_001890205.1_prophage_12,0.23394892716136784,0.5743988429797834,GCF_001890205.1
GCF_001890225.1_prophage_6,-0.14200795735606417,0.31574026290804774,GCF_001890225.1
GCF_001890245.1_prophage_17,-0.058437908658271955,0.30515871471178324,GCF_001890245.1
GCF_001890265.1_prophage_13,-0.29085747163469916,0.1461356229186977,GCF_001890265.1
GCF_001890265.1_prophage_7,0.15447438949141967,0.2637626521237539,GCF_001890265.1
GCF_001890265.1_prophage_8,0.20149508759870036,0.2583914438674475,GCF_001890265.1
GCF_001891225.1_prophage_2,-0.4960280356918097,-0.07396460622634565,GCF_001891225.1
GCF_001891305.1_prophage_2,-0.4960280359245858,-0.07396460533587604,GCF_001891305.1
GCF_001891315.1_prophage_1,0.0678955666907215,0.11738147314893593,GCF_001891315.1
GCF_001891535.1_prophage_2,0.6579670895266353,-0.006696572819167397,GCF_001891535.1
GCF_001891605.1_prophage_1,-0.2428358452905921,-0.4794731247902729,GCF_001891605.1
GCF_001891685.1_prophage_3,-0.6425340506505489,-0.3401566777560999,GCF_001891685.1
GCF_001891725.1_prophage_2,0.03997390122659121,0.18696228824227387,GCF_001891725.1
GCF_001891865.1_prophage_9,0.7472132242598764,-0.25972928102606613,GCF_001891865.1
GCF_001891925.1_prophage_4,-0.4675547604414034,-0.39563557798963433,GCF_001891925.1
GCF_001892045.1_prophage_2,-0.13071324832908301,0.09917467813145829,GCF_001892045.1
GCF_001892065.1_prophage_1,0.027709558923495844,0.22458064435475136,GCF_001892065.1
GCF_001892065.1_prophage_2,0.03793756250278435,0.18668410222350174,GCF_001892065.1
GCF_001892215.1_prophage_3,0.054477830875893835,0.31755440562399795,GCF_001892215.1
GCF_001892325.1_prophage_3,-0.17070472916211582,0.07538888124249697,GCF_001892325.1
GCF_001892365.1_prophage_4,-0.1562206677721254,0.22455366965096707,GCF_001892365.1
GCF_001892405.1_prophage_1,0.21760713505323392,-0.0998625162543145,GCF_001892405.1
GCF_001892425.1_prophage_6,-0.24283058726215745,-0.4794737769476738,GCF_001892425.1
GCF_001892485.1_prophage_3,0.0679131355777365,0.11737218190860085,GCF_001892485.1
GCF_001892585.1_prophage_4,0.3225706883203798,0.6019074765128587,GCF_001892585.1
GCF_001892645.1_prophage_1,-0.09875437824003858,0.12539566662724375,GCF_001892645.1
GCF_001892795.1_prophage_3,-0.016785564203028912,0.39783997498896084,GCF_001892795.1
GCF_001892905.1_prophage_2,0.6682044199982059,0.4517730394872192,GCF_001892905.1
GCF_001893285.1_prophage_6,0.7400680208311872,-0.03612672790110895,GCF_001893285.1
GCF_001893685.1_prophage_3,-0.3574649207607079,0.17367752816360155,GCF_001893685.1
GCF_001893765.1_prophage_1,-0.6153354371816617,0.5782945128762368,GCF_001893765.1
GCF_001893765.1_prophage_6,-0.18097026976485822,-0.3233213102460119,GCF_001893765.1
GCF_001893785.1_prophage_3,-0.1544765325538914,-0.709840629910692,GCF_001893785.1
GCF_001894065.1_prophage_5,0.18835042267151636,0.11239735190087782,GCF_001894065.1
GCF_001894245.1_prophage_1,0.08353550864026611,0.20894889568161276,GCF_001894245.1
GCF_001894255.1_prophage_2,-0.5975777057544648,0.2851612236949225,GCF_001894255.1
GCF_001894645.1_prophage_3,-0.2942137456335179,0.18299082200974232,GCF_001894645.1
GCF_001900335.1_prophage_1,-0.1511452531220178,0.6109127541801144,GCF_001900335.1
GCF_001900415.1_prophage_2,0.43782182197812153,-0.6330668424354027,GCF_001900415.1
GCF_001900435.1_prophage_5,0.43679778096559735,-0.6339148344817589,GCF_001900435.1
GCF_001900515.1_prophage_5,0.4722803209740348,0.5850267427412817,GCF_001900515.1
GCF_001900655.1_prophage_1,-0.2743556924828335,-0.5811878500902362,GCF_001900655.1
GCF_001900655.1_prophage_3,-0.24378044603651094,0.6007151829320341,GCF_001900655.1
GCF_001900655.1_prophage_6,-0.7586021472722025,0.3068120091751148,GCF_001900655.1
GCF_001900795.1_prophage_3,0.38813555612751816,-0.6303493948762648,GCF_001900795.1
GCF_001901005.1_prophage_1,0.36112441488688096,-0.6288630010148675,GCF_001901005.1
GCF_001901005.1_prophage_2,0.09708834663388886,0.1992301469652779,GCF_001901005.1
GCF_001901425.1_prophage_7,0.7727099432980149,0.009483361490302664,GCF_001901425.1
GCF_001902685.1_prophage_9,-0.061766778910706366,0.7805143757208303,GCF_001902685.1
GCF_001902735.1_prophage_5,0.056873143505408,0.47578890191167234,GCF_001902735.1
GCF_001909105.1_prophage_2,-0.35350862159178936,-0.44091098333730644,GCF_001909105.1
GCF_001910855.1_prophage_2,0.7072638661789395,-0.3194532582896716,GCF_001910855.1
GCF_001910925.1_prophage_11,0.47674909640672225,-0.6200511327453011,GCF_001910925.1
GCF_001910925.1_prophage_5,0.3759909265155637,-0.6752045914246183,GCF_001910925.1
GCF_001910935.1_prophage_6,-0.09111241556296769,-0.21063774613623545,GCF_001910935.1
GCF_001911095.1_prophage_3,0.2766492398502548,-0.6418071349505525,GCF_001911095.1
GCF_001911095.1_prophage_5,-0.2375667576780239,0.20844605767616065,GCF_001911095.1
GCF_001911145.1_prophage_4,-0.17813672394582028,-0.31317309963580503,GCF_001911145.1
GCF_001911405.1_prophage_3,0.10192890704784952,0.22895800310801967,GCF_001911405.1
GCF_001911485.1_prophage_3,0.13582103761561043,0.25563285220837795,GCF_001911485.1
GCF_001911545.1_prophage_6,-0.4001707650403898,0.7517447417884442,GCF_001911545.1
GCF_001911585.1_prophage_3,0.5585491458337231,0.26199654995122296,GCF_001911585.1
GCF_001911635.1_prophage_6,-0.06902349135304116,-0.37129519834376057,GCF_001911635.1
GCF_001911675.1_prophage_3,0.36440772876444427,0.1706842316231984,GCF_001911675.1
GCF_001911695.1_prophage_5,-0.2782569926236789,0.266872855508051,GCF_001911695.1
GCF_001911745.1_prophage_4,0.6066566149589137,0.5410214876096229,GCF_001911745.1
GCF_001911905.1_prophage_1,-0.33192660178805455,0.2654058652728813,GCF_001911905.1
GCF_001911935.1_prophage_2,0.46404060423168697,0.20305869497483003,GCF_001911935.1
GCF_001911985.1_prophage_1,-0.000413947837691317,0.41454236083085827,GCF_001911985.1
GCF_001911985.1_prophage_5,0.23941621331038843,0.20602673852438336,GCF_001911985.1
GCF_001912085.1_prophage_4,-0.6212211391810772,-0.178875507136247,GCF_001912085.1
GCF_001912235.1_prophage_3,0.2640887304187078,0.10246691531027252,GCF_001912235.1
GCF_001912275.1_prophage_2,-0.47174646535367815,-0.0983348558997904,GCF_001912275.1
GCF_001912425.1_prophage_2,-0.4144126823796898,0.0769689424014372,GCF_001912425.1
GCF_001912475.1_prophage_4,0.14268461664806523,0.25055576027744964,GCF_001912475.1
GCF_001912485.1_prophage_1,-0.49440626636170404,-0.0035764859102622505,GCF_001912485.1
GCF_001912525.1_prophage_4,0.4011797605008777,0.20692821309181206,GCF_001912525.1
GCF_001912675.1_prophage_4,-0.41208995747228483,-0.6403525890680493,GCF_001912675.1
GCF_001939185.1_prophage_11,-0.4139893362313469,0.09720981958825878,GCF_001939185.1
GCF_001970045.1_prophage_3,0.40627801529131363,0.12680022481056055,GCF_001970045.1
GCF_001970075.1_prophage_7,0.21106543747465048,0.5738796711468425,GCF_001970075.1
GCF_001970105.1_prophage_4,0.6804905143113122,-0.2827086061253223,GCF_001970105.1
GCF_001990545.2_prophage_6,0.45743560696003444,0.6256148933379889,GCF_001990545.2
GCF_001990865.1_prophage_2,-0.21018959140605895,-0.5195120841674089,GCF_001990865.1
GCF_001994955.1_prophage_1,-0.17444793521662236,0.7995971843635395,GCF_001994955.1
GCF_001994975.1_prophage_9,0.6073607578493269,-0.34604048526635567,GCF_001994975.1
GCF_002001715.1_prophage_3,0.10555708472423748,0.23500005050798398,GCF_002001715.1
GCF_002001845.1_prophage_2,-0.47265987671608783,0.07973224745063391,GCF_002001845.1
GCF_002002045.1_prophage_2,0.37221067115940526,0.17633429507098214,GCF_002002045.1
GCF_002002045.1_prophage_6,-0.23793480594467706,-0.130362847380937,GCF_002002045.1
GCF_002002055.1_prophage_2,-0.6012563274661737,-0.27830053531233795,GCF_002002055.1
GCF_002002285.1_prophage_4,-0.5035407728545587,-0.057112072526923616,GCF_002002285.1
GCF_002002325.1_prophage_1,0.20098278139925727,-0.11251173640216584,GCF_002002325.1
GCF_002002545.1_prophage_3,0.6520172248994983,0.23108039722084578,GCF_002002545.1
GCF_002006965.1_prophage_2,0.014566800587676839,0.20727020251627884,GCF_002006965.1
GCF_002011965.1_prophage_4,0.07349506724691197,-0.7957120631290985,GCF_002011965.1
GCF_002012025.1_prophage_9,-0.017496976433034817,-0.6880119639318459,GCF_002012025.1
GCF_002012165.1_prophage_7,0.6431961545028428,-0.5130867972715416,GCF_002012165.1
GCF_002012305.1_prophage_7,0.8032926668866055,-0.2231858195226714,GCF_002012305.1
GCF_002015195.1_prophage_1,0.5731867615481495,0.22839123380903004,GCF_002015195.1
GCF_002015255.1_prophage_5,-0.5004788423653344,-0.3482329700341682,GCF_002015255.1
GCF_002015255.1_prophage_6,-0.51189473338491,-0.08005080665470775,GCF_002015255.1
GCF_002015355.1_prophage_6,-0.5175531630066181,-0.04563919213917469,GCF_002015355.1
GCF_002015375.1_prophage_1,-0.36472930310837437,0.7376431745498202,GCF_002015375.1
GCF_002015385.1_prophage_3,-0.7249724313011625,-0.0692954563102478,GCF_002015385.1
GCF_002015435.1_prophage_4,0.6741934181304291,0.094481160187879,GCF_002015435.1
GCF_002015455.1_prophage_3,-0.7269671226431806,-0.06878259730681069,GCF_002015455.1
GCF_002015455.1_prophage_6,-0.11640805249388475,-0.5871980245182916,GCF_002015455.1
GCF_002015625.1_prophage_3,0.6825805110771217,0.19709091281475716,GCF_002015625.1
GCF_002015775.1_prophage_2,0.4746208015040319,-0.16251514177887436,GCF_002015775.1
GCF_002015775.1_prophage_6,-0.46829939805052073,-0.6032746209159673,GCF_002015775.1
GCF_002015815.1_prophage_3,-0.22532761588391972,0.7733465084331768,GCF_002015815.1
GCF_002015855.1_prophage_6,0.4659504056276668,0.6657598531279444,GCF_002015855.1
GCF_002015875.1_prophage_4,-0.21671016053412734,-0.5413256966099994,GCF_002015875.1
GCF_002015885.1_prophage_8,0.20527062460454304,0.8136064602315953,GCF_002015885.1
GCF_002015935.1_prophage_3,0.4337662238005199,0.17621129509313588,GCF_002015935.1
GCF_002015935.1_prophage_5,0.7033249757486606,-0.2534097973010554,GCF_002015935.1
GCF_002015965.1_prophage_2,0.25159832732473086,0.7741813089839583,GCF_002015965.1
GCF_002016195.1_prophage_5,-0.7870223884626958,-0.23953687393067027,GCF_002016195.1
GCF_002016355.1_prophage_3,-0.46456883843967045,0.14443669140879842,GCF_002016355.1
GCF_002016375.1_prophage_2,-0.4645796618217852,0.14443417870462927,GCF_002016375.1
GCF_002016465.1_prophage_4,-0.3897932662060712,0.15704334035122117,GCF_002016465.1
GCF_002016465.1_prophage_9,0.5207867314262863,-0.43356966448440465,GCF_002016465.1
GCF_002016475.1_prophage_1,-0.6157435618378423,-0.5819054413083945,GCF_002016475.1
GCF_002016475.1_prophage_3,-0.10135832205778095,-0.3666514160744247,GCF_002016475.1
GCF_002018425.2_prophage_1,-0.4019009607542937,-0.10719076543203465,GCF_002018425.2
GCF_002018815.2_prophage_2,-0.25263750595068774,0.2268902679540836,GCF_002018815.2
GCF_002028705.1_prophage_4,-0.41692384738920013,0.10627257515188676,GCF_002028705.1
GCF_002028825.1_prophage_10,-0.2762508349758363,-0.6870696250657845,GCF_002028825.1
GCF_002028865.1_prophage_2,0.4355207922446033,0.15598986370878704,GCF_002028865.1
GCF_002028945.1_prophage_3,-0.3811910510757066,0.1298235456755232,GCF_002028945.1
GCF_002029115.1_prophage_1,0.15789907018043603,0.2284046179966647,GCF_002029115.1
GCF_002056635.1_prophage_1,0.7145750080944605,0.4494995329673638,GCF_002056635.1
GCF_002056635.1_prophage_6,0.6572140269059884,-0.0015350783968033975,GCF_002056635.1
GCF_002057245.1_prophage_13,-0.4242806780679561,-0.6251438775704734,GCF_002057245.1
GCF_002058765.1_prophage_4,-0.05535307070336336,0.2757340677599139,GCF_002058765.1
GCF_002075175.1_prophage_5,-0.2492973740036834,-0.5703321573758559,GCF_002075175.1
GCF_002075265.1_prophage_2,-0.003674195019675119,0.7073886713198965,GCF_002075265.1
GCF_002075265.1_prophage_7,-0.14186739267619797,-0.3542232282034916,GCF_002075265.1
GCF_002075265.1_prophage_8,-0.08735504551186533,-0.2915553682203661,GCF_002075265.1
GCF_002077195.1_prophage_2,0.08287159664523375,0.20316655914199477,GCF_002077195.1
GCF_002080555.1_prophage_3,0.37823441643050004,0.1856942042248268,GCF_002080555.1
GCF_002080595.1_prophage_5,-0.6366507832487176,-0.2943759630073955,GCF_002080595.1
GCF_002080635.1_prophage_3,-0.6359753474318669,0.2441519806953704,GCF_002080635.1
GCF_002087535.1_prophage_3,-0.2581912766194603,0.20062624794549702,GCF_002087535.1
GCF_002087565.1_prophage_6,0.6488148685860767,-0.2677770292113536,GCF_002087565.1
GCF_002087575.1_prophage_2,-0.6115487370266549,-0.2959220831366207,GCF_002087575.1
GCF_002087615.1_prophage_5,-0.6311061898887309,-0.26226250086984204,GCF_002087615.1
GCF_002099555.1_prophage_1,0.7070751957949822,0.3796806397803186,GCF_002099555.1
GCF_002099625.1_prophage_9,-0.2563334808388752,-0.46320657841153917,GCF_002099625.1
GCF_002099715.1_prophage_4,-0.7088701435821873,0.4823590778530507,GCF_002099715.1
GCF_002099805.1_prophage_4,0.3377996580097629,0.6688815211393009,GCF_002099805.1
GCF_002104645.1_prophage_2,-0.13899494715865582,0.07521702791313804,GCF_002104645.1
GCF_002109605.1_prophage_3,-0.014841815416654391,0.2603488016398299,GCF_002109605.1
GCF_002109615.1_prophage_4,0.11320140687674154,0.19447220145964336,GCF_002109615.1
GCF_002109685.1_prophage_2,-0.49048333384851867,-0.09561345694238244,GCF_002109685.1
GCF_002109745.1_prophage_1,0.4289160577050566,-0.6328577789387074,GCF_002109745.1
GCF_002110005.1_prophage_4,-0.19041367564434536,-0.3121889010979555,GCF_002110005.1
GCF_002110025.1_prophage_1,-0.6755949344405531,0.5281558974277691,GCF_002110025.1
GCF_002110025.1_prophage_2,0.12062392614343233,0.15904423416463145,GCF_002110025.1
GCF_002110065.1_prophage_5,-0.4401863031994105,-0.6965418177484384,GCF_002110065.1
GCF_002110175.1_prophage_7,-0.5496038716799851,0.6332084422610684,GCF_002110175.1
GCF_002111485.1_prophage_2,-0.22531905132021704,-0.1356020895126628,GCF_002111485.1
GCF_002116545.1_prophage_1,-0.4174363640281552,-0.39492913292174076,GCF_002116545.1
GCF_002116555.1_prophage_1,0.8282694101042839,-0.11516746884792989,GCF_002116555.1
GCF_002116715.2_prophage_3,0.5524407234201918,0.27858423249651976,GCF_002116715.2
GCF_002120205.1_prophage_8,0.8122635143496064,-0.09000822210352394,GCF_002120205.1
GCF_002133425.1_prophage_3,0.45991579195790977,0.1686541942431975,GCF_002133425.1
GCF_002133445.1_prophage_6,-0.5683215177621597,-0.5923518100396892,GCF_002133445.1
GCF_002133535.1_prophage_1,-0.6931972905378895,-0.04676743820329201,GCF_002133535.1
GCF_002133605.1_prophage_5,0.7418995725771721,-0.19881595347653844,GCF_002133605.1
GCF_002133665.1_prophage_2,-0.20544020486986406,0.3618433860255236,GCF_002133665.1
GCF_002133845.1_prophage_6,0.4309890847867094,0.1745149424030529,GCF_002133845.1
GCF_002133905.1_prophage_1,-0.053154984552428494,0.48822794670130065,GCF_002133905.1
GCF_002133905.1_prophage_2,0.437334441038648,-0.6295573125932663,GCF_002133905.1
GCF_002134105.1_prophage_2,0.15174008703893502,-0.5887752325205391,GCF_002134105.1
GCF_002134145.1_prophage_4,-0.5812188534507594,-0.2819725121470507,GCF_002134145.1
GCF_002134325.1_prophage_6,-0.5816030214488855,-0.4569304938089182,GCF_002134325.1
GCF_002134395.1_prophage_3,-0.6792917490592003,0.5205673522384318,GCF_002134395.1
GCF_002134525.1_prophage_9,-0.043644917990701255,0.43585354362746587,GCF_002134525.1
GCF_002134625.1_prophage_5,-0.12998470215754854,-0.3211398549772227,GCF_002134625.1
GCF_002134645.1_prophage_11,-0.6627292826351338,0.35679069041312483,GCF_002134645.1
GCF_002134645.1_prophage_7,-0.14907299527371884,-0.3088938027353622,GCF_002134645.1
GCF_002134765.2_prophage_4,-0.19852830342100297,0.2434717962028341,GCF_002134765.2
GCF_002142365.1_prophage_2,0.6302163650427433,-0.25248692185034216,GCF_002142365.1
